UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC10789,05-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£780.00,10789
MODGPC10790,05-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£780.00,10790
MODGPC10791,05-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£780.00,10791
MODGPC10792,05-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£780.00,10792
MODGPC10793,05-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£606.00,10793
MODGPC10794,05-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£780.00,10794
MODGPC10795,26-Aug-11,Training and Educational           , SCHOOLS - DEFAULT,"£1,764.00",10795
MODGPC10796,26-Aug-11,Training and Educational           , SCHOOLS - DEFAULT,"£1,764.00",10796
MODGPC10797,26-Aug-11,Training and Educational           , SCHOOLS - DEFAULT,"£1,764.00",10797
MODGPC10798,26-Aug-11,Training and Educational           , SCHOOLS - DEFAULT,"£1,764.00",10798
MODGPC10799,31-Aug-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£600.00,10799
MODGPC10800,13-Sep-11,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,£540.00,10800
MODGPC10801,31-Aug-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£600.00,10801
MODGPC10802,01-Sep-11,Leisure Activities                 , MEMBER CLUBS/SPORT/REC/GOLF,"£8,250.00",10802
MODGPC10803,18-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£518.04,10803
MODGPC10804,09-Sep-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,363.28",10804
MODGPC10805,09-Sep-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£4,327.00",10805
MODGPC10806,09-Sep-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,346.46",10806
MODGPC10807,15-Aug-11,Miscellaneous Industrial/Commercial, TESTING LABS (NON-MEDICAL),"£3,392.52",10807
MODGPC10808,06-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£552.00,10808
MODGPC10809,06-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£763.10,10809
MODGPC10810,30-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,674.00",10810
MODGPC10811,22-Aug-11,Miscellaneous Industrial/Commercial, TESTING LABS (NON-MEDICAL),"£1,716.72",10811
MODGPC10812,15-Aug-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,£884.42,10812
MODGPC10813,08-Sep-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,£926.92,10813
MODGPC10814,08-Sep-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,£714.00,10814
MODGPC10815,07-Sep-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",£838.80,10815
MODGPC10816,18-Aug-11,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,"£1,064.00",10816
MODGPC10817,08-Sep-11,General Retail and Wholesale       , SPORTING GOODS STORES,£853.20,10817
MODGPC10818,08-Sep-11,General Retail and Wholesale       , SPORTING GOODS STORES,£984.00,10818
MODGPC10819,18-Aug-11,General Retail and Wholesale       , SHOE STORES,£543.86,10819
MODGPC10820,30-Aug-11,General Retail and Wholesale       , SHOE STORES,£585.06,10820
MODGPC10821,08-Sep-11,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,£999.00,10821
MODGPC10822,06-Sep-11,Leisure Activities                 , RECREATION SERVICES,£579.60,10822
MODGPC10823,13-Sep-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£675.00,10823
MODGPC10824,08-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£986.40,10824
MODGPC10825,08-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£986.40,10825
MODGPC10826,08-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£986.40,10826
MODGPC10827,13-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£986.40,10827
MODGPC10828,13-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£986.40,10828
MODGPC10829,13-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£986.40,10829
MODGPC10830,24-Aug-11,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£3,624.00",10830
MODGPC10831,23-Aug-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,£708.00,10831
MODGPC10832,31-Aug-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£789.00,10832
MODGPC10833,23-Aug-11,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,"£1,828.92",10833
MODGPC10834,15-Aug-11,General Retail and Wholesale       , SPORTING GOODS STORES,£899.10,10834
MODGPC10835,30-Aug-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£1,067.72",10835
MODGPC10836,08-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,£635.71,10836
MODGPC10837,22-Aug-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£864.60,10837
MODGPC10838,30-Aug-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£942.00,10838
MODGPC10839,08-Sep-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£526.43,10839
MODGPC10840,09-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,382.00",10840
MODGPC10841,01-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,382.00",10841
MODGPC10842,01-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,382.00",10842
MODGPC10843,09-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£4,764.00",10843
MODGPC10844,09-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,382.00",10844
MODGPC10845,22-Aug-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,850.00",10845
MODGPC10846,18-Aug-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£3,300.24",10846
MODGPC10847,24-Aug-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,560.78",10847
MODGPC10848,13-Sep-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,054.22",10848
MODGPC10849,12-Sep-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,575.00",10849
MODGPC10850,24-Aug-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,896.00",10850
MODGPC10851,01-Sep-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,£596.28,10851
MODGPC10852,05-Sep-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,798.80",10852
MODGPC10853,17-Aug-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£967.45,10853
MODGPC10854,17-Aug-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£812.69,10854
MODGPC10855,17-Aug-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£693.54,10855
MODGPC10856,05-Sep-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£551.04,10856
MODGPC10857,05-Sep-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£544.52,10857
MODGPC10858,05-Sep-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£551.04,10858
MODGPC10859,09-Sep-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£538.65,10859
MODGPC10860,01-Sep-11,Catering and Catering Supplies     , CATERERS,£823.82,10860
MODGPC10861,19-Aug-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£2,323.20",10861
MODGPC10862,24-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£996.54,10862
MODGPC10863,17-Aug-11,General Retail and Wholesale       , ELECTRONICS STORES,£998.88,10863
MODGPC10864,19-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,196.00",10864
MODGPC10865,19-Aug-11,Mail Order / Direct Selling        , CATALOG MERCHANT,£635.06,10865
MODGPC10866,17-Aug-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£1,030.88",10866
MODGPC10867,07-Sep-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£2,266.32",10867
MODGPC10868,27-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,317.11",10868
MODGPC10869,30-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£816.00,10869
MODGPC10870,01-Sep-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,108.40",10870
MODGPC10871,07-Sep-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,082.42",10871
MODGPC10872,12-Sep-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,267.31",10872
MODGPC10873,12-Aug-11,General Retail and Wholesale       , RADIO/TV/STEREO REPAIR SHOP,"£5,000.00",10873
MODGPC10874,24-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£510.00,10874
MODGPC10875,02-Sep-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£85,720.91",10875
MODGPC10876,12-Sep-11,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,"£3,388.79",10876
MODGPC10877,07-Sep-11,Professional Services              , PROFESSIONAL SERVICES - DEF,"£1,890.00",10877
MODGPC10878,30-Aug-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£42,136.85",10878
MODGPC10879,02-Sep-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£89,850.48",10879
MODGPC10880,02-Sep-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£55,364.82",10880
MODGPC10881,05-Sep-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£6,082.18",10881
MODGPC10882,09-Sep-11,Staff - Temporary Recruitment      , EMPLOYMENT/TEMP HELP AGEN,"£39,479.52",10882
MODGPC10883,13-Aug-11,Telecommunication Services         , CABLE/PAY TV SERVICES,£870.00,10883
MODGPC10884,13-Aug-11,Telecommunication Services         , CABLE/PAY TV SERVICES,£518.40,10884
MODGPC10885,27-Aug-11,Telecommunication Services         , CABLE/PAY TV SERVICES,"£1,223.04",10885
MODGPC10886,27-Aug-11,Telecommunication Services         , CABLE/PAY TV SERVICES,£599.04,10886
MODGPC10887,13-Sep-11,Telecommunication Services         , CABLE/PAY TV SERVICES,£780.00,10887
MODGPC10888,12-Aug-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£2,453.00",10888
MODGPC10889,15-Aug-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£20,050.84",10889
MODGPC10890,30-Aug-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£4,013.63",10890
MODGPC10891,06-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"£1,901.16",10891
MODGPC10892,06-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£1,093.09",10892
MODGPC10893,12-Aug-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,£682.06,10893
MODGPC10894,12-Aug-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£552.00,10894
MODGPC10895,05-Sep-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£615.24,10895
MODGPC10896,16-Aug-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,£583.20,10896
MODGPC10897,16-Aug-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£3,108.60",10897
MODGPC10898,13-Sep-11,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"£1,188.00",10898
MODGPC10899,12-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,757.76",10899
MODGPC10900,12-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,£864.00,10900
MODGPC10901,24-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,328.00",10901
MODGPC10902,24-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£2,328.00",10902
MODGPC10903,24-Aug-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,492.00",10903
MODGPC10904,16-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,040.06",10904
MODGPC10905,08-Sep-11,Professional Services              , ACCOUNTANTS/AUDITORS/BOOKPR,£996.00,10905
MODGPC10906,09-Sep-11,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,£721.82,10906
MODGPC10907,13-Sep-11,Telecommunication Services         , TELECOMMUNICATION SERVICES,£620.68,10907
MODGPC10908,15-Aug-11,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,£750.00,10908
MODGPC10909,16-Aug-11,General Retail and Wholesale       , GROCERY STORES/SUPERMARKETS,£630.00,10909
MODGPC10910,25-Aug-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£3,887.86",10910
MODGPC10911,02-Sep-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£812.16,10911
MODGPC10912,18-Aug-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,£550.00,10912
MODGPC10913,18-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£525.60,10913
MODGPC10914,30-Aug-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,£697.50,10914
MODGPC10915,23-Aug-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"£2,574.00",10915
MODGPC10916,31-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,070.00",10916
MODGPC10917,24-Aug-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,561.14",10917
MODGPC10918,07-Sep-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,144.77",10918
MODGPC10919,24-Aug-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£663.60,10919
MODGPC10920,01-Sep-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£618.64,10920
MODGPC10921,15-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£890.59,10921
MODGPC10922,15-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£997.82,10922
MODGPC10923,15-Aug-11,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,"£2,304.00",10923
MODGPC10924,15-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£5,846.67",10924
MODGPC10925,15-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£594.00,10925
MODGPC10926,12-Sep-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,741.48",10926
MODGPC10927,13-Sep-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£1,180.56",10927
MODGPC10928,09-Sep-11,Books and Periodicals              , BOOK STORES,"£1,086.79",10928
MODGPC10929,03-Sep-11,General Retail and Wholesale       , DEPARTMENT STORES,£799.90,10929
MODGPC10930,25-Aug-11,Training and Educational           , SCHOOLS - DEFAULT,£540.00,10930
MODGPC10931,05-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,£540.00,10931
MODGPC10932,06-Sep-11,General Retail and Wholesale       , SHOE STORES,£542.57,10932
MODGPC10933,13-Sep-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£828.00,10933
MODGPC10934,24-Aug-11,General Retail and Wholesale       , FABRIC STORES,£998.85,10934
MODGPC10935,31-Aug-11,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,£759.99,10935
MODGPC10936,18-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£822.00,10936
MODGPC10937,18-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£540.00,10937
MODGPC10938,18-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£504.00,10938
MODGPC10939,15-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£560.00,10939
MODGPC10940,15-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"£1,900.00",10940
MODGPC10941,06-Sep-11,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£14,722.80",10941
MODGPC10942,25-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£734.30,10942
MODGPC10943,18-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£839.89,10943
MODGPC10944,19-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£811.19,10944
MODGPC10945,19-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£730.68,10945
MODGPC10946,25-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£690.00,10946
MODGPC10947,25-Aug-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,£750.00,10947
MODGPC10948,24-Aug-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£2,479.68",10948
MODGPC10949,22-Aug-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£664.90,10949
MODGPC10950,15-Aug-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,10950
MODGPC10951,31-Aug-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,£727.62,10951
MODGPC10952,31-Aug-11,"Hotels, Restaurants and Bars               ", RESTAURANTS,£731.93,10952
MODGPC10953,15-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,320.00",10953
MODGPC10954,23-Aug-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£801.60,10954
MODGPC10955,24-Aug-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,£513.60,10955
MODGPC10956,05-Sep-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,275.87",10956
MODGPC10957,05-Sep-11,General Retail and Wholesale       , SPORTING GOODS STORES,£680.00,10957
MODGPC10958,09-Sep-11,General Retail and Wholesale       , SPORTING GOODS STORES,£597.00,10958
MODGPC10959,07-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£958.80,10959
MODGPC10960,24-Aug-11,General Retail and Wholesale       , SMALL APPLIANCE REPAIR DEF,"£4,407.54",10960
MODGPC10961,30-Aug-11,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£512.40,10961
MODGPC10962,17-Aug-11,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£583.12,10962
MODGPC10963,31-Aug-11,General Retail and Wholesale       , WOMENS ACCESS/SPECIALTY,"£2,964.00",10963
MODGPC10964,30-Aug-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","£1,460.00",10964
MODGPC10965,30-Aug-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","£2,500.00",10965
MODGPC10966,12-Sep-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",£660.00,10966
MODGPC10967,08-Sep-11,General Retail and Wholesale       , SHOE STORES,£776.96,10967
MODGPC10968,25-Aug-11,General Retail and Wholesale       , SPORTING GOODS STORES,£517.91,10968
MODGPC10969,09-Sep-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,£603.58,10969
MODGPC10970,24-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£789.98,10970
MODGPC10971,19-Aug-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,584.00",10971
MODGPC10972,31-Aug-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£875.02,10972
MODGPC10973,17-Aug-11,Statutory Bodies                   , GOV'T SERV - DEFAULT,£930.00,10973
MODGPC10974,05-Sep-11,Training and Educational           , SCHOOLS - DEFAULT,£722.54,10974
MODGPC10975,05-Sep-11,Leisure Activities                 , RECREATION SERVICES,£723.50,10975
MODGPC10976,07-Sep-11,Leisure Activities                 , RECREATION SERVICES,£500.00,10976
MODGPC10977,31-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£801.60,10977
MODGPC10978,09-Sep-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£701.28,10978
MODGPC10979,31-Aug-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£860.52,10979
MODGPC10980,30-Aug-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"£2,475.60",10980
MODGPC10981,13-Sep-11,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,"£1,507.92",10981
MODGPC10982,24-Aug-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£4,841.95",10982
MODGPC10983,25-Aug-11,General Retail and Wholesale       , SPORTING GOODS STORES,"£3,712.50",10983
MODGPC10984,17-Aug-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£779.77,10984
MODGPC10985,31-Aug-11,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£611.57,10985
MODGPC10986,16-Aug-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£629.52,10986
MODGPC10987,15-Aug-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£592.68,10987
MODGPC10988,09-Sep-11,Print and Advertising              , ADVERTISING SERVICES,£534.00,10988
MODGPC10989,19-Aug-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,863.77",10989
MODGPC10990,12-Sep-11,Print and Advertising              , MISC PUBLISHING & PRINTING,£677.60,10990
MODGPC10991,07-Sep-11,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£4,794.00",10991
MODGPC10992,17-Aug-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,£680.33,10992
MODGPC10993,05-Sep-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£863.66,10993
MODGPC10994,16-Aug-11,Building Services                  ," HEATING, PLUMBING, AIR COND",£730.08,10994
MODGPC10995,12-Aug-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,£843.60,10995
MODGPC10996,06-Sep-11,General Retail and Wholesale       , DEPARTMENT STORES,£799.90,10996
MODGPC10997,26-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,438.60",10997
MODGPC10998,31-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£1,369.07",10998
MODGPC10999,12-Aug-11,Medical Supplies and Services      , OPTICIANS,£784.27,10999
MODGPC11000,31-Aug-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,£690.36,11000
MODGPC11001,24-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£514.62,11001
MODGPC11002,31-Aug-11,Miscellaneous Industrial/Commercial, TOOL HIRE,£540.00,11002
MODGPC11003,09-Sep-11,"Office Stationery, Equipment and Su", STATIONERY STORES,£636.88,11003
MODGPC11004,05-Sep-11,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£810.00,11004
MODGPC11005,07-Sep-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£2,436.72",11005
MODGPC11006,07-Sep-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,£674.40,11006
MODGPC11007,12-Aug-11,Auto Rental                        ,Auto Rental                        ,"£4,315.00",11007
MODGPC11008,06-Sep-11,Building Services                  , SPEC CONTRACTORS - DEFAULT,£830.00,11008
MODGPC11009,26-Aug-11,Freight and Storage                , PUBLIC WAREHOUSING,"£1,342.03",11009
MODGPC11010,25-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£760.00,11010
MODGPC11011,23-Aug-11,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,"£1,008.00",11011
MODGPC11012,31-Aug-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£500.00,11012
MODGPC11013,16-Aug-11,Professional Services              , PROFESSIONAL SERVICES - DEF,£544.25,11013
MODGPC11014,25-Aug-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£1,700.00",11014
MODGPC11015,16-Aug-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£1,000.00",11015
MODGPC11016,12-Sep-11,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"£4,860.00",11016
MODGPC11017,30-Aug-11,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£2,865.44",11017
MODGPC11018,15-Aug-11,Building Materials                 , PLUMBING/HEATING EQUIPMENT,"£1,790.04",11018
MODGPC11019,05-Sep-11,Building Services                  ," HEATING, PLUMBING, AIR COND",£532.67,11019
MODGPC11020,02-Sep-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,200.00",11020
MODGPC11021,13-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,884.86",11021
MODGPC11022,13-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£2,633.28",11022
MODGPC11023,16-Aug-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,551.98",11023
MODGPC11024,23-Aug-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£799.50,11024
MODGPC11025,24-Aug-11,Mail Order / Direct Selling        , CATALOG MERCHANT,"£4,697.82",11025
MODGPC11026,15-Aug-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,698.00",11026
MODGPC11027,25-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,983.07",11027
MODGPC11028,16-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£4,236.48",11028
MODGPC11029,17-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£658.22,11029
MODGPC11030,30-Aug-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,270.92",11030
MODGPC11031,15-Aug-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,628.00",11031
MODGPC11032,05-Sep-11,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£3,992.96",11032
MODGPC11033,18-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£709.37,11033
MODGPC11034,18-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£785.52,11034
MODGPC11035,18-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£837.50,11035
MODGPC11036,18-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£791.52,11036
MODGPC11037,18-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£960.38,11037
MODGPC11038,31-Aug-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,£853.20,11038
