Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,GREATER MANCHESTER FIRE (RSG),,5000167016,"70,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HAMPSHIRE FIRE & RESCUE AUTHORITY,,5000167066,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HEREFORD WORCESTER FIRE BRIGADE,,5000167054,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HERTFORDSHIRE CC,,5000167087,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,,5000167038,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ISLE OF WIGHT COUNCIL,,5000167089,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,,5000167040,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,5000167058,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,,5000167070,"70,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE CC,,5000167091,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,,5000167018,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORFOLK COUNTY COUNCIL,,5000167093,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,5000167074,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE CC,,5000167095,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NORTHUMBERLAND FIRE & RESCUE SERV,,5000167103,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,5000167048,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,OXFORDSHIRE CC,,5000167097,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,ROYAL BERKSHIRE FIRE AUTHORITY,,5000167034,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,,5000167068,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH YORKSHIRE FIRE & CD (RSG),,5000167020,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,5000167046,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SUFFOLK COUNTY CNCL (RSG),,5000167022,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,SURREY COUNTY COUNCIL,,5000167099,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,TYNE & WEAR FIRE AUTHORITY (RSG),,5000167024,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,W YORKSHIRE FIRE & RESCUE AUTH (RSG,,5000167026,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WARWICKSHIRE CC,,5000167101,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST MIDLANDS FIRE & CIVIL DEFENCE,,5000167028,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WEST SUSSEX FIRE AND RESCUE SERVICE,,5000167079,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Current (non AEF) Grants to Local Authorities,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,,5000167056,"20,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Domestic Services,Finance & Corporate Services,MITIE SECURITY LTD,,5106164487,"1,094.38",,
Communities & Local Government,DCLG,17/06/2011,Electricity,Neighbourhoods,BRITISH GAS,,2100204831,"-3,150.42",,
Communities & Local Government,DCLG,17/06/2011,Electricity,Neighbourhoods,BRITISH GAS,,5106164544,"3,150.42",,
Communities & Local Government,DCLG,17/06/2011,Grant in Aid to NDPBs (non budget),Localism,FIREBUY LTD,,2100204833,"19,000.00",Yes,
Communities & Local Government,DCLG,17/06/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106164489,134.71,,
Communities & Local Government,DCLG,17/06/2011,Office machinery consumables,Localism,BANNER BUSINESS SUPPLIES LTD,,5106164489,362.21,,
Communities & Local Government,DCLG,17/06/2011,Office Supplies,Localism,BANNER BUSINESS SUPPLIES LTD,,5106164489,1.92,,
Communities & Local Government,DCLG,17/06/2011,Office Supplies,Localism,BANNER BUSINESS SUPPLIES LTD,,5106164489,9.24,,
Communities & Local Government,DCLG,17/06/2011,Office Supplies,Localism,BANNER BUSINESS SUPPLIES LTD,,5106164489,471.24,,
Communities & Local Government,DCLG,17/06/2011,Printers,Finance & Corporate Services,DANWOOD GROUP LTD,,5106164641,921.59,,
Communities & Local Government,DCLG,17/06/2011,Printers,Finance & Corporate Services,DANWOOD GROUP LTD,,5106164641,107.27,,
Communities & Local Government,DCLG,17/06/2011,Publications,Treasury,LEXIS-NEXIS UK,,5106164595,"1,125.45",,
Communities & Local Government,DCLG,17/06/2011,Rent,Finance & Corporate Services,LAND SECURITIES PROPERTIES LTD,,5106164593,"3,705,000.00",,
Communities & Local Government,DCLG,17/06/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,,5106164653,"28,338.29",,
Communities & Local Government,DCLG,17/06/2011,Research,Localism,GREENSTREET BERMAN LTD,,5106163394,505.89,,
Communities & Local Government,DCLG,17/06/2011,Security,Localism,ADT FIRE & SECURITY PLC,,5106164639,303.28,,
Communities & Local Government,DCLG,17/06/2011,Security,Localism,ADT FIRE & SECURITY PLC,,5106164639,732.61,,
Communities & Local Government,DCLG,17/06/2011,Storage,Finance & Corporate Services,RADFORD ARCHIVE & DOCUMENT STORAGE,,5106164645,806.50,,
Communities & Local Government,DCLG,17/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106164610,"1,548.43",,
Communities & Local Government,DCLG,17/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106164616,"7,739.52",,
Communities & Local Government,DCLG,17/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106164622,"6,918.68",,
Communities & Local Government,DCLG,17/06/2011,Storage,Finance & Corporate Services,TNT UK LIMITED,,5106164624,"4,755.16",,
Communities & Local Government,DCLG,17/06/2011,Training,Finance & Corporate Services,SAP (UK) LTD,,5106164331,"2,500.00",,
Communities & Local Government,DCLG,20/06/2011,Agency Staff,Finance & Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,,5106164663,"3,240.00",,
Communities & Local Government,DCLG,20/06/2011,Agency Staff,Finance & Corporate Services,MICHAEL PAGE INTERNATIONAL,,5106164705,"1,929.48",,
Communities & Local Government,DCLG,20/06/2011,EC Current Grants to Local Authorities,Finance & Corporate Services,HEREFORDSHIRE COUNCIL,,7500029343,"-18,428.00",Yes,
Communities & Local Government,DCLG,20/06/2011,Fixed Maintenance,Localism,BABCOCK CRITICAL SERVICES LTD,,2100204880,"172,565.71",,
Communities & Local Government,DCLG,20/06/2011,Fixed Maintenance,Localism,BABCOCK CRITICAL SERVICES LTD,,5106164802,"-172,565.71",,
Communities & Local Government,DCLG,20/06/2011,"IT - PC, Network & Hardware",Finance & Corporate Services,DELL CORPORATION LTD,,5106163856,"1,677.53",,
Communities & Local Government,DCLG,20/06/2011,Post,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,5106164598,"1,723.50",,
Communities & Local Government,DCLG,20/06/2011,Research,Finance & Corporate Services,E POLICY LTD,,5106164710,"31,860.00",,
Communities & Local Government,DCLG,20/06/2011,Storage,Finance & Corporate Services,RADFORD ARCHIVE & DOCUMENT STORAGE,,5106164677,"4,210.00",,
Communities & Local Government,DCLG,20/06/2011,Subscriptions,Finance & Corporate Services,HM REVENUE & CUSTOMS,,5106164674,820.00,,
Communities & Local Government,DCLG,20/06/2011,Telecoms equipment (non-capitalised),Finance & Corporate Services,CABLE & WIRELESS,,5106164669,506.23,,
Communities & Local Government,DCLG,20/06/2011,Web Services,Neighbourhoods,BRAMBLE. CC,,5106164725,"1,980.00",,
Communities & Local Government,DCLG,21/06/2011,Accommodation Service Charges,Finance & Corporate Services,KING STURGE LLP,,5106164770,"11,700.00",,
Communities & Local Government,DCLG,21/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164737,"4,118.40",,
Communities & Local Government,DCLG,21/06/2011,Conferences and Meeting Facilities,Treasury,DCLG GOVERNMENT PROCUREMENT CARD,,1000003295,620.00,,
Communities & Local Government,DCLG,21/06/2011,Electricity,Treasury,BRITISH GAS,,5106164784,"3,150.42",,
Communities & Local Government,DCLG,21/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - EAST ENGLAND DEVELOPMENT AGEN,,2100204485,"1,355,395.99",Yes,
Communities & Local Government,DCLG,21/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - SOUTHWEST DEVELOP AGENCY(SWRD,,2100204753,"4,731,892.90",Yes,
Communities & Local Government,DCLG,21/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,WEST NORTHAMPTONSHIRE UDC,,2100204858,"250,000.00",Yes,
Communities & Local Government,DCLG,21/06/2011,Insurance,Localism,MARSH LTD,,5106164751,"33,391.58",,
Communities & Local Government,DCLG,21/06/2011,IT - Service Contracts,Finance & Corporate Services,FUJITSU SERVICES LTD,,5106164768,"19,916.22",,
Communities & Local Government,DCLG,21/06/2011,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,5106164673,"90,000.00",,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164590,223.21,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164590,216.19,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164590,229.40,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164590,229.40,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164590,165.31,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164695,229.40,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164695,229.40,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164695,229.40,,
Communities & Local Government,DCLG,21/06/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164695,495.95,,
Communities & Local Government,DCLG,21/06/2011,Office Supplies,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,5106164590,314.16,,
Communities & Local Government,DCLG,21/06/2011,Professional services,Finance & Corporate Services,E C HARRIS LLP,,5106163930,"17,508.00",,
Communities & Local Government,DCLG,21/06/2011,Revenue Support grant payable,Localism,IMPROVEMENT & DEVEL AGENCY LOC GOV,,5000166111,"2,707,250.00",Yes,
Communities & Local Government,DCLG,21/06/2011,Software Licences,Finance & Corporate Services,SYMANTEC LTD,,5106164747,"7,056.00",,
Communities & Local Government,DCLG,21/06/2011,Software Licences,Neighbourhoods,VERIZON UK LTD,,5106164782,"2,620.38",,
Communities & Local Government,DCLG,21/06/2011,Steady State Service Provision,Finance & Corporate Services,LOGICA (CMG UK LTD),,5106164780,"5,067.78",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163388,"65,715.77",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163388,"63,518.80",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163388,"65,401.92",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106163388,"57,543.62",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164473,"-13,916.93",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164473,"-15,117.28",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164473,"-14,421.47",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164473,"-13,130.84",,
Communities & Local Government,DCLG,21/06/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,5106164731,"30,947.09",,
Communities & Local Government,DCLG,21/06/2011,Training,Finance & Corporate Services,OFFICE FOR NATIONAL STATISTICS,,5106164805,"1,250.00",,
Communities & Local Government,DCLG,22/06/2011,Accommodation Service Charges,Finance & Corporate Services,CEDAR HARP,,5106164755,"19,718.10",,
Communities & Local Government,DCLG,22/06/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106164289,"9,000.00",,
Communities & Local Government,DCLG,22/06/2011,Accommodation Service Charges,Treasury,BRUNTWOOD ESTATES BETA PORTFOLIO LT,,5106164834,"8,655.20",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106163463,"2,822.40",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164826,82.20,,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164826,"2,235.60",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164828,"9,529.28",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164832,"1,863.00",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,5106164842,"1,584.00",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,5106164852,450.06,,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,5106164870,450.06,,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,5106164658,"2,858.82",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106164830,"2,088.00",,
Communities & Local Government,DCLG,22/06/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106164830,446.16,,
Communities & Local Government,DCLG,22/06/2011,Current Grants to Non Profit Bodies,Localism,BRITISH YOUTH COUNCIL,,2100204929,"25,000.00",Yes,
Communities & Local Government,DCLG,22/06/2011,Current Grants to Non Profit Bodies,Localism,YOUNG ADVISORS COMPANY LTD,Yes,2100204930,"33,500.00",Yes,
Communities & Local Government,DCLG,22/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,2100204911,"25,922,759.00",Yes,
Communities & Local Government,DCLG,22/06/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,TENANT SERVICES AUTHORIT Y,,2100204912,"1,000,000.00",Yes,
Communities & Local Government,DCLG,22/06/2011,IT - Service Contracts,Finance & Corporate Services, E-NIK LIMITED,,5106164894,"21,999.60",,
Communities & Local Government,DCLG,22/06/2011,IT - Service Contracts,Finance & Corporate Services, E-NIK LIMITED,,5106164895,"12,600.00",,
Communities & Local Government,DCLG,22/06/2011,IT - Service Contracts,Finance & Corporate Services,PROCSERVE SHARED SERVICES LTD,,5106163777,"8,284.50",,
Communities & Local Government,DCLG,22/06/2011,IT Maintenance,Finance & Corporate Services, E-NIK LIMITED,,5106164900,"9,000.00",,
Communities & Local Government,DCLG,22/06/2011,Management Consultancy,Localism,MOTT MACDONALD LTD,,5106164774,"307,511.40",,
Communities & Local Government,DCLG,22/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,AVON & SOMERSET POLICE AUTHORITY,,5000165197,"2,334,699.00",Yes,
Communities & Local Government,DCLG,22/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,AVON FIRE AUTHORITY,,5000165198,"817,880.00",Yes,
Communities & Local Government,DCLG,22/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,BARKING & DAGENHAM LB,,5000165204,"3,847,942.00",Yes,
Communities & Local Government,DCLG,22/06/2011,National Non Domestic Rates (NNDR) Payments,Localism,BARNSLEY MBC,,5000165208,"3,975,684.00",Yes,
