Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,746457,12607.82
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,739937,12518.26
Ministry of Defence,Ministry of Defence,24/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,745725,12501.4
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,741087,11817.96
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,741087,11760.64
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,745118,9632.47
Ministry of Defence,Ministry of Defence,19/01/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,743739,9480.8
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,747595,9065.47
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,748331,9006.14
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,742429,8936.51
Ministry of Defence,Ministry of Defence,14/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,741747,8772.16
Ministry of Defence,Ministry of Defence,12/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,740483,8581.26
Ministry of Defence,Ministry of Defence,06/01/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,738259,8484.45
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,743166,8146
Ministry of Defence,Ministry of Defence,19/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,743739,7459.41
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,739937,7077.15
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,741087,6988.6
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,748331,6843.79
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,746457,6730.64
Ministry of Defence,Ministry of Defence,31/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,748967,6146.1
Ministry of Defence,Ministry of Defence,31/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,748967,6046.84
Ministry of Defence,Ministry of Defence,19/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,743739,5610.77
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,739937,5095.63
Ministry of Defence,Ministry of Defence,06/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,738259,4029.7
Ministry of Defence,Ministry of Defence,31/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,748967,4019.27
Ministry of Defence,Ministry of Defence,20/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,744423,3780.11
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,741087,3611.85
Ministry of Defence,Ministry of Defence,20/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,744423,3554.24
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,742429,3364.43
Ministry of Defence,Ministry of Defence,19/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,743739,3049.65
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,747026,2755.57
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,748331,2732.98
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,748331,2573.95
Ministry of Defence,Ministry of Defence,14/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,741747,2144.86
Ministry of Defence,Ministry of Defence,24/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,745725,2033.76
Ministry of Defence,Ministry of Defence,14/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,741747,1780
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,747026,1713.77
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,746457,1694.37
Ministry of Defence,Ministry of Defence,12/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,740483,1588.29
Ministry of Defence,Ministry of Defence,06/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,738259,1226.66
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,746457,1171.81
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,747026,1065.48
Ministry of Defence,Ministry of Defence,20/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,744423,1054.85
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,747595,1023.65
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,739937,959.99
Ministry of Defence,Ministry of Defence,24/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,745725,926.07
Ministry of Defence,Ministry of Defence,31/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,748967,854.27
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,747595,820.28
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,745118,747.84
Ministry of Defence,Ministry of Defence,12/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,740483,741.07
Ministry of Defence,Ministry of Defence,06/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,738259,737.01
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,742429,669.71
Ministry of Defence,Ministry of Defence,14/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,741747,610.51
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,743166,567.06
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,743166,453.4
Ministry of Defence,Ministry of Defence,26/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,747026,436.56
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,748331,428.72
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,743166,426.52
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,745118,331.23
Ministry of Defence,Ministry of Defence,06/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,738259,181.14
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,745118,127.72
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,743166,102.41
Ministry of Defence,Ministry of Defence,12/01/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,740483,81.74
Ministry of Defence,Ministry of Defence,14/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,741747,72.04
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,741087,65.88
Ministry of Defence,Ministry of Defence,24/01/2011,"Purchase of munitions, other inventory or fuel",Land Forces,AAH PHARMACEUTICALS LTD,745725,62.33
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ABBOTT LABORATORIES LIMITED,742430,22981.66
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Land Forces,ABBOTT LABORATORIES LIMITED,742430,10081.51
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Air Command,ABBOTT LABORATORIES LIMITED,742430,3360.5
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Command Joint Operations,ABBOTT LABORATORIES LIMITED,742430,1680.25
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,ACCLIMATISE LIMITED,747599,39014.54
Ministry of Defence,Ministry of Defence,04/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ACCLIMATISE LIMITED,737882,33960.9
Ministry of Defence,Ministry of Defence,11/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,ACCLIMATISE LIMITED,739940,31906.48
Ministry of Defence,Defence Science and Technology Laboratory,14/01/2011,Sub Contracted Work,Operations,ACINO AG,V - 0000000600 - 00094285,30321.41
Ministry of Defence,Defence Science and Technology Laboratory,14/01/2011,Sub Contracted Work,Operations,ACINO AG,V - 0000000600 - 00095750,25239.06
Ministry of Defence,Ministry of Defence,26/01/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,747029,64277.65
Ministry of Defence,Ministry of Defence,19/01/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,743743,47127.25
Ministry of Defence,Ministry of Defence,24/01/2011,IT and communication services,Defence Equipment & Support,ACTICA CONSULTING LIMITED,745732,27245.85
Ministry of Defence,Ministry of Defence,10/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ACTIVE ELECTRONICS PLC,2000010445,64362.31
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ACTIVE ELECTRONICS PLC,2000010646,35799.59
Ministry of Defence,Met Office,19/01/2011,Equipment,Science,Ads Aerospace Ltd,4920,70891.79
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of general transport equipment,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,745123,3065434
Ministry of Defence,Ministry of Defence,21/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,745123,25266.75
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,746466,96712.37
Ministry of Defence,Ministry of Defence,24/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,745741,31402.1
Ministry of Defence,Ministry of Defence,28/01/2011,Fees for professional services,Defence Equipment & Support,AEROSPACE & AIRWORTHINESS CONSULTANCY ENTERPRISES LIMITED,748336,6590.45
Ministry of Defence,Defence Science and Technology Laboratory,21/01/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000129343 - 00098341,123129.09
Ministry of Defence,Ministry of Defence,04/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AGGREKO UK LIMITED,737887,29869.48
Ministry of Defence,Met Office,12/01/2011,Plant And Equipment,Chief Financial Officer,Agt  Electrical ( Exeter ) Limited,302686,130000
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,747608,125202.78
Ministry of Defence,Ministry of Defence,31/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,748984,43768.75
Ministry of Defence,Ministry of Defence,20/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,744439,42549.77
Ministry of Defence,Ministry of Defence,06/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,738265,32971.95
Ministry of Defence,Ministry of Defence,21/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,745128,26686.36
Ministry of Defence,Ministry of Defence,24/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,745745,21578.87
Ministry of Defence,Ministry of Defence,24/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,745745,12538.92
Ministry of Defence,Ministry of Defence,31/01/2011,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,748986,21980.29
Ministry of Defence,Ministry of Defence,28/01/2011,IT and communication services,Central TLB,AKHTER COMPUTERS PUBLIC LIMITED COMPANY,748341,705
Ministry of Defence,Ministry of Defence,14/01/2011,IT and communication services,Central TLB,AKHTER COMPUTERS PUBLIC LIMITED COMPANY,741767,230
Ministry of Defence,Defence Science and Technology Laboratory,14/01/2011,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000129084 - 00097948,46350
Ministry of Defence,Defence Science and Technology Laboratory,14/01/2011,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000129084 - 00098752,46350
Ministry of Defence,Ministry of Defence,28/01/2011,IT and communication services,Defence Equipment & Support,ALLAN WEBB LTD,748344,1373.24
Ministry of Defence,Ministry of Defence,17/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ALLBATTERIES U.K. LIMITED,742444,151374.66
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,ALLIED AEROSYSTEMS LTD,747617,21745
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,AMDAC - CARMICHAEL LTD,746477,79146
Ministry of Defence,Ministry of Defence,18/01/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,AMDAC - CARMICHAEL LTD,743187,56315
Ministry of Defence,Ministry of Defence,19/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,743757,127919.1
Ministry of Defence,Ministry of Defence,28/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,748348,51789.3
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,748348,10235.55
Ministry of Defence,Ministry of Defence,31/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,748992,3525
Ministry of Defence,Ministry of Defence,31/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AMETHYST GROUP LTD,748993,184.8
Ministry of Defence,Defence Science and Technology Laboratory,07/01/2011,Sub Contracted Work,Operations,AMSAFE BRIDPORT,V - 9000128945 - 00096314,107909.11
Ministry of Defence,Ministry of Defence,10/01/2011,Purchase of inventory and services ,Defence Equipment & Support,AMSAFE BRIDPORT LTD,739371,112763.46
Ministry of Defence,Ministry of Defence,10/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,AMSAFE BRIDPORT LTD,739371,10241.09
Ministry of Defence,Defence Science and Technology Laboratory,14/01/2011,Sub Contracted Work,Operations,ANDOR TECHNOLOGY PLC,V - 9000129103 - 00098430,39945
Ministry of Defence,Ministry of Defence,10/01/2011,Payment of utilities,Land Forces,ANGLIAN WATER SERVICES LIMITED,739374,43561.8
Ministry of Defence,Ministry of Defence,17/01/2011,Payment of utilities,Defence Estates,ANGLIAN WATER SERVICES LIMITED,742452,35073.82
Ministry of Defence,Ministry of Defence,11/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,739965,48437.03
Ministry of Defence,Ministry of Defence,07/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,738771,36239.33
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,746482,32461.12
Ministry of Defence,Ministry of Defence,07/01/2011,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000047917,83023.32
Ministry of Defence,Ministry of Defence,12/01/2011,Dilapidation charges  ,Defence Estates,ANNINGTON PROPERTY LTD,740503,1115451.67
Ministry of Defence,Ministry of Defence,10/01/2011,Dilapidation charges  ,Defence Estates,ANNINGTON PROPERTY LTD,739378,171000
Ministry of Defence,United Kingdom Hydrographic Office,26/01/2011,Raw Material/ Finished Goods,Print & Supply,Antalis McNaughton,2000052567,31743.12
Ministry of Defence,United Kingdom Hydrographic Office,10/01/2011,Raw Material/ Finished Goods,Print & Supply,Antalis McNaughton,2000052363,30528.59
Ministry of Defence,United Kingdom Hydrographic Office,24/01/2011,Raw Material/ Finished Goods,Print & Supply,Antalis McNaughton,2000052538,22096.48
Ministry of Defence,Ministry of Defence,25/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,746483,399792.94
Ministry of Defence,Ministry of Defence,27/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,747629,98160.61
Ministry of Defence,Ministry of Defence,28/01/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,ANTEON LIMITED,748352,35516.73
Ministry of Defence,Ministry of Defence,13/01/2011,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,741112,934.86
Ministry of Defence,Ministry of Defence,27/01/2011,Design services and minor equipment purchases,Defence Equipment & Support,APPH BASINGSTOKE LTD,747632,87145
Ministry of Defence,Defence Science and Technology Laboratory,28/01/2011,IT Software,Operations,APPLIED WAVE RESEARCH LIMITED,V - 9000129558 - 00097033,22600
Ministry of Defence,Ministry of Defence,11/01/2011,Fuel for military use,Land Forces,ARAL AG.,5000048092,42637.92
Ministry of Defence,Ministry of Defence,24/01/2011,Fuel for military use,Land Forces,ARAL AG.,5000049014,21141.33
Ministry of Defence,Ministry of Defence,24/01/2011,Fuel for military use,Air Command,ARAL AG.,5000049014,7996.52
Ministry of Defence,Ministry of Defence,11/01/2011,Fuel for military use,Air Command,ARAL AG.,5000048092,3255.54
Ministry of Defence,Ministry of Defence,11/01/2011,Fuel for military use,Defence Equipment & Support,ARAL AG.,5000048092,164.98
Ministry of Defence,Ministry of Defence,24/01/2011,Fuel for military use,Defence Equipment & Support,ARAL AG.,5000049014,147.21
Ministry of Defence,Ministry of Defence,11/01/2011,Fuel for military use,Defence Estates,ARAL AG.,5000048092,67.02
Ministry of Defence,Ministry of Defence,11/01/2011,Fuel for military use,Navy Command,ARAL AG.,5000048092,38.37
Ministry of Defence,Ministry of Defence,17/01/2011,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000048417,123974.52
Ministry of Defence,Ministry of Defence,20/01/2011,Food and clothing,Land Forces,ARAMARK LTD,744467,665225.27
Ministry of Defence,Ministry of Defence,11/01/2011,Food and clothing,Land Forces,ARAMARK LTD,739966,531795.19
Ministry of Defence,Ministry of Defence,21/01/2011,Food and clothing,Land Forces,ARAMARK LTD,745151,332692.29
Ministry of Defence,Ministry of Defence,20/01/2011,Estate management,Land Forces,ARAMARK LTD,744467,245444.07
Ministry of Defence,Ministry of Defence,12/01/2011,Food and clothing,Land Forces,ARAMARK LTD,740508,211774.82
Ministry of Defence,Ministry of Defence,24/01/2011,Estate management,Defence Equipment & Support,ARAMARK LTD,745767,200015.81
Ministry of Defence,Ministry of Defence,07/01/2011,Food and clothing,Land Forces,ARAMARK LTD,738776,187074.83
Ministry of Defence,Ministry of Defence,12/01/2011,Estate management,Land Forces,ARAMARK LTD,740508,164683.61
Ministry of Defence,Ministry of Defence,21/01/2011,Estate management,Land Forces,ARAMARK LTD,745151,156212.22
Ministry of Defence,Ministry of Defence,11/01/2011,Food and clothing,Air Command,ARAMARK LTD,739966,126332.66
Ministry of Defence,Ministry of Defence,20/01/2011,Food and clothing,Air Command,ARAMARK LTD,744467,123465.76
Ministry of Defence,Ministry of Defence,11/01/2011,Estate management,Land Forces,ARAMARK LTD,739966,100929.89
Ministry of Defence,Ministry of Defence,05/01/2011,Food and clothing,Land Forces,ARAMARK LTD,738070,98284.78
Ministry of Defence,Ministry of Defence,18/01/2011,Food and clothing,Land Forces,ARAMARK LTD,743192,96437.62
Ministry of Defence,Ministry of Defence,25/01/2011,Estate management,Central TLB,ARAMARK LTD,746485,86833.68
Ministry of Defence,Ministry of Defence,10/01/2011,Estate management,Land Forces,ARAMARK LTD,739380,82622.52
Ministry of Defence,Ministry of Defence,24/01/2011,Food and clothing,Land Forces,ARAMARK LTD,745767,78128.13
Ministry of Defence,Ministry of Defence,21/01/2011,Food and clothing,Air Command,ARAMARK LTD,745151,56667.12
Ministry of Defence,Ministry of Defence,07/01/2011,Estate management,Air Command,ARAMARK LTD,738776,54528.84
Ministry of Defence,Ministry of Defence,12/01/2011,Food and clothing,Air Command,ARAMARK LTD,740508,53918.65
Ministry of Defence,Ministry of Defence,06/01/2011,Food and clothing,Land Forces,ARAMARK LTD,738286,52335.2
Ministry of Defence,Ministry of Defence,11/01/2011,Estate management,Air Command,ARAMARK LTD,739966,51679.39
Ministry of Defence,Ministry of Defence,20/01/2011,Estate management,Air Command,ARAMARK LTD,744467,51003.78
Ministry of Defence,Ministry of Defence,24/01/2011,Estate management,Air Command,ARAMARK LTD,745767,42599.36
Ministry of Defence,Ministry of Defence,18/01/2011,Estate management,Land Forces,ARAMARK LTD,743192,36923.57
Ministry of Defence,Ministry of Defence,10/01/2011,Food and clothing,Land Forces,ARAMARK LTD,739380,31345.52
Ministry of Defence,Ministry of Defence,18/01/2011,Estate management,Air Command,ARAMARK LTD,743192,30824.91
Ministry of Defence,Ministry of Defence,19/01/2011,Estate management,Air Command,ARAMARK LTD,743767,30404.64
Ministry of Defence,Ministry of Defence,17/01/2011,Estate management,Air Command,ARAMARK LTD,742459,23703.91
Ministry of Defence,Ministry of Defence,24/01/2011,Estate management,Land Forces,ARAMARK LTD,745767,22667.2
Ministry of Defence,Ministry of Defence,12/01/2011,Estate management,Air Command,ARAMARK LTD,740508,18324.04
Ministry of Defence,Ministry of Defence,17/01/2011,Food and clothing,Defence Equipment & Support,ARAMARK LTD,742459,16203.88
Ministry of Defence,Ministry of Defence,19/01/2011,Estate management,Land Forces,ARAMARK LTD,743767,6548.03
Ministry of Defence,Ministry of Defence,20/01/2011,Estate management,Defence Equipment & Support,ARAMARK LTD,744467,4396.17
