Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1016264,7790.66
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Rates,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1016264,3028.65
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1016264,769.34
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Research & Development Expenditure (Programme),Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,E P EVANS,1016358,7055.19
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1017661,18800.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1017661,9583
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Sponsorship Support,Business & Skills Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1016736,38834
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Sponsorship Support,Business & Skills Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,1016736,40322
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Grant in Aid - Current -Other,Business & Skills Group - Economic Development Directorate,EAST MIDLANDS DEVELOPMENT AGENCY,1016029,8000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Finance Training,Finance & Commercial Group - Finance Group,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1016650,569.88
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Finance Training,Finance & Commercial Group - Finance Group,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1016652,-411.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Grant in Aid - Current -Other,Business & Skills Group - Economic Development Directorate,EAST OF ENGLAND DEVELOPMENT AGENCY (EEDA),1015991,6000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1016470,22207.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1016663,7261.27
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1016664,7261.27
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1017505,28933.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1016469,4455
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",24/01/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1017037,1771.53
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,28979.91
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,7241.86
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,1062.25
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,7954.34
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,19373.14
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,40642.39
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,1159.52
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,5736.59
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,822.22
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,13431.22
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,1886.26
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,3204.27
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,4301.27
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,1159.52
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Facilities Management Contract Costs,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1015740,6357.24
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Contributions (Programme),Business & Skills Group - Economic Development Directorate,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1016381,84875
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Contributions (Programme),Business & Skills Group - Economic Development Directorate,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1016381,2234.04
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - RESEARCH BASE,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1015755,8000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1016866,1658.73
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Accommodation Rentals (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1016869,33.45
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Buildings Insurance (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1016871,5845.79
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Buildings Insurance (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1016874,-5751.21
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,EDDISONS COMMERCIAL (PROPERTY MANAGEMENT) LTD T/A EDDISONS,1017639,214500
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016391,479.01
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016397,423.24
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016402,9341.67
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016454,1050.85
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016456,486.64
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015729,8212.42
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015730,33860.16
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015730,0.01
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015731,2166.02
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015732,4839.23
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015734,45385.89
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015741,33905.74
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015741,7.07
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1015741,194.3
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016484,894.45
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Electricity,Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1016895,53269.1
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Other UK Travel & Subsistence,Finance & Commercial Group - Finance Group,EDF TRADING LTD,1017437,90063.8
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",EDMUND BURGE,1016386,300
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1014803,13510.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1014804,7525
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1017425,112.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1017742,12730.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,EDUSERV TECHNOLOGIES LTD,1017742,780
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",EDWARD KENNY,1017605,150
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Outsourced Technical Support (Programme),Knowledge and Innovation Group - UK Space Agency,EEE COMPONENTS QUALITY AND RELIABILITY CONSULTANCY LTD,1015720,10000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,EETSA LTD,1016771,121.26
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,EETSA LTD,1016771,54167
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,EETSA LTD,1016771,54167
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,EETSA LTD,1016771,54167
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,614307.94
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,141249.98
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,12500.69
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,453969.34
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,225808.81
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,302395.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Cash Expenditure During the Year - EFG,Business & Skills Group - Enterprise Directorate,EFG PAYMENTS,1017976,2112036
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Project Management Costs (Programme),Market and Frameworks Group - Employment Relations,EG WHYBREW,1017531,7078.9
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Project Management Costs (Programme),Market and Frameworks Group - Employment Relations,EG WHYBREW,1017531,2930.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,ELAN COMPUTING LTD,1014920,8343.66
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Recruitment Consultancy Costs,Market and Frameworks Group - Consumer and Competition Policy,ELISA HOLMES,1016450,650
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Other Training Costs,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",EMPLOYERS FORUM ON DISABILITY.,1015028,255
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,External Training,"Legal, People & Communications Group - Legal",EMPLOYMENT LAWYERS ASSOCIATION,1017623,264.38
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,External Training,"Legal, People & Communications Group - Legal",EMPLOYMENT LAWYERS ASSOCIATION,1017627,264.38
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - RESEARCH BASE,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1015756,66000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Stationery,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ENTERPRISE PLANTS LTD,1015850,6269.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Stationery,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ENTERPRISE PLANTS LTD,1015850,0.02
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Grants - Non Statutory - Current - Other,Business & Skills Group - Enterprise Directorate,ENTERPRISE UNITED KINGDOM,1016458,1000000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Grants - Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,ENVIRONMENT AGENCY,1016929,250000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Grants - Statutory - Current - Other,Business & Skills Group - Advanced Manufacturing Industries,ENVIRONMENT AGENCY,1016929,250000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",07/01/2011,Outsourced Technical Support (Programme),Business & Skills Group - Enterprise Directorate,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,1015581,10993.2
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1015445,73.96
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Gas (Programme),Finance & Commercial Group - Information and Workplace Strategies,E-ON ENERGY LTD,1016859,9.32
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",26/01/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Employment Relations,EQUITY,1017451,3212.13
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",ESCOTT HUNT LTD,1016120,450
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",20/01/2011,Water (Programme),Finance & Commercial Group - Information and Workplace Strategies,ESSEX AND SUFFOLK WATER LTD,1016715,88.04
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ESTHER HARRISON,1015747,135.13
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",13/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ESTHER HARRISON,1015749,133.95
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Technical Advice / Services & Support,Finance & Commercial Group - Information and Workplace Strategies,ETON ANALYTICAL LTD T/A ETON ENVIRONMENTAL SERVICES,1016515,900
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Professional Subscriptions (Programme),Business & Skills Group - Information Economy,ETSI,1016061,132904.48
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grants - Statutory - Current - Abroad,Knowledge and Innovation Group - Learners,EUROPEAN UNIVERSITY INSTITUTE (EUI),1014013,65579.04
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",11/01/2011,Economic Consultancy and Research,Business & Skills Group - Enterprise Directorate,EXPERIAN LTD,1015837,4750
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1015443,224.41
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1015443,5651.94
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1015965,329.63
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",12/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1015965,3728.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1016548,424.7
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1016548,-4.08
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1016592,649.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",28/01/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1017387,10426.92
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,IT Maintenance and Management Services,Business & Skills Group - Information Economy,E-Z - MEDIA LTD,1015633,106
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Information and Workplace Strategies,F1 SECURITY SERVICES LTD,1016412,263.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,On-Line Databases,Shareholder Executive - Shareholder Executive,FACTIVA LTD,1016430,3810
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Grants - Non Statutory - Current - Other,Knowledge and Innovation Group - Learners,FAMILY ACTION,1015702,6000
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",10/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FAYE MELLOR,1015745,135.13
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",31/01/2011,Translation Services,Finance & Commercial Group - Finance Group,FCO SERVICES,1017875,477.4
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,FCO/COI Dispatches,Finance & Commercial Group - Information and Workplace Strategies,FCO SERVICES,1016801,1745.07
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FCO SERVICES,1016465,125
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,External Legal Advice and Services,Finance & Commercial Group - Information and Workplace Strategies,FIELD FISHER WATERHOUSE,1016327,8409.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,SL DS Utilisation,Knowledge and Innovation Group - Learners,FINANCE FOR HIGHER EDUCATION,1015517,104219.29
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",14/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FIONA SHIPLEY TRANSCRIPTION LTD,1016294,198
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",19/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FIONA SHIPLEY TRANSCRIPTION LTD,1016596,73.38
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",27/01/2011,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",FIONA SHIPLEY TRANSCRIPTION LTD,1017547,247.38
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",18/01/2011,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FIVIUM LTD,1016598,240.58
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FJ ELVIN,1016502,3642.5
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",17/01/2011,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FJ ELVIN,1016502,2720.75
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",21/01/2011,Hospitality - UK,Business & Skills Group - Economic Development Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),1017003,551.05
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - GOVERNMENT OFFICE FOR SCIENCE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013874,202.19
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hotels (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013851,196.27
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Hotels (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013852,196.27
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Other Overseas T&S (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013865,60.98
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Other Overseas T&S (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013866,18.76
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Rail Fares (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013867,282.57
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013867,3377.92
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013868,84.83
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013869,110.02
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013870,137.39
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013871,162.99
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013872,670.81
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013873,261.6
"Department of Business, Innovation and Skills","Department of Business, Innovation and Skills",06/01/2011,Other Overseas T&S (Programme),Knowledge and Innovation Group - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1013875,8.27
