0,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,38.42,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,38.42,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,438.42,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,166.93,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,200.85,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,50.67,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,25.07,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"2,160.05",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,272.25",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,"1,824.95",
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,595.62,
FCO,FCO,16-Apr-12,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1003458,779.43,
FCO,FCO,04-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"25,989.37",
FCO,FCO,04-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"21,866.00",
FCO,FCO,04-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"118,949.05",
FCO,FCO,04-Apr-12,Energy Saving Measures,#N/A,INTERSERVE FM LTD,1042391,"27,450.89",
FCO,FCO,04-Apr-12,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"47,359.93",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"4,373.20",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"5,197.87",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"5,490.18",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"9,471.99",
FCO,FCO,04-Apr-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"2,480.79",
FCO,FCO,04-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"47,922.20",
FCO,FCO,04-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"7,710.11",
FCO,FCO,04-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"144,572.81",
FCO,FCO,04-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"2,621.16",
FCO,FCO,04-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"6,324.34",
FCO,FCO,04-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"43,878.01",
FCO,FCO,04-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"4,819.22",
FCO,FCO,04-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"2,734.39",
FCO,FCO,04-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"10,954.16",
FCO,FCO,04-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"51,398.87",
FCO,FCO,04-Apr-12,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1042391,"41,172.10",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"23,789.81",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,496.16,
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"9,584.44",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"1,542.02",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"28,914.56",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,524.23,
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"1,264.87",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"8,775.60",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,963.84,
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,546.88,
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"2,190.83",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"10,279.77",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1042391,"8,234.42",
FCO,FCO,13-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"23,633.88",
FCO,FCO,13-Apr-12,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"118,949.05",
FCO,FCO,13-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"25,816.63",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"5,163.33",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"4,726.78",
FCO,FCO,13-Apr-12,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"2,480.79",
FCO,FCO,13-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"47,922.20",
FCO,FCO,13-Apr-12,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"7,710.11",
FCO,FCO,13-Apr-12,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"144,572.81",
FCO,FCO,13-Apr-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"2,621.16",
FCO,FCO,13-Apr-12,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"6,324.34",
FCO,FCO,13-Apr-12,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"43,878.01",
FCO,FCO,13-Apr-12,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"4,819.22",
FCO,FCO,13-Apr-12,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"2,734.39",
FCO,FCO,13-Apr-12,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"10,954.16",
FCO,FCO,13-Apr-12,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"51,398.87",
FCO,FCO,13-Apr-12,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043163,"41,172.10",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"23,789.81",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,496.16,
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"9,584.44",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"1,542.02",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"28,914.56",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,524.23,
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"1,264.87",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"8,775.60",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,963.84,
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,546.88,
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"2,190.83",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"10,279.77",
FCO,FCO,13-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043163,"8,234.42",
FCO,FCO,16-Apr-12,FM Interserve Building Fabric Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"3,015.71",
FCO,FCO,16-Apr-12,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"4,926.37",
FCO,FCO,16-Apr-12,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"5,628.29",
FCO,FCO,16-Apr-12,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,906.41,
FCO,FCO,16-Apr-12,FM Interserve BES Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"4,486.72",
FCO,FCO,16-Apr-12,FM Interserve Building Fabric Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"4,311.09",
FCO,FCO,16-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"46,782.25",
FCO,FCO,16-Apr-12,FM Interserve Works,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043306,"4,762.10",
FCO,FCO,16-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043306,"13,093.31",
FCO,FCO,20-Apr-12,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043760,"3,660.42",
FCO,FCO,20-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043760,"40,937.42",
FCO,FCO,20-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043760,"123,275.36",
FCO,FCO,20-Apr-12,Construction Project more than £10k,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1043760,"7,382.94",
FCO,FCO,20-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043760,"26,131.66",
FCO,FCO,20-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043760,732.08,
FCO,FCO,20-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043760,"8,187.48",
FCO,FCO,20-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043760,0.01,
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"254,225.82",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"10,324.93",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"50,845.16",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"2,064.99",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"-254,225.82",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"-10,324.93",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"-50,845.16",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"-2,064.99",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"254,225.82",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"10,324.93",
FCO,FCO,23-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"1,806.86",
FCO,FCO,23-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1043801,"44,489.52",
FCO,FCO,20-Apr-12,Rental Payments - non residential,DG CHANGE & DELIVERY,BJ5 SA,1017129,"40,382.22",
FCO,FCO,02-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,JORDAN & BATEMAN ARCHITECTS,1041702,"32,760.50",
FCO,FCO,02-Apr-12,Residential Property Services,DG CHANGE & DELIVERY,JORDAN & BATEMAN ARCHITECTS,1041702,"6,552.10",
FCO,FCO,02-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,KINGS COLLEGE LONDON,1041734,"57,099.48",
FCO,FCO,11-Apr-12,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,KINGS COLLEGE LONDON,1042929,"37,035.13",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,POWER ELECTRICS (BRISTOL) LTD,1041909,"45,809.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,POWER ELECTRICS (BRISTOL) LTD,1041909,609,
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,POWER ELECTRICS (BRISTOL) LTD,1041909,976,
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,POWER ELECTRICS (BRISTOL) LTD,1041909,916,
FCO,FCO,10-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1042799,"767,920.30",
FCO,FCO,10-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1042799,"157,752.93",
FCO,FCO,10-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,LOGICA UK LTD,1042799,"90,000.00",
FCO,FCO,10-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LOGICA UK LTD,1042799,"203,134.65",
FCO,FCO,13-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043193,"40,012.12",
FCO,FCO,13-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043193,"21,012.02",
FCO,FCO,13-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043193,0.37,
FCO,FCO,13-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043193,"4,202.40",
FCO,FCO,13-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043193,0.01,
FCO,FCO,13-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043193,"8,002.42",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,"165,711.84",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,"8,872.46",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,"24,692.98",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,"33,142.37",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,"1,774.49",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,"4,938.60",
FCO,FCO,23-Apr-12,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1043805,-0.01,
FCO,FCO,04-Apr-12,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1042436,"29,463.15",
FCO,FCO,04-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LSE ENTERPRISE LIMITED,1042436,"5,892.63",
FCO,FCO,30-Apr-12,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1044287,"25,945.64",
FCO,FCO,30-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LSE ENTERPRISE LIMITED,1044287,"5,189.13",
FCO,FCO,30-Apr-12,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1044287,"-25,945.64",
FCO,FCO,30-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LSE ENTERPRISE LIMITED,1044287,"-5,189.13",
FCO,FCO,30-Apr-12,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1044287,"25,000.00",
FCO,FCO,30-Apr-12,Specialist Training (Devolved),DG CENTRAL GROUP,LSE ENTERPRISE LIMITED,1044287,945.64,
FCO,FCO,30-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,LSE ENTERPRISE LIMITED,1044287,"5,189.13",
FCO,FCO,26-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAMILTON HARRISON AND MATHEWS,213767,"2,108,053.92",
FCO,FCO,26-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAMILTON HARRISON AND MATHEWS,213767,"-2,108,053.92",
FCO,FCO,26-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAMILTON HARRISON AND MATHEWS,213767,"702,684.64",
FCO,FCO,26-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAMILTON HARRISON AND MATHEWS,213767,"702,684.64",
FCO,FCO,26-Apr-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,HAMILTON HARRISON AND MATHEWS,213767,"702,684.64",
FCO,FCO,05-Apr-12,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,MILTON KEYNES COUNCIL,1042653,"124,740.76",
FCO,FCO,05-Apr-12,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,MILTON KEYNES COUNCIL,1042653,"45,869.80",
FCO,FCO,05-Apr-12,Rates Taxes Non-Residential,DG CHANGE & DELIVERY,MILTON KEYNES COUNCIL,1042653,"1,291,560.00",
FCO,FCO,18-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MOD PUBLIC SUB ACC HMG 4780,4001729,"550,288.00",
FCO,FCO,18-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,PENAL REFORM INTERNATIONAL,1043527,"31,427.49",
FCO,FCO,02-Apr-12,Technical Consultancy,DG CENTRAL GROUP,SYMANTEC LIRIC LTD,1042030,"346,739.34",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,SYMANTEC LIRIC LTD,1042030,"69,347.87",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1041435,"81,863.02",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1041435,"32,162.27",
FCO,FCO,20-Apr-12,Construction Project more than £10k,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1043737,"44,335.80",
FCO,FCO,20-Apr-12,Construction Project more than £10k,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1043737,"-44,335.80",
FCO,FCO,20-Apr-12,Construction Project more than £10k,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1043737,"38,502.80",
FCO,FCO,20-Apr-12,Construction Project more than £10k,#N/A,COGENT ELECTRICAL SERVICES LTD (FORM WES),1043737,"5,833.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"5,200.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"34,893.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"20,400.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"5,000.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"12,218.58",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"2,688.45",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"-5,200.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"-34,893.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"-20,400.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"-5,000.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"-12,218.58",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"-2,688.45",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"5,200.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"12,205.03",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"5,000.00",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"29,017.14",
FCO,FCO,02-Apr-12,Construction Project more than £10k,#N/A,RIDGE AND PARTNERS,1041939,"28,977.86",
FCO,FCO,26-Apr-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,SAFERWORLD,1044168,"27,862.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,STERIA LTD,1042019,"77,690.00",
FCO,FCO,02-Apr-12,Information Systems Maintenance,DG CENTRAL GROUP,STERIA LTD,1042019,"40,816.70",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,STERIA LTD,1042019,"32,290.00",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,STERIA LTD,1042019,"15,538.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,STERIA LTD,1042019,"1,612.00",
FCO,FCO,02-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,STERIA LTD,1042019,"14,914.00",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,STERIA LTD,1042019,"8,485.74",
FCO,FCO,02-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,STERIA LTD,1042019,"9,440.80",
FCO,FCO,12-Apr-12,Information Systems Maintenance,DG CENTRAL GROUP,STERIA LTD,1043076,"40,816.70",
FCO,FCO,12-Apr-12,IT/IS Consultancy,DG CENTRAL GROUP,STERIA LTD,1043076,"1,612.00",
FCO,FCO,12-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,STERIA LTD,1043076,"8,485.74",
FCO,FCO,30-Apr-12,General Information Services,DG CHANGE & DELIVERY,THE STATIONERY OFFICE LTD,1044304,"12,207.59",
FCO,FCO,30-Apr-12,General Information Services,DG CHANGE & DELIVERY,THE STATIONERY OFFICE LTD,1044304,"5,746.50",
FCO,FCO,30-Apr-12,General Information Services,DG CHANGE & DELIVERY,THE STATIONERY OFFICE LTD,1044304,"2,000.00",
FCO,FCO,30-Apr-12,General Information Services,DG CHANGE & DELIVERY,THE STATIONERY OFFICE LTD,1044304,"5,045.91",
FCO,FCO,30-Apr-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE STATIONERY OFFICE LTD,1044304,"3,850.70",
