MODGPC40079,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?1,298.92",40079
MODGPC40080,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?1,298.92",40080
MODGPC40081,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?1,298.92",40081
MODGPC40082,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?1,298.92",40082
MODGPC40083,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?4,717.80",40083
MODGPC40084,06-Sep-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,?642.85,40084
MODGPC40085,07-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?996.00,40085
MODGPC40086,11-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?779.70,40086
MODGPC40087,05-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?840.00,40087
MODGPC40088,07-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?1,158.00",40088
MODGPC40089,03-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?779.64,40089
MODGPC40090,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?3,587.46",40090
MODGPC40091,12-Sep-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"?1,314.37",40091
MODGPC40092,11-Sep-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,?523.29,40092
MODGPC40093,05-Sep-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,?990.17,40093
MODGPC40094,06-Sep-12,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,?579.75,40094
MODGPC40095,12-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?828.00,40095
MODGPC40096,04-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?698.40,40096
MODGPC40097,06-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?826.14,40097
MODGPC40098,04-Sep-12,Building Materials                 , GLASS/PAINT/WALLPAPER STORES,?767.88,40098
MODGPC40099,05-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?2,225.16",40099
MODGPC40100,06-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?1,900.80",40100
MODGPC40101,06-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?3,168.00",40101
MODGPC40102,07-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?944.23,40102
MODGPC40103,13-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?3,473.87",40103
MODGPC40104,07-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?3,415.80",40104
MODGPC40105,04-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?603.29,40105
MODGPC40106,11-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?765.05,40106
MODGPC40107,11-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"?3,372.52",40107
MODGPC40108,06-Sep-12,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,?503.68,40108
MODGPC40109,11-Sep-12,Building Materials                 , CONSTRUCTION MATERIALS - DEF,?683.82,40109
MODGPC40110,07-Sep-12,Building Services                  ," HEATING, PLUMBING, AIR COND",?822.00,40110
MODGPC40111,13-Sep-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,?518.40,40111
MODGPC40112,11-Sep-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,?552.00,40112
MODGPC40113,04-Sep-12,Building Services                  , ELECTRICAL CONTRACTORS,"?1,558.94",40113
MODGPC40114,03-Sep-12,Building Services                  , ELECTRICAL CONTRACTORS,"?1,019.13",40114
MODGPC40115,06-Sep-12,Building Services                  , GEN CONTRACTORS RESIDENTL/COML,?577.67,40115
MODGPC40116,11-Sep-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"?1,143.50",40116
MODGPC40117,11-Sep-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,?540.00,40117
MODGPC40118,12-Sep-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,?534.60,40118
MODGPC40119,03-Sep-12,Building Services                  , SPEC CONTRACTORS - DEFAULT,"?1,499.52",40119
MODGPC40120,11-Sep-12,Building Services                  ," HEATING, PLUMBING, AIR COND",?828.84,40120
MODGPC40121,11-Sep-12,Building Services                  ," HEATING, PLUMBING, AIR COND","?1,080.24",40121
MODGPC40122,05-Sep-12,Building Services                  , ROOFING/SIDING/SHEET METAL,"?3,173.40",40122
MODGPC40123,05-Sep-12,Building Services                  , ROOFING/SIDING/SHEET METAL,"?3,173.40",40123
MODGPC40124,11-Sep-12,Building Services                  ," HEATING, PLUMBING, AIR COND","?1,987.38",40124
MODGPC40125,12-Sep-12,Building Services                  , AIR COND/REFRIG REPAIR SHOP,"?1,404.00",40125
MODGPC40126,12-Sep-12,Business Clothing and Footwear     , CLOTHING/RENT/COSTUME/UNIFO,?710.94,40126
MODGPC40127,10-Sep-12,Business Clothing and Footwear     , COMMERCIAL FOOTWEAR,"?4,011.59",40127
MODGPC40128,10-Sep-12,Catering and Catering Supplies     , CATERERS,?574.95,40128
MODGPC40129,10-Sep-12,Catering and Catering Supplies     , CATERERS,"?3,180.86",40129
MODGPC40130,11-Sep-12,Catering and Catering Supplies     , CATERERS,"?1,267.20",40130
MODGPC40131,12-Sep-12,Catering and Catering Supplies     , CATERERS,"?1,023.00",40131
MODGPC40132,11-Sep-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,?720.46,40132
MODGPC40133,10-Sep-12,Catering and Catering Supplies     , CATERERS,?669.99,40133
MODGPC40134,12-Sep-12,Catering and Catering Supplies     , CATERERS,?500.00,40134
MODGPC40135,11-Sep-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,?799.84,40135
MODGPC40136,05-Sep-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"?2,823.57",40136
MODGPC40137,11-Sep-12,Catering and Catering Supplies     , MISC FOOD STORES - DEFAULT,"?1,832.63",40137
MODGPC40138,13-Sep-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"?1,554.00",40138
MODGPC40139,12-Sep-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,?825.84,40139
MODGPC40140,12-Sep-12,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,"?2,075.40",40140
MODGPC40141,05-Sep-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,"?1,460.34",40141
MODGPC40142,05-Sep-12,Cleaning Services and Supplies     , EXTERMINATING/DISINFECT SERV,?916.38,40142
MODGPC40143,12-Sep-12,Cleaning Services and Supplies     , DRY CLEANERS,?568.80,40143
MODGPC40144,10-Sep-12,Cleaning Services and Supplies     , DRY CLEANERS,?738.92,40144
MODGPC40145,12-Sep-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"?2,095.20",40145
MODGPC40146,06-Sep-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,?509.33,40146
MODGPC40147,11-Sep-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"?2,613.51",40147
MODGPC40148,12-Sep-12,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,?678.00,40148
MODGPC40149,03-Sep-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,?676.17,40149
MODGPC40150,07-Sep-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"?1,026.00",40150
MODGPC40151,06-Sep-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"?6,000.00",40151
MODGPC40152,12-Sep-12,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,?839.48,40152
MODGPC40153,05-Sep-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"?1,218.00",40153
MODGPC40154,07-Sep-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"?1,050.00",40154
MODGPC40155,11-Sep-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,?500.00,40155
MODGPC40156,13-Sep-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,?570.00,40156
MODGPC40157,11-Sep-12,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,?570.00,40157
MODGPC40158,13-Sep-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,?599.00,40158
MODGPC40159,13-Sep-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"?6,698.10",40159
MODGPC40160,03-Sep-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"?1,918.80",40160
MODGPC40161,07-Sep-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,?534.84,40161
MODGPC40162,12-Sep-12,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"?1,440.00",40162
MODGPC40163,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"?4,603.89",40163
MODGPC40164,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"?2,952.27",40164
MODGPC40165,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"?2,746.88",40165
MODGPC40166,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,?510.55,40166
MODGPC40167,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,?770.18,40167
MODGPC40168,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"?2,116.81",40168
MODGPC40169,11-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"?1,993.68",40169
MODGPC40170,10-Sep-12,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"?2,349.17",40170
MODGPC40171,04-Sep-12,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,"?4,986.00",40171
MODGPC40172,03-Sep-12,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,?520.07,40172
MODGPC40173,12-Sep-12,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",?910.86,40173
MODGPC40174,06-Sep-12,Financial Services                 , INSURANCE SALES/UNDERWRITE,"?4,000.00",40174
MODGPC40175,10-Sep-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,"?1,203.92",40175
MODGPC40176,06-Sep-12,Freight and Storage                , MOTOR FREIGHT CARRIERS,"?1,398.07",40176
MODGPC40177,11-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?3,794.64",40177
MODGPC40178,13-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?1,328.64",40178
MODGPC40179,13-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?1,141.56",40179
MODGPC40180,13-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?4,686.00",40180
MODGPC40181,05-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?1,897.20",40181
MODGPC40182,03-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,?999.78,40182
MODGPC40183,10-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,?756.00,40183
MODGPC40184,13-Sep-12,General Retail and Wholesale       , SPORTING GOODS STORES,"?3,129.42",40184
MODGPC40185,06-Sep-12,General Retail and Wholesale       , SHOE STORES,?547.36,40185
MODGPC40186,04-Sep-12,General Retail and Wholesale       , SHOE STORES,?573.46,40186
MODGPC40187,11-Sep-12,General Retail and Wholesale       , SHOE STORES,?549.44,40187
MODGPC40188,11-Sep-12,General Retail and Wholesale       , SHOE STORES,?700.59,40188
MODGPC40189,04-Sep-12,General Retail and Wholesale       , SHOE STORES,"?3,470.50",40189
MODGPC40190,04-Sep-12,General Retail and Wholesale       , SHOE STORES,"?4,868.88",40190
MODGPC40191,06-Sep-12,General Retail and Wholesale       , SHOE STORES,?874.02,40191
MODGPC40192,05-Sep-12,General Retail and Wholesale       , SHOE STORES,?543.84,40192
MODGPC40193,03-Sep-12,General Retail and Wholesale       , SPORTING GOODS STORES,"?1,508.65",40193
MODGPC40194,03-Sep-12,General Retail and Wholesale       , SPORTING GOODS STORES,"?1,508.65",40194
MODGPC40195,12-Sep-12,General Retail and Wholesale       , MISC APPAREL/ACCESS STORES,"?4,788.00",40195
MODGPC40196,12-Sep-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,?766.20,40196
MODGPC40197,12-Sep-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"?3,942.00",40197
MODGPC40198,12-Sep-12,General Retail and Wholesale       , MEN/BOYS CLOTHING/ACC STORES,"?2,376.00",40198
MODGPC40199,13-Sep-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,?956.51,40199
MODGPC40200,07-Sep-12,General Retail and Wholesale       , ELECTRONICS STORES,"?2,145.16",40200
MODGPC40201,06-Sep-12,General Retail and Wholesale       , RADIO/TV/STEREO REPAIR SHOP,?570.00,40201
MODGPC40202,03-Sep-12,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",?752.40,40202
MODGPC40203,13-Sep-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,?994.80,40203
MODGPC40204,06-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,?956.00,40204
MODGPC40205,13-Sep-12,General Retail and Wholesale       , SPORTING GOODS STORES,"?3,060.00",40205
MODGPC40206,03-Sep-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,?528.00,40206
MODGPC40207,03-Sep-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,?649.44,40207
MODGPC40208,03-Sep-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,?660.00,40208
MODGPC40209,06-Sep-12,General Retail and Wholesale       , MUSIC STORES/PIANOS,?511.80,40209
MODGPC40210,06-Sep-12,General Retail and Wholesale       , SPORTING GOODS STORES,?567.96,40210
MODGPC40211,11-Sep-12,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","?1,923.10",40211
MODGPC40212,06-Sep-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"?3,600.00",40212
MODGPC40213,06-Sep-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"?3,372.00",40213
MODGPC40214,05-Sep-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,?833.98,40214
MODGPC40215,10-Sep-12,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,"?2,271.00",40215
MODGPC40216,12-Sep-12,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"?1,656.00",40216
MODGPC40217,03-Sep-12,General Retail and Wholesale       , DRAPERY & UPHOLSTERY STORES,"?1,098.00",40217
MODGPC40218,03-Sep-12,General Retail and Wholesale       , ELECTRONICS STORES,"?1,494.00",40218
MODGPC40219,10-Sep-12,General Retail and Wholesale       , HARDWARE STORES,"?5,323.68",40219
MODGPC40220,12-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"?3,120.00",40220
MODGPC40221,11-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,?771.60,40221
MODGPC40222,13-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"?1,069.63",40222
MODGPC40223,04-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"?3,264.00",40223
MODGPC40224,13-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"?6,006.10",40224
MODGPC40225,11-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"?1,072.00",40225
MODGPC40226,06-Sep-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,?635.00,40226
MODGPC40227,05-Sep-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"?3,872.00",40227
MODGPC40228,03-Sep-12,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,?800.00,40228
MODGPC40229,08-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,?976.71,40229
MODGPC40230,11-Sep-12,General Retail and Wholesale       , PET STORES/FOOD & SUPPLY,"?2,158.49",40230
MODGPC40231,06-Sep-12,General Retail and Wholesale       , ELECTRONICS STORES,?659.98,40231
MODGPC40232,01-Sep-12,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"?1,345.13",40232
MODGPC40233,04-Sep-12,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,?623.40,40233
MODGPC40234,04-Sep-12,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,?664.80,40234
MODGPC40235,05-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?1,297.73",40235
MODGPC40236,10-Sep-12,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"?3,297.78",40236
