Department Family,Entity,Payment Date,Expense Type,Budget Holder,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,036.91 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414, 708.07 ,
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 12,040.57 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 5,778.04 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 2,553.08 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,174.67 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,435.00 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 36,183.43 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,143.61 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,081.57 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414, 974.63 ,
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414, 208.00 ,
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 2,503.35 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,620.84 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,776.63 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414, 756.00 ,
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,777.02 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,372.09 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414, 583.36 ,
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 9,196.42 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 8,837.35 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,809.94 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 8,957.07 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 22,003.50 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414, 485.50 ,
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 2,101.95 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 14,190.10 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 4,117.04 ",
FCO,FCO,29-Jun-11,Home Office Visa Fees: Post Collection-Payment In UK,17052,DG CHANGE & DELIVERY,HOME OFFICE,4000414," 1,082.00 ",
FCO,FCO,06-Jun-11,Maintenance M and E,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 2,588.93 ",
FCO,FCO,06-Jun-11,Maintenance B and Ce,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 287.32 ,
FCO,FCO,06-Jun-11,Minor New Works <10K,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 1,004.38 ",
FCO,FCO,06-Jun-11,Grounds Mainteance,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 257.31 ,
FCO,FCO,06-Jun-11,Cleaning,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 11,309.75 ",
FCO,FCO,06-Jun-11,Cleaning,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 368.18 ,
FCO,FCO,06-Jun-11,Miscellaneous Expenditure,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 127.73 ,
FCO,FCO,06-Jun-11,Waste Disposal,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 287.69 ,
FCO,FCO,06-Jun-11,Reception Services,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 7,682.93 ",
FCO,FCO,06-Jun-11,Contract Porterage,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 6,020.02 ",
FCO,FCO,06-Jun-11,Stationery - General,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 1,920.73 ",
FCO,FCO,06-Jun-11,Corporate Strategy Consultancy,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 166.37 ,
FCO,FCO,06-Jun-11,Property and Construction Consultancy,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 12,962.16 ",
FCO,FCO,06-Jun-11,Rematching / Reinstatement,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635, 196.44 ,
FCO,FCO,06-Jun-11,Contract Fees,14679,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10635," 6,780.32 ",
FCO,FCO,06-Jun-11,Maintenance M and E,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 4,764.61 ",
FCO,FCO,06-Jun-11,Maintenance B and Ce,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 161.50 ,
FCO,FCO,06-Jun-11,Minor New Works <10K,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 1,476.58 ",
FCO,FCO,06-Jun-11,Grounds Mainteance,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 21.43 ,
FCO,FCO,06-Jun-11,Cleaning,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 4,877.98 ",
FCO,FCO,06-Jun-11,Cleaning,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 211.75 ,
FCO,FCO,06-Jun-11,Miscellaneous Expenditure,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 174.89 ,
FCO,FCO,06-Jun-11,Waste Disposal,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 165.12 ,
FCO,FCO,06-Jun-11,Reception Services,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 2,126.76 ",
FCO,FCO,06-Jun-11,Contract Porterage,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 2,740.63 ",
FCO,FCO,06-Jun-11,Stationery - General,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 531.69 ,
FCO,FCO,06-Jun-11,Corporate Strategy Consultancy,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 366.64 ,
FCO,FCO,06-Jun-11,Property and Construction Consultancy,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 4,930.41 ",
FCO,FCO,06-Jun-11,Contract Fees,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 5,422.31 ",
FCO,FCO,06-Jun-11,Contract Fees,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 209.10 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 1,095.86 ",
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 37.15 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 339.61 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 4.93 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 1,121.94 ",
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 48.70 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 40.23 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 37.98 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 489.16 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 630.34 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 122.29 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 84.33 ,
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 1,133.99 ",
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636," 1,247.13 ",
FCO,FCO,06-Jun-11,FM Interserve Overseas Reclaimable Tax,14685,DG CHANGE & DELIVERY,INTERSERVE FM LTD,10636, 48.09 ,
FCO,FCO,03-Jun-11,Maintenance M and E,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754," 2,335.28 ",
FCO,FCO,03-Jun-11,Minor New Works <10K,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754," 2,586.78 ",
FCO,FCO,03-Jun-11,Cleaning,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754, 389.18 ,
FCO,FCO,03-Jun-11,Cleaning,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754, 81.13 ,
FCO,FCO,03-Jun-11,Miscellaneous Expenditure,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754, 124.08 ,
FCO,FCO,03-Jun-11,Waste Disposal,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754, 18.68 ,
FCO,FCO,03-Jun-11,Property and Construction Consultancy,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754," 36,501.96 ",
FCO,FCO,03-Jun-11,Rematching / Reinstatement,14675,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1002754," 5,197.70 ",
