ALB,Supplier,Net Amount £
Tenant Services Authority,Ramside Hall Hotel and Golf Club,"7,295.65"
Tenant Services Authority,Brintex Events,"6,997.20"
Tenant Services Authority,Gemini Consultants Ltd,"6,950.00"
Tenant Services Authority,Housemark Limited,"6,754.20"
Tenant Services Authority,Athena Conference & Banqueting,"6,753.91"
Tenant Services Authority,Malmaison - Manchester Hotel,"6,534.63"
Tenant Services Authority,Twickenham Experience Limited,"6,059.60"
Tenant Services Authority,Redhouse Lane,"6,032.00"
Tenant Services Authority,MSB International Ltd,"6,000.00"
Tenant Services Authority,Computacenter Ltd,"5,759.84"
Tenant Services Authority,Sightline,"5,634.00"
Tenant Services Authority,Ikon Capital Plc,"5,318.04"
Tenant Services Authority,Millennium and Copthorne Hotels,"5,113.04"
Tenant Services Authority,R & S Displays Ltd,"4,930.00"
Tenant Services Authority,Pink Express Ltd,"4,662.05"
Tenant Services Authority,Misco,"4,569.75"
Tenant Services Authority,Step Change Training Ltd,"4,493.72"
Tenant Services Authority,Alfapeople CRM Ltd,"4,266.00"
Tenant Services Authority,Kaplan Hawksmere,"3,894.00"
Tenant Services Authority,Pearn Kandola,"3,886.60"
Tenant Services Authority,Maxima Managed Services Ltd,"3,825.00"
Tenant Services Authority,B Recruitment Ltd,"3,825.00"
Tenant Services Authority,Parity Training Ltd,"3,710.00"
Tenant Services Authority,The Goring,"3,698.57"
Tenant Services Authority,Fedex Kinko'S,"3,551.00"
Tenant Services Authority,Broadwater Training Ltd,"3,542.72"
Tenant Services Authority,Hay Group Manangement Limited,"3,519.53"
Tenant Services Authority,SG World Ltd,"3,230.40"
Tenant Services Authority,Vinyl Graphics Limited,"3,224.56"
Tenant Services Authority,Ikon Office Solutions Plc,"3,072.05"
Tenant Services Authority,Corporate Document Services Ltd,"3,052.80"
Tenant Services Authority,Addleshaw Goddard,"3,038.25"
Tenant Services Authority,Expotel Hotel Reservations,"3,007.68"
Tenant Services Authority,Financial Services Management Developmen,"3,000.00"
Tenant Services Authority,Gomez Europe Limited,"2,995.00"
Tenant Services Authority,Orbital Response And Fulfilment,"2,855.94"
Tenant Services Authority,Reservation Highway Limited,"2,823.83"
Tenant Services Authority,Nomadic Display,"2,817.80"
Tenant Services Authority,Meltwater News UK Limited,"2,520.00"
Tenant Services Authority,Confederation of Co-Operative Housing,"2,500.00"
Tenant Services Authority,Penna Plc,"2,500.00"
Tenant Services Authority,Jupiterimages (Uk) Ltd,"2,439.20"
Tenant Services Authority,CRC (Computer Research Consultants) Ltd,"2,185.96"
Tenant Services Authority,Stephenson Harwood,"2,000.00"
Tenant Services Authority,Accessit Data Limited,"1,995.30"
Tenant Services Authority,JGP,"1,950.00"
Tenant Services Authority,Snowdrop Systems Ltd,"1,900.00"
Tenant Services Authority,Dod'S Parliamentary Communications,"1,895.00"
Tenant Services Authority,Drivers Jonas,"1,830.00"
Tenant Services Authority,Royal Inst. Of British Architects,"1,825.00"
Tenant Services Authority,Hemsley Fraser,"1,718.65"
Tenant Services Authority,Jai News,"1,702.10"
Tenant Services Authority,Getty Images,"1,599.00"
Tenant Services Authority,Ambius,"1,597.51"
Tenant Services Authority,MIC Hotel and Conference Centre Ltd,"1,542.72"
Tenant Services Authority,Learning Tree International Ltd,"1,525.00"
Tenant Services Authority,Royal Mail Group Plc,"1,500.00"
Tenant Services Authority,Xansa Training Ltd,"1,423.80"
Tenant Services Authority,JSB Training and Development,"1,400.45"
Tenant Services Authority,Charlesworth Group,"1,377.40"
Tenant Services Authority,Discount Displays,"1,361.00"
Tenant Services Authority,Social Housing,"1,290.00"
Tenant Services Authority,Ambrose Printers,"1,287.40"
Tenant Services Authority,Pearl Linguistics Ltd,"1,278.68"
Tenant Services Authority,Simons Muirhead and Burton,"1,250.00"
Tenant Services Authority,Canonbury Academy,"1,249.15"
Tenant Services Authority,Beaumont House,"1,246.07"
Tenant Services Authority,AWICS,"1,230.00"
Tenant Services Authority,i2i Photography,"1,208.25"
Tenant Services Authority,Steria Ltd - Training,"1,190.25"
Tenant Services Authority,United National Photographers Ltd,"1,185.00"
Tenant Services Authority,Flux Magazine,"1,175.00"
Tenant Services Authority,Gerrards Transport,"1,171.75"
Tenant Services Authority,HQN Limited,"1,091.65"
Tenant Services Authority,3M Security Printing & Systems Ltd,"1,088.33"
Tenant Services Authority,Northern Housing Consortium Ltd,"1,080.00"
Tenant Services Authority,TNS Media Intelligence,"1,027.50"
Tenant Services Authority,Shaw and Sons Ltd,"1,024.36"
Tenant Services Authority,Phs Group Ltd,"1,008.64"
