Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Defence Support Group,07/04/2010,Electricity,Business Stream 2,THE ACCOUNTING OFFIC,000000418235,8682.00
Ministry of Defence,Met Office,07/04/2010,Equipment Maintenance,Science And Technology,Ibm United Kingdom Ltd,289558,36666.67
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,614920,9458.83
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,614960,1274933.37
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Defence Estates,KUECHE UND BAD,5000032578,68553.15
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Navy Command,LEGION FM LTD,615002,44595.60
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Air Command,SERCO LIMITED,615237,27466.37
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Central TLB,SODEXO LTD,615251,8701.73
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Defence Equipment & Support,SODEXO LTD,615251,8701.73
Ministry of Defence,Ministry of Defence,07/04/2010,Estate management,Air Command,VT FLAGSHIP LTD,615384,655676.57
Ministry of Defence,Ministry of Defence,07/04/2010,Fees for professional services,Land Forces,CERTES COMPUTING LTD,614827,1325.00
Ministry of Defence,Ministry of Defence,07/04/2010,Fees for professional services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,614871,11148.32
Ministry of Defence,Ministry of Defence,07/04/2010,Fees for professional services,Central TLB,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,614998,9380.00
Ministry of Defence,Ministry of Defence,07/04/2010,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,614998,38920.00
Ministry of Defence,Ministry of Defence,07/04/2010,Fees for professional services,Land Forces,VEGA CONSULTING SERVICES LTD,615379,7560.00
Ministry of Defence,Met Office,07/04/2010,Fixture & Fittings,Chief Financial Officer,Ghi Contracts Limited,289529,29137.10
Ministry of Defence,Ministry of Defence,07/04/2010,Food and clothing,Land Forces,SODEXO LTD,615251,251.60
Ministry of Defence,Ministry of Defence,07/04/2010,Food and clothing,Air Command,TURNER VIRR & CO. LTD,615356,1744.87
Ministry of Defence,Ministry of Defence,07/04/2010,Food and clothing,Defence Equipment & Support,TURNER VIRR & CO. LTD,615356,3333.94
Ministry of Defence,Ministry of Defence,07/04/2010,Food and clothing,Navy Command,TURNER VIRR & CO. LTD,615356,26405.72
Ministry of Defence,Ministry of Defence,07/04/2010,Fuel for military use,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,614871,15038.91
Ministry of Defence,Defence Support Group,07/04/2010,Gas,Business Stream 2,THE ACCOUNTING OFFIC,000000418235,9184.00
Ministry of Defence,Ministry of Defence,07/04/2010,General services and support,Land Forces,LYRECO UK LTD,615023,132.56
Ministry of Defence,Defence Support Group,07/04/2010,Hardware maint,Corporate,INSIGHT DIRECT,000000417749,30040.70
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Defence Equipment & Support,BEARINGPOINT LIMITED,614760,123886.85
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Land Forces,CERTES COMPUTING LTD,614827,10070.00
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Land Forces,ELAN COMPUTING LTD,614910,15250.00
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,614998,49697.99
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Air Command,MATRIX DISPLAY SYSTEMS LTD,615044,39040.55
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Land Forces,MATRIX DISPLAY SYSTEMS LTD,615044,56730.17
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Land Forces,PARITY SOLUTIONS LTD,615134,8800.00
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,615302,435.00
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Air Command,XMA LTD,615426,1194.52
Ministry of Defence,Ministry of Defence,07/04/2010,IT and communication services,Defence Equipment & Support,XMA LTD,615426,26.78
Ministry of Defence,Defence Support Group,07/04/2010,IT Software,Corporate,CAPGEMINI,000000418602,90000.00
Ministry of Defence,Defence Support Group,07/04/2010,IT Software,Corporate,CAPGEMINI,000000418607,30612.38
Ministry of Defence,Defence Support Group,07/04/2010,IT Software,Corporate,INFOR GLOBAL SOLUTIO,000000418585,44500.00
Ministry of Defence,Defence Support Group,07/04/2010,IT Software,Corporate,INFOR GLOBAL SOLUTIO,000000418585,19710.83
Ministry of Defence,Defence Support Group,07/04/2010,IT Software,Corporate,INTRINSIC TECHNOLOGY,000000418638,24319.01
Ministry of Defence,Defence Support Group,07/04/2010,IT Software,Corporate,INTRINSIC TECHNOLOGY,000000418636,-24319.01
Ministry of Defence,Ministry of Defence,07/04/2010,Medical treatment & stores and welfare services.,Air Command,SSAFA FAMILY HEALTH SERVICES,615277,181155.30
Ministry of Defence,Ministry of Defence,07/04/2010,Miscellaneous Administration Costs,Land Forces,LYRECO UK LTD,615023,91.30
Ministry of Defence,Ministry of Defence,07/04/2010,Miscellaneous Administration Costs,Defence Equipment & Support,WESTLAND HELICOPTERS LIMITED,615403,-35.70
Ministry of Defence,Defence Support Group,07/04/2010,Oth facilities costs,Business Stream 2,THE ACCOUNTING OFFIC,000000418235,125714.00
Ministry of Defence,Defence Support Group,07/04/2010,Oth facilities costs,Business Stream 2,THE ACCOUNTING OFFIC,000000418235,2075.00
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Defence Estates,CALOR GAS LIMITED,614810,238.83
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Land Forces,CALOR GAS LIMITED,614810,469.83
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Land Forces,NEW ENERGIE GMBH,5000032590,49761.61
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,615279,100839.07
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,615279,176191.21
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Defence Estates,SSE ENERGY SUPPLY LIMITED,615279,31650.91
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,615279,1040779.74
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,615350,147004.08
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,615350,74011.26
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,615350,24245.24
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Defence Estates,TOTAL GAS & POWER LIMITED,615350,50874.00
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,615350,1316932.29
Ministry of Defence,Ministry of Defence,07/04/2010,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,615350,11049.00
Ministry of Defence,Met Office,07/04/2010,Plant And Equipment,Science And Technology,Cranfield Aerospace Ltd,289288,27200.00
Ministry of Defence,Defence Support Group,07/04/2010,Postage,Business Stream 2,THE ACCOUNTING OFFIC,000000418235,899.00
Ministry of Defence,Ministry of Defence,07/04/2010,Property leases,Navy Command,FALCON SUPPORT SERVICES LIMITED,614920,11699.06
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,FALCON SUPPORT SERVICES LIMITED,614920,126600.00
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,614960,900000.00
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of buildings and military equipment ,Central TLB,SERCO LIMITED,615237,764581.38
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of information and communications technology,Defence Equipment & Support,FOERSTER UK LIMITED,614928,28734.65
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of information and communications technology,Defence Equipment & Support,VADOS SYSTEMS LTD,615373,2047869.55
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,614685,29588.82
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,614685,956.05
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,614685,4573.67
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,614685,69597.31
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,614685,56887.27
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,614685,2103.71
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Navy Command,AGFA HEALTHCARE UK LIMITED,614695,56745.73
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,ALICO SPORT DI ALTIN F. & C. S.A,3000004039,117204.73
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,614716,26007.01
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,614717,37139.21
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK INTERNATIONAL GROUP PLC,614733,91857.67
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,614735,31059.76
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,614877,-719.54
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Command Joint Operations,ESCHMANN HOLDINGS LTD,614915,28455.50
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Central TLB,HENRY SCHEIN UK HOLDINGS LIMITED,614955,21731.86
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,ITURRI SA,3000004044,584436.41
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,614985,30352.18
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,KEMIRA CHEMSOLUTIONS B V,614991,232227.00
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Air Command,LYRECO UK LTD,615023,7591.66
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Central TLB,LYRECO UK LTD,615023,868.28
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,LYRECO UK LTD,615023,446.15
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Estates,LYRECO UK LTD,615023,508.41
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Land Forces,LYRECO UK LTD,615023,27037.17
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Navy Command,LYRECO UK LTD,615023,1647.30
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,SCA PACKAGING LIMITED,615222,95331.35
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,VARIVANE INDUSTRIES LIMITED,615377,37903.62
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Air Command,XMA LTD,615426,23648.76
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Central TLB,XMA LTD,615426,4629.53
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,615426,7240.13
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Defence Estates,XMA LTD,615426,1031.56
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Land Forces,XMA LTD,615426,32226.04
Ministry of Defence,Ministry of Defence,07/04/2010,Purchase of inventory and services ,Navy Command,XMA LTD,615426,3251.92
Ministry of Defence,Ministry of Defence,07/04/2010,"Purchase of munitions, other inventory or fuel",Command Joint Operations,MOTOR OIL (HELLAS) CORINTH  REFINERIES SA (MOH),2000007858,6719736.54
Ministry of Defence,Ministry of Defence,07/04/2010,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,MOTOR OIL (HELLAS) CORINTH  REFINERIES SA (MOH),2000007858,13208739.43
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,AYLESBURY VALE DISTRICT COUNCIL,614731,1418.84
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BASINGSTOKE AND DEANE BOROUGH COUNCIL,614757,119886.64
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BATH & N E SOMERSET COUNCIL,614759,471940.01
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BIRMINGHAM CITY COUNCIL,614764,167527.56
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BOROUGH COUNCIL OF KINGS LYNN & WEST NORFOLK,614772,1188180.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BRACKNELL FOREST BOROUGH COUNCIL,614778,658260.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BRAINTREE DISTRICT COUNCIL,614780,262890.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BRECKLAND COUNCIL,614782,503196.57
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BRIGHTON & HOVE CITY COUNCIL,614784,4657.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BRISTOL CITY COUNCIL,614786,32998.13
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BROMLEY LOCAL BOROUGH COUNCIL,614796,32164.51
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BROXTOWE BOROUGH COUNCIL,614798,347760.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,BURY BOROUGH COUNCIL,614801,25875.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CAMBRIDGE CITY COUNCIL,614811,45344.57
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CANTERBURY CITY COUNCIL,614816,127576.20
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CARDIFF COUNCIL,614817,44376.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CARLISLE CITY COUNCIL,614819,703304.92
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CENTRAL BEDFORDSHIRE COUNCIL,614825,1112377.21
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CHERWELL DISTRICT COUNCIL,614833,34155.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CHESHIRE EAST COUNCIL,614834,53793.46
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CHESHIRE WEST AND CHESTER  COUNCIL,614835,166324.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CHICHESTER DISTRICT COUNCIL,614838,278622.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CITY OF LONDON,133772,122640.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CITY OF WESTMINSTER,614843,9206414.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CITY OF YORK COUNCIL,614844,635847.93
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,COLCHESTER BOROUGH COUNCIL,614849,1825886.56
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,CORNWALL COUNCIL,133773,2071633.27
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,COTSWOLD DISTRICT COUNCIL,614860,289800.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,DARLINGTON BOROUGH COUNCIL,614867,5382.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,DOVER DISTRICT COUNCIL,614883,185093.95
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,EAST DEVON DISTRICT COUNCIL,614900,478472.24
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,EAST DORSET DISTRICT COUNCIL,614901,318780.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,EAST HAMPSHIRE DISTRICT COUNCIL,614902,728668.35
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,EAST LINDSEY BOROUGH COUNCIL,614903,996617.28
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,EAST RIDING OF YORKSHIRE COUNCIL,614904,476693.34
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,EXETER CITY COUNCIL,614919,96151.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,FAREHAM BOROUGH COUNCIL,614921,1311312.84
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,FLINTSHIRE COUNTY COUNCIL,133778,212986.75
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,FOREST OF DEAN DISTRICT COUNCIL,614932,140760.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,FYLDE BOROUGH COUNCIL,614936,154547.27
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,GLOUCESTER CITY COUNCIL,133780,45001.80
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,GOSPORT BOROUGH COUNCIL,614941,3390235.87
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,GREENWICH COUNCIL,614942,490318.92
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,GUILDFORD BOROUGH COUNCIL,614944,362034.82
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,HAMBLETON DISTRICT COUNCIL,614946,1397301.29
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,HARROGATE BOROUGH COUNCIL,614947,974031.06
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,HART DISTRICT COUNCIL,614949,1171102.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,HUNTINGDONSHIRE DISTRICT COUNCIL,614968,517500.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,ISLE OF ANGLESEY COUNTY COUNCIL,614978,685893.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LANCASTER CITY COUNCIL,614999,37494.16
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LEEDS CITY COUNCIL,615001,38502.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LICHFIELD DISTRICT COUNCIL,615006,137396.16
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LIVERPOOL CITY COUNCIL,615008,153888.16
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LONDON BOROUGH OF CAMDEN,615013,2679660.94
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LONDON BOROUGH OF HILLINGDON,615017,1130390.28
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,LONDON BOROUGH OF HOUNSLOW,615018,779035.64
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,MAIDSTONE BOROUGH COUNCIL,615027,181699.40
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,MANCHESTER CITY COUNCIL,615032,79902.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,MELTON BOROUGH COUNCIL,615049,118199.94
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,MENDIP BOROUGH COUNCIL,615050,31050.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,METROPOLITAN BOROUGH OF SEFTON,615055,139725.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,MID SUFFOLK DISTRICT COUNCIL,615057,789705.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,MOLE VALLEY DISTRICT COUNCIL,615061,184230.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NEW FOREST DISTRICT COUNCIL,615083,987200.72
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NEWCASTLE CITY COUNCIL,133792,61511.63
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NORTH DEVON DISTRICT COUNCIL,615100,662271.50
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NORTH DORSET DISTRICT COUNCIL,615101,1250073.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NORTH KESTEVEN DISTRICT COUNCIL,615104,2396582.60
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NORTH LINCOLNSHIRE COUNCIL,133804,154215.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NORTH NORFOLK DISTRICT COUNCIL,615105,60576.86
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,NORTHUMBERLAND COUNTY COUNCIL,615111,1332361.53
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,PEMBROKESHIRE COUNTY COUNCIL,615140,604133.90
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,PETERBOROUGH CITY COUNCIL,615146,625554.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,PLYMOUTH CITY COUNCIL,615153,1817754.57
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,POOLE BOROUGH COUNCIL,615154,421534.80
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,PORTSMOUTH CITY COUNCIL,615157,4125568.10
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,POWYS COUNTY COUNCIL,615161,826998.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,PRESTON CITY COUNCIL,615166,169445.96
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,PURBECK DISTRICT COUNCIL,615169,445878.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,RICHMOND UPON THAMES LOCAL BOROUGH COUNCIL,615186,74648.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,RUGBY BOROUGH COUNCIL,615210,171810.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,RUSHCLIFFE BOROUGH COUNCIL,615211,39744.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,RUSHMOOR BOROUGH COUNCIL,615212,11643.82
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,RUTLAND COUNTY COUNCIL  DISTRICT COUNCIL,615213,222906.01
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,RYEDALE DISTRICT COUNCIL,615215,962640.56
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SELBY DISTRICT COUNCIL,615231,139725.00
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SHEFFIELD CITY COUNCIL,615241,33692.55
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SHEPWAY DISTRICT COUNCIL,615243,693981.73
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SOUTH BUCKINGHAMSHIRE DISTRICT COUNCIL,615255,71688.16
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,615256,827186.10
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SOUTH GLOUCESTERSHIRE COUNCIL,615258,4909336.20
Ministry of Defence,Ministry of Defence,07/04/2010,Rent and rates,Defence Estates,SOUTH HAMS DISTRICT COUNCIL,615259,267689.92
