Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Outsourced Technical Support (Programme),Business & Skills Group - Enterprise Directorate,BETA TECHNOLOGY LTD,1028207,327.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Other Accommodation Charges,Finance & Commercial Group - Commercial Directorate,RUSSAM GMS LTD,1028227,2175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,ICT Maintenance & Upkeep,Finance & Commercial Group - Commercial Directorate,RUSSAM GMS LTD,1028227,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Non Grant-in-Aid Funding of Bodies (Departmental and Non-Departmental),Business & Skills Group - Further Education & Skills Investment,SKILLS FUNDING AGENCY,1028229,274313000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADDISON LEE plc,1028230,-20.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,SMC LTD T/A CHUBB EMERGENCY RESPONSE,1028231,180
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Other Accommodation Charges,"Legal, People & Communications Group - Innovation Capability Team",THE WORKSHOP (SHEFFIELD) LTD,1028237,90
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Communications & Marketing Training,"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1028245,800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",OFFICE ANGELS LTD,1028248,388.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",COMMUNICAID GROUP LTD,1028253,744.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Purchase of Completed Research,Business & Skills Group - Skills Directorate,UNIVERSITY OF SHEFFIELD,1028254,40000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1028257,190.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Stationery,"Legal, People & Communications Group - Legal Services",OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,1028258,196.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Stationery,Market and Frameworks Group - Fair Markets Director General's Office,OFFICE DEPOT UK LTD,1028260,205.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Other Training Costs,Knowledge and Innovation Group - Higher Education,UCAS MEDIA LTD,1028262,50
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2011,Telephone Helpline Services,Market and Frameworks Group - Employment Relations,COI COMMUNICATIONS,1028263,72000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2011,Telephone Helpline Services,Market and Frameworks Group - Employment Relations,COI COMMUNICATIONS,1028263,7739.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1028265,686.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,External Training (Programme),Market and Frameworks Group - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),1028266,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Conference and Exhibition Services (Programme),Business & Skills Group - Advanced Manufacturing Industries,CONSTRUCTION EQUIPMENT ASSOCIATION,1028267,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Mobile Phones,Business & Skills Group - Advanced Manufacturing Industries,O2,1028268,14.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Other Telephone Costs,Shareholder Executive - Shareholder Executive,GENESYS CONFERENCING EUROPE,1028269,86.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2011,Telecommunications (Programme),Business & Skills Group - Information Economy,GENESYS CONFERENCING EUROPE,1028270,32.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",Personal Expense - Name Withheld,1028272,800
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,COMMISSARIAT ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,1028273,431.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Storage and Distribution,Finance & Commercial Group - Commercial Directorate,DRAGON FIRE & SECURITY SYSTEMS LTD,1028274,54.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Payments to Barclays for Carlson Wagonlit Travel Contract,Finance & Commercial Group - Finance Group,INITIAL CATERING SERVICES LTD T/A AUTOGRAPH,1028275,183.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1028277,2279.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Secondees (not paid directly),ESBR - Better Regulation Executive (BRE),IBM UNITED KINGDOM LTD,1028278,5223.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,CREDIT SUISSE SECURITIES (EUROPE) LTD,1028279,8942.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Secondees (not paid directly),ESBR - Better Regulation Executive (BRE),IBM UNITED KINGDOM LTD,1028281,4913.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Secondees (not paid directly),ESBR - Better Regulation Executive (BRE),IBM UNITED KINGDOM LTD,1028281,309.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2011,Secondees (not paid directly),ESBR - Better Regulation Executive (BRE),IBM UNITED KINGDOM LTD,1028282,5223.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1028284,480
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Publications,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1028286,-36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Publications,Shareholder Executive - Shareholder Executive,THE STATIONERY OFFICE LTD,1028290,5.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2011,Publications,"Legal, People & Communications Group - Legal Services",LEXISNEXIS BUTTERWORTHS,1028292,395.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2011,Hire of Agency Staff (Professional/Management),Finance & Commercial Group - Finance Group,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1028293,2026.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Finance & Accounting Advice,Shareholder Executive - Shareholder Executive,DELOITTE LLP,1028299,87043.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1028300,11820.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/06/2011,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1028301,1350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/06/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1028302,255
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1028303,-40
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1028305,38713.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Other Accommodation Charges (Programme),Finance & Commercial Group - Commercial Directorate,DLA PIPER UK LLP,1028305,40000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Innovation,THE TECHNOLOGY STRATEGY BOARD,1028308,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2011,Office Supplies,Knowledge and Innovation Group - Government Office For Science,LYRECO UK LTD,1028309,3.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1028312,85.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1028312,3.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2011,Publications,ESBR - Analysis Directorate,JONES YARRELL LEADENHALL,1028313,95.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2011,Publications,"Legal, People & Communications Group - Communications Directorate",JONES YARRELL LEADENHALL,1028314,402.52
