Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,687216,24723.56
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,687216,235.13
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,687771,2034.76
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,687771,435.56
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,687771,5763.72
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,687771,12436.71
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,687771,21700.47
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,687771,156.00
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,688268,838.44
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,688268,1404.70
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,688268,8258.17
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,688268,15527.31
Ministry of Defence,Ministry of Defence,08/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,688268,545.59
Ministry of Defence,Ministry of Defence,09/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,688892,123.49
Ministry of Defence,Ministry of Defence,09/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,688892,360.44
Ministry of Defence,Ministry of Defence,09/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,688892,1725.02
Ministry of Defence,Ministry of Defence,09/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,688892,16196.31
Ministry of Defence,Ministry of Defence,09/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,688892,18105.06
Ministry of Defence,Ministry of Defence,09/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,688892,335.95
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,689554,3498.49
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,689554,738.48
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,689554,449.28
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,689554,11345.62
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,689554,27538.58
Ministry of Defence,Ministry of Defence,10/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,689554,6567.11
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,690246,2806.11
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,690246,1013.90
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,690246,11629.51
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,690246,48531.91
Ministry of Defence,Ministry of Defence,13/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,690246,4282.97
Ministry of Defence,Ministry of Defence,14/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,690893,7389.21
Ministry of Defence,Ministry of Defence,14/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,690893,1763.68
Ministry of Defence,Ministry of Defence,14/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,690893,76.96
Ministry of Defence,Ministry of Defence,14/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,690893,4344.68
Ministry of Defence,Ministry of Defence,14/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,690893,12117.32
Ministry of Defence,Ministry of Defence,14/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,690893,662.83
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,691405,40.70
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,691405,3466.36
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,691405,90.32
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,691405,7355.73
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,691405,20348.18
Ministry of Defence,Ministry of Defence,15/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,691405,98.20
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,692082,555.12
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,692082,2241.49
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,692082,146.89
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,692082,11099.74
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,692082,16697.91
Ministry of Defence,Ministry of Defence,16/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,692082,1129.39
Ministry of Defence,Ministry of Defence,17/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,692736,4471.06
Ministry of Defence,Ministry of Defence,17/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,692736,2556.23
Ministry of Defence,Ministry of Defence,17/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,692736,401.27
Ministry of Defence,Ministry of Defence,17/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,692736,6914.46
Ministry of Defence,Ministry of Defence,17/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,692736,23924.18
Ministry of Defence,Ministry of Defence,17/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,692736,2423.14
Ministry of Defence,Ministry of Defence,20/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,693507,15939.43
Ministry of Defence,Ministry of Defence,20/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,693507,1961.23
Ministry of Defence,Ministry of Defence,20/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,693507,643.19
Ministry of Defence,Ministry of Defence,20/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,693507,4189.59
Ministry of Defence,Ministry of Defence,20/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,693507,32598.96
Ministry of Defence,Ministry of Defence,20/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,693507,3324.49
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,694112,6112.20
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,694112,3142.34
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,694112,306.40
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,694112,10970.58
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,694112,52594.33
Ministry of Defence,Ministry of Defence,21/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,694112,114.57
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,694732,3787.39
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,694732,239.90
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,694732,34.87
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,694732,6905.13
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,694732,23739.93
Ministry of Defence,Ministry of Defence,22/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,694732,76.00
Ministry of Defence,Ministry of Defence,23/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,695392,146.96
Ministry of Defence,Ministry of Defence,23/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,695392,3141.51
Ministry of Defence,Ministry of Defence,23/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,695392,6.72
Ministry of Defence,Ministry of Defence,23/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,695392,13282.19
Ministry of Defence,Ministry of Defence,23/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,695392,19335.65
Ministry of Defence,Ministry of Defence,23/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,695392,56.56
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,696679,2018.49
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,696679,641.30
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,696679,802.44
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,696679,7937.85
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,696679,26355.12
Ministry of Defence,Ministry of Defence,27/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,696679,5734.74
Ministry of Defence,Ministry of Defence,29/09/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,697864,5.86
Ministry of Defence,Ministry of Defence,29/09/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,697864,2959.94
Ministry of Defence,Ministry of Defence,29/09/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,697864,337090.12
Ministry of Defence,Ministry of Defence,29/09/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,697864,18362.58
Ministry of Defence,Ministry of Defence,15/09/2010,IT and communication services,Central TLB,ACTICA CONSULTING LIMITED,691409,24446.69
Ministry of Defence,Ministry of Defence,15/09/2010,IT and communication services,Land Forces,ACTICA CONSULTING LIMITED,691409,4630.95
Ministry of Defence,Ministry of Defence,27/09/2010,IT and communication services,Central TLB,ACTICA CONSULTING LIMITED,696684,15215.00
Ministry of Defence,Ministry of Defence,16/09/2010,Estate management,Air Command,ADT FIRE & SECURITY PLC,692090,51827.35
Ministry of Defence,Ministry of Defence,29/09/2010,Fees for professional services,Defence Equipment & Support,AEROSPACE & AIRWORTHINESS CONSULTANCY ENTERPRISES LIMITED,697873,8510.00
Ministry of Defence,Defence Science and Technology Laboratory,24/09/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000126399 - 00089627,360562.23
Ministry of Defence,Ministry of Defence,01/09/2010,Medical treatment & stores and welfare services.,Central TLB,AESTHETIC DENTAL SERVICES  LIMITED,685545,56856.60
Ministry of Defence,Ministry of Defence,09/09/2010,Externally delivered education and training.,Land Forces,AFNORTH INTERNATIONAL SCHOOL,5000041608,244381.05
Ministry of Defence,Ministry of Defence,06/09/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,687230,1885.88
Ministry of Defence,Met Office,22/09/2010,11 Services,Science And Technology,Air Bp Ltd,298358,28988.92
Ministry of Defence,Met Office,22/09/2010,11 Services,Science And Technology,Air Bp Ltd,298359,-28988.92
Ministry of Defence,Ministry of Defence,03/09/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,686585,21980.29
Ministry of Defence,Defence Science and Technology Laboratory,21/09/2010,Materials & Equipment,Operations,AIRFRAMES ASSEMBLIES LIMITED,V - 9000126269 - 00089801,25644.00
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,IT Software,Operations,AIRPORT RESEARCH CENTER GMBH,V - 0000000547 - 00090130,27741.80
Ministry of Defence,Ministry of Defence,09/09/2010,Estates - Equipment/Works,Defence Estate - SSG,ALAN DURKAN & SONS              ,PMT - 054,30132.29
Ministry of Defence,Defence Science and Technology Laboratory,17/09/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000126149 - 00090366,46350.00
Ministry of Defence,Ministry of Defence,28/09/2010,Estate management,Land Forces,ALDERSHOT HEALTHCARE INVESTMENTS LIMITED,697277,230986.71
Ministry of Defence,Ministry of Defence,15/09/2010,Medical treatment & stores and welfare services.,Land Forces,ALLIED HEALTHCARE GROUP LTD,691422,31127.01
Ministry of Defence,Ministry of Defence,30/09/2010,Fees for professional services,Central TLB,ALLIED HEALTHCARE GROUP LTD,698556,134.65
Ministry of Defence,Ministry of Defence,08/09/2010,Fees for professional services,Land Forces,AMPUTEES IN ACTION LIMITED,688283,55657.34
Ministry of Defence,Ministry of Defence,08/09/2010,Design services and minor equipment purchases,Land Forces,AMPUTEES IN ACTION LIMITED,688283,39897.36
Ministry of Defence,Ministry of Defence,23/09/2010,Payment of utilities,Land Forces,ANGLIAN WATER SERVICES LIMITED,695407,49752.24
Ministry of Defence,Ministry of Defence,23/09/2010,Rent and rates,Defence Estates,ANNINGTON PROPERTY LTD,695411,38000282.64
Ministry of Defence,United Kingdom Hydrographic Office,02/09/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100080061,23849.52
Ministry of Defence,United Kingdom Hydrographic Office,14/09/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100080265,36019.58
Ministry of Defence,United Kingdom Hydrographic Office,21/09/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100080361,47067.92
Ministry of Defence,Ministry of Defence,22/09/2010,"Transporation of personnel, freight and travel expenses",Command Joint Operations,APOLLO 11 BUS CO LTD,5000042172,62618.03
Ministry of Defence,Ministry of Defence,21/09/2010,Estate management,Defence Equipment & Support,AQUA COLDHARBOUR PARTNERSHIP LLP,694136,195000.00
Ministry of Defence,Ministry of Defence,09/09/2010,Fuel for military use,Land Forces,ARAL AG.,5000041611,19892.78
Ministry of Defence,Ministry of Defence,13/09/2010,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000041704,66608.14
Ministry of Defence,Ministry of Defence,02/09/2010,Payments on behalf of Defence Support Group,Central TLB,ARAMARK LTD,686032,843.17
Ministry of Defence,Ministry of Defence,02/09/2010,Estate management,Defence Estates,ARAMARK LTD,686032,693.93
Ministry of Defence,Ministry of Defence,02/09/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,686032,93332.82
Ministry of Defence,Ministry of Defence,02/09/2010,Estate management,Air Command,ARAMARK LTD,686032,24873.98
Ministry of Defence,Ministry of Defence,02/09/2010,Estate management,Land Forces,ARAMARK LTD,686032,909.77
Ministry of Defence,Ministry of Defence,02/09/2010,Food and clothing,Land Forces,ARAMARK LTD,686032,782.08
Ministry of Defence,Ministry of Defence,03/09/2010,Estate management,Land Forces,ARAMARK LTD,686601,33526.30
Ministry of Defence,Ministry of Defence,03/09/2010,Food and clothing,Land Forces,ARAMARK LTD,686601,99730.34
Ministry of Defence,Ministry of Defence,06/09/2010,Estate management,Air Command,ARAMARK LTD,687243,60112.86
Ministry of Defence,Ministry of Defence,06/09/2010,Food and clothing,Land Forces,ARAMARK LTD,687243,50003.40
Ministry of Defence,Ministry of Defence,07/09/2010,Estate management,Air Command,ARAMARK LTD,687799,157.56
Ministry of Defence,Ministry of Defence,07/09/2010,Estate management,Land Forces,ARAMARK LTD,687799,95491.43
Ministry of Defence,Ministry of Defence,07/09/2010,Food and clothing,Land Forces,ARAMARK LTD,687799,204975.65
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Central TLB,ARAMARK LTD,688290,372.99
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Air Command,ARAMARK LTD,688290,57685.01
Ministry of Defence,Ministry of Defence,08/09/2010,Estate management,Land Forces,ARAMARK LTD,688290,453.50
Ministry of Defence,Ministry of Defence,15/09/2010,Estate management,Air Command,ARAMARK LTD,691431,49107.65
Ministry of Defence,Ministry of Defence,15/09/2010,Estate management,Land Forces,ARAMARK LTD,691431,144356.09
Ministry of Defence,Ministry of Defence,15/09/2010,Food and clothing,Air Command,ARAMARK LTD,691431,2806.35
Ministry of Defence,Ministry of Defence,15/09/2010,Food and clothing,Land Forces,ARAMARK LTD,691431,614800.85
Ministry of Defence,Ministry of Defence,16/09/2010,Estate management,Land Forces,ARAMARK LTD,692117,27821.67
Ministry of Defence,Ministry of Defence,16/09/2010,Food and clothing,Air Command,ARAMARK LTD,692117,124053.01
Ministry of Defence,Ministry of Defence,16/09/2010,Food and clothing,Land Forces,ARAMARK LTD,692117,137244.36
Ministry of Defence,Ministry of Defence,17/09/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,692775,806.29
Ministry of Defence,Ministry of Defence,17/09/2010,Estate management,Land Forces,ARAMARK LTD,692775,115918.02
Ministry of Defence,Ministry of Defence,17/09/2010,Food and clothing,Land Forces,ARAMARK LTD,692775,1881.48
Ministry of Defence,Ministry of Defence,24/09/2010,Estate management,Defence Estates,ARAMARK LTD,696049,3041.07
Ministry of Defence,Ministry of Defence,24/09/2010,Estate management,Air Command,ARAMARK LTD,696049,453.75
Ministry of Defence,Ministry of Defence,24/09/2010,Estate management,Land Forces,ARAMARK LTD,696049,83878.07
Ministry of Defence,Ministry of Defence,24/09/2010,Food and clothing,Land Forces,ARAMARK LTD,696049,199514.38
Ministry of Defence,Ministry of Defence,29/09/2010,Estate management,Land Forces,ARAMARK LTD,697895,17803.31
Ministry of Defence,Ministry of Defence,29/09/2010,Estate management,Navy Command,ARAMARK LTD,697895,3528.04
Ministry of Defence,Ministry of Defence,29/09/2010,Food and clothing,Land Forces,ARAMARK LTD,697895,34480.43
Ministry of Defence,Ministry of Defence,29/09/2010,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,697895,110.75
Ministry of Defence,Ministry of Defence,30/09/2010,Estate management,Land Forces,ARAMARK LTD,698563,29227.39
Ministry of Defence,Ministry of Defence,30/09/2010,Food and clothing,Air Command,ARAMARK LTD,698563,1637.85
Ministry of Defence,Ministry of Defence,30/09/2010,Food and clothing,Land Forces,ARAMARK LTD,698563,21265.36
Ministry of Defence,Ministry of Defence,30/09/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ARAMARK LTD,698563,48.18
Ministry of Defence,Ministry of Defence,17/09/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,692776,69411.10
Ministry of Defence,Ministry of Defence,09/09/2010,Design services and minor equipment purchases,Land Forces,ARMY PARACHUTE AIRCRAFT COMPANY LIMITED,688919,22652.42
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,687246,2829.68
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,687246,30690.94
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,687246,10334.67
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Central TLB,ARVAL UK LTD,687246,42177.85
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Air Command,ARVAL UK LTD,687246,61188.78
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Land Forces,ARVAL UK LTD,687246,269744.72
Ministry of Defence,Ministry of Defence,06/09/2010,Fuel for military use,Navy Command,ARVAL UK LTD,687246,20189.61
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,690921,4152.03
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,690921,32478.89
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,690921,12512.34
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Central TLB,ARVAL UK LTD,690921,45994.51
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Air Command,ARVAL UK LTD,690921,74747.48
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Land Forces,ARVAL UK LTD,690921,350707.23
Ministry of Defence,Ministry of Defence,14/09/2010,Fuel for military use,Navy Command,ARVAL UK LTD,690921,33750.19
Ministry of Defence,Ministry of Defence,14/09/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,690921,69407.43
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,697290,7370.38
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,697290,37642.28
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,697290,19947.09
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Central TLB,ARVAL UK LTD,697290,54633.54
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Air Command,ARVAL UK LTD,697290,94668.19
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Land Forces,ARVAL UK LTD,697290,507473.57
Ministry of Defence,Ministry of Defence,28/09/2010,Fuel for military use,Navy Command,ARVAL UK LTD,697290,51815.51
Ministry of Defence,Ministry of Defence,28/09/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,697290,-832.70
Ministry of Defence,Ministry of Defence,16/09/2010,Rent and rates,Land Forces,ASHLEY MANAGEMENT LIMITED,692122,25463.85
Ministry of Defence,Ministry of Defence,06/09/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,687247,23375.35
Ministry of Defence,Ministry of Defence,07/09/2010,Purchase of buildings and military equipment ,Land Forces,ASPIRE DEFENCE LIMITED,687803,17625.00
Ministry of Defence,Ministry of Defence,07/09/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,687803,94124.49
Ministry of Defence,Ministry of Defence,07/09/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,687803,580184.73
Ministry of Defence,Ministry of Defence,08/09/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,688294,571119.40
Ministry of Defence,Ministry of Defence,09/09/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,688923,1467.03
Ministry of Defence,Ministry of Defence,09/09/2010,Estate management,Central TLB,ASPIRE DEFENCE LIMITED,688923,691.32
Ministry of Defence,Ministry of Defence,09/09/2010,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,688923,23931.14
Ministry of Defence,Ministry of Defence,09/09/2010,Miscellaneous Administration Costs,Defence Estates,ASPIRE DEFENCE LIMITED,688923,9190.77
Ministry of Defence,Ministry of Defence,09/09/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,688923,18499.80
