Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,29.39,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"3,355.76",
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,50.56,
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,73.87,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,11.75,
FCO,FCO,25-Jul-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"3,499.19",
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,4.76,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"3,511.48",
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,38.09,
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,146.93,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,64.65,
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,99.91,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,88.16,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"4,788.60",
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"1,966.43",
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,99.92,
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,69.21,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"2,668.72",
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,229.22,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"2,247.22",
FCO,FCO,25-Jul-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,819.73,
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,229.22,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"2,584.45",
FCO,FCO,25-Jul-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,352.63,
FCO,FCO,25-Jul-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,293.86,
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,434.12,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,"1,186.55",
FCO,FCO,25-Jul-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,417.29,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,293.86,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,61.36,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,52.66,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,12.34,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,5.29,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,3.9,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,2.52,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,4.49,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,38.46,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,4.7,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,30.06,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,235.09,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,9.52,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,33.31,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,16.45,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,23.71,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,49.86,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,6.22,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,9.99,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,7.39,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,349.92,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,14.69,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,9.99,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,9.99,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,6.92,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,22.92,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,81.98,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,22.92,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,35.27,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,29.39,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,43.41,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,118.66,
FCO,FCO,25-Jul-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000234,41.73,
FCO,FCO,25-Jul-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"1,645.48",
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,67.96,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,122.91,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"35,410.70",
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"35,410.70",
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"69,281.80",
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"69,281.80",
FCO,FCO,25-Jul-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,45.6,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,2.24,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"3,468.06",
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,6.83,
FCO,FCO,25-Jul-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,326,
FCO,FCO,25-Jul-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,34.14,
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,30.73,
FCO,FCO,25-Jul-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"8,656.38",
FCO,FCO,25-Jul-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"13,983.38",
FCO,FCO,25-Jul-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,262.63,
FCO,FCO,25-Jul-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,555.67,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,89.81,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,13.66,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"53,116.04",
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,272.66,
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,89.81,
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,89.81,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,264.89,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,89.81,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,13.66,
FCO,FCO,25-Jul-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"1,014.98",
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,29.15,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,227.44,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,1.32,
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,6.83,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,239.15,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,113.2,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,13.5,
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,33.25,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,6.32,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,122.91,
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,54.62,
FCO,FCO,25-Jul-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,"23,863.73",
FCO,FCO,25-Jul-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,154.09,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,27.76,
FCO,FCO,25-Jul-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,13.66,
FCO,FCO,25-Jul-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000237,6.83,
