UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC19962,15-Dec-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",674.4,19962
MODGPC19963,15-Dec-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",740.39,19963
MODGPC19964,15-Dec-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",740.39,19964
MODGPC19965,15-Dec-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",734.4,19965
MODGPC19966,19-Dec-11,Medical Supplies and Services      , OPTICIANS,972,19966
MODGPC19967,16-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,624.6,19967
MODGPC19968,13-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"2,002.12",19968
MODGPC19969,19-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,600,19969
MODGPC19970,14-Dec-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"9,672.98",19970
MODGPC19971,14-Dec-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"7,552.67",19971
MODGPC19972,14-Dec-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"7,745.43",19972
MODGPC19973,14-Dec-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"9,092.11",19973
MODGPC19974,14-Dec-11,Medical Supplies and Services      , NURSING/PERSONAL CARE FAC,"2,936.83",19974
MODGPC19975,15-Dec-11,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","4,788.00",19975
MODGPC19976,20-Dec-11,Medical Supplies and Services      , OPTICIANS,"1,231.46",19976
MODGPC19977,15-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,958.54,19977
MODGPC19978,15-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"4,713.00",19978
MODGPC19979,22-Dec-11,Medical Supplies and Services      , OPTICIANS,"4,998.00",19979
MODGPC19980,16-Dec-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,539.1,19980
MODGPC19981,20-Dec-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,19981
MODGPC19982,20-Dec-11,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,588,19982
MODGPC19983,23-Dec-11,Medical Supplies and Services      , MED/HEALTH SERVICES - DEF,"1,340.00",19983
MODGPC19984,13-Dec-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,768,19984
MODGPC19985,13-Dec-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,528,19985
MODGPC19986,13-Dec-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,624,19986
MODGPC19987,16-Dec-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,528,19987
MODGPC19988,16-Dec-11,Medical Supplies and Services      , DRUG STORES & PHARMACIES,580.8,19988
MODGPC19989,16-Dec-11,Medical Supplies and Services      , ORTHOPEDIC GOODS,655.81,19989
MODGPC19990,13-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,420.99",19990
MODGPC19991,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,626.18,19991
MODGPC19992,22-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,869.82,19992
MODGPC19993,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"3,749.65",19993
MODGPC19994,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,249.88",19994
MODGPC19995,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,249.88",19995
MODGPC19996,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"1,998.82",19996
MODGPC19997,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,672,19997
MODGPC19998,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"4,461.06",19998
MODGPC19999,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"4,443.60",19999
MODGPC20000,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,552.42,20000
MODGPC20001,15-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,735.20",20001
MODGPC20002,16-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"8,352.00",20002
MODGPC20003,22-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,870.06",20003
MODGPC20004,22-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,082.83",20004
MODGPC20005,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"3,041.57",20005
MODGPC20006,21-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,952.8,20006
MODGPC20007,16-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,675.6,20007
MODGPC20008,22-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"3,887.09",20008
MODGPC20009,22-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"33,483.18",20009
MODGPC20010,14-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,917.76,20010
MODGPC20011,14-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,538.65,20011
MODGPC20012,16-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,917.83",20012
MODGPC20013,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,500.19,20013
MODGPC20014,22-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"3,477.98",20014
MODGPC20015,20-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,232.00",20015
MODGPC20016,22-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,460.00",20016
MODGPC20017,21-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"34,536.48",20017
MODGPC20018,15-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"2,484.00",20018
MODGPC20019,21-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,"1,838.59",20019
MODGPC20020,14-Dec-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"1,306.08",20020
MODGPC20021,21-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,888,20021
MODGPC20022,19-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,544.8,20022
MODGPC20023,20-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"2,974.88",20023
MODGPC20024,21-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"3,133.00",20024
MODGPC20025,14-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,712.8,20025
MODGPC20026,20-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"5,900.00",20026
MODGPC20027,22-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,528,20027
MODGPC20028,14-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,697.97,20028
MODGPC20029,16-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"1,432.69",20029
MODGPC20030,22-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,687.84,20030
MODGPC20031,20-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"2,942.87",20031
MODGPC20032,19-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"3,848.48",20032
MODGPC20033,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,542.66",20033
MODGPC20034,21-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"5,705.70",20034
MODGPC20035,20-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,446.00",20035
MODGPC20036,14-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,794.4,20036
MODGPC20037,15-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"1,322.17",20037
MODGPC20038,15-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,662.74,20038
MODGPC20039,15-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,752.98,20039
MODGPC20040,15-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,967.65",20040
MODGPC20041,15-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,968.00",20041
MODGPC20042,14-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,990.72,20042
MODGPC20043,20-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,004.59",20043
MODGPC20044,22-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,176.00",20044
MODGPC20045,21-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,930.42,20045
MODGPC20046,14-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,606.02,20046
MODGPC20047,21-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,375.02",20047
MODGPC20048,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"12,756.00",20048
MODGPC20049,13-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,898.85",20049
MODGPC20050,28-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,542.4,20050
MODGPC20051,20-Dec-11,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"1,104.00",20051
MODGPC20052,22-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,832.75",20052
MODGPC20053,15-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,832.75",20053
MODGPC20054,16-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,002.75",20054
MODGPC20055,14-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,662.78,20055
MODGPC20056,20-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,128.00",20056
MODGPC20057,14-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"4,830.00",20057
MODGPC20058,16-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,589.50",20058
MODGPC20059,15-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,221.33",20059
MODGPC20060,15-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,151.77",20060
MODGPC20061,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"12,963.95",20061
MODGPC20062,16-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,091.19",20062
MODGPC20063,19-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,531.2,20063
MODGPC20064,19-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,487.36",20064
MODGPC20065,16-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,621.9,20065
MODGPC20066,21-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"16,355.76",20066
MODGPC20067,16-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,636.80",20067
MODGPC20068,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,083.13",20068
MODGPC20069,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"4,140.00",20069
MODGPC20070,21-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,893.82,20070
MODGPC20071,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,165.45",20071
MODGPC20072,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,674.78,20072
MODGPC20073,14-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"2,114.28",20073
MODGPC20074,14-Dec-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"2,219.76",20074
MODGPC20075,14-Dec-11,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"1,211.12",20075
MODGPC20076,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,696,20076
MODGPC20077,21-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"64,334.06",20077
MODGPC20078,14-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"1,410.00",20078
MODGPC20079,15-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"1,231.20",20079
MODGPC20080,16-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,587.69,20080
MODGPC20081,19-Dec-11,Miscellaneous Industrial/Commercial, WRECKING SALVAGE YARDS,720,20081
MODGPC20082,13-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,876.35,20082
MODGPC20083,16-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,477.23",20083
MODGPC20084,21-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,838.8,20084
MODGPC20085,19-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,570.72,20085
MODGPC20086,16-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"1,142.04",20086
MODGPC20087,15-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,991.31,20087
MODGPC20088,14-Dec-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"1,037.81",20088
MODGPC20089,13-Dec-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"2,930.41",20089
MODGPC20090,19-Dec-11,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"2,329.20",20090
MODGPC20091,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"8,233.63",20091
MODGPC20092,20-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"8,276.40",20092
MODGPC20093,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,969.80",20093
MODGPC20094,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,599.16,20094
MODGPC20095,19-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"1,636.44",20095
MODGPC20096,21-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"2,475.36",20096
MODGPC20097,21-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"3,331.20",20097
MODGPC20098,14-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,768,20098
MODGPC20099,14-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"3,422.23",20099
MODGPC20100,30-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,545.9,20100
MODGPC20101,20-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"2,673.47",20101
MODGPC20102,20-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,936.67,20102
MODGPC20103,15-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"2,554.00",20103
MODGPC20104,14-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,999.38,20104
MODGPC20105,15-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,844.8,20105
MODGPC20106,16-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,786.58,20106
MODGPC20107,16-Dec-11,Miscellaneous Industrial/Commercial, TOOL HIRE,824.12,20107
MODGPC20108,20-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,824.7,20108
MODGPC20109,23-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"2,784.94",20109
MODGPC20110,22-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,457.63",20110
MODGPC20111,22-Dec-11,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"3,564.00",20111
MODGPC20112,23-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,074.60",20112
MODGPC20113,14-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,014.90",20113
MODGPC20114,14-Dec-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"1,014.90",20114
MODGPC20115,14-Dec-11,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"4,471.20",20115
MODGPC20116,28-Dec-11,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,590.4,20116
MODGPC20117,28-Nov-11,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,631.4,20117
MODGPC20118,20-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,587.64,20118
MODGPC20119,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,671.4,20119
MODGPC20120,16-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,172.00",20120
MODGPC20121,20-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,505,20121
MODGPC20122,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,731.28,20122
MODGPC20123,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,686.21,20123
MODGPC20124,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,343.82",20124
MODGPC20125,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,995.42,20125
MODGPC20126,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,896.42,20126
MODGPC20127,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,608.62,20127
MODGPC20128,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,974.16,20128
MODGPC20129,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,998.1,20129
MODGPC20130,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,806.4,20130
MODGPC20131,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,613.3,20131
MODGPC20132,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,560.52,20132
MODGPC20133,19-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,815.68",20133
MODGPC20134,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"2,537.49",20134
MODGPC20135,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,462.56",20135
MODGPC20136,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,728.14,20136
MODGPC20137,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,613.33,20137
MODGPC20138,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,515.83,20138
MODGPC20139,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,940.68,20139
MODGPC20140,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,940.68,20140
MODGPC20141,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,728.14,20141
MODGPC20142,16-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,606.92,20142
MODGPC20143,22-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,979.47,20143
MODGPC20144,22-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,979.47,20144
MODGPC20145,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,423.26",20145
MODGPC20146,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,299.90",20146
MODGPC20147,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,596.88,20147
MODGPC20148,22-Dec-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,659.83,20148
MODGPC20149,21-Dec-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,"1,053.50",20149
MODGPC20150,21-Dec-11,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,590.86,20150
MODGPC20151,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,953.60",20151
MODGPC20152,20-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,563.71,20152
MODGPC20153,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,692.16,20153
MODGPC20154,16-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"1,038.24",20154
MODGPC20155,14-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,801.84,20155
MODGPC20156,15-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,830.59,20156
MODGPC20157,14-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,738,20157
MODGPC20158,14-Dec-11,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,605.64,20158
MODGPC20159,16-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,578.38,20159
MODGPC20160,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,531.86,20160
MODGPC20161,28-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,981.3,20161
MODGPC20162,14-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,633.9,20162
MODGPC20163,28-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,667.70",20163
MODGPC20164,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"3,030.00",20164
MODGPC20165,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,748.8,20165
MODGPC20166,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,510,20166
MODGPC20167,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,842.4,20167
MODGPC20168,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,404.00",20168
MODGPC20169,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,752.00",20169
MODGPC20170,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,885.6,20170
MODGPC20171,20-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"2,887.62",20171
MODGPC20172,20-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"6,898.86",20172
MODGPC20173,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,702,20173
MODGPC20174,20-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"2,212.80",20174
MODGPC20175,20-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,576,20175
MODGPC20176,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,734.4,20176
MODGPC20177,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,872.60",20177
MODGPC20178,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,459.20",20178
MODGPC20179,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,734.4,20179
MODGPC20180,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,612,20180
MODGPC20181,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,584.4,20181
MODGPC20182,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,831.6,20182
MODGPC20183,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,188.00",20183
MODGPC20184,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,440.00",20184
MODGPC20185,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"3,648.00",20185
MODGPC20186,15-Dec-11,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,"1,566.00",20186
MODGPC20187,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,684,20187
MODGPC20188,23-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,801.07,20188
MODGPC20189,16-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"2,546.97",20189
MODGPC20190,16-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,988.09",20190
MODGPC20191,16-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,349.57",20191
MODGPC20192,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,632.36,20192
MODGPC20193,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,913.86,20193
MODGPC20194,14-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,607.40",20194
MODGPC20195,14-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"3,376.28",20195
MODGPC20196,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"1,504.72",20196
MODGPC20197,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,875.83,20197
MODGPC20198,15-Dec-11,"Office Stationery, Equipment and Su", STATIONERY STORES,"11,055.64",20198
