Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992832,1086
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),993034,1772.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992892,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992904,2399.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992807,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Subsistence Payments- Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992800,1771.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Other Overseas T&S (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992808,529.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Purchase of  Advertising and Publicity (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992833,641.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Purchase of  Advertising and Publicity (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992832,1705.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Conference and Exhibition Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992836,502.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Interpreters,SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),992805,672.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269184,577.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269206,630.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269180,754.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269196,1541
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269193,2631.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10269180,533.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/10,Publications (Programme),Universities and Skills Group - Skills Directorate,PROMOTIONAL LOGISTICS LTD,995535,2584.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,ADVANTAGE WEST MIDLANDS,995600,119913.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,995621,13420
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Furniture F & F - Clearing,Finance & Commercial Group - Information and Workplace Strategies,SENATOR INTERNATIONAL LTD,995641,2585
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Purchase of Completed Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",?WHAT IF! LTD,995606,4500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - UK Space Agency,GROVE PRIMARY SCHOOL,995513,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - UK Space Agency,THE BRITISH INTERPLANETARY SOCIETY,995659,3000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),995661,948990
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,LIFELONG LEARNING UK (LLUK),995696,609958
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ALASTAIR SMITH,995338,508.19925
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",PAUL SHARKEY,995618,687.375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",RHONA CAMPBELL,995340,11498.091
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,ADVANTAGE WEST MIDLANDS,995602,89651.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Grants - Non Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,EAST MIDLANDS DEVELOPMENT AGENCY,995621,12308.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Buildings Insurance (Programme),Finance & Commercial Group - Information and Workplace Strategies,P HARRISON TRUST & J HARRISON TRUST,995629,3626.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Media and Design Services,"Legal, People & Communications Group - Communications Directorate",BELL DESIGN & COMMUNICATIONS LTD,995643,587.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT,995709,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT,995708,750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,"Legal, People & Communications Group - Legal",NATIONAL SCHOOL OF GOVERNMENT,995678,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,"Legal, People & Communications Group - Legal",NATIONAL SCHOOL OF GOVERNMENT,995676,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,Shareholder Executive - Shareholder Executive,NATIONAL SCHOOL OF GOVERNMENT,995707,10950
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,Strategic Policy Analysis - Strategic Policy Analysis,NOW-C-CHANGE LTD,995612,1388.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Economic Consultancy & Research,Fair Markets Group Summary - Europe and World Trade Directorates,OECD ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,995252,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",OFFICE ANGELS LTD,995594,-2452.3895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",OFFICE ANGELS LTD,995613,-2452.3895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",OFFICE ANGELS LTD,995607,-1961.93275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",OFFICE ANGELS LTD,995410,3923.85375
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",OFFICE ANGELS LTD,995413,4904.81425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",OFFICE ANGELS LTD,995412,4904.81425
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,Fair Markets Group Summary - Fair Markets Director General's Office,PJR LTD,995698,1976
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Other Telephone Costs,Universities and Skills Group - USG Admin,PREMIERE GLOBAL SERVICES,995373,840.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Printing,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,PROMOTIONAL LOGISTICS LTD,995571,-167.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Publications,Strategic Policy Analysis - Strategic Policy Analysis,PROMOTIONAL LOGISTICS LTD,995683,5874.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Publications,Strategic Policy Analysis - Strategic Policy Analysis,PROMOTIONAL LOGISTICS LTD,995681,10335.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,External Training,"Innovation, Enterprise & Better Regulation Executive - Innovation",THE LANCE EDYNBRY PARTNERSHIP,995440,1068
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/05/10,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",TJNVS CONSULTING LTD,995713,22971.25
