Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2010,Purchase of  Advertising and Publicity (Programme),Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),999955,2397.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/07/2010,Purchase of  Advertising and Publicity (Programme),Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),999955,2397.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Conference and Exhibition Services (Programme),Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),997816,500.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Conference and Exhibition Services (Programme),Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),997807,678.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Conference and Exhibition Services (Programme),Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),998645,858.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Interpreters,Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),997819,788.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Interpreters,Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),997803,789.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Interpreters,Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),998653,848.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Interpreters,Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),998647,850.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Interpreters,Business Group - Advanced Manufacturing Industries,FOREIGN AND COMMONWEALTH OFFICE (FCO),997814,1568.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Conference and Exhibition Services (Programme),Business Group - Advanced Manufacturing Industries,OCEAN DESIGNS LTD,1002330,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Conference and Exhibition Services (Programme),Business Group - Advanced Manufacturing Industries,OCEAN DESIGNS LTD,1002350,18871
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Mileage Allowances (Programme),Business Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld",1001761,531
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2010,Non-GIA Funding of Bodies (Departmental and Non-Departmental),"Innovation, Enterprise & Better Regulation Executive - Innovation",NATIONAL MEASUREMENT OFFICE,1001737,3144000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1002076,52166.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1002061,191666.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/07/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1002877,2765.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1000648,5538.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1002346,12500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1002340,55000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1000944,194743.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,MEDICAL RESEARCH COUNCIL,1000577,136530000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),1000512,20000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1000519,70000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1000525,60000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1000516,8000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1000514,2700000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE ROYAL SOCIETY,1000390,800000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"ROYAL ACADEMY OF ENGINEERING, RAE",1000387,1095783
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,AGRI-FOOD AND BIO-SCIENCES INSTITUTE (AFBI),1002776,406811
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BARTS AND THE LONDON NHS TRUST,1000506,750000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NHS GREATER GLASGOW AND CLYDE,1002767,56505
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,PLYMOUTH MARINE LABORATORY,1001210,503276
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,TATE BRITAIN,1000856,290807
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE FOOD & ENVIRONMENT RESEARCH AGENCY FERA,1000701,607609
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE FOOD & ENVIRONMENT RESEARCH AGENCY FERA,1000702,623000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE NATURAL HISTORY MUSEUM,1001234,80895
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1002360,511000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Capital Grants - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATIONAL ASSEMBLY FOR WALES,1000321,1507736
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ARTS AND HUMANITIES RESEARCH COUNCIL,1000522,5965000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,1000385,1546519
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Capital Grants - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,1001579,56322.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Capital Grants - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE BRITISH ACADEMY,1001579,57589.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,SCIENCE AND TECHNOLOGY FACILITIES  COUNCIL,1000488,20905000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Outsourced Programme Management Services,SCIENCE & RESEARCH GROUP - RESEARCH BASE,AEA TECHNOLOGY plc,1000175,101050
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRITISH SCIENCE ASSOCIATION,1001791,104359
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,Department of Energy & Climate Change,1002016,50000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Catering Services (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE PARLIAMENTARY AND SCIENTIFIC COMMITTEE,1002015,1104.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRADFORD COLLEGE,1000384,170880.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRADFORD COLLEGE,1002627,187452.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Subsistence Payments (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,UNIVERSITY OF HULL,1001515,1686.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BRITISH SCIENCE ASSOCIATION,1001791,19679
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1000571,7500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1000572,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1000573,15000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1001455,56943.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1001455,67652.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1000573,237325
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1000573,474625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"STEMNET (THE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS NETWORK)",1000573,580100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Printing (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,PROMOTIONAL LOGISTICS LTD,1000716,1806
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001985,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000948,1162.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000951,1268
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000946,1514.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,ANNA WOOD,1001944,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,BELL DESIGN & COMMUNICATIONS LTD,998770,15878
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001934,772.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CHURCH HOUSE CONFERENCE CENTRE LTD,1001391,871.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,CHURCH HOUSE CONFERENCE CENTRE LTD,1001391,5200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION (CSIRO),1000521,2567.910336
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001929,4205
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DECISION INTEGRITY LTD,1000747,501.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DECISION INTEGRITY LTD,1000741,968.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001184,5526.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001094,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DSTL,1000961,9909
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,DSTL,1000961,26757
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001345,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,FUJITSU SERVICES LTD,1000237,-284
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,FUJITSU SERVICES LTD,1000237,-190.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,FUJITSU SERVICES LTD,1000237,-60.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,FUJITSU SERVICES LTD,1000237,-39.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,FUJITSU SERVICES LTD,1000237,-0.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,HENLEY CENTRE HEADLIGHTVISION LTD T/A THE FUTURES COMPANY,1001351,12506
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,HENLEY CENTRE HEADLIGHTVISION LTD T/A THE FUTURES COMPANY,1001352,16878
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,999225,6500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001479,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001949,5156
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000244,677.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001287,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,MWB BUSINESS EXCHANGE CENTRES LTD,1001480,1059
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,OUTSIGHTS LTD,1000911,583.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,OUTSIGHTS LTD,1000911,29971.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001704,1691.304561
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001183,3610
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001182,3854.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001181,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000922,3367.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001344,1258.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1002060,937.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1001453,1750
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000560,3648.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,Name withheld - data protection,1000924,4934.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SUE HILL RECRUITMENT & SERVICES LTD,1001173,4403.11275
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,SYSTEMS CONSULTANTS SERVICES LTD,1000686,6877.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001185,-2336
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001186,-684.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001186,684
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001186,684.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001185,2336
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001185,2336
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001186,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001186,7388.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE INSTITUTE OF DEVELOPMENT STUDIES,1001187,7500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE ROYAL SOCIETY,1002660,2843.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE UNIVERSITY OF ADELAIDE,1000527,3268.065696
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/07/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,THE WELLBEING COMMUNITY INTEREST COMPANY,1001319,-5000
