Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1024142,-11.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/04/2011,Other Overseas Travel & Subsistence,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),1024143,-12.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1024470,1390
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",NATIONAL SCHOOL OF GOVERNMENT (CMPS),1024475,1390
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",JAMES RILEY & BEVERLEY RILEY T/A MEETING VOICE,1024722,8146.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",JAMES RILEY & BEVERLEY RILEY T/A MEETING VOICE,1024722,-720
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Accelerated Development Programme/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",JAMES RILEY & BEVERLEY RILEY T/A MEETING VOICE,1024722,837
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025218,12045
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025225,2055
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025225,15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025231,15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025231,1725
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025234,1604
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025237,1455
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025237,75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025241,3455.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025241,130
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025245,816.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025248,6530
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025248,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025249,322
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",BEACHCROFT LLP,1025249,529
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Counsels Expert Legal Opinion on Points of Law,"Legal, People & Communications Group - Legal",SIMPSON & MARWICK SOLICITORS,1025294,618.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1024797,40330.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1024797,15833.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1024797,8005.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1024797,2154.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/04/2011,Payments to Treasury Solicitors and Treasury Counsel,"Legal, People & Communications Group - Legal",THE TREASURY SOLICITORS DEPARTMENT,1024797,1870
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/04/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1023502,598.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/04/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1024197,1433.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/04/2011,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1024225,75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/04/2011,Library Services,"Legal, People & Communications Group - Legal",JORDAN PUBLISHING LTD,1024268,251
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/04/2011,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Legal",BADENOCH AND CLARK LTD,1024521,930
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/04/2011,Library Services,"Legal, People & Communications Group - Legal",PRACTICAL LAW COMPANY LTD,1024931,9000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/04/2011,Publications,"Legal, People & Communications Group - Legal",THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,1024957,220
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/04/2011,Publications,"Legal, People & Communications Group - Legal",THE STATIONERY OFFICE LTD,1025151,31.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Static Line Rental,"Legal, People & Communications Group - Legal",BRITISH TELECOMMUNICATIONS plc (BT),1025395,82.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/04/2011,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1025429,536.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/04/2011,Publications,"Legal, People & Communications Group - Legal",LEXISNEXIS BUTTERWORTHS,1025431,325.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/04/2011,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1025433,439.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/04/2011,Hire of Reprographic Equipment,"Legal, People & Communications Group - Legal",RICOH UK LTD,1025461,343.92
