Post Date,Publishable label,Amount,Publishable label is provided by Bank and is industry standard.  May not however give true indication of purchase - additional comment provided as necessary
07/07/2011,Travel - Air/Rail/Road,"£2,261.80",
07/07/2011,Travel - Air/Rail/Road,"£2,113.73",
07/07/2011,Travel - Air/Rail/Road,"£3,065.99",
07/07/2011,Travel - Air/Rail/Road,"£3,065.99",
08/07/2011,Charitable/Soc Service Orgs,£600.00,
08/07/2011,Computer Program/Sys Design,£557.09,
08/07/2011,Computer Program/Sys Design,£961.98,
08/07/2011,Travel - Air/Rail/Road,"£1,210.70",
08/07/2011,Travel - Air/Rail/Road,£534.99,
08/07/2011,Travel - Air/Rail/Road,"-£1,710.63",
08/07/2011,Travel - Air/Rail/Road,"£1,364.13",
08/07/2011,Travel - Air/Rail/Road,"£2,983.43",
08/07/2011,Travel - Air/Rail/Road,"£1,315.43",
08/07/2011,Travel - Air/Rail/Road,"£2,983.43",
08/07/2011,Travel - Air/Rail/Road,£835.70,
08/07/2011,Travel - Air/Rail/Road,£835.70,
08/07/2011,Travel - Air/Rail/Road,-£854.70,
08/07/2011,Travel - Air/Rail/Road,-£854.70,
08/07/2011,Travel - Air/Rail/Road,£672.13,
08/07/2011,Travel - Air/Rail/Road,"£2,885.33",
08/07/2011,Travel - Air/Rail/Road,£843.13,
08/07/2011,Travel - Air/Rail/Road,£796.00,
08/07/2011,Travel - Air/Rail/Road,£843.13,
08/07/2011,Travel - Air/Rail/Road,£809.40,
08/07/2011,Travel - Air/Rail/Road,£809.40,
08/07/2011,Travel - Air/Rail/Road,£644.40,
08/07/2011,Travel - Air/Rail/Road,£704.04,
08/07/2011,Travel - Air/Rail/Road,£704.04,
08/07/2011,Travel - Air/Rail/Road,£875.28,
08/07/2011,Travel - Air/Rail/Road,£594.63,
08/07/2011,Travel - Air/Rail/Road,"£2,091.13",
08/07/2011,Travel - Air/Rail/Road,"£1,422.13",
08/07/2011,Travel - Air/Rail/Road,"£1,422.13",
08/07/2011,Travel - Air/Rail/Road,"£1,411.63",
08/07/2011,Travel - Air/Rail/Road,"£1,411.63",
08/07/2011,Travel - Air/Rail/Road,"£1,411.63",
08/07/2011,Travel - Air/Rail/Road,£862.93,
08/07/2011,Travel - Air/Rail/Road,"£2,728.33",
08/07/2011,Travel - Air/Rail/Road,"£1,531.23",
08/07/2011,Travel - Air/Rail/Road,-£803.70,
08/07/2011,Travel - Air/Rail/Road,-£761.80,
08/07/2011,Travel - Air/Rail/Road,"-£2,018.80",
08/07/2011,Travel - Air/Rail/Road,£677.00,
08/07/2011,Travel - Air/Rail/Road,£677.00,
08/07/2011,Travel - Air/Rail/Road,£698.30,
08/07/2011,Travel - Air/Rail/Road,£603.53,
08/07/2011,Travel - Air/Rail/Road,£570.90,
08/07/2011,Travel - Air/Rail/Road,£570.90,
08/07/2011,Travel - Air/Rail/Road,£961.83,
08/07/2011,Travel - Air/Rail/Road,"£2,034.70",
08/07/2011,Travel - Air/Rail/Road,£664.21,
08/07/2011,Travel - Air/Rail/Road,£768.04,
08/07/2011,Travel - Air/Rail/Road,£813.79,
08/07/2011,Travel - Air/Rail/Road,"£2,250.86",
08/07/2011,Travel - Air/Rail/Road,"£4,501.81",
08/07/2011,Travel - Air/Rail/Road,£964.13,
08/07/2011,Travel - Air/Rail/Road,"£1,405.10",
09/07/2011,Travel - Air/Rail/Road,£576.80,
10/07/2011,Travel - Air/Rail/Road,"£2,487.92",
10/07/2011,Travel - Air/Rail/Road,£790.73,
10/07/2011,Travel - Air/Rail/Road,"£2,949.42",
10/07/2011,Travel - Air/Rail/Road,"£7,216.00",
10/07/2011,Travel - Air/Rail/Road,"£2,843.32",
11/07/2011,Cash,£686.36,
11/07/2011,Hotels/Motels/Resorts,"£1,224.58",
11/07/2011,Hotels/Motels/Resorts,£885.00,
11/07/2011,Hotels/Motels/Resorts,£817.65,
11/07/2011,Hotels/Motels/Resorts,£775.80,
11/07/2011,Hotels/Motels/Resorts,£775.80,
11/07/2011,Hotels/Motels/Resorts,£775.80,
11/07/2011,Travel - Air/Rail/Road,£802.40,
11/07/2011,Travel - Air/Rail/Road,-£643.60,
11/07/2011,Travel - Air/Rail/Road,"£2,352.20",
11/07/2011,Travel - Air/Rail/Road,"£2,138.33",
11/07/2011,Travel - Air/Rail/Road,"£3,106.73",
11/07/2011,Travel - Air/Rail/Road,"£1,412.03",
11/07/2011,Travel - Air/Rail/Road,"-£1,037.50",
11/07/2011,Travel - Air/Rail/Road,"-£2,113.50",
11/07/2011,Travel - Air/Rail/Road,£699.12,
11/07/2011,Travel - Air/Rail/Road,"£1,390.80",
11/07/2011,Travel - Air/Rail/Road,"£1,323.73",
11/07/2011,Travel - Air/Rail/Road,"£1,551.43",
11/07/2011,Travel - Air/Rail/Road,£809.40,
11/07/2011,Travel - Air/Rail/Road,"£1,321.23",
11/07/2011,Travel - Air/Rail/Road,£851.20,
11/07/2011,Travel - Air/Rail/Road,£822.02,
11/07/2011,Travel - Air/Rail/Road,"£1,036.20",
11/07/2011,Travel - Air/Rail/Road,"£1,585.89",
12/07/2011,Air Cond/Refrig Repair Shop,"£1,316.12",
12/07/2011,Mgmt/Consult/Public Rel Ser,£556.20,
12/07/2011,Travel - Air/Rail/Road,"£2,093.73",
12/07/2011,Travel - Air/Rail/Road,£829.13,
12/07/2011,Travel - Air/Rail/Road,"£1,761.23",
12/07/2011,Travel - Air/Rail/Road,"£2,312.30",
12/07/2011,Travel - Air/Rail/Road,£632.10,
12/07/2011,Travel - Air/Rail/Road,£829.13,
12/07/2011,Travel - Air/Rail/Road,£761.23,
12/07/2011,Travel - Air/Rail/Road,£829.13,
12/07/2011,Travel - Air/Rail/Road,"-£1,321.23",
12/07/2011,Travel - Air/Rail/Road,-£811.80,
12/07/2011,Travel - Air/Rail/Road,"£1,628.80",
12/07/2011,Travel - Air/Rail/Road,"£2,024.52",
12/07/2011,Travel - Air/Rail/Road,"£1,891.70",
12/07/2011,Travel - Air/Rail/Road,"£1,148.73",
12/07/2011,Travel - Air/Rail/Road,"£1,088.40",
12/07/2011,Travel - Air/Rail/Road,-£623.00,
12/07/2011,Travel - Air/Rail/Road,"£1,150.30",
12/07/2011,Travel - Air/Rail/Road,"£2,609.20",
12/07/2011,Travel - Air/Rail/Road,"£1,726.00",
12/07/2011,Travel - Air/Rail/Road,"£3,245.33",
12/07/2011,Travel - Air/Rail/Road,"£3,064.23",
12/07/2011,Travel - Air/Rail/Road,"£2,284.75",
12/07/2011,Travel - Air/Rail/Road,"£2,577.33",
12/07/2011,Travel - Air/Rail/Road,£909.72,
12/07/2011,Travel - Air/Rail/Road,"£2,330.13",
12/07/2011,Travel - Air/Rail/Road,"£4,103.33",
12/07/2011,Travel - Air/Rail/Road,"£3,310.53",
12/07/2011,Travel - Air/Rail/Road,£767.93,
12/07/2011,Travel - Air/Rail/Road,£767.93,
12/07/2011,Travel - Air/Rail/Road,£887.93,
12/07/2011,Travel - Air/Rail/Road,£967.53,
12/07/2011,Travel - Air/Rail/Road,"£1,240.70",
12/07/2011,Travel - Air/Rail/Road,£715.14,
12/07/2011,Travel - Air/Rail/Road,"£2,030.78",
12/07/2011,Travel - Air/Rail/Road,"£2,138.33",
12/07/2011,Travel - Air/Rail/Road,"£2,473.51",
12/07/2011,Travel - Air/Rail/Road,"£2,560.13",
13/07/2011,Business Services - Default,£642.72,
13/07/2011,Clean/Maint/Janitorial Serv,£870.00,
13/07/2011,Computer Program/Sys Design,£751.42,
13/07/2011,Computer Software Stores,"£1,197.00",
13/07/2011,"Nurseries, Lawn/Garden Supply","£1,202.95",
13/07/2011,Plumbing/Heating Equipment,£738.11,
13/07/2011,Travel - Air/Rail/Road,£532.90,
13/07/2011,Travel - Air/Rail/Road,"£1,197.33",
13/07/2011,Travel - Air/Rail/Road,"£1,188.33",
13/07/2011,Travel - Air/Rail/Road,"£1,052.83",
13/07/2011,Travel - Air/Rail/Road,"£1,583.13",
13/07/2011,Travel - Air/Rail/Road,"-£3,145.13",
13/07/2011,Travel - Air/Rail/Road,"-£3,145.13",
13/07/2011,Travel - Air/Rail/Road,£639.60,
13/07/2011,Travel - Air/Rail/Road,"£1,138.70",
13/07/2011,Travel - Air/Rail/Road,"£1,138.70",
13/07/2011,Travel - Air/Rail/Road,"£1,475.49",
13/07/2011,Travel - Air/Rail/Road,£615.89,
13/07/2011,Travel - Air/Rail/Road,£619.93,
13/07/2011,Travel - Air/Rail/Road,£619.93,
13/07/2011,Travel - Air/Rail/Road,£709.13,
13/07/2011,Travel - Air/Rail/Road,"£1,925.33",
13/07/2011,Travel - Air/Rail/Road,"£2,777.33",
13/07/2011,Travel - Air/Rail/Road,£621.00,
13/07/2011,Travel - Air/Rail/Road,"£1,222.00",
13/07/2011,Travel - Air/Rail/Road,"£1,222.42",
13/07/2011,Travel - Air/Rail/Road,"£2,210.06",
13/07/2011,Travel - Air/Rail/Road,£634.21,
13/07/2011,Travel - Air/Rail/Road,"£2,482.70",
13/07/2011,Travel - Air/Rail/Road,"-£1,518.31",
13/07/2011,Travel - Air/Rail/Road,"-£1,518.31",
13/07/2011,Travel - Air/Rail/Road,"£1,518.31",
13/07/2011,Travel - Air/Rail/Road,"£1,518.31",
13/07/2011,Travel - Air/Rail/Road,£918.84,
14/07/2011,Gov'T Serv - Default,"£1,080.00",
14/07/2011,Hotels/Motels/Resorts,£912.00,
14/07/2011,Hotels/Motels/Resorts,"£1,554.00",
14/07/2011,Travel - Air/Rail/Road,£958.51,
14/07/2011,Travel - Air/Rail/Road,"£2,452.93",
14/07/2011,Travel - Air/Rail/Road,-£809.40,
14/07/2011,Travel - Air/Rail/Road,"£1,979.14",
14/07/2011,Travel - Air/Rail/Road,"-£2,294.61",
14/07/2011,Travel - Air/Rail/Road,£548.76,
14/07/2011,Travel - Air/Rail/Road,£542.76,
14/07/2011,Travel - Air/Rail/Road,"£1,130.90",
14/07/2011,Travel - Air/Rail/Road,£975.20,
14/07/2011,Travel - Air/Rail/Road,"£1,706.00",
14/07/2011,Travel - Air/Rail/Road,£781.90,
14/07/2011,Travel - Air/Rail/Road,-£602.65,
14/07/2011,Travel - Air/Rail/Road,"£1,201.83",
14/07/2011,Travel - Air/Rail/Road,"£1,979.00",
14/07/2011,Travel - Air/Rail/Road,£835.63,
14/07/2011,Travel - Air/Rail/Road,£907.13,
15/07/2011,Automobile Rental Agency,£573.00,
15/07/2011,Computer Software Stores,£793.03,
15/07/2011,Hotels/Motels/Resorts,"£4,308.00",
15/07/2011,Restaurants,"£1,093.50",
15/07/2011,Travel - Air/Rail/Road,"£1,135.02",
15/07/2011,Travel - Air/Rail/Road,£606.50,
15/07/2011,Travel - Air/Rail/Road,"-£2,761.70",
15/07/2011,Travel - Air/Rail/Road,£629.43,
15/07/2011,Travel - Air/Rail/Road,"£2,885.33",
15/07/2011,Travel - Air/Rail/Road,£808.73,
15/07/2011,Travel - Air/Rail/Road,£641.90,
15/07/2011,Travel - Air/Rail/Road,"-£1,422.13",
15/07/2011,Travel - Air/Rail/Road,"-£1,422.13",
15/07/2011,Travel - Air/Rail/Road,"-£1,407.53",
15/07/2011,Travel - Air/Rail/Road,-£672.13,
15/07/2011,Travel - Air/Rail/Road,"£1,432.75",
15/07/2011,Travel - Air/Rail/Road,"£1,110.54",
15/07/2011,Travel - Air/Rail/Road,"£1,923.64",
15/07/2011,Travel - Air/Rail/Road,"£1,923.64",
15/07/2011,Travel - Air/Rail/Road,"-£1,923.64",
15/07/2011,Travel - Air/Rail/Road,"£1,638.05",
15/07/2011,Travel - Air/Rail/Road,£641.40,
15/07/2011,Travel - Air/Rail/Road,£794.13,
15/07/2011,Travel - Air/Rail/Road,£641.40,
15/07/2011,Travel - Air/Rail/Road,£577.73,
15/07/2011,Travel - Air/Rail/Road,£803.70,
15/07/2011,Travel - Air/Rail/Road,"£1,456.33",
15/07/2011,Travel - Air/Rail/Road,"£1,456.33",
15/07/2011,Travel - Air/Rail/Road,"£1,002.11",
15/07/2011,Travel - Air/Rail/Road,"£1,470.30",
15/07/2011,Travel - Air/Rail/Road,"£1,947.20",
15/07/2011,Travel - Air/Rail/Road,£640.33,
15/07/2011,Travel - Air/Rail/Road,"£2,242.47",
17/07/2011,Travel - Air/Rail/Road,£960.60,
18/07/2011,Catalog Merchant,"£1,290.36",
18/07/2011,Computer Program/Sys Design,£509.18,
18/07/2011,Computer Program/Sys Design,£680.59,
18/07/2011,Furniture/Equip Stores,"£1,036.80",
18/07/2011,Furniture/Equip Stores,"£1,036.80",
18/07/2011,Hotels/Motels/Resorts,£530.40,
18/07/2011,Hotels/Motels/Resorts,£750.00,
18/07/2011,Travel - Air/Rail/Road,"£2,485.33",
18/07/2011,Travel - Air/Rail/Road,"£1,407.03",
18/07/2011,Travel - Air/Rail/Road,"£2,369.33",
18/07/2011,Travel - Air/Rail/Road,"£1,396.90",
18/07/2011,Travel - Air/Rail/Road,£818.91,
18/07/2011,Travel - Air/Rail/Road,£602.65,
18/07/2011,Travel - Air/Rail/Road,£602.83,
18/07/2011,Travel - Air/Rail/Road,£602.83,
18/07/2011,Travel - Air/Rail/Road,"£1,523.83",
18/07/2011,Travel - Air/Rail/Road,"£2,015.33",
18/07/2011,Travel - Air/Rail/Road,£710.94,
18/07/2011,Travel - Air/Rail/Road,"£2,685.03",
18/07/2011,Travel - Air/Rail/Road,"£1,192.90",
18/07/2011,Travel - Air/Rail/Road,"£2,013.89",
18/07/2011,Travel - Air/Rail/Road,"£1,489.43",
18/07/2011,Travel - Air/Rail/Road,"-£2,618.40",
18/07/2011,Travel - Air/Rail/Road,"£1,725.60",
18/07/2011,Travel - Air/Rail/Road,"£1,725.60",
18/07/2011,Travel - Air/Rail/Road,£535.50,
19/07/2011,Air Cond/Refrig Repair Shop,£663.80,
19/07/2011,Computer Program/Sys Design,£604.37,
19/07/2011,Hotels/Motels/Resorts,£650.00,
19/07/2011,Stenographic Services,£739.65,
19/07/2011,Travel - Air/Rail/Road,"£1,331.70",
19/07/2011,Travel - Air/Rail/Road,£593.80,
19/07/2011,Travel - Air/Rail/Road,£520.20,
19/07/2011,Travel - Air/Rail/Road,£779.63,
19/07/2011,Travel - Air/Rail/Road,£656.63,
19/07/2011,Travel - Air/Rail/Road,£594.43,
19/07/2011,Travel - Air/Rail/Road,"£1,323.73",
19/07/2011,Travel - Air/Rail/Road,"£2,449.74",
19/07/2011,Travel - Air/Rail/Road,"£1,179.70",
19/07/2011,Travel - Air/Rail/Road,"£1,283.83",
19/07/2011,Travel - Air/Rail/Road,"£3,340.63",
19/07/2011,Travel - Air/Rail/Road,"£1,230.84",
19/07/2011,Travel - Air/Rail/Road,"-£2,032.03",
19/07/2011,Travel - Air/Rail/Road,"-£1,179.70",
19/07/2011,Travel - Air/Rail/Road,"-£1,283.83",
19/07/2011,Travel - Air/Rail/Road,"-£3,340.63",
19/07/2011,Travel - Air/Rail/Road,"£1,781.72",
19/07/2011,Travel - Air/Rail/Road,"£1,481.23",
19/07/2011,Travel - Air/Rail/Road,"£1,068.23",
19/07/2011,Travel - Air/Rail/Road,£739.33,
19/07/2011,Travel - Air/Rail/Road,£800.33,
19/07/2011,Travel - Air/Rail/Road,£938.70,
19/07/2011,Travel - Air/Rail/Road,"£2,254.79",
19/07/2011,Travel - Air/Rail/Road,£530.00,
19/07/2011,Travel - Air/Rail/Road,"£1,776.73",
19/07/2011,Travel - Air/Rail/Road,"£1,298.38",
20/07/2011,Business/Secretarial School,£672.00,
20/07/2011,Furniture/Equip Stores,"£1,998.00",
20/07/2011,Hotels/Motels/Resorts,£605.22,
20/07/2011,Travel - Air/Rail/Road,£625.60,
20/07/2011,Travel - Air/Rail/Road,"£1,083.43",
20/07/2011,Travel - Air/Rail/Road,"£3,531.69",
20/07/2011,Travel - Air/Rail/Road,£772.70,
20/07/2011,Travel - Air/Rail/Road,"-£3,806.93",
20/07/2011,Travel - Air/Rail/Road,£586.70,
20/07/2011,Travel - Air/Rail/Road,£903.10,
20/07/2011,Travel - Air/Rail/Road,"£1,758.40",
20/07/2011,Travel - Air/Rail/Road,"£5,008.63",
20/07/2011,Travel - Air/Rail/Road,£759.65,
20/07/2011,Travel - Air/Rail/Road,£907.53,
20/07/2011,Travel - Air/Rail/Road,"£3,838.20",
20/07/2011,Travel - Air/Rail/Road,£813.33,
20/07/2011,Travel - Air/Rail/Road,"£1,749.80",
20/07/2011,Travel - Air/Rail/Road,"£1,749.80",
20/07/2011,Travel - Air/Rail/Road,"£1,749.80",
20/07/2011,Travel - Air/Rail/Road,"£1,749.80",
20/07/2011,Travel - Air/Rail/Road,£795.00,
20/07/2011,Travel - Air/Rail/Road,£574.83,
20/07/2011,Travel - Air/Rail/Road,£574.83,
20/07/2011,Travel - Air/Rail/Road,£574.83,
20/07/2011,Travel - Air/Rail/Road,£574.83,
20/07/2011,Travel - Air/Rail/Road,£574.83,
20/07/2011,Travel - Air/Rail/Road,£685.50,
20/07/2011,Travel - Air/Rail/Road,£685.50,
20/07/2011,Travel - Air/Rail/Road,£841.90,
20/07/2011,Travel - Air/Rail/Road,£841.90,
21/07/2011,Automobile Rental Agency,"£2,003.19",
21/07/2011,Automobile Rental Agency,"£2,426.02",
21/07/2011,Automobile Rental Agency,"£4,505.80",
21/07/2011,Computer Program/Sys Design,£556.47,
21/07/2011,Travel - Air/Rail/Road,"£1,034.00",
21/07/2011,Travel - Air/Rail/Road,"£1,922.70",
21/07/2011,Travel - Air/Rail/Road,"£2,114.80",
21/07/2011,Travel - Air/Rail/Road,"£2,978.30",
21/07/2011,Travel - Air/Rail/Road,"£2,978.30",
21/07/2011,Travel - Air/Rail/Road,£550.10,
21/07/2011,Travel - Air/Rail/Road,£960.83,
21/07/2011,Travel - Air/Rail/Road,£772.53,
21/07/2011,Travel - Air/Rail/Road,"£1,307.43",
21/07/2011,Travel - Air/Rail/Road,"£3,790.43",
21/07/2011,Travel - Air/Rail/Road,"£2,123.33",
21/07/2011,Travel - Air/Rail/Road,"£2,706.33",
21/07/2011,Travel - Air/Rail/Road,£562.39,
21/07/2011,Travel - Air/Rail/Road,"£1,248.14",
21/07/2011,Travel - Air/Rail/Road,£835.28,
21/07/2011,Travel - Air/Rail/Road,£533.19,
21/07/2011,Travel - Air/Rail/Road,£533.19,
21/07/2011,Travel - Air/Rail/Road,"£2,549.42",
21/07/2011,Travel - Air/Rail/Road,"£1,220.10",
21/07/2011,Travel - Air/Rail/Road,"£2,369.33",
21/07/2011,Travel - Air/Rail/Road,"£1,180.10",
21/07/2011,Travel - Air/Rail/Road,£905.53,
21/07/2011,Travel - Air/Rail/Road,£862.30,
21/07/2011,Travel - Air/Rail/Road,£539.57,
22/07/2011,Fast Food Restaurants,£974.40,
22/07/2011,Fast Food Restaurants,£782.40,
22/07/2011,"Gift, Card, Novelty Stores","£1,170.64",
22/07/2011,Travel - Air/Rail/Road,£810.33,
22/07/2011,Travel - Air/Rail/Road,£810.33,
22/07/2011,Travel - Air/Rail/Road,£860.03,
22/07/2011,Travel - Air/Rail/Road,"£1,902.03",
22/07/2011,Travel - Air/Rail/Road,£679.50,
22/07/2011,Travel - Air/Rail/Road,"£3,833.98",
22/07/2011,Travel - Air/Rail/Road,"£1,416.49",
22/07/2011,Travel - Air/Rail/Road,"£4,875.79",
22/07/2011,Travel - Air/Rail/Road,"£3,820.33",
22/07/2011,Travel - Air/Rail/Road,"£3,084.33",
22/07/2011,Travel - Air/Rail/Road,"£3,084.33",
22/07/2011,Travel - Air/Rail/Road,"-£1,510.03",
22/07/2011,Travel - Air/Rail/Road,£602.03,
22/07/2011,Travel - Air/Rail/Road,£850.99,
22/07/2011,Travel - Air/Rail/Road,£644.20,
22/07/2011,Travel - Air/Rail/Road,£753.40,
22/07/2011,Travel - Air/Rail/Road,"£1,006.80",
22/07/2011,Travel - Air/Rail/Road,"£1,891.10",
22/07/2011,Travel - Air/Rail/Road,"£1,891.10",
24/07/2011,Travel - Air/Rail/Road,"£1,218.73",
25/07/2011,Automobile Rental Agency,"£1,874.09",
25/07/2011,Boat Rentals and Leasing,"£1,397.28",
25/07/2011,Business Services - Default,"£2,104.38",
25/07/2011,Hotels/Motels/Resorts,"£4,290.16",
25/07/2011,Hotels/Motels/Resorts,£970.15,
25/07/2011,Travel - Air/Rail/Road,"£1,267.68",
25/07/2011,Travel - Air/Rail/Road,"£1,030.00",
25/07/2011,Travel - Air/Rail/Road,£984.73,
25/07/2011,Travel - Air/Rail/Road,"£1,323.73",
25/07/2011,Travel - Air/Rail/Road,"£1,587.08",
25/07/2011,Travel - Air/Rail/Road,"£1,199.25",
25/07/2011,Travel - Air/Rail/Road,"£1,199.25",
25/07/2011,Travel - Air/Rail/Road,"-£1,199.25",
25/07/2011,Travel - Air/Rail/Road,£814.73,
25/07/2011,Travel - Air/Rail/Road,"£2,203.13",
25/07/2011,Travel - Air/Rail/Road,"£3,033.33",
25/07/2011,Travel - Air/Rail/Road,-£920.60,
25/07/2011,Travel - Air/Rail/Road,"£2,458.09",
25/07/2011,Travel - Air/Rail/Road,"£2,458.09",
25/07/2011,Travel - Air/Rail/Road,"£1,579.12",
25/07/2011,Travel - Air/Rail/Road,"£1,579.12",
25/07/2011,Travel - Air/Rail/Road,£789.40,
25/07/2011,Travel - Air/Rail/Road,£609.13,
25/07/2011,Travel - Air/Rail/Road,£542.03,
25/07/2011,Travel - Air/Rail/Road,£542.03,
25/07/2011,Travel - Air/Rail/Road,"£2,536.30",
25/07/2011,Travel - Air/Rail/Road,"-£3,404.27",
25/07/2011,Travel - Air/Rail/Road,£522.66,
25/07/2011,Travel - Air/Rail/Road,£948.60,
25/07/2011,Travel - Air/Rail/Road,"£1,096.63",
26/07/2011,Business Services - Default,"£1,434.00",
26/07/2011,Computer Program/Sys Design,£800.83,
26/07/2011,Professional Services - Def,£606.53,
26/07/2011,Travel - Air/Rail/Road,"£1,020.50",
26/07/2011,Travel - Air/Rail/Road,"£3,803.29",
26/07/2011,Travel - Air/Rail/Road,"£3,803.29",
26/07/2011,Travel - Air/Rail/Road,"£1,936.12",
26/07/2011,Travel - Air/Rail/Road,"£1,543.90",
26/07/2011,Travel - Air/Rail/Road,"£2,706.33",
26/07/2011,Travel - Air/Rail/Road,"£1,377.50",
26/07/2011,Travel - Air/Rail/Road,"£1,018.22",
26/07/2011,Travel - Air/Rail/Road,"£4,251.48",
26/07/2011,Travel - Air/Rail/Road,"£1,261.00",
27/07/2011,Automobile Rental Agency,"£6,175.37",
27/07/2011,Automobile Rental Agency,"£6,175.37",
27/07/2011,Business Services - Default,£536.40,
27/07/2011,Computer Program/Sys Design,£694.80,
27/07/2011,Stationery/Office Supplies,£574.42,
27/07/2011,Travel - Air/Rail/Road,£998.71,
27/07/2011,Travel - Air/Rail/Road,-£685.37,
27/07/2011,Travel - Air/Rail/Road,"£4,216.81",
27/07/2011,Travel - Air/Rail/Road,"£2,846.30",
27/07/2011,Travel - Air/Rail/Road,"£2,846.30",
27/07/2011,Travel - Air/Rail/Road,-£678.99,
27/07/2011,Travel - Air/Rail/Road,"£2,819.81",
27/07/2011,Travel - Air/Rail/Road,"£1,109.93",
27/07/2011,Travel - Air/Rail/Road,"£3,120.17",
27/07/2011,Travel - Air/Rail/Road,"-£4,346.03",
27/07/2011,Travel - Air/Rail/Road,"-£4,346.03",
27/07/2011,Travel - Air/Rail/Road,£792.33,
27/07/2011,Travel - Air/Rail/Road,"£1,693.83",
27/07/2011,Travel - Air/Rail/Road,"£2,743.83",
27/07/2011,Travel - Air/Rail/Road,£855.20,
27/07/2011,Travel - Air/Rail/Road,"£1,213.51",
27/07/2011,Travel - Air/Rail/Road,"£2,141.93",
27/07/2011,Travel - Air/Rail/Road,"£2,628.93",
27/07/2011,Travel - Air/Rail/Road,"£1,352.83",
27/07/2011,Travel - Air/Rail/Road,"£2,019.33",
27/07/2011,Travel - Air/Rail/Road,"£1,193.13",
27/07/2011,Travel - Air/Rail/Road,£596.50,
27/07/2011,Travel - Air/Rail/Road,£596.50,
27/07/2011,Travel - Air/Rail/Road,"£2,710.40",
28/07/2011,Business Services - Default,"£1,970.00",
28/07/2011,Fast Food Restaurants,£707.93,
28/07/2011,Hotels/Motels/Resorts,£688.50,
28/07/2011,Travel - Air/Rail/Road,"£1,579.12",
28/07/2011,Travel - Air/Rail/Road,"£1,277.60",
28/07/2011,Travel - Air/Rail/Road,"-£1,113.71",
28/07/2011,Travel - Air/Rail/Road,"£1,166.73",
28/07/2011,Travel - Air/Rail/Road,"£1,166.73",
28/07/2011,Travel - Air/Rail/Road,"£1,743.53",
28/07/2011,Travel - Air/Rail/Road,"£1,101.54",
28/07/2011,Travel - Air/Rail/Road,£661.80,
28/07/2011,Travel - Air/Rail/Road,£916.30,
28/07/2011,Travel - Air/Rail/Road,"£1,781.29",
28/07/2011,Travel - Air/Rail/Road,£834.39,
28/07/2011,Travel - Air/Rail/Road,"£2,482.69",
28/07/2011,Travel - Air/Rail/Road,"£1,757.44",
29/07/2011,Automobile Rental Agency,"£2,266.00",
29/07/2011,Automobile Rental Agency,"£2,317.50",
29/07/2011,Automobile Rental Agency,"£5,916.98",
29/07/2011,Computer Program/Sys Design,£509.18,
29/07/2011,Computer Program/Sys Design,£800.83,
29/07/2011,Computer Program/Sys Design,£596.71,
29/07/2011,Hotels/Motels/Resorts,"£1,150.00",
29/07/2011,Hotels/Motels/Resorts,"£3,877.50",
29/07/2011,Travel - Air/Rail/Road,£926.51,
29/07/2011,Travel - Air/Rail/Road,£921.51,
29/07/2011,Travel - Air/Rail/Road,£921.51,
29/07/2011,Travel - Air/Rail/Road,"£4,736.87",
29/07/2011,Travel - Air/Rail/Road,"£1,713.50",
29/07/2011,Travel - Air/Rail/Road,"-£2,003.39",
29/07/2011,Travel - Air/Rail/Road,"£2,720.21",
29/07/2011,Travel - Air/Rail/Road,"£2,740.03",
29/07/2011,Travel - Air/Rail/Road,"£1,391.53",
01/08/2011,Computer Program/Sys Design,£528.00,
01/08/2011,Hotels/Motels/Resorts,"£1,125.67",
01/08/2011,Travel - Air/Rail/Road,£744.43,
01/08/2011,Travel - Air/Rail/Road,£744.43,
01/08/2011,Travel - Air/Rail/Road,£599.43,
01/08/2011,Travel - Air/Rail/Road,"£1,137.37",
01/08/2011,Travel - Air/Rail/Road,£547.59,
01/08/2011,Travel - Air/Rail/Road,£750.13,
01/08/2011,Travel - Air/Rail/Road,"£1,481.13",
01/08/2011,Travel - Air/Rail/Road,£641.83,
01/08/2011,Travel - Air/Rail/Road,"£1,658.72",
01/08/2011,Travel - Air/Rail/Road,£999.23,
01/08/2011,Travel - Air/Rail/Road,"£3,286.93",
01/08/2011,Travel - Air/Rail/Road,"£1,339.43",
01/08/2011,Travel - Air/Rail/Road,£504.80,
01/08/2011,Travel - Air/Rail/Road,"£3,426.32",
01/08/2011,Travel - Air/Rail/Road,-£754.34,
01/08/2011,Travel - Air/Rail/Road,£757.99,
01/08/2011,Travel - Air/Rail/Road,"£1,035.70",
01/08/2011,Travel - Air/Rail/Road,£634.50,
01/08/2011,Travel - Air/Rail/Road,"£1,904.00",
02/08/2011,Computer Program/Sys Design,£763.78,
02/08/2011,Travel - Air/Rail/Road,£516.12,
02/08/2011,Travel - Air/Rail/Road,£560.12,
02/08/2011,Travel - Air/Rail/Road,"£1,901.03",
02/08/2011,Travel - Air/Rail/Road,£954.30,
02/08/2011,Travel - Air/Rail/Road,£695.30,
02/08/2011,Travel - Air/Rail/Road,"£1,707.93",
02/08/2011,Travel - Air/Rail/Road,"£1,549.53",
02/08/2011,Travel - Air/Rail/Road,"£1,445.53",
02/08/2011,Travel - Air/Rail/Road,"£2,983.83",
02/08/2011,Travel - Air/Rail/Road,£516.33,
02/08/2011,Travel - Air/Rail/Road,£516.33,
