Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013473,4660
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013476,13221
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013476,13402.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013477,37585.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013485,653.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1013489,597.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Priority Projects Drectorate",ADECCO UK LTD,1013492,517.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1013495,705.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - Communications Directorate",ADECCO UK LTD,1013496,596.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013497,521.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1013499,1046.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Better Regulation Executive (BRE)",ADECCO UK LTD,1013502,795.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1013504,742.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013508,1188.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013518,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013525,37229.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013533,566.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,IT Maintenance and Management Services,"Legal, People & Communications Group - Communications Directorate",COI COMMUNICATIONS,1013535,7166.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,Q-PARK LTD,1013538,874.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1013539,-61110
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1013541,35085
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",ADECCO UK LTD,1013542,940.63
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Further Education,INSTITUTE FOR LEARNING (PCET),1013543,35835
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other Telephone Costs,Shareholder Executive - Shareholder Executive,INTERCALL CONFERENCING SERVICES LTD,1013545,929.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013546,761.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013548,3880.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013549,1973.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Technical Advice / Services & Support,Shareholder Executive - Shareholder Executive,OAKLEIGH ADVISORS LTD,1013552,760
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,External Training,Business Group - Business Competitiveness - Secretariat/GRU,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1013553,2450
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,NATURE PUBLISHING GROUP,1013554,13179
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1013558,-7504.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1013558,60000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Skills Directorate,UK SKILLS,1013562,43658
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Skills Directorate,UK SKILLS,1013563,111106
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1013564,96210.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Accounting Services,Finance & Commercial Group - Finance Group,AMEY COMMUNITY LTD,1013564,256629.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Skills Directorate,UK SKILLS,1013565,203217
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Skills Directorate,UK SKILLS,1013566,433974
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1013570,2482.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Payments to Expotel for Hotel Costs Contract,Finance & Commercial Group - Finance Group,EXPOTEL HOTEL RESERVATIONS LTD,1013570,7744.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Non Statutory - Current - Other,Universities and Skills Group - Skills Directorate,UK SKILLS,1013571,250000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Business Group - Advanced Manufacturing Industries,ADECCO UK LTD,1013573,595.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013574,597.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Recruitment Consultancy Costs,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013575,637.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013580,670.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",DR MARION FRENZ,1013582,15000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hotels Overseas,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10274581,682.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Taxis,SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10274582,701.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274599,10531.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274600,9160.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274601,14082.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274602,6221.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274603,12838.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274604,15785.53
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274605,21268.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274606,6451.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274607,9261.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274608,9586.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274609,16049.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274610,15861.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274611,17562.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274612,15063.86
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274613,20583.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274614,5843.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274615,9718.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274619,558.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274621,1973.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274623,736.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274624,599.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274626,1269.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment under the Icelandic Trawlerman Compensation Scheme, name witheld",10274627,3855.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Gas,Finance & Commercial Group - Information and Workplace Strategies,STOCKTON BOROUGH COUNCIL,1009127,-966.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Hotels- Overseas  (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,FOREIGN AND COMMONWEALTH OFFICE (FCO),1012027,1030.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Car Hire and Leasing,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,GOVERNMENT CAR AND DESPATCH AGENCY,1012752,1170
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ROYAL GEOGRAPHICAL SOCIETY,1012965,742.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,ADP/Fast Stream Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",ROYAL GEOGRAPHICAL SOCIETY,1012965,4687
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,TFPL LTD,1013203,879.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013282,694.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,ICT Infrastructure Specific Service,Finance & Commercial Group - Information and Workplace Strategies,XMA LTD,1013320,2608.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",ANDREW EVANS,1013328,5679.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Publications,GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,COI COMMUNICATIONS,1013343,3431
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Media and Design Services,Universities and Skills Group - Higher Education,DEPARTMENT FOR EDUCATION,1013422,9809259
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Non-GIA Funding of Bodies (Departmental and Non-Departmental),"Innovation, Enterprise & Better Regulation Executive - Innovation",NATIONAL MEASUREMENT OFFICE,1013482,10074000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",LEE FISH,1013493,2020.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",DAVID HEWITT,1013498,1060.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,1013501,806.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",KJB Partners Ltd,1013567,2285.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",NOTTINGHAM MAGISTRATES COURT,1013569,1625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Computer Consumables,Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,XMA LTD,1013578,895.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Employment Relations,GMB,1013590,34720.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Corporate Management Consultancy,"Innovation, Enterprise & Better Regulation Executive - Enterprise Directorate",KEMPSHOTT RESEARCH MANAGEMENT,1013597,2232.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Sponsorship Support,Strategic Policy Analysis - Strategic Policy Analysis,ROYAL INSTITUTE OF CHARTERED SURVEYORS,1013600,33844.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Conference and Exhibition Services (Programme),Business Group - Information Economy,LSE ENTERPRISE LTD,1013603,4000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Purchase of  Advertising and Publicity (Programme),Fair Markets Group Summary - Employment Relations,BOUNTY UK LTD,1013606,9350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1013608,1233.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Technical Advice,Fair Markets Group Summary - Employment Relations,WEIGHTMANS,1013610,791.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Technical Advice,Fair Markets Group Summary - Employment Relations,WEIGHTMANS,1013612,766.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,On-Line Databases,Universities and Skills Group - USG Admin,UNIVERSITIES AND COLLEGES ADMISSIONS SERVICE (UCAS),1013614,7200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CUSHMAN & WAKEFIELD LLP,1013616,1057.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Research & Development Expenditure (Programme),GOVERNMENT OFFICE FOR SCIENCE - GOVERNMENT OFFICE FOR SCIENCE,LAURA MCCAFFREY,1013617,1491.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1013626,230222.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013629,152541.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1013630,52166.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1013631,146364.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Non Statutory - Current - Other,"Innovation, Enterprise & Better Regulation Executive - Innovation",BRITISH STANDARDS INSTITUTION (BSI),1013633,1661.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Secondees (not paid directly),Business Group - Business Environment and Growth Directorate,KPMG LLP,1013634,6952.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Technical Advice,Fair Markets Group Summary - Employment Relations,WEIGHTMANS,1013640,766.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Technical Advice,Fair Markets Group Summary - Employment Relations,WEIGHTMANS,1013642,766.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",WESTMINSTER KINGSWAY COLLEGE,1013643,4485
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013657,1295.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Postage,"Legal, People & Communications Group - Legal",NEOPOST LTD,1013660,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Enforcement,Fair Markets Group Summary - Employment Relations,HMRC,1013661,588802
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,SL DS Utilisation,Universities and Skills Group - Learners,FINANCE FOR HIGHER EDUCATION,1013662,313090.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Technical Advice / Services & Support,Business Group - Advanced Manufacturing Industries,LGC LTD,1013664,9975.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Capital Grants - Other,Business Group - Economic Development Directorate,SOUTH WEST OF ENGLAND REGIONAL DEVELOPMENT AGENCY,1013667,733333
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,THE WELLCOME TRUST LTD,1013675,21687.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,GLASGOW CITY COUNCIL,1013677,90801.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Secondees (not paid directly),Shareholder Executive - Shareholder Executive,N M ROTHSCHILD & SONS LTD,1013682,8937.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1013683,7790.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Rates,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1013683,3028.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Service Charges,Finance & Commercial Group - Information and Workplace Strategies,DWP (DEPARTMENT FOR WORK AND PENSIONS),1013683,769.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Hire of Conference Facilities,Shareholder Executive - Shareholder Executive,KINGS CROSS CENTRAL LIMITED PARTNERSHIP,1013685,587.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Static Line Rental,Fair Markets Group Summary - Employment Relations,BRITISH TELECOMMUNICATIONS plc (BT),1013695,519.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,SL DS Utilisation,Universities and Skills Group - Learners,CLUB 24 LTD t/a VENTURA,1013704,10041.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,SL DS Utilisation,Universities and Skills Group - Learners,HONOURS TRUSTEES LTD,1013708,214914.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Other External Recruitment Costs (Staff),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,MARTIN STAIRS CONSULTING,4020026,5546.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10274643,662.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10274644,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Other External Recruitment Costs (Staff),Strategic Policy Analysis - Strategic Policy Analysis,OFFICE FOR NATIONAL STATISTICS,1013078,4555
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",BLACKFORDS LLP,1013226,3669.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Criminal Law and Prosecution Work,"Legal, People & Communications Group - Legal",MARK SULLIVAN,1013331,3486.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1013391,928.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Maintenance (Programme),Finance & Commercial Group - Information and Workplace Strategies,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1013391,1882.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/12/2010,Publications,Office of Manpower Economics - Office of Manpower Economics,SWETS INFORMATION SERVICES,1013420,867.16
