Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Internal Audit Services,Business Group - Economic Development Directorate,PRICEWATERHOUSECOOPERS LLP,1013342,50000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Leased Buildings - Clearing,Finance & Commercial Group - Information and Workplace Strategies,EC HARRIS LLP,1013346,41172
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Capital Grants - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,DEPARTMENT FOR EMPLOYMENT AND LEARNING,1013350,6986
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,IT Services (Programme),"Legal, People & Communications Group - Communications Directorate",HELPFUL TECHNOLOGY LTD,1013367,840
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013369,3738.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013370,3142.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013371,859.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Hire of Agency Staff (Professional/Management),"Legal, People & Communications Group - Communications Directorate",HUDSON GLOBAL RESOURCES LTD,1013372,1233.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CITY PARKING (GLASGOW) LLP,1013375,796.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,CITY PARKING (GLASGOW) LLP,1013375,5728.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013382,1849.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013394,1667.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013416,1665.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Publications,Fair Markets Group Summary - Employment Relations,SWETS INFORMATION SERVICES,1013423,1015.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",UNIVERSITY OF EXETER,1013435,760
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013436,-18792.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Capital Grants - Other,Business Group - Life Sciences,STEVENAGE BIOSCIENCE PARK,1013464,344634
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013466,5703.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Computer Equipment - Clearing,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013469,21736.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013471,4794
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013472,18773.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Finance & Accounting Advice,Finance & Commercial Group - Finance Group,INTERQUEST GROUP (UK) LTD (IGUKL) T/A SAND RESOURCES,1013474,9320
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013475,5184.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013479,4388.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1013480,62500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/12/2010,Air Fares  - Overseas (Programme),SCIENCE & RESEARCH GROUP - RESEARCH BASE,"Personal Expense, Name Witheld",10274467,967.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Publications,"Legal, People & Communications Group - Legal",SWETS INFORMATION SERVICES,1011368,851.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Publications,"Legal, People & Communications Group - Legal",SWETS INFORMATION SERVICES,1011368,1967.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other Training Costs,Universities and Skills Group - USG Admin,ACKNOWLEDGE LTD,1013118,525
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Occupational Health Service,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MEDIGOLD HEALTH CONSULTANCY LTD,1013146,1422.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013253,686.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013254,858.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013255,863.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013256,811.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial and Parliamentary Support Team - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1013283,842.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,METHODS CONSULTING LTD,1013381,15510
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,METHODS CONSULTING LTD,1013383,746.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,METHODS CONSULTING LTD,1013383,1492.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1013418,615.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1013427,4745.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,CAPGEMINI UK plc,1013428,114038.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,CAPGEMINI UK plc,1013429,99794.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,ICT Maintenance & Upkeep,Finance & Commercial Group - Information and Workplace Strategies,CAPGEMINI UK plc,1013430,1915.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1013432,3627
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Other IT Costs (Programme),Fair Markets Group Summary - Europe Directorate,SERCO LTD,1013433,2559.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1013443,33000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1013444,7000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grants - Statutory - Current - Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1013446,2700000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/12/2010,Grant in Aid - Current -Other,SCIENCE & RESEARCH GROUP - RESEARCH BASE,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),1013447,20000000
