Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,Transaction number,Amount in Sterling,Grant?,
Communities & Local Government,DCLG,04/05/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE & SWINDON FIRE AUTHORITY,,5000162094,"330,567.00",Yes,
Communities & Local Government,DCLG,04/05/2011,National Non Domestic Rates (NNDR) Payments,Localism,WILTSHIRE POLICE,,5000162095,"919,750.00",Yes,
Communities & Local Government,DCLG,04/05/2011,National Non Domestic Rates (NNDR) Payments,Localism,WIRRAL MBC,,5000162100,"5,762,335.00",Yes,
Communities & Local Government,DCLG,04/05/2011,National Non Domestic Rates (NNDR) Payments,Localism,WOLVERHAMPTON MBC,,5000162106,"5,262,309.00",Yes,
Communities & Local Government,DCLG,04/05/2011,National Non Domestic Rates (NNDR) Payments,Localism,WORCESTERSHIRE COUNTY COUNCIL,,5000162110,"3,960,900.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BARKING & DAGENHAM LB,,5000161410,"-2,408,327.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BARNSLEY MBC,,5000161415,"-2,232,759.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BIRMINGHAM CITY CNCL,,5000161431,"-18,024,100.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BLACKBURN WITH DARWEN BC,,5000161435,"-2,001,481.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BLACKPOOL BC,,5000161437,"-2,162,888.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BOLTON MBC,,5000161441,"-3,923,366.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BRADFORD MBC,,5000161450,"-6,106,844.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BRENT LB,,5000161455,"-4,532,986.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,BURY MBC,,5000161478,"-2,314,744.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,CALDERDALE MBC,,5000161479,"-2,568,220.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,CORNWALL COUNCIL,,5000162129,"-6,540,062.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,COVENTRY CITY CNCL,,5000161531,"-5,031,816.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,DARLINGTON BC,,5000161543,"-1,474,367.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,DERBY CITY CNCL,,5000161549,"-3,837,422.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,DONCASTER MBC,,5000161559,"-3,711,175.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,DUDLEY MBC,,5000161565,"-4,202,726.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,DURHAM COUNTY COUNCIL,,5000162131,"-4,854,722.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,EAST RIDING OF YORKS,,5000161585,"-3,621,165.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,ENFIELD LB,,5000161599,"-4,526,974.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,GATESHEAD MBC,,5000161622,"-3,810,436.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,GREENWICH LB,,5000161638,"-2,701,499.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,HALTON BC,,5000161644,"-2,088,778.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,HARINGEY LB,,5000161655,"-2,773,967.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,HARROW LB,,5000161660,"-2,174,733.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,HARTLEPOOL BOROUGH COUNCIL,,5000161664,"-1,210,169.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,HEREFORDSHIRE DISTRICT COUNCIL,,5000161674,"-2,028,173.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,HULL CITY COUNCIL,,5000161712,"-4,236,448.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,ISLE OF WIGHT CNCL,,5000161696,"-1,513,100.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,ISLES OF SCILLY COUNCIL,,5000161700,"-58,689.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,KIRKLEES MBC,,5000161717,"-4,706,317.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,KNOWSLEY MBC,,5000161719,"-1,732,595.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LEICESTER CITY CNCL,,5000161730,"-4,679,057.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LEWISHAM LB,,5000161737,"-2,167,147.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LIVERPOOL CITY COUNCIL,,5000161745,"-8,243,025.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF HACKNEY,,5000161641,"-3,538,691.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF LAMBETH,,5000161720,"-4,990,042.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF NEWHAM,,5000161792,"-3,874,392.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LONDON BOROUGH OF REDBRIDGE,,5000161859,"-2,367,906.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,LUTON BC,,5000161747,"-2,898,482.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,MIDDLESBROUGH BC,,5000161776,"-1,858,198.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,NORTH TYNESIDE MBC,,5000161812,"-2,552,591.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,NORTHUMBERLAND,,5000162133,"-3,234,199.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,NOTTINGHAM CITY COUNCIL,,5000161826,"-5,561,108.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,OLDHAM MBC,,5000161837,"-2,613,945.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,PLYMOUTH CITY CNCL,,5000161846,"-3,863,294.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,REDCAR & CLEVELAND BOROUGH COUNCIL,,5000161861,"-2,178,232.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,ROCHDALE MBC,,5000161873,"-2,796,068.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,ROTHERHAM MBC,,5000161880,"-3,068,751.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SALFORD CITY CNCL,,5000161895,"-3,681,930.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SANDWELL MBC,,5000161897,"-4,129,768.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SEFTON MBC,,5000161902,"-3,117,344.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SHEFFIELD CITY CNCL,,5000161909,"-9,052,917.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SHROPSHIRE COUNCIL,,5000162135,"-3,306,770.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SOUTH TYNESIDE COUNCIL,,5000161946,"-1,281,324.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SOUTHEND ON SEA BC,,5000161953,"-2,099,874.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,ST HELENS MBC,,5000161962,"-2,165,419.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,STOKE ON TRENT CITY COUNCIL,,5000161977,"-3,768,386.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,SUNDERLAND DC,,5000161987,"-3,767,423.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,TAMESIDE MBC,,5000162000,"-2,564,301.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,TORBAY BC,,5000162027,"-1,652,248.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,WALSALL MBC,,5000162045,"-3,062,119.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,WALTHAM FOREST LB,,5000162046,"-2,368,086.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,WANDSWORTH LB,,5000162049,"-4,577,526.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,WIGAN MBC,,5000162092,"-3,489,268.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,WIRRAL MBC,,5000162101,"-3,021,485.00",Yes,
Communities & Local Government,DCLG,04/05/2011,NNDR Billing Authorities Receipts,Treasury,WOLVERHAMPTON MBC,,5000162107,"-3,179,667.00",Yes,
Communities & Local Government,DCLG,04/05/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD FINANCIAL SERVICES LTD,,2100203361,-583.81,,
Communities & Local Government,DCLG,04/05/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD FINANCIAL SERVICES LTD,,5106162287,583.81,,
Communities & Local Government,DCLG,04/05/2011,Publications,Finance & Corporate Services,JONES YARRELL LEADENHALL LTD,,5106162357,609.77,,
Communities & Local Government,DCLG,04/05/2011,Publications,Finance & Corporate Services,LEXIS-NEXIS UK,,5106162385,867.45,,
Communities & Local Government,DCLG,04/05/2011,Research,Localism,GREENSTREET BERMAN LTD,,5106162353,467.11,,
Communities & Local Government,DCLG,04/05/2011,Research,Neighbourhoods,BUILDING RESEARCH ESTABLISHMENT,,5106162324,"21,459.60",,
Communities & Local Government,DCLG,04/05/2011,Research,Neighbourhoods,E C HARRIS LLP,,5106162162,"17,752.97",,
Communities & Local Government,DCLG,04/05/2011,Research,Neighbourhoods,ELEMENT ENERGY LTD,,5106162336,"12,600.00",,
Communities & Local Government,DCLG,04/05/2011,Services provided by other Govt Orgs,Finance & Corporate Services,DEFENCE VETTING AGENCY,,5106162372,957.60,Yes,
Communities & Local Government,DCLG,04/05/2011,Telecoms equipment (non-capitalised),Treasury,B T PAYMENT SERVICES LTD,,5106162405,"3,112.03",,
Communities & Local Government,DCLG,04/05/2011,Training,Finance & Corporate Services,LATERLIFE LEARNING,,5106162082,585.00,,
Communities & Local Government,DCLG,04/05/2011,Waste Disposal and pest control,Finance & Corporate Services,EAST LONDON COM RECYCLING PSHIP,,2100203359,"-1,200.00",,
Communities & Local Government,DCLG,04/05/2011,Waste Disposal and pest control,Finance & Corporate Services,EAST LONDON COM RECYCLING PSHIP,,5106162393,"1,200.00",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106159804,"30,615.98",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106159857,"2,457.00",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106159857,"55,092.66",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106159857,"3,572.94",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106159857,139.81,,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106159857,"6,074.93",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106161780,144.98,,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106161780,"446,875.77",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106161780,"57,552.19",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106161780,112.75,,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106161780,"1,433.44",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106161780,"1,510.19",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162079,"84,541.18",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162079,"27,068.73",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162079,"52,474.43",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162079,"18,534.72",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162079,"39,768.79",,
Communities & Local Government,DCLG,05/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162079,"3,942.47",,
Communities & Local Government,DCLG,05/05/2011,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,5106162408,942.49,,
Communities & Local Government,DCLG,05/05/2011,Electricity,Finance & Corporate Services,SCHNEIDER ELECTRIC,,2100203387,-487.00,,
Communities & Local Government,DCLG,05/05/2011,Electricity,Finance & Corporate Services,SCHNEIDER ELECTRIC,,5106162267,487.00,,
Communities & Local Government,DCLG,05/05/2011,Fixed Maintenance,Treasury,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162443,"1,447.01",,
Communities & Local Government,DCLG,05/05/2011,Fixed Maintenance,Treasury,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162445,"20,393.19",,
Communities & Local Government,DCLG,05/05/2011,Grant in Aid to NDPBs (non budget),Localism,STANDARDS BOARD FOR ENGLAND,,2100203364,"197,000.00",Yes,
Communities & Local Government,DCLG,05/05/2011,Grant in Aid to NDPBs (non budget),Localism,VALUATION TRIBUNAL SERVICE,,2100203362,"686,253.00",Yes,
Communities & Local Government,DCLG,05/05/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,,5106162306,"3,877.92",,
Communities & Local Government,DCLG,05/05/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD FINANCIAL SERVICES LTD,,5106162289,583.81,,
Communities & Local Government,DCLG,05/05/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD FINANCIAL SERVICES LTD,,5106162412,536.71,,
Communities & Local Government,DCLG,05/05/2011,Office Machinery (<£5000),Treasury,DANWOOD GROUP LTD,,5106162452,634.75,,
Communities & Local Government,DCLG,05/05/2011,Professional services,Localism,VALUATION OFFICE AGENCY,,2100203363,"12,650,000.00",,
Communities & Local Government,DCLG,05/05/2011,Research,Finance & Corporate Services,NETFUNDI LTD,,5106162397,651.00,,
Communities & Local Government,DCLG,05/05/2011,Research,Neighbourhoods,BUILDING RESEARCH ESTABLISHMENT,,5106162424,"20,032.51",,
Communities & Local Government,DCLG,05/05/2011,Subscriptions,Treasury,PAYMASTER (1836) LTD,,5106162439,857.10,,
Communities & Local Government,DCLG,05/05/2011,Telephone call costs,Finance & Corporate Services,B T PAYMENT SERVICES LTD,,5106162406,"1,889.17",,
Communities & Local Government,DCLG,05/05/2011,Training,Treasury,HIGHGATE HOUSE,,5106162435,"7,024.76",,
Communities & Local Government,DCLG,05/05/2011,Vehicle hire,Neighbourhoods,PREMIER CARS,,5106162460,570.24,,
Communities & Local Government,DCLG,06/05/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,5106162300,"55,220.02",,
Communities & Local Government,DCLG,06/05/2011,Accommodation Service Charges,Finance & Corporate Services,PLANNING INSPECTORATE,,5106162553,"49,811.71",,
Communities & Local Government,DCLG,06/05/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106162431,"1,044.00",,
Communities & Local Government,DCLG,06/05/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,5106162433,626.40,,
Communities & Local Government,DCLG,06/05/2011,Electricity,Finance & Corporate Services,SCHNEIDER ELECTRIC,,5106162475,487.00,,
Communities & Local Government,DCLG,06/05/2011,IT - Software Maintenance,Finance & Corporate Services,COMPUTACENTER (UK) LTD,,5106162515,"9,094.73",,
Communities & Local Government,DCLG,06/05/2011,IT Maintenance,Finance & Corporate Services,COMPUTACENTER (UK) LTD,,5106162517,"11,332.03",,
Communities & Local Government,DCLG,06/05/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITOR,,2100203388,"11,000.00",,
Communities & Local Government,DCLG,06/05/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD FINANCIAL SERVICES LTD,,5106162538,583.81,,
Communities & Local Government,DCLG,06/05/2011,Office Machinery (<£5000),Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,5106162473,6.08,,
