Post Date,Publishable Label,Transaction Amount,"Publishable label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment provided as necessary",,,,,,,,
07/03/12,Airlines,765.00,,,,,,,,,
08/03/12,Airlines,-1363.20,,,,,,,,,
08/03/12,Airlines,1470.13,,,,,,,,,
08/03/12,Airlines,1470.13,,,,,,,,,
09/03/12,Airlines,1472.13,,,,,,,,,
09/03/12,Airlines,1472.13,,,,,,,,,
09/03/12,Airlines,1364.93,,,,,,,,,
09/03/12,Airlines,1364.93,,,,,,,,,
09/03/12,Airlines,2027.37,,,,,,,,,
09/03/12,Airlines,-1589.30,,,,,,,,,
12/03/12,Airlines,1027.09,,,,,,,,,
12/03/12,Airlines,-1470.13,,,,,,,,,
13/03/12,Airlines,-2623.23,,,,,,,,,
13/03/12,Airlines,-826.87,,,,,,,,,
14/03/12,Airlines,2075.00,,,,,,,,,
14/03/12,Airlines,-1916.00,,,,,,,,,
14/03/12,Airlines,-3752.53,,,,,,,,,
14/03/12,Airlines,-3752.53,,,,,,,,,
14/03/12,Airlines,604.40,,,,,,,,,
14/03/12,Airlines,1291.93,,,,,,,,,
14/03/12,Airlines,-553.20,,,,,,,,,
14/03/12,Airlines,3149.33,,,,,,,,,
15/03/12,Airlines,724.30,,,,,,,,,
15/03/12,Airlines,724.30,,,,,,,,,
15/03/12,Airlines,724.30,,,,,,,,,
15/03/12,Airlines,724.30,,,,,,,,,
15/03/12,Airlines,557.30,,,,,,,,,
15/03/12,Airlines,724.30,,,,,,,,,
15/03/12,Airlines,724.30,,,,,,,,,
15/03/12,Airlines,557.30,,,,,,,,,
15/03/12,Airlines,1247.90,,,,,,,,,
15/03/12,Airlines,1061.00,,,,,,,,,
15/03/12,Airlines,1061.00,,,,,,,,,
15/03/12,Airlines,-3752.53,,,,,,,,,
15/03/12,Airlines,672.58,,,,,,,,,
16/03/12,Airlines,1046.00,,,,,,,,,
16/03/12,Airlines,-4317.13,,,,,,,,,
19/03/12,Airlines,1365.69,,,,,,,,,
19/03/12,Airlines,515.00,,,,,,,,,
19/03/12,Airlines,-996.50,,,,,,,,,
19/03/12,Airlines,-639.42,,,,,,,,,
20/03/12,Airlines,577.70,,,,,,,,,
20/03/12,Airlines,577.70,,,,,,,,,
20/03/12,Airlines,-1877.63,,,,,,,,,
20/03/12,Airlines,-1856.03,,,,,,,,,
21/03/12,Airlines,2047.95,,,,,,,,,
21/03/12,Airlines,1241.53,,,,,,,,,
21/03/12,Airlines,-2681.43,,,,,,,,,
22/03/12,Airlines,705.52,,,,,,,,,
22/03/12,Airlines,-2500.93,,,,,,,,,
22/03/12,Airlines,-1934.83,,,,,,,,,
22/03/12,Airlines,680.84,,,,,,,,,
23/03/12,Airlines,-558.50,,,,,,,,,
26/03/12,Airlines,1957.23,,,,,,,,,
26/03/12,Airlines,-1629.53,,,,,,,,,
27/03/12,Airlines,500.49,,,,,,,,,
27/03/12,Airlines,2275.86,,,,,,,,,
28/03/12,Airlines,1994.47,,,,,,,,,
29/03/12,Airlines,511.85,,,,,,,,,
29/03/12,Airlines,812.70,,,,,,,,,
29/03/12,Airlines,779.70,,,,,,,,,
29/03/12,Airlines,779.70,,,,,,,,,
29/03/12,Airlines,779.70,,,,,,,,,
29/03/12,Airlines,729.70,,,,,,,,,
29/03/12,Airlines,729.70,,,,,,,,,
29/03/12,Airlines,696.70,,,,,,,,,
29/03/12,Airlines,696.70,,,,,,,,,
29/03/12,Airlines,696.70,,,,,,,,,
29/03/12,Airlines,696.70,,,,,,,,,
29/03/12,Airlines,690.00,,,,,,,,,
29/03/12,Airlines,2594.49,,,,,,,,,
30/03/12,Airlines,-1751.40,,,,,,,,,
30/03/12,Airlines,737.13,,,,,,,,,
30/03/12,Airlines,737.13,,,,,,,,,
30/03/12,Airlines,534.58,,,,,,,,,
30/03/12,Airlines,1932.09,,,,,,,,,
30/03/12,Airlines,-1583.00,,,,,,,,,
30/03/12,Airlines,2563.99,,,,,,,,,
30/03/12,Airlines,768.99,,,,,,,,,
30/03/12,Airlines,2447.25,,,,,,,,,
30/03/12,Airlines,503.50,,,,,,,,,
30/03/12,Airlines,1380.93,,,,,,,,,
30/03/12,Airlines,565.39,,,,,,,,,
30/03/12,Airlines,-1796.90,,,,,,,,,
30/03/12,Airlines,852.88,,,,,,,,,
30/03/12,Airlines,550.10,,,,,,,,,
30/03/12,Airlines,737.13,,,,,,,,,
30/03/12,Airlines,-958.20,,,,,,,,,
30/03/12,Airlines,737.13,,,,,,,,,
30/03/12,Airlines,737.13,,,,,,,,,
30/03/12,Airlines,737.13,,,,,,,,,
02/03/12,Car Hire,1237.10,Transport for Sponsored Visit,,,,,,,,
07/03/12,Car Hire,2101.94,Transport for Sponsored Visit,,,,,,,,
07/03/12,Car Hire,6477.38,Transport for Guest of Government Visit,,,,,,,,
08/03/12,Car Hire,589.57,,,,,,,,,
08/03/12,Car Hire,904.75,Transport for Sponsored Visit,,,,,,,,
15/03/12,Car Hire,6115.00,Transport for Guest of Government Visit,,,,,,,,
15/03/12,Car Hire,1768.76,Transport for Sponsored Visit,,,,,,,,
16/03/12,Car Hire,1762.30,Transport for Sponsored Visit,,,,,,,,
21/03/12,Car Hire,2944.19,Transport for Sponsored Visit,,,,,,,,
21/03/12,Car Hire,1884.90,Transport for Sponsored Visit,,,,,,,,
22/03/12,Car Hire,1673.76,Transport for Sponsored Visit,,,,,,,,
29/03/12,Car Hire,823.10,Transport for Sponsored Visit,,,,,,,,
29/03/12,Car Hire,1000.00,Transport for Sponsored Visit,,,,,,,,
29/03/12,Car Hire,2248.28,Transport for Sponsored Visit,,,,,,,,
26/03/12,Cash,504.69,Travel expenses on official trip overseas,,,,,,,,
01/03/12,Catalogue,1990.70,Official mobile phone provider charges,,,,,,,,
01/03/12,Catalogue,556.87,,,,,,,,,
01/03/12,Catalogue,543.17,,,,,,,,,
01/03/12,Catalogue,767.30,,,,,,,,,
01/03/12,Catalogue,594.82,,,,,,,,,
01/03/12,Catalogue,1819.04,Official mobile phone provider charges,,,,,,,,
01/03/12,Catalogue,1234.56,Official mobile phone provider charges,,,,,,,,
01/03/12,Catalogue,541.38,,,,,,,,,
01/03/12,Catalogue,1017.84,Official mobile phone provider charges,,,,,,,,
01/03/12,Catalogue,1352.93,Official mobile phone provider charges,,,,,,,,
01/03/12,Catalogue,516.50,,,,,,,,,
01/03/12,Catalogue,1979.15,Travel through official travel agency at post,,,,,,,,
08/03/12,Catalogue,599.11,,,,,,,,,
09/03/12,Catalogue,1008.54,Voice recorders for use during oral exams,,,,,,,,
12/03/12,Catalogue,1124.71,Travel through official travel agency at post,,,,,,,,
12/03/12,Catalogue,1986.64,Travel through official travel agency at post,,,,,,,,
13/03/12,Catalogue,520.00,,,,,,,,,
14/03/12,Catalogue,1005.01,Defibrillator kit for post,,,,,,,,
16/03/12,Catalogue,798.00,Lanyards for official international meeting,,,,,,,,
19/03/12,Catalogue,2947.56,Travel through official travel agency at post,,,,,,,,
19/03/12,Catalogue,3775.32,Travel through official travel agency at post,,,,,,,,
21/03/12,Catalogue,540.82,,,,,,,,,
26/03/12,Catalogue,759.99,IT equipment,,,,,,,,
26/03/12,Catalogue,502.01,,,,,,,,,
26/03/12,Catalogue,501.99,,,,,,,,,
15/03/12,Clothing,571.56,,,,,,,,,
19/03/12,Clothing,1322.00,Purchase of uniforms for locally-engaged staff at post,,,,,,,,
21/03/12,Clothing,1177.65,Purchase of Olympic merchandise to provide to posts for Olympic public diplomacy events,,,,,,,,
26/03/12,Clothing,593.94,,,,,,,,,
02/03/12,Department Stores,600.18,,,,,,,,,
06/03/12,Diy & Household Stores,1500.00,Purchase of Olympic merchandise to provide to posts for Olympic public diplomacy events,,,,,,,,
06/03/12,Diy & Household Stores,1449.12,Purchase of Olympic merchandise to provide to posts for Olympic public diplomacy events,,,,,,,,
07/03/12,Diy & Household Stores,2863.20,Domestic equipment for use at official functions,,,,,,,,
07/03/12,Diy & Household Stores,1320.85,Domestic equipment for use at post,,,,,,,,
08/03/12,Diy & Household Stores,539.98,,,,,,,,,
09/03/12,Diy & Household Stores,857.24,IT equipment,,,,,,,,
12/03/12,Diy & Household Stores,749.17,IT equipment,,,,,,,,
12/03/12,Diy & Household Stores,701.78,Audio equipment,,,,,,,,
13/03/12,Diy & Household Stores,2224.80,Domestic equipment for use at official functions,,,,,,,,
13/03/12,Diy & Household Stores,603.07,,,,,,,,,
14/03/12,Diy & Household Stores,866.85,Domestic equipment for use by officers on initial arrival at post,,,,,,,,
15/03/12,Diy & Household Stores,857.35,IT equipment,,,,,,,,
15/03/12,Diy & Household Stores,960.08,IT equipment,,,,,,,,
16/03/12,Diy & Household Stores,778.96,Large screen for presentations at official functions,,,,,,,,
19/03/12,Diy & Household Stores,1357.92,Tableware for use at official functions,,,,,,,,
20/03/12,Diy & Household Stores,536.81,,,,,,,,,
23/03/12,Diy & Household Stores,2647.80,Tableware for use at official functions,,,,,,,,
23/03/12,Diy & Household Stores,1466.40,Portable aircon units for use at post,,,,,,,,
26/03/12,Diy & Household Stores,1132.32,IT equipment,,,,,,,,
26/03/12,Diy & Household Stores,1448.75,IT equipment,,,,,,,,
28/03/12,Diy & Household Stores,641.76,,,,,,,,,
28/03/12,Diy & Household Stores,1197.00,IT equipment,,,,,,,,
28/03/12,Diy & Household Stores,798.00,IT equipment,,,,,,,,
29/03/12,Diy & Household Stores,2120.42,Furniture for conference & catering use,,,,,,,,
29/03/12,Diy & Household Stores,2647.80,Purchase of tableware for use at official functions,,,,,,,,
30/03/12,Diy & Household Stores,819.60,Office furniture,,,,,,,,
30/03/12,Diy & Household Stores,1872.98,Furniture for conference & catering use,,,,,,,,
01/03/12,Entertainment,580.91,Official contracted catering company,,,,,,,,
02/03/12,Entertainment,980.11,Dinner for participants at regional conference,,,,,,,,
09/03/12,Entertainment,676.10,Official lunch for foreign correspondents,,,,,,,,
09/03/12,Entertainment,830.81,Dinner for participants at annual bilateral talks,,,,,,,,
12/03/12,Entertainment,530.97,Catering for official event at post,,,,,,,,
21/03/12,Entertainment,1066.59,Official dinner for high-level key contacts at post,,,,,,,,
21/03/12,Entertainment,827.64,Catering for official event,,,,,,,,
22/03/12,Entertainment,779.94,Official contracted catering company,,,,,,,,
22/03/12,Entertainment,630.00,Official contracted catering company,,,,,,,,
22/03/12,Entertainment,584.62,Official contracted catering company,,,,,,,,
22/03/12,Entertainment,570.00,Official contracted catering company,,,,,,,,
27/03/12,Entertainment,691.00,Catering for official event,,,,,,,,
28/03/12,Entertainment,728.40,Official contracted catering company,,,,,,,,
28/03/12,Entertainment,508.49,Official contracted catering company,,,,,,,,
28/03/12,Entertainment,791.96,Official dinner for visiting trade mission,,,,,,,,
28/03/12,Entertainment,-793.37,,,,,,,,,
29/03/12,Entertainment,966.56,Official dinner for high-level key contacts at post,,,,,,,,
30/03/12,Entertainment,675.48,Official contracted catering company,,,,,,,,
01/03/12,Hotels,899.35,,,,,,,,,
01/03/12,Hotels,610.45,,,,,,,,,
01/03/12,Hotels,567.16,,,,,,,,,
02/03/12,Hotels,600.00,,,,,,,,,
02/03/12,Hotels,1468.63,,,,,,,,,
02/03/12,Hotels,8910.00,,,,,,,,,
02/03/12,Hotels,2927.42,,,,,,,,,
02/03/12,Hotels,569.04,,,,,,,,,
05/03/12,Hotels,930.00,,,,,,,,,
05/03/12,Hotels,1302.00,,,,,,,,,
05/03/12,Hotels,679.55,,,,,,,,,
05/03/12,Hotels,729.12,,,,,,,,,
05/03/12,Hotels,505.08,,,,,,,,,
05/03/12,Hotels,725.00,,,,,,,,,
05/03/12,Hotels,1705.25,,,,,,,,,
05/03/12,Hotels,10000.00,,,,,,,,,
05/03/12,Hotels,3318.75,,,,,,,,,
05/03/12,Hotels,928.80,,,,,,,,,
05/03/12,Hotels,928.80,,,,,,,,,
05/03/12,Hotels,928.80,,,,,,,,,
05/03/12,Hotels,928.80,,,,,,,,,
05/03/12,Hotels,928.80,,,,,,,,,
05/03/12,Hotels,928.80,,,,,,,,,
05/03/12,Hotels,2725.00,,,,,,,,,
05/03/12,Hotels,524.00,,,,,,,,,
05/03/12,Hotels,750.35,,,,,,,,,
05/03/12,Hotels,725.00,,,,,,,,,
05/03/12,Hotels,725.00,,,,,,,,,
05/03/12,Hotels,725.00,,,,,,,,,
05/03/12,Hotels,725.00,,,,,,,,,
05/03/12,Hotels,725.00,,,,,,,,,
05/03/12,Hotels,629.66,,,,,,,,,
05/03/12,Hotels,570.95,,,,,,,,,
05/03/12,Hotels,552.88,,,,,,,,,
06/03/12,Hotels,511.25,,,,,,,,,
06/03/12,Hotels,589.05,,,,,,,,,
06/03/12,Hotels,557.50,,,,,,,,,
07/03/12,Hotels,501.00,,,,,,,,,
07/03/12,Hotels,835.00,,,,,,,,,
07/03/12,Hotels,1682.18,,,,,,,,,
07/03/12,Hotels,1616.76,,,,,,,,,
07/03/12,Hotels,1236.72,,,,,,,,,
08/03/12,Hotels,1042.41,,,,,,,,,
08/03/12,Hotels,1568.66,,,,,,,,,
08/03/12,Hotels,649.48,,,,,,,,,
08/03/12,Hotels,849.69,,,,,,,,,
08/03/12,Hotels,653.61,,,,,,,,,
08/03/12,Hotels,1355.80,,,,,,,,,
08/03/12,Hotels,1679.60,,,,,,,,,
08/03/12,Hotels,1511.28,,,,,,,,,
08/03/12,Hotels,516.53,,,,,,,,,
08/03/12,Hotels,502.93,,,,,,,,,
08/03/12,Hotels,667.54,,,,,,,,,
09/03/12,Hotels,1578.09,,,,,,,,,
09/03/12,Hotels,1539.33,,,,,,,,,
12/03/12,Hotels,657.99,,,,,,,,,
12/03/12,Hotels,835.85,,,,,,,,,
12/03/12,Hotels,813.45,,,,,,,,,
12/03/12,Hotels,742.31,,,,,,,,,
12/03/12,Hotels,601.27,,,,,,,,,
12/03/12,Hotels,922.85,,,,,,,,,
12/03/12,Hotels,3618.07,,,,,,,,,
12/03/12,Hotels,1399.18,,,,,,,,,
12/03/12,Hotels,1679.39,,,,,,,,,
12/03/12,Hotels,952.96,,,,,,,,,
12/03/12,Hotels,1125.12,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
13/03/12,Hotels,1002.00,,,,,,,,,
13/03/12,Hotels,9736.00,,,,,,,,,
13/03/12,Hotels,2093.51,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
13/03/12,Hotels,835.00,,,,,,,,,
14/03/12,Hotels,4321.00,,,,,,,,,
14/03/12,Hotels,4321.00,,,,,,,,,
14/03/12,Hotels,561.45,,,,,,,,,
15/03/12,Hotels,807.89,,,,,,,,,
15/03/12,Hotels,762.64,,,,,,,,,
15/03/12,Hotels,6500.00,,,,,,,,,
15/03/12,Hotels,6463.00,,,,,,,,,
15/03/12,Hotels,-4321.00,,,,,,,,,
15/03/12,Hotels,-4321.00,,,,,,,,,
15/03/12,Hotels,-1705.25,,,,,,,,,
15/03/12,Hotels,960.02,,,,,,,,,
15/03/12,Hotels,735.65,,,,,,,,,
16/03/12,Hotels,1496.09,,,,,,,,,
16/03/12,Hotels,501.00,,,,,,,,,
16/03/12,Hotels,1201.19,,,,,,,,,
16/03/12,Hotels,618.64,,,,,,,,,
19/03/12,Hotels,699.73,,,,,,,,,
19/03/12,Hotels,751.13,,,,,,,,,
19/03/12,Hotels,650.03,,,,,,,,,
19/03/12,Hotels,762.00,,,,,,,,,
19/03/12,Hotels,8640.00,,,,,,,,,
19/03/12,Hotels,1208.45,,,,,,,,,
19/03/12,Hotels,570.00,,,,,,,,,
19/03/12,Hotels,660.87,,,,,,,,,
19/03/12,Hotels,756.38,,,,,,,,,
19/03/12,Hotels,835.93,,,,,,,,,
19/03/12,Hotels,607.00,,,,,,,,,
19/03/12,Hotels,527.40,,,,,,,,,
20/03/12,Hotels,516.68,,,,,,,,,
21/03/12,Hotels,979.13,,,,,,,,,
21/03/12,Hotels,742.59,,,,,,,,,
21/03/12,Hotels,1240.00,,,,,,,,,
21/03/12,Hotels,2064.14,,,,,,,,,
21/03/12,Hotels,2548.00,,,,,,,,,
21/03/12,Hotels,884.42,,,,,,,,,
22/03/12,Hotels,5354.50,,,,,,,,,
22/03/12,Hotels,2068.62,,,,,,,,,
22/03/12,Hotels,1964.13,,,,,,,,,
22/03/12,Hotels,2063.62,,,,,,,,,
22/03/12,Hotels,2004.00,,,,,,,,,
22/03/12,Hotels,1959.25,,,,,,,,,
22/03/12,Hotels,587.22,,,,,,,,,
23/03/12,Hotels,658.31,,,,,,,,,
23/03/12,Hotels,2591.56,,,,,,,,,
23/03/12,Hotels,1073.01,,,,,,,,,
23/03/12,Hotels,730.72,,,,,,,,,
23/03/12,Hotels,5280.00,,,,,,,,,
26/03/12,Hotels,689.43,,,,,,,,,
26/03/12,Hotels,503.33,,,,,,,,,
26/03/12,Hotels,900.00,,,,,,,,,
26/03/12,Hotels,671.48,,,,,,,,,
26/03/12,Hotels,680.36,,,,,,,,,
26/03/12,Hotels,688.42,,,,,,,,,
26/03/12,Hotels,1361.50,,,,,,,,,
26/03/12,Hotels,1043.50,,,,,,,,,
26/03/12,Hotels,977.50,,,,,,,,,
26/03/12,Hotels,-925.50,,,,,,,,,
27/03/12,Hotels,672.80,,,,,,,,,
28/03/12,Hotels,938.15,,,,,,,,,
29/03/12,Hotels,717.00,,,,,,,,,
07/03/12,Motoring,982.68,Purchase of  van racking system for use at post,,,,,,,,
01/03/12,Other Retailers,502.73,Purchase of spiderphone ,,,,,,,,
01/03/12,Other Retailers,570.00,Training course,,,,,,,,
02/03/12,Other Retailers,598.80,IT equipment,,,,,,,,
07/03/12,Other Retailers,899.77,IT equipment,,,,,,,,
08/03/12,Other Retailers,688.35,Furniture for staff accommodation at post,,,,,,,,
08/03/12,Other Retailers,556.67,Stationery,,,,,,,,
09/03/12,Other Retailers,553.20,,,,,,,,,
09/03/12,Other Retailers,1114.39,Purchase of bicycles for use on Embassy compound,,,,,,,,
09/03/12,Other Retailers,500.00,,,,,,,,,
13/03/12,Other Retailers,572.37,,,,,,,,,
14/03/12,Other Retailers,1036.83,Stationery,,,,,,,,
14/03/12,Other Retailers,680.40,Stationery,,,,,,,,
14/03/12,Other Retailers,574.86,Stationery,,,,,,,,
14/03/12,Other Retailers,660.00,Glass washer for use in Club at post,,,,,,,,
14/03/12,Other Retailers,1316.49,Heads of Mission tokens/medals given to those leaving post,,,,,,,,
15/03/12,Other Retailers,812.91,IT equipment,,,,,,,,
15/03/12,Other Retailers,526.32,IT equipment,,,,,,,,
15/03/12,Other Retailers,1120.60,Heads of Mission tokens/medals given to those leaving post,,,,,,,,
15/03/12,Other Retailers,869.32,Stationery,,,,,,,,
16/03/12,Other Retailers,1469.58,Copies of Satow's Diplomatic Practice for UK Department,,,,,,,,
20/03/12,Other Retailers,514.42,Groceries/goods for use at official function at post.,,,,,,,,
26/03/12,Other Retailers,1117.94,Purchase of Olympic merchandise to provide to posts for Olympic public diplomacy events,,,,,,,,
26/03/12,Other Retailers,1130.94,Stationery,,,,,,,,
26/03/12,Other Retailers,2568.00,Stationery,,,,,,,,
29/03/12,Other Retailers,834.00,Training course,,,,,,,,
30/03/12,Other Retailers,546.34,Stationery,,,,,,,,
21/03/12,Recurring Transaction,1450.00,Advertising for public diplomacy campaign for EU careers,,,,,,,,
27/03/12,Recurring Transaction,1550.00,Advertising for public diplomacy campaign for EU careers,,,,,,,,
01/03/12,Services,1036.36,,,,,,,,,
02/03/12,Services,1054.80,AV equipment for official talks,,,,,,,,
02/03/12,Services,945.28,,,,,,,,,
02/03/12,Services,1000.00,Training course,,,,,,,,
02/03/12,Services,1000.00,Training course,,,,,,,,
02/03/12,Services,660.00,Training course,,,,,,,,
02/03/12,Services,1822.50,Fee for workplace assessment,,,,,,,,
05/03/12,Services,858.00,Training course,,,,,,,,
05/03/12,Services,977.50,Training course,,,,,,,,
05/03/12,Services,642.21,Hire of IT equipment for Education Exhibition,,,,,,,,
06/03/12,Services,600.00,Advert in travellers magazine for the disabled,,,,,,,,
06/03/12,Services,678.00,Training course,,,,,,,,
07/03/12,Services,625.58,,,,,,,,,
07/03/12,Services,625.58,,,,,,,,,
07/03/12,Services,609.60,IT equipment for use at post,,,,,,,,
08/03/12,Services,800.00,Training course,,,,,,,,
09/03/12,Services,1445.00,Training course ,,,,,,,,
09/03/12,Services,798.50,Training course,,,,,,,,
09/03/12,Services,909.07,Annual subscription for magazine,,,,,,,,
09/03/12,Services,581.92,,,,,,,,,
09/03/12,Services,927.53,,,,,,,,,
09/03/12,Services,581.92,,,,,,,,,
09/03/12,Services,507.95,,,,,,,,,
12/03/12,Services,885.60,AV & PA equipment for official international conference,,,,,,,,
12/03/12,Services,642.00,AV equipment for official briefing,,,,,,,,
12/03/12,Services,1190.40,Training course,,,,,,,,
12/03/12,Services,756.00,Training course ,,,,,,,,
12/03/12,Services,1000.00,,,,,,,,,
13/03/12,Services,2249.86,Training course,,,,,,,,
13/03/12,Services,1237.03,Language training,,,,,,,,
13/03/12,Services,930.69,,,,,,,,,
13/03/12,Services,776.58,,,,,,,,,
14/03/12,Services,683.52,,,,,,,,,
14/03/12,Services,996.11,,,,,,,,,
14/03/12,Services,570.00,Software Licences,,,,,,,,
14/03/12,Services,965.68,,,,,,,,,
14/03/12,Services,991.80,,,,,,,,,
14/03/12,Services,936.81,,,,,,,,,
14/03/12,Services,907.80,,,,,,,,,
14/03/12,Services,858.12,,,,,,,,,
15/03/12,Services,592.31,,,,,,,,,
16/03/12,Services,547.27,,,,,,,,,
16/03/12,Services,1441.20,Training course,,,,,,,,
16/03/12,Services,546.00,Laminated A1 & A2 geographic maps,,,,,,,,
19/03/12,Services,2787.59,Purchase of conference room equipment,,,,,,,,
19/03/12,Services,1350.18,Training course ,,,,,,,,
19/03/12,Services,852.11,,,,,,,,,
19/03/12,Services,510.00,,,,,,,,,
19/03/12,Services,750.00,One year access subscription to Oxford Business (country) report,,,,,,,,
19/03/12,Services,600.00,AV equipment for official conference,,,,,,,,
20/03/12,Services,836.40,Two conference fees,,,,,,,,
21/03/12,Services,1044.00,Actors for role play exercises in mock ADC,,,,,,,,
21/03/12,Services,1000.00,Training course,,,,,,,,
21/03/12,Services,1000.00,Training course,,,,,,,,
21/03/12,Services,640.00,Training course,,,,,,,,
21/03/12,Services,1200.00,Hire of room and catering for official event,,,,,,,,
21/03/12,Services,988.80,,,,,,,,,
22/03/12,Services,1452.00,Hire of interpretation headsets for official talks,,,,,,,,
22/03/12,Services,767.35,,,,,,,,,
22/03/12,Services,990.06,,,,,,,,,
22/03/12,Services,849.92,,,,,,,,,
22/03/12,Services,567.00,Training course,,,,,,,,
22/03/12,Services,1134.00,Training course,,,,,,,,
22/03/12,Services,1091.75,Training course,,,,,,,,
23/03/12,Services,1007.25,Training course,,,,,,,,
23/03/12,Services,782.88,,,,,,,,,
23/03/12,Services,507.95,,,,,,,,,
23/03/12,Services,736.92,,,,,,,,,
23/03/12,Services,736.92,,,,,,,,,
23/03/12,Services,732.10,IT equipment,,,,,,,,
23/03/12,Services,671.20,IT equipment ,,,,,,,,
26/03/12,Services,1455.00,Three conference fees,,,,,,,,
27/03/12,Services,854.85,NEBOSH fire certificate,,,,,,,,
27/03/12,Services,581.92,,,,,,,,,
27/03/12,Services,600.46,Official travel by air,,,,,,,,
27/03/12,Services,713.89,,,,,,,,,
27/03/12,Services,770.00,Photographs for Exhibition,,,,,,,,
28/03/12,Services,1038.00,AV equipment for official talks,,,,,,,,
28/03/12,Services,951.44,Training course,,,,,,,,
28/03/12,Services,630.00,Banners for use at official seminars/events,,,,,,,,
29/03/12,Services,703.53,Purchase of spiderphone & two microphones,,,,,,,,
29/03/12,Services,525.00,Room hire for public diplomacy campaign,,,,,,,,
29/03/12,Services,689.18,,,,,,,,,
29/03/12,Services,507.95,,,,,,,,,
29/03/12,Services,2660.33,Filming of video for use in public diplomacy campaign,,,,,,,,
30/03/12,Services,1264.40,,,,,,,,,
01/03/12,Travel Agencies,2636.55,,,,,,,,,
01/03/12,Travel Agencies,727.43,,,,,,,,,
01/03/12,Travel Agencies,1454.86,,,,,,,,,
01/03/12,Travel Agencies,2909.72,,,,,,,,,
01/03/12,Travel Agencies,2909.72,,,,,,,,,
01/03/12,Travel Agencies,1608.76,,,,,,,,,
01/03/12,Travel Agencies,996.73,,,,,,,,,
01/03/12,Travel Agencies,2589.74,,,,,,,,,
01/03/12,Travel Agencies,587.91,,,,,,,,,
01/03/12,Travel Agencies,2455.07,,,,,,,,,
01/03/12,Travel Agencies,679.21,,,,,,,,,
01/03/12,Travel Agencies,798.59,,,,,,,,,
01/03/12,Travel Agencies,2455.07,,,,,,,,,
02/03/12,Travel Agencies,3990.24,,,,,,,,,
02/03/12,Travel Agencies,1608.76,,,,,,,,,
02/03/12,Travel Agencies,2971.90,,,,,,,,,
