Post Date,Publishable Label,Transaction Amount,"Publishable label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment provided as necessary",,,,,,,,
29/03/12,Travel Agencies,1123.61,,,,,,,,,
29/03/12,Travel Agencies,3155.03,,,,,,,,,
29/03/12,Travel Agencies,720.59,,,,,,,,,
29/03/12,Travel Agencies,720.59,,,,,,,,,
29/03/12,Travel Agencies,720.59,,,,,,,,,
29/03/12,Travel Agencies,1454.20,,,,,,,,,
29/03/12,Travel Agencies,670.90,,,,,,,,,
29/03/12,Travel Agencies,859.73,,,,,,,,,
29/03/12,Travel Agencies,1624.62,,,,,,,,,
29/03/12,Travel Agencies,2427.66,,,,,,,,,
29/03/12,Travel Agencies,932.20,,,,,,,,,
29/03/12,Travel Agencies,1480.08,,,,,,,,,
29/03/12,Travel Agencies,3726.99,,,,,,,,,
29/03/12,Travel Agencies,1378.19,,,,,,,,,
29/03/12,Travel Agencies,-720.19,,,,,,,,,
30/03/12,Travel Agencies,723.21,,,,,,,,,
30/03/12,Travel Agencies,2739.12,,,,,,,,,
30/03/12,Travel Agencies,2144.19,,,,,,,,,
30/03/12,Travel Agencies,2507.93,,,,,,,,,
30/03/12,Travel Agencies,2442.81,,,,,,,,,
30/03/12,Travel Agencies,630.38,,,,,,,,,
30/03/12,Travel Agencies,2203.29,,,,,,,,,
30/03/12,Travel Agencies,3067.43,,,,,,,,,
30/03/12,Travel Agencies,889.50,,,,,,,,,
30/03/12,Travel Agencies,889.50,,,,,,,,,
30/03/12,Travel Agencies,889.50,,,,,,,,,
30/03/12,Travel Agencies,889.50,,,,,,,,,
30/03/12,Travel Agencies,-744.90,,,,,,,,,
30/03/12,Travel Agencies,-2507.93,,,,,,,,,
30/03/12,Travel Agencies,-6339.37,,,,,,,,,
30/03/12,Travel Agencies,-6339.37,,,,,,,,,
30/03/12,Travel Agencies,-6339.37,,,,,,,,,
30/03/12,Travel Agencies,1197.34,,,,,,,,,
30/03/12,Travel Agencies,1339.84,,,,,,,,,
