Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,08/11/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,715662,5028.93
Ministry of Defence,Ministry of Defence,08/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,715662,3064.44
Ministry of Defence,Ministry of Defence,08/11/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,715662,1181.00
Ministry of Defence,Ministry of Defence,08/11/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,715662,920.94
Ministry of Defence,Ministry of Defence,08/11/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,715662,757.93
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,714973,70673.04
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,714973,9501.72
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,714973,2224.10
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,714973,1198.07
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,714973,1132.95
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,714302,47049.77
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,714302,17646.78
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,714302,3978.30
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,714302,870.30
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,714302,367.66
Ministry of Defence,Ministry of Defence,04/11/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,714302,9.21
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,713410,74123.88
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,713410,31692.57
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,713410,3168.88
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,713410,2371.36
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,713410,1059.15
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,713410,121.14
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,713135,17230.84
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,713135,4390.35
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,713135,3326.44
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,713135,3167.34
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,713135,2712.76
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,713135,295.77
Ministry of Defence,Ministry of Defence,01/11/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,712612,14235.44
Ministry of Defence,Ministry of Defence,01/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,712612,8837.72
Ministry of Defence,Ministry of Defence,01/11/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,712612,1377.73
Ministry of Defence,Ministry of Defence,01/11/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,712612,1104.09
Ministry of Defence,Ministry of Defence,01/11/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,712612,177.86
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ABBOTT LABORATORIES LIMITED,714974,29008.09
Ministry of Defence,Defence Science and Technology Laboratory,05/11/2010,Sub Contracted Research,Programme Office,ABSL POWER SOLUTIONS LIMITED,V - 9000127532 - 00092665,57761.50
Ministry of Defence,Defence Science and Technology Laboratory,05/11/2010,Sub Contracted Research,Programme Office,ABSL POWER SOLUTIONS LIMITED,V - 9000127532 - 00092663,187676.00
Ministry of Defence,Ministry of Defence,29/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ACCLIMATISE LIMITED,725722,41737.06
Ministry of Defence,Ministry of Defence,19/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ACCLIMATISE LIMITED,721531,88138.47
Ministry of Defence,Ministry of Defence,19/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,ADB BVBA.,2000000797,54180.77
Ministry of Defence,Defence Science and Technology Laboratory,26/11/2010,Materials & Equipment,Operations,ADVANCED EMBEDDED SOLUTIONS LIMITED (AES),V - 9000128156 - 00095737,29195.00
Ministry of Defence,Ministry of Defence,08/11/2010,Purchase of general transport equipment,Defence Equipment & Support,AEBI SCHMIDT UK LIMITED,715666,233817.95
Ministry of Defence,Ministry of Defence,17/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AEROFLEX HOSE AND ENGINEERING  LIMITED,720176,40227.53
Ministry of Defence,Ministry of Defence,16/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,719576,52677.95
Ministry of Defence,Ministry of Defence,08/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,715667,180718.20
Ministry of Defence,Defence Science and Technology Laboratory,12/11/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000127770 - 00094177,250932.06
Ministry of Defence,Ministry of Defence,12/11/2010,Development costs for military equipment.,Defence Equipment & Support,AGILE IDEAS LIMITED,718302,34130.75
Ministry of Defence,Ministry of Defence,15/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,718957,59021.48
Ministry of Defence,Ministry of Defence,09/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,716285,51055.16
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AIR AND GROUND AVIATION LIMITED,713426,44168.94
Ministry of Defence,Ministry of Defence,15/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRBORNE SYSTEMS LTD,718959,31471.20
Ministry of Defence,Ministry of Defence,03/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,AIRBORNE SYSTEMS LTD,713427,1.00
Ministry of Defence,Ministry of Defence,30/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,726335,81710.40
Ministry of Defence,Ministry of Defence,30/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,726335,3384.79
Ministry of Defence,Ministry of Defence,15/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,718960,51042.90
Ministry of Defence,Ministry of Defence,15/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AIRCRAFT MAINTENANCE SUPPORT SERVICES LTD,718960,17864.23
Ministry of Defence,Ministry of Defence,16/11/2010,IT and communication services,Defence Equipment & Support,AIRWAVE SOLUTIONS LIMITED,719580,16727.10
Ministry of Defence,Ministry of Defence,12/11/2010,IT and communication services,Central TLB,AKHTER COMPUTERS PUBLIC LIMITED COMPANY,718307,696.13
Ministry of Defence,Ministry of Defence,30/11/2010,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,726339,3344466.76
Ministry of Defence,Ministry of Defence,01/11/2010,Rental of plant and machinery,Defence Equipment & Support,ALC (SPC) LIMITED,712623,26080.72
Ministry of Defence,Defence Science and Technology Laboratory,19/11/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000127900 - 00094794,46350.00
Ministry of Defence,Ministry of Defence,29/11/2010,IT and communication services,Defence Equipment & Support,ALLAN WEBB LTD,725730,10.22
Ministry of Defence,Ministry of Defence,01/11/2010,Fees for professional services,Land Forces,ALLIANCE MEDICAL LIMITED,712626,549.62
Ministry of Defence,Ministry of Defence,15/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,ALLIED AEROSYSTEMS LTD,718968,98061.03
Ministry of Defence,Defence Science and Technology Laboratory,12/11/2010,Sub Contracted Work,Operations,ALTA INNOVATIONS LIMITED,V - 9000127592 - 00093488,25000.00
Ministry of Defence,Ministry of Defence,11/11/2010,Medical treatment & stores and welfare services.,Central TLB,"ALTERG EUROPE, LTD",717617,67210.00
Ministry of Defence,Ministry of Defence,15/11/2010,Estates - Equipment/Works,Defence Estate - SSG,ALTRON COMMUNICATIONS EQUIPMENT,PMT - AP08003,32829.50
Ministry of Defence,Ministry of Defence,18/11/2010,IT and communication services,Defence Equipment & Support,AMADEUS IT GROUP SA,3000004854,415825.46
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,AMDAC - CARMICHAEL LTD,718317,89686.73
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of buildings and military equipment ,Defence Equipment & Support,AMDAC - CARMICHAEL LTD,713154,386874.63
Ministry of Defence,Ministry of Defence,18/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,720814,206.80
Ministry of Defence,Ministry of Defence,15/11/2010,Externally delivered education and training.,Land Forces,AMPUTEES IN ACTION LIMITED,718974,25168.50
Ministry of Defence,Ministry of Defence,17/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AMSAFE BRIDPORT LTD,720186,20717.91
Ministry of Defence,Ministry of Defence,05/11/2010,Purchase of inventory and services ,Defence Equipment & Support,AMSAFE BRIDPORT LTD,714989,68594.35
Ministry of Defence,Ministry of Defence,05/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,AMSAFE BRIDPORT LTD,714989,20482.18
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANALOX SENSOR TECHNOLOGY LTD,718321,38951.25
Ministry of Defence,Defence Science and Technology Laboratory,12/11/2010,Sub Contracted Work,Operations,ANDOR TECHNOLOGY PLC,V - 9000127701 - 00092937,86608.00
Ministry of Defence,Ministry of Defence,11/11/2010,Payment of utilities,Land Forces,ANGLIAN WATER SERVICES LIMITED,717620,36046.29
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANGLO RECYCLING TECHNOLOGY LTD,718324,25466.47
Ministry of Defence,Ministry of Defence,26/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,725023,29904.29
Ministry of Defence,Ministry of Defence,25/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,724377,27862.86
Ministry of Defence,Ministry of Defence,24/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,723676,43874.71
Ministry of Defence,Ministry of Defence,23/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,723014,33343.85
Ministry of Defence,Ministry of Defence,12/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,718326,68734.55
Ministry of Defence,Ministry of Defence,02/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANIXTER LIMITED,713157,29393.56
Ministry of Defence,Ministry of Defence,17/11/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000045343,46054.41
Ministry of Defence,United Kingdom Hydrographic Office,29/11/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton,5100081874,32284.48
Ministry of Defence,United Kingdom Hydrographic Office,29/11/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton,5100081871,22157.02
Ministry of Defence,United Kingdom Hydrographic Office,17/11/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton,5100081644,26568.41
Ministry of Defence,United Kingdom Hydrographic Office,08/11/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton,5100081384,45841.10
Ministry of Defence,Ministry of Defence,29/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,ANTEON LIMITED,725737,29422.48
Ministry of Defence,Ministry of Defence,29/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,725737,4350.04
Ministry of Defence,Ministry of Defence,10/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,716877,13598.05
Ministry of Defence,Ministry of Defence,03/11/2010,Purchase of inventory and services ,Defence Equipment & Support,ANTEON LIMITED,713445,7118.97
Ministry of Defence,Ministry of Defence,03/11/2010,Design services and minor equipment purchases,Defence Equipment & Support,ANTEON LIMITED,713445,5389.84
Ministry of Defence,Ministry of Defence,25/11/2010,Payment of utilities,Command Joint Operations,AQUAGIB,Cash Office 014,55569.47
Ministry of Defence,Ministry of Defence,12/11/2010,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000045039,225027.24
Ministry of Defence,Ministry of Defence,30/11/2010,Food and clothing,Land Forces,ARAMARK LTD,726355,261039.10
Ministry of Defence,Ministry of Defence,30/11/2010,Estate management,Land Forces,ARAMARK LTD,726355,91702.60
Ministry of Defence,Ministry of Defence,30/11/2010,Food and clothing,Defence Equipment & Support,ARAMARK LTD,726355,74545.42
Ministry of Defence,Ministry of Defence,30/11/2010,Estate management,Air Command,ARAMARK LTD,726355,5410.79
