Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 123.34 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 73.98 ,
FCO,FCO,21-Feb-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 399.69 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 92.50 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 49.98 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112," 5,361.69 ",
FCO,FCO,21-Feb-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 550.32 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 53.05 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 67.84 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 61.67 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 92.50 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112," 1,835.75 ",
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 92.50 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 10.98 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 30.84 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 67.85 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 12.33 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 54.83 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 39.97 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 5.00 ,
FCO,FCO,21-Feb-12,Overseas Reclaimable Taxes,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000112, 55.03 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 56.91 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 70.81 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 128.05 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 2.33 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 3,613.27 ",
FCO,FCO,21-Feb-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 47.51 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 339.66 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 32.01 ,
FCO,FCO,21-Feb-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 35.57 ,
FCO,FCO,21-Feb-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 578.94 ,
FCO,FCO,21-Feb-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 1,057.48 ",
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 284.08 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 275.98 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 30.37 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 236.97 ,
FCO,FCO,21-Feb-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 123.78 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 249.16 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 1.38 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.06 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 117.94 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 34.65 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 6.58 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 160.54 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 28.92 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 1,714.38 ",
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 431.97 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 15.67 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 253.44 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 138.42 ,
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 25,559.91 ",
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 371.19 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 273.63 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 1,065.00 ",
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 128.05 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 360.54 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 128.05 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 12.08 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 120.90 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 317.92 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 66.99 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.23 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 339.98 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 1.38 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 134.81 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 12.08 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 71.76 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 10.30 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 14.82 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 157.19 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 15.66 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 182.16 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 19.63 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 90.36 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 9.41 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 109.18 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 8.62 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 126.56 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 375.52 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 17.08 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 124.31 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 19.63 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 202.64 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 202.64 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 19.63 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 202.64 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 19.63 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 19.63 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 243.91 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 84.53 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 7.11 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 310.51 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 1.38 ,
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 15,335.95 ",
FCO,FCO,21-Feb-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115," 56,799.80 ",
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 297.21 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 21.21 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 117.48 ,
FCO,FCO,21-Feb-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000115, 19.63 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 24.95 ,
FCO,FCO,21-Feb-12,Fuel Oil Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 415.91 ,
FCO,FCO,21-Feb-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 41.59 ,
FCO,FCO,21-Feb-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 41.59 ,
FCO,FCO,21-Feb-12,Waste Disposal,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 24.95 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 415.91 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 166.37 ,
FCO,FCO,21-Feb-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 40.76 ,
FCO,FCO,21-Feb-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000116," 1,164.56 ",
FCO,FCO,21-Feb-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 415.91 ,
FCO,FCO,21-Feb-12,Gas Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 99.82 ,
FCO,FCO,21-Feb-12,Fuel Oil Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 99.82 ,
FCO,FCO,21-Feb-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116," 1,247.74 ",
FCO,FCO,21-Feb-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 249.55 ,
FCO,FCO,21-Feb-12,Rental Payments - non residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000116," 24,061.53 ",
FCO,FCO,21-Feb-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000116, 41.59 ,
FCO,FCO,21-Feb-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000119, 29.78 ,
FCO,FCO,21-Feb-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000119, 316.54 ,
