ALB,Supplier,Net Amount £
Audit Commission,Cision UK Limited Total,£667.00
Audit Commission,Best Western Total,£663.83
Audit Commission,Boulangerie Caterers Limited Total,£660.00
Audit Commission,BSL Interpreting (Dominique Hanlan) Total,£660.00
Audit Commission,James Lancashire Total,£660.00
Audit Commission,Bristol Marriott Royal Total,£658.26
Audit Commission,The Policy Network Total,£655.85
Audit Commission,Newcastle College Total,£650.00
Audit Commission,Public Private Finance Group Total,£650.00
Audit Commission,Social Research Association Total,£650.00
Audit Commission,Peter O'Brien Total,£647.92
Audit Commission,Riverbank Park Plaza London Total,£642.00
Audit Commission,CoachbookersUK.com Ltd Total,£640.00
Audit Commission,Dyslexia Action Total,£630.00
Audit Commission,Tourism Management Institute Total,£625.00
Audit Commission,Nigel Pearson Total,£621.20
Audit Commission,Dun & Bradstreet Ltd Total,£619.00
Audit Commission,Twisted oak pub Total,£618.20
Audit Commission,Here&Now365 Ltd Total,£612.50
Audit Commission,Unibind Systems Ltd Total,£607.75
Audit Commission,Career World Limited t/a CW Consulting Total,£600.00
Audit Commission,Office of Government Commerce Total,£600.00
Audit Commission,Wandsworth Borough Council Total,£599.42
Audit Commission,LewisLive Ltd Total,£599.00
Audit Commission,Key Cabs Ltd Total,£598.08
Audit Commission,Ten Alps Publishing Limited Total,£590.00
Audit Commission,The Risk and Security Management Forum Total,£590.00
Audit Commission,Public Service Partnership Ltd Total,£585.00
Audit Commission,Ingenta Plc (Publishing Technology) Total,£583.00
Audit Commission,Bristol Minibuses Total,£580.00
Audit Commission,Women Like Us Ltd Total,£575.00
Audit Commission,Chichester District Council Total,£570.70
Audit Commission,Taste (NOT po boys) Total,£570.00
Audit Commission,Interactive Business Events Ltd Total,£565.00
Audit Commission,Safecontrol Ltd Total,£564.00
Audit Commission,Medivents Ltd Total,£555.50
Audit Commission,Robert Grant Total,£551.80
Audit Commission,Accordial UK Total,£550.00
Audit Commission,Assoc of Graduate Recruiters Total,£550.00
Audit Commission,Ministry of Design Total,£550.00
Audit Commission,Unicom Seminars Ltd Total,£550.00
Audit Commission,National Community Safety Network Total,£549.00
Audit Commission,Factor 39 Total,£546.25
Audit Commission,60 Hope Street Total,£544.78
Audit Commission,Fast Corporate Services Total,£540.00
Audit Commission,Phillip Riley Limited Total,£540.00
Audit Commission,South Ribble Bourough Council Total,£539.13
Audit Commission,Burraton House Ltd Total,£537.00
Audit Commission,HM Land Registry (Plymouth) Total,£536.00
Audit Commission,Barnet Homes Ltd Total,£535.91
Audit Commission,Manchester Central Convention Complex Ltd Total,£530.00
Audit Commission,Academy of Social Sciences Total,£525.00
Audit Commission,Hunter Coaches Ltd Total,£525.00
Audit Commission,Mike Parsons Total,£523.92
Audit Commission,Historic Quay Catering Total,£522.00
Audit Commission,Communication id Total,£518.00
Audit Commission,Corbis Uk Ltd Total,£515.00
Audit Commission,SDI Total,£515.00
Audit Commission,Northgate Training Total,£510.00
Audit Commission,Sandstone Limited Total,£510.00
Audit Commission,HCL Safety Limited Total,£509.50
Audit Commission,Eduserv Technologies Ltd Total,£500.00
Audit Commission,University of Sheffield Total,£500.00
Audit Commission,Bespoke Speechwriting Services Limited Total,£495.02
Audit Commission,CLT Conferences Total,£495.00
Audit Commission,The Derby Conference Centre Total,£494.25
Audit Commission,Leisure Connection Ltd Total,£480.77
Audit Commission,GTI Specialist Publishers Ltd Total,£480.37
Audit Commission,Unite Technologies Ltd Total,£480.28
Audit Commission,Legal Escrow & Arbitration Services Ltd Total,£480.00
Audit Commission,Association of Directors of Adult Social Services Total,£475.00
Audit Commission,Chartered Institute of Public Relations Total,£475.00
Audit Commission,Sign Engineering Technology Ltd Total,£467.70
Audit Commission,Automobile Association Ltd Total,£465.00
Audit Commission,Public Concern at Work Total,£465.00
Audit Commission,Local Government Association Research Total,£459.65
Audit Commission,Absolute Translations Total,£459.00
Audit Commission,Serviceline Total,£458.95
Audit Commission,Kall Kwik Westminster Total,£448.00
Audit Commission,Association of Graduate Recruiters Total,£440.00
Audit Commission,West Berkshire District Council Total,£437.10
Audit Commission,Parli Training Total,£426.00
