ALB,Supplier,Net Amount £
Audit Commission,Lipfriend Rodd International Ltd Total,"£173,773.80"
Audit Commission,Mercer Human Resources Consulting Limited Total,"£164,844.96"
Audit Commission,Parity Solutions Ltd Total,"£164,437.77"
Audit Commission,Kaplan Financial (Leicester) Total,"£160,534.65"
Audit Commission,Kinnarps (UK) Ltd Total,"£159,628.07"
Audit Commission,Kaisen Consulting Ltd Total,"£157,913.86"
Audit Commission,Autonomy Systems Ltd Total,"£147,157.30"
Audit Commission,SOG Ltd Total,"£145,195.92"
Audit Commission,British Gas Business Total,"£145,180.79"
Audit Commission,Veredus Total,"£143,640.00"
Audit Commission,Cobalt Sky Ltd Total,"£135,260.00"
Audit Commission,ETC Venues Ltd (main and ONLY account) Total,"£134,515.86"
Audit Commission,Hulley & Kirkwood Consulting Engineers Total,"£133,572.51"
Audit Commission,OPM - London Total,"£132,741.84"
Audit Commission,Ocean Group Holdings Limited Total,"£132,722.28"
Audit Commission,Grant Thornton UK LLP (Northampton) Total,"£128,868.70"
Audit Commission,Leeming Pilkington Ltd Total,"£121,173.56"
Audit Commission,Solihull Metropolitan Borough Council Total,"£119,795.00"
Audit Commission,Gradweb Total,"£118,318.44"
Audit Commission,Pringle Brandon Total,"£118,123.28"
Audit Commission,Regus (Cambridge Cambourne) Total,"£117,316.77"
Audit Commission,J P Gray Ltd Total,"£117,250.75"
Audit Commission,Trident Services Ltd Total,"£116,688.00"
Audit Commission,Avocent Software Ltd Total,"£113,475.98"
Audit Commission,GVA Grimley LLP Total,"£112,625.35"
Audit Commission,De Vere Venues Limited Total,"£110,457.74"
Audit Commission,Regus Sales Ledger Dept Total,"£109,598.58"
Audit Commission,Mitie Engineering Maintenance Ltd Total,"£106,842.05"
Audit Commission,Cedar Consulting (UK) Ltd Total,"£105,595.91"
Audit Commission,Kainos Software Ltd Total,"£102,065.07"
Audit Commission,Improvement & Development Agency Total,"£101,685.40"
Audit Commission,Radley Yeldar Total,"£101,442.00"
Audit Commission,Restore Total,"£100,966.18"
Audit Commission,Unit 4 Business Software Ltd (Agresso) Total,"£100,549.25"
Audit Commission,Hays Accountancy Personnel Total,"£91,845.04"
Audit Commission,"BPP Professional Education (ACCA, CIMA ETC) Total","£91,209.19"
Audit Commission,CIPFA Business Ltd Total,"£87,512.89"
Audit Commission,Leeds City Council Total,"£82,935.00"
Audit Commission,PricewaterhouseCoopers LLP Total,"£82,546.00"
Audit Commission,Eastleigh Borough Council Total,"£80,061.35"
Audit Commission,National Audit Office Total,"£77,000.00"
Audit Commission,EC Group Total,"£76,295.18"
Audit Commission,Davitt Jones Bould - MAIN ACCOUNT Total,"£75,341.88"
Audit Commission,Tyne Investments Three LLP (Rent & Ins only) Total,"£75,296.41"
Audit Commission,ACCA Total,"£75,140.00"
Audit Commission,Jones Lang Lasalle Total,"£74,555.58"
Audit Commission,The Team Total,"£74,537.15"
Audit Commission,Inland Revenue (PAYE Settlement Agreement) Total,"£73,762.48"
Audit Commission,Imago Total,"£73,559.25"
Audit Commission,Steff Property Management Ltd Total,"£73,348.25"
Audit Commission,MB Construction Services Ltd Total,"£73,123.58"
Audit Commission,Baker Tilly Total,"£72,805.00"
Audit Commission,Swaythling Housing Society Total,"£70,241.54"
Audit Commission,London Borough of Newham Total,"£69,221.13"
Audit Commission,Ashorne Hill Conference Centre Total,"£68,950.76"
Audit Commission,Blaby District Council Total,"£68,385.00"
Audit Commission,Warwick University Business School Total,"£66,682.40"
Audit Commission,Kenexa Total,"£66,597.35"
Audit Commission,Prospect Total,"£66,297.59"
Audit Commission,Park Plaza Hotel Victoria London Total,"£65,962.55"
Audit Commission,EDF Energy Total,"£63,893.97"
Audit Commission,C.W.Print Group Total,"£62,267.00"
Audit Commission,Accenture UK Ltd Total,"£59,426.00"
Audit Commission,Bolton Metropolitan Borough Council Total,"£58,685.00"
Audit Commission,Amber & Green Ltd Total,"£57,785.60"
Audit Commission,Human Assets Ltd Total,"£57,304.09"
Audit Commission,Denison Williams Consulting Total,"£57,080.27"
Audit Commission,Cushman & Wakefield Total,"£57,015.00"
Audit Commission,Marriott Forest of Arden Hotel & Country Club Total,"£56,910.86"
Audit Commission,Sybase UK Ltd Total,"£56,835.00"
Audit Commission,Swets Information Services Ltd Total,"£56,615.42"
Audit Commission,PricewaterhouseCoopers Total,"£56,340.00"
Audit Commission,Wales Audit Office Total,"£54,654.76"
Audit Commission,Park Inn Heathrow Total,"£53,360.51"
Audit Commission,PKF Accountants & Business Advisors Total,"£52,906.00"
Audit Commission,KPMG LLP Total,"£52,099.00"
Audit Commission,Commission for Social Care Inspection Total,"£51,824.00"
Audit Commission,Northamptonshire County Council Total,"£50,783.49"
Audit Commission,Reliance Security Services Ltd Total,"£50,376.23"
Audit Commission,BUPA Health Assurance Total,"£49,361.32"
Audit Commission,Exchange House (Taunton) Ltd Total,"£48,711.42"
Audit Commission,ETC Venues Ltd - Prospero/Dexter Total,"£48,687.80"
Audit Commission,Consensus Information Technology Ltd Total,"£46,939.30"
Audit Commission,IRIS Software & Services Total,"£46,939.30"
Audit Commission,Cyclescheme Limited Total,"£46,911.43"
Audit Commission,GL Hearn Total,"£46,569.00"
Audit Commission,London Fire & Emergency Planning Authority Total,"£46,039.20"
Audit Commission,Everstone Associates Ltd Total,"£45,956.84"
Audit Commission,Harrow Green Removals Group Total,"£45,530.71"
Audit Commission,Treasury Votes Cash Account Total,"£45,035.30"
Audit Commission,University of Warwick Total,"£44,853.99"
Audit Commission,Jan Cowan Total,"£44,843.39"
Audit Commission,Belben Wells Total,"£44,472.00"
Audit Commission,Grant Thornton UK LLP (Manchester) Total,"£44,202.45"
Audit Commission,Bramah Ltd Total,"£43,779.47"
Audit Commission,Mitie Managed Services Ltd Total,"£43,249.17"
Audit Commission,Posturite (UK) Ltd Total,"£42,638.37"
Audit Commission,Roleplay UK Total,"£42,582.76"
Audit Commission,Emap Ltd Total,"£42,451.00"
Audit Commission,Multi Resource Marketing Total,"£42,443.98"
Audit Commission,Conference Aston Total,"£41,759.38"
Audit Commission,Certified Accountants Educational Projects Ltd Total,"£41,660.00"
Audit Commission,Monster Worldwide Ltd Total,"£41,600.40"
Audit Commission,Atlantic Business Centre Total,"£41,576.55"
Audit Commission,Westminster Business Centre Total,"£41,435.67"
Audit Commission,St Johns Hotel Solihull Total,"£40,808.43"
Audit Commission,Conseq Ltd Total,"£40,665.00"
Audit Commission,Durrants Total,"£40,223.70"
Audit Commission,Odgers Ray & Berndtson Total,"£39,598.00"
Audit Commission,MSC Associates Ltd Total,"£39,473.42"
Audit Commission,Winter Rule Chartered Accountants Total,"£38,815.50"
Audit Commission,BNP Paribas Real Estate (Atisreal) Total,"£38,154.90"
Audit Commission,Project Development Workshop Total,"£38,126.12"
Audit Commission,The Helm Corporation Total,"£38,008.09"
Audit Commission,Cablecom  Networking Ltd Total,"£37,752.11"
Audit Commission,Grant Riches Total,"£37,519.50"
Audit Commission,Siemens Financial Services Ltd Total,"£37,390.88"
Audit Commission,Gissings Advisory Services Ltd Total,"£37,225.25"
Audit Commission,Voice Business Total,"£37,108.85"
Audit Commission,Appliance Testing U.K. Total,"£37,049.95"
Audit Commission,London Borough of Sutton Total,"£36,945.05"
Audit Commission,Advantage Professional UK Ltd Total,"£36,049.90"
Audit Commission,Kanga Trading Ltd Total,"£36,020.10"
Audit Commission,ADT Fire & Security PLC Total,"£35,872.57"
Audit Commission,Steps Drama Learning Development Ltd Total,"£35,830.72"
Audit Commission,Hodgson Elkington & Co Total,"£35,380.30"
Audit Commission,OCS Group UK Ltd Total,"£35,136.01"
Audit Commission,Regus (Manchester Cheadle) Total,"£35,054.27"
Audit Commission,BDP Media Group Total,"£35,000.00"
Audit Commission,Park Cleaning Services Ltd Total,"£34,198.12"
Audit Commission,Home Office General Cash Account Total,"£34,135.05"
Audit Commission,Winchester City Council Total,"£33,901.94"
Audit Commission,Shred It Ltd - Consolidated bill Total,"£33,836.22"
Audit Commission,Branch and Lee Consulting Ltd Total,"£32,462.00"
Audit Commission,GAYE Total,"£32,330.50"
Audit Commission,GFK NOP Limited Total,"£32,235.00"
Audit Commission,Caretower IT Solutions Total,"£32,177.00"
Audit Commission,University of Reading Total,"£31,893.91"
Audit Commission,ING Lease (UK) Ltd Total,"£31,704.81"
Audit Commission,Ward Diamond Advertising (WDAD) Total,"£31,601.58"
Audit Commission,Flora-Tec Ltd Total,"£31,005.42"
Audit Commission,Television News Release Ltd Total,"£30,951.20"
Audit Commission,Office for National Statistics Total,"£30,700.69"
Audit Commission,Capita Business Services Ltd Total,"£30,641.13"
Audit Commission,Personal Performance Consultants Total,"£30,406.52"
Audit Commission,Serco Occupational Health Total,"£30,256.16"
Audit Commission,Good Practice Ltd Total,"£30,000.00"
Audit Commission,The Information Centre Total,"£30,000.00"
Audit Commission,Warner Investments Ltd Total,"£29,961.06"
Audit Commission,IML Ltd Total,"£29,942.50"
Audit Commission,Warwickshire County Council Total,"£29,905.96"
Audit Commission,Insight Direct UK Ltd Total,"£29,904.00"
Audit Commission,Bowdraper Ltd Total,"£29,881.81"
Audit Commission,Francis Clark LLP Total,"£29,179.77"
Audit Commission,Luxborough Consultancy Limited Total,"£29,000.00"
Audit Commission,Meeting venues Total,"£28,621.53"
Audit Commission,Alton Ainley Total,"£28,350.85"
Audit Commission,HQN Ltd Total,"£28,220.01"
Audit Commission,Moves Group Ltd Total,"£27,667.82"
Audit Commission,Connect Public Affairs Ltd Total,"£27,594.88"
Audit Commission,FTC Kaplan Total,"£27,587.33"
Audit Commission,Dell Computer Corporation Total,"£27,249.60"
Audit Commission,Energize Learning & Development Ltd Total,"£27,000.00"
Audit Commission,Satisnet Limited Total,"£26,883.27"
Audit Commission,Selecta UK Ltd Total,"£26,837.35"
Audit Commission,Auditware Systems Ltd Total,"£26,750.00"
Audit Commission,Bunnyfoot Ltd Total,"£26,740.00"
Audit Commission,Evans Easyspace Limited Total,"£26,731.20"
Audit Commission,Excol Consulting Ltd Total,"£26,691.02"
Audit Commission,Sweet & Maxwell Ltd Total,"£26,614.36"
Audit Commission,GatenbySanderson Limited Total,"£26,488.70"
Audit Commission,Beaufort Training & Development Total,"£26,484.60"
Audit Commission,Paul Barlow Total,"£26,100.00"
Audit Commission,Octavia PSM Total,"£25,843.91"
Audit Commission,Hereford & Worcester Fire & Rescue Authority Total,"£25,772.51"
Audit Commission,Stephenson Property Services Total,"£25,620.23"
Audit Commission,David Sloan Total,"£25,575.00"
Audit Commission,Henley Centre Headlight Vision Total,"£25,478.00"
Audit Commission,Jodi Berg Total,"£25,363.99"
Audit Commission,Davitt Jones Bould - Client Account (CHAPS ONLY) Total,"£25,252.73"
Audit Commission,Hays Montrose Construction & Property Total,"£25,060.64"
Audit Commission,FGS McClure Watters Total,"£25,000.00"
Audit Commission,John Tatam Ltd Total,"£24,551.31"
Audit Commission,SHL Group Limited Total,"£24,465.00"
Audit Commission,Regeneration and Housing Services Total,"£24,439.13"
Audit Commission,DEFRA Total,"£24,255.40"
Audit Commission,De Vere Whites Total,"£23,874.31"
Audit Commission,BT Global Services Total,"£23,768.16"
Audit Commission,KM&T Ltd Total,"£23,486.83"
Audit Commission,Policymatter Ltd Total,"£23,480.00"
Audit Commission,Gateshead MBC Total,"£23,401.25"
Audit Commission,Exeter City Council (Rates) Total,"£23,158.75"
Audit Commission,Novotel London St Pancras Total,"£23,104.53"
Audit Commission,Radiotaxis Total,"£22,911.97"
Audit Commission,Phoenix Beard (service Chgs & electr only) Total,"£22,726.33"
Audit Commission,Cyber Media Solutions Ltd Total,"£22,715.81"
Audit Commission,Editorial Intelligence Ltd Total,"£22,600.00"
Audit Commission,LexisNexis Butterworths Total,"£22,555.63"
Audit Commission,Promanco Ltd Total,"£22,418.49"
Audit Commission,11 Kings Bench Walk Chambers Total,"£21,986.02"
Audit Commission,Kiddy International Ltd Total,"£21,589.20"
Audit Commission,L & F Express Transport Total,"£21,485.54"
Audit Commission,Quest Software (UK) Ltd Total,"£21,450.00"
Audit Commission,Inmarsat Global Limited Total,"£21,335.15"
Audit Commission,Woodward Associates (UK) Ltd Total,"£21,320.00"
Audit Commission,Heath House Consultancy Limited Total,"£21,278.04"
Audit Commission,Consolidated Communications Total,"£21,276.60"
Audit Commission,Aon Consulting Ltd Total,"£21,250.00"
Audit Commission,Dorset Primary Care Trust Total,"£21,175.66"
Audit Commission,Cigna Healthcare & Group Life Total,"£20,956.95"
Audit Commission,NCC Services Ltd Total,"£20,850.00"
Audit Commission,Dooba Investments VI Ltd Total,"£20,647.31"
Audit Commission,Stanton & Stanton Total,"£20,406.36"
Audit Commission,Worldwide Travelcare Total,"£20,289.61"
Audit Commission,Blythburgh Ltd Total,"£20,105.63"
Audit Commission,MK PCT Solutions for Public Health Total,"£20,000.00"
Audit Commission,Microsoft Ltd Total,"£19,945.00"
Audit Commission,Foreign & Commonwealth Office Total,"£19,903.90"
Audit Commission,New Connaught Rooms Total,"£19,545.01"
Audit Commission,York Consulting LLP Total,"£19,317.00"
Audit Commission,Arena Business Centres Total,"£19,306.53"
Audit Commission,The Original Software Group Limited Total,"£19,200.00"
Audit Commission,Hotel Russell London Total,"£19,143.71"
Audit Commission,Audit Scotland Total,"£19,005.30"
Audit Commission,Jon Spencer Total,"£18,991.67"
Audit Commission,Berkeley Controls Total,"£18,928.07"
Audit Commission,Weetwood Hall Ltd Total,"£18,578.70"
Audit Commission,Ricoh (UK) Ltd Total,"£18,576.12"
Audit Commission,Performance Management Services Int. Ltd Total,"£18,422.69"
Audit Commission,Parcelforce Worldwide Total,"£18,363.63"
Audit Commission,Milsted Langdon LLP Total,"£18,349.74"
Audit Commission,Oxford City Council Total,"£18,308.75"
Audit Commission,Serco Limited Total,"£18,172.62"
Audit Commission,Stevenage Borough Council Total,"£18,066.25"
Audit Commission,Frontline Consultants Total,"£18,039.94"
Audit Commission,Design 21 Limited Total,"£18,000.00"
Audit Commission,ComRes Total,"£17,900.00"
Audit Commission,Legal & General Total,"£17,650.74"
Audit Commission,CIO Connect Ltd Total,"£17,500.00"
Audit Commission,Integralis Ltd Total,"£17,349.98"
Audit Commission,Enrich Reward Ltd Total,"£17,301.75"
Audit Commission,Ashridge Consulting Group Ltd Total,"£17,250.00"
Audit Commission,Sanderson Recruitment Plc Total,"£17,175.75"
Audit Commission,Matsim Properties Ltd Total,"£17,111.25"
Audit Commission,Northgate HR Limited Total,"£17,090.00"
Audit Commission,Rushmoor Borough Council Total,"£17,063.00"
Audit Commission,Limehouse Software LTD Total,"£17,000.00"
Audit Commission,Housing Consultancy Services Ltd Total,"£16,933.32"
Audit Commission,Bishop Fleming Total,"£16,847.95"
Audit Commission,City Inn Westminster Total,"£16,682.55"
Audit Commission,Apex Consulting Group Ltd Total,"£16,608.18"
Audit Commission,Newbury Racecourse PLC Total,"£16,580.00"
Audit Commission,Angela Watson & Associates Total,"£16,500.00"
Audit Commission,"Crowne Plaza Hotel, Birmingham NEC Total","£16,451.05"
Audit Commission,Marco Longhi Ltd Total,"£16,385.90"
Audit Commission,Woodside Training Conf Centre Total,"£16,353.31"
Audit Commission,Weymouth & Portland Borough Council Total,"£16,209.54"
Audit Commission,Benenden Healthcare Society Total,"£16,099.08"
Audit Commission,Holiday Inn Bristol - Filton Total,"£15,913.73"
Audit Commission,North East Derbyshire District Council Total,"£15,883.75"
Audit Commission,NHS Confederation Total,"£15,880.00"
Audit Commission,Holbrooks Printers Ltd Total,"£15,847.00"
Audit Commission,OWL Management Consulting Total,"£15,845.30"
Audit Commission,Peyton & Byrne Ltd Total,"£15,827.50"
Audit Commission,Department for Works and Pensions Total,"£15,671.00"
Audit Commission,Boon Edam Ltd Total,"£15,590.00"
Audit Commission,Peter R Williams Limited Total,"£15,272.95"
Audit Commission,Lance Edynbry Partnership Total,"£15,235.00"
Audit Commission,Birmingham City Council Total,"£15,190.86"
Audit Commission,Lancashire County Developments (Property) Ltd Total,"£15,166.97"
Audit Commission,QA IQ Ltd Total,"£15,158.95"
Audit Commission,Challenge Consulting Services Ltd Total,"£15,015.86"
Audit Commission,South Landing Total,"£15,010.08"
Audit Commission,CGC Events Ltd (York race course) Total,"£14,970.70"
Audit Commission,Godfrey Syrett Ltd Total,"£14,887.00"
Audit Commission,Electric Airwaves Limited Total,"£14,870.00"
Audit Commission,Goadsby & Harding Ltd Total,"£14,765.34"
Audit Commission,Parity Training Ltd Total,"£14,759.10"
Audit Commission,Spring Technology Total,"£14,702.70"
Audit Commission,MWB Business Exchange Total,"£14,589.05"
Audit Commission,Vodafone Limited Total,"£14,498.85"
Audit Commission,Wolters Kluwer (UK) Ltd Total,"£14,486.82"
Audit Commission,Tamar Science Park Limited Total,"£14,332.00"
Audit Commission,Learning Tree International Total,"£14,295.00"
Audit Commission,BHSF Limited Total,"£14,229.93"
Audit Commission,Ignite Consulting Total,"£14,200.00"
Audit Commission,Tyrrell Systems Ltd Total,"£14,104.35"
Audit Commission,NRG Group Total,"£13,942.59"
Audit Commission,Brintex Events Total,"£13,940.80"
Audit Commission,Wyboston Lakes Ltd Total,"£13,831.90"
Audit Commission,Dod's Parliamentary Communications Total,"£13,703.88"
Audit Commission,Sevenoaks District Council Total,"£13,701.25"
Audit Commission,Anglia Ruskin University Total,"£13,580.00"
Audit Commission,Tony Fraser Total,"£13,515.56"
Audit Commission,Leith's at London Zoo Total,"£13,470.00"
Audit Commission,Morris & Company Total,"£13,443.00"
Audit Commission,TNS UK Ltd Total,"£13,315.00"
Audit Commission,Reach Consulting (Cumbria) Ltd Total,"£13,230.13"
Audit Commission,BMI Healthcare Ltd - Health Screening Total,"£13,225.50"
Audit Commission,Gloucestershire County Council Total,"£13,204.21"
Audit Commission,Property Partners Management Ltd Total,"£13,065.39"
Audit Commission,Cubiks Limited Total,"£12,990.00"
Audit Commission,Oxford Strategic Marketing Ltd Total,"£12,863.84"
Audit Commission,Re Think Recruitment Solutions Ltd Total,"£12,827.85"
Audit Commission,Management Perspectives Total,"£12,825.00"
Audit Commission,Corona Energy Ltd Total,"£12,687.66"
Audit Commission,R S Consulting Total,"£12,652.12"
Audit Commission,Barbourne Associates Total,"£12,600.00"
Audit Commission,Kone Plc Total,"£12,505.09"
Audit Commission,Evolution Water Services Ltd Total,"£12,460.00"
Audit Commission,A&PW Consultants Ltd Total,"£12,459.60"
Audit Commission,Natcen Learning Total,"£12,456.00"
Audit Commission,JSB Training Total,"£12,305.50"
Audit Commission,The Press Association Limited Total,"£12,281.96"
Audit Commission,Plymouth City Council Total,"£12,274.98"
Audit Commission,Fox IT Limited Total,"£12,271.00"
Audit Commission,Capita Resourcing (Greenwich) Total,"£12,233.92"
Audit Commission,Hunter Didrichesen Marketing & MAnagement Ltd Total,"£12,173.32"
Audit Commission,Idox Information Services Ltd Total,"£12,144.00"
Audit Commission,Viridor Waste Management Ltd Total,"£12,134.05"
Audit Commission,Emerald Group Publishing Limited Total,"£12,000.00"
Audit Commission,The Hay Group Management Limited Total,"£12,000.00"
Audit Commission,Connect Water Systems Central Ltd Total,"£11,954.78"
Audit Commission,Orange (Credit) Total,"£11,910.00"
Audit Commission,TeamSpirit Software Limited Total,"£11,909.54"
Audit Commission,Nedstat Ltd Total,"£11,870.00"
Audit Commission,Fromevale Limited Total,"£11,674.00"
Audit Commission,Peter Abraham Total,"£11,657.27"
Audit Commission,St Johns Ambulance NHQ Total,"£11,654.81"
Audit Commission,Academy of High Achievers Ltd Total,"£11,618.28"
Audit Commission,Chan Badrinath Total,"£11,550.00"
Audit Commission,Transcribe IT Total,"£11,544.75"
Audit Commission,SPSS (UK) Ltd Total,"£11,525.40"
Audit Commission,GBS Corporate Training plc Total,"£11,453.55"
Audit Commission,Auto Windscreens Limited Total,"£11,371.29"
Audit Commission,Ocean Media Group Ltd Total,"£11,369.63"
Audit Commission,Church House Conference Centre Total,"£11,356.57"
Audit Commission,QSR International Pty Ltd Total,"£11,294.00"
Audit Commission,Local Government Association Total,"£11,287.59"
Audit Commission,Duncan Campbell-Smith (Swift Writing) Total,"£11,200.00"
Audit Commission,ETC Venues Ltd -Park St/ Hatton Total,"£11,170.00"
Audit Commission,Osmond Group Ltd Total,"£11,075.40"
Audit Commission,Ofsted Total,"£11,046.74"
Audit Commission,HM Inspectorate of Constabulary Total,"£10,901.00"
Audit Commission,Intellego Systems Limited Total,"£10,900.00"
Audit Commission,Rand Europe Cambridge Ltd Total,"£10,811.50"
Audit Commission,Stiles Harold Williams Total,"£10,736.94"
Audit Commission,George Buckley Total,"£10,600.00"
Audit Commission,Bevan Brittan LLP Total,"£10,578.16"
Audit Commission,Black Mole Productions Limited Total,"£10,461.35"
Audit Commission,Halls Worcester LLP Total,"£10,459.89"
Audit Commission,EMC Limited Total,"£10,389.90"
Audit Commission,Holiday Inn Taunton Total,"£10,355.22"
Audit Commission,The Young Foundation Total,"£10,328.00"
Audit Commission,Philip Blake Ltd Total,"£10,200.00"
Audit Commission,The Whitehall & Industry Group Total,"£10,200.00"
Audit Commission,Glen Sanderson Total,"£10,177.41"
Audit Commission,Sefton Council Total,"£10,175.51"
Audit Commission,Accor Corporate Services Total,"£10,164.75"
Audit Commission,Department for Communities and Local Government Total,"£10,087.00"
Audit Commission,Barcelo Walton Hall & Hotel Total,"£10,008.89"
Audit Commission,Aquarium Writers Ltd Total,"£10,000.00"
Audit Commission,The Smith Institute Total,"£10,000.00"
Audit Commission,Haydock Park Racecourse Total,"£9,983.75"
Audit Commission,University of West of England Total,"£9,925.00"
Audit Commission,Heart 2 Head Ltd Total,"£9,880.00"
Audit Commission,NX10 Ltd Total,"£9,870.00"
Audit Commission,CRG Research Ltd Total,"£9,855.00"
Audit Commission,AIMediaComms Total,"£9,800.00"
Audit Commission,Keith Dixon Total,"£9,798.95"
Audit Commission,Pegasus Couriers Ltd Total,"£9,691.39"
Audit Commission,Royal York Hotel Total,"£9,652.15"
Audit Commission,Maxima Information Grouo Ltd Total,"£9,548.00"
Audit Commission,Ipswich Borough Council Total,"£9,537.93"
Audit Commission,Novotel London Waterloo Hotel Total,"£9,525.25"
Audit Commission,Isis Innovation Total,"£9,440.00"
Audit Commission,Blackstone Chambers Total,"£9,375.00"
Audit Commission,Boulden Management Consultants Ltd Total,"£9,251.20"
Audit Commission,Norfolk County Council Total,"£9,214.70"
Audit Commission,Marriott Breadsall Priory Hotel Total,"£9,140.64"
Audit Commission,Jane Foot Limited Total,"£9,000.00"
Audit Commission,S8080 Total,"£9,000.00"
Audit Commission,Neil Stewart Associates Total,"£8,998.00"
Audit Commission,The Times 100 Total,"£8,995.00"
Audit Commission,Rentokil Pest Control Total,"£8,972.64"
Audit Commission,The Solace Foundation Total,"£8,950.00"
Audit Commission,Hemsley Fraser Training Group Total,"£8,948.70"
Audit Commission,The Stationery Office Ltd (TSO) Total,"£8,937.31"
Audit Commission,York Racecourse (CGC) Total,"£8,929.85"
Audit Commission,Pitney Bowes MapInfo Limited Total,"£8,918.56"
Audit Commission,MSD International Ltd Total,"£8,870.15"
Audit Commission,Demon Internet Total,"£8,855.24"
Audit Commission,Stafford Borough Council Total,"£8,851.25"
Audit Commission,Ricoh UK Limited (NRG) Total,"£8,845.87"
Audit Commission,Newspaper Licensing Agency Total,"£8,823.82"
Audit Commission,Hyatt Regency Birmingham Total,"£8,802.99"
Audit Commission,ED-ICT Business Solutions Ltd Total,"£8,790.00"
Audit Commission,Knowledgeable Ltd Total,"£8,776.60"
Audit Commission,E K Jones Ltd Total,"£8,744.80"
Audit Commission,Brighton and Hove Council Total,"£8,730.00"
Audit Commission,Maynard Leigh Associates Total,"£8,684.59"
Audit Commission,Consultant Cleaners Ltd Total,"£8,679.24"
Audit Commission,HfMA Ltd Total,"£8,670.00"
Audit Commission,ICAEW Total,"£8,580.00"
Audit Commission,Alasdair Liddell Total,"£8,543.30"
Audit Commission,Language Line Total,"£8,509.20"
Audit Commission,BGP McConaghy Architects Total,"£8,452.78"
Audit Commission,SITA Uk Limited Total,"£8,407.53"
Audit Commission,Neil Pringle Total,"£8,371.18"
Audit Commission,Stephens & George Ltd Total,"£8,332.38"
Audit Commission,CDEV Computing Total,"£8,288.00"
Audit Commission,Global Knowledge Network Training Ltd Total,"£8,270.00"
Audit Commission,RADA Enterprises Limited Total,"£8,225.00"
Audit Commission,Butterworths Tolley Total,"£8,117.50"
Audit Commission,Cornwall County Council Total,"£8,002.50"
Audit Commission,Philip Box Total,"£7,900.00"
Audit Commission,Housemark Ltd Total,"£7,875.00"
Audit Commission,Iron Mountain (UK) Ltd Total,"£7,870.12"
Audit Commission,Progressive Partnership Ltd Total,"£7,857.58"
Audit Commission,John Best Re.Generation Limited Total,"£7,761.50"
