Minister,Date,Name of External Organisation,Purpose of meeting
"Minister of State (Trade and Investment), Lord Green","June, 2012",Sahara Prime City Limited,To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","June, 2012","Standard Charted Bank, Deutsche Bank, Merrill Lynch Bank ",To discuss the Eurozone
"Minister of State (Trade and Investment), Lord Green","June, 2012","German Industry UK, Bentley Motors, BMW UK, Bosch, Brose, DHL, MAHLE Powertrain, MAN Truck & Bus UK Ltd, Schaeffler, ThyssenKrupp UK, Volkswagen Group UK",To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","June, 2012","The American Pharmaceutical Group, Amgen, Pfizer, Janssen,  Bristol-Myers Squibb, Lilly UK",To discuss trade and investment 
"Minister of State (Trade and Investment), Lord Green","June, 2012",EDF Energy,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","June, 2012","Stephenson Harwood, Sanne Group, European Bank for Reconstruction and Development, Shell, Sagwen, Nottingham University Business School",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","June, 2012",BT,To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","June, 2012","Surrey Satellite Technology, Griffon Hoverwork, Xtrac, Ricardo, Norbar Torque Tools, Torftech, Alexander Dennis, Stannah Stairlifts, Martin-Baker,  Bremont, Dytecna",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","June, 2012","The Association of Chartered Certified Accountants, Baker Tilly, Begbies Traynor, Buzzacott, Chartered Institute of Management Accountants , Deloitte, Ernst & Young, Kingston Smith, KPMG, Mazars, PricewaterhouseCoopers, RSM Tenon, Institute of Chartered Accountants in England and Wales",To discuss trade and investment
"Minister of State (Trade and Investment), Lord Green","June, 2012","Thames Valley Berkshire Local Enterprise Partnership, SEGRO,  3M, Oracle,  TradeMark Windows, Thames Valley Berkshire Local Enterprise Partnership, Federation of Small Businesses, Shoosmiths,  University of Reading, BT, Berkshire Community Foundation",To discuss trade and investment
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","April, 2012",Trades Union Congress,Regular meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","April, 2012","Association of Convenience Stores, Booker, Budgens, The Co-operative Group, Co-operative Retail Trading Group, Lincolnshire Co-operative, Martin McColl, One Stop Stores, Tates Ltd, Post Office Ltd, SPAR, Costcutter",To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","April, 2012",Engineering Employers Federation,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Royal Mail,Regular meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Royal Mail Statutory Pension Scheme ,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",TNT Post,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",FairPensions,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012","Mutuo, Ownership Commission, Employee Ownership Association, Plunkett Foundation",To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",ONE International  ,To discuss transparency
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",British Chambers of Commerce,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Communication Workers Union,Regular meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Trading Standards Institute,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Royal College of Surgeons,To discuss employment relations
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012","Newton Investment Management, Association of British Insurers, Victrex, Freshfields Bruckhaus Deringer, Confederation of British Industry, BlackRock, Aviva, Institute of Chartered Secretaries and Administrators ",To discuss corporate governance
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Institute of Directors,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Professional and Business Services Group,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Co-operatives UK,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Bank of Ireland,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Employee Ownership Association,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Institute of Chartered Accountants in England and Wales,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Recruitment and Employers Confederation,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012","British Cheque and Credit Association, Finance and Leasing Association, Consumer Finance Association, Consumer Credit Trade Association",To discuss consumer affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012","National Federation of SubPostmasters, Communication Workers Union, Consumer Focus, Age UK, Association of Convenience Stores, Federation of Small Businesses, Co-operative Group, Post Office Ltd",To discuss postal affairs 
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",The Ownership Commission ,To discuss corporate governance
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Maternity Action,To discuss employment relations
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Social Enterprise UK,Introductory meeting
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012","Lewis Silkin, Intel GMBH, Societe Generale, Jaguar, Land Rover, Arsenal Football Club Plc, Barclays Bank, Infosys, JP Morgan, Ford, British Sky Broadcasting Ltd, AXA UK, Shell International, Aon Hewitt, Credit Suisse Securities Limited, CB Richard Ellis, Marks & Spencer, Freshfields, Oracle Corporation UK Ltd, IBM UK",To discuss employment relations
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012","Institute of Credit Management, Association of British Insurers, British Property Federation, Road Haulage Association, Royal Bank of Scotland, HSBC, UK Individual Shareholders Society, Giftware Association, Daniels Silverman, R3 Association of Business Recovery Professionals, KPMG, Ernst & Young, Deloitte, Joint Insolvency Committee, Institute of Chartered Accountants in England and Wales, PricewaterhouseCoopers, Insolvency Practitioners Association, Association of Chartered Certified Accountants",To discuss insolvency
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Post Office Ltd,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Rural Shops Alliance,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Community Interest Company Association,To discuss corporate governance
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Royal Mail,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","May, 2012",Post Office Ltd,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012","Chartered Institute of Taxation, Association of Business Schools, Association of Chartered Certified Accountants, Institute of Chartered Accountants of Scotland, Institute of Financial Accountants, Institute of Chartered Accountants in England and Wales",To discuss corporate governance
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012","Citizens Advice, Money Advice Trust), Which? AdviceUK, Consumer Credit Counselling Service, Institute of Money Advisers, Christians Against Poverty, Payplan, Debt Managers Standards Association, Debt Resolution Forum, Association of Professional Debt Solution Intermediaries, Debt Free Direct, ClearDebt, Bright Oak, Credit Services Association, Finance & Leasing Association, British Bankers Association, UK Cards Association Santander, HSBC, Royal Bank of Scotland, Barclays, Lloyds, R3, Office of Fair Trading, Money Advice Service, Financial Services Authority, Insolvency Practitioners Association",To discuss consumer affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012",The Cooperation Incubator,To discuss corporate social responsibility 
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012",Post Office Ltd,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012","Baxi Partnership, CASS Business School, Confederation of British Industry, Co-operatives UK, Employee Engagement Taskforce, Employee Ownership Association, Employee Share Ownership Centre, Institute of Directors, John Lewis Partnership, Mutuo, Prospect Services",To discuss corporate governance
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012",Trades Union Congress,To discuss corporate governance
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012",Post Office Ltd,To discuss postal affairs
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012",Post Office Ltd,To discuss postal affairs  
"Parliamentary Under-Secretary of State (Employment Relations, Consumer and Postal Affairs), Norman Lamb MP","June, 2012",Justice For Subpostmasters Alliance,To discuss postal affairs 
"Parliamentary Secretary (Business, Innovation and Skills), Baroness Wilcox","April, 2012",Authors’ Licensing and Collecting Society,General catch up
"Parliamentary Secretary (Business, Innovation and Skills), Baroness Wilcox","April, 2012",European Patent Office,General catch up
"Parliamentary Secretary (Business, Innovation and Skills), Baroness Wilcox","April, 2012","Specialty Fasteners & Components, Dr Sarah Wollaston MP",To discuss intellectual property 
"Parliamentary Secretary (Business, Innovation and Skills), Baroness Wilcox","May, 2012",Norwegian Minister of Trade,Introductory meeting
"Parliamentary Secretary (Business, Innovation and Skills), Baroness Wilcox","June, 2012","British Retail Consortium, ASDA, Sainsbury’s, Tesco",To discuss competition policy
"Parliamentary Secretary (Business, Innovation and Skills), Baroness Wilcox","June, 2012",Google,General catch up
