Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of buildings and military equipment ,Land Forces,TRAVIS PERKINS TRADING COMPANY LIMITED,NN5 7UE,858538,Fiscal asset under construction - capital in year addition,13434.4
Ministry of Defence,Ministry of Defence,28/10/2011,"Public relations, including marketing and advertising.",Central TLB,CENTRAL OFFICE OF INFORMATION,SE1 7DU,861306,Public relations services including items such as sales marketing and advertising,13375
Ministry of Defence,Ministry of Defence,26/10/2011,Estate management,Defence Infrastructure Organisation ,ISS MEDICLEAN LIMITED,GU21 5RW,860577,Estate + facilities management services - accommodation inventory + service,13366.4
Ministry of Defence,Ministry of Defence,12/10/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,854556,Utilities consumed - heating oil,13346.6
Ministry of Defence,Ministry of Defence,05/10/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,852090,Utilities consumed - electricity,13331.25
Ministry of Defence,Ministry of Defence,10/10/2011,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,853506,Utilities consumed - heating oil,13318.31
Ministry of Defence,Ministry of Defence,26/10/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860361,Equipment support non-project costs,13289.44
Ministry of Defence,Ministry of Defence,20/10/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,857895,Transport other operating lease,13282.5
Ministry of Defence,Ministry of Defence,04/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,ATKINS LIMITED,WR5 1TX,851210,Equipment support non-project costs,13126.83
Ministry of Defence,Ministry of Defence,13/10/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,855378,Cost of food purchases,13098.26
Ministry of Defence,Ministry of Defence,20/10/2011,Medical treatment & stores and welfare services,Land Forces,SERCO LIMITED,RG27 9UY,858451,Medical health services,13090
Ministry of Defence,Ministry of Defence,10/10/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Defence military assistance fund international subscriptions and other payments,13012.22
Ministry of Defence,Ministry of Defence,21/10/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,859071,Utilities consumed - gas,12964.54
Ministry of Defence,Ministry of Defence,06/10/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,852370,Utilities consumed - heating oil,12950.9
Ministry of Defence,Ministry of Defence,24/10/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,859369,Utilities consumed - heating oil,12862.34
Ministry of Defence,Ministry of Defence,31/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,HELMET INTEGRATED SYSTEMS LTD,SG6 2TU,862183,Equipment support non-project costs,12831.4
Ministry of Defence,Ministry of Defence,07/10/2011,Food and clothing,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,853207,Cost of food services,12791.58
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,859901,Cost of other material consumed,12743.87
Ministry of Defence,Ministry of Defence,28/10/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,861254,Consumption of engineering and technical inventory,12731.83
Ministry of Defence,Ministry of Defence,24/10/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,859144,Cost of clothing and textile services received,12726.72
Ministry of Defence,Ministry of Defence,05/10/2011,Research and development,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,DT9 4JW,851671,Feasibility studies covering concept/assessment phase costs,12666
Ministry of Defence,Ministry of Defence,03/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,850741,Equipment support non-project costs,12644.37
Ministry of Defence,Ministry of Defence,21/10/2011,General services and support,Defence Equipment & Support,THALES ATM LIMITED,KT9 1TB,859051,Defence equipment CLS/IOS service charge,12618.75
Ministry of Defence,Ministry of Defence,12/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,854500,Freight movement costs,12616.42
Ministry of Defence,Ministry of Defence,17/10/2011,Purchase of inventory and services ,Land Forces,SANOFI PASTEUR MSD LTD,SL6 1QP,856665,Consumption of medical dental and veterinary inventory,12612.24
Ministry of Defence,Ministry of Defence,13/10/2011,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Rent buildings - non civil estate property and married quarter property,12593.07
Ministry of Defence,Ministry of Defence,14/10/2011,Purchase of inventory and services ,Land Forces,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,855666,Cost of other material consumed,12534.17
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,858591,Cost of other material consumed,12477.23
Ministry of Defence,Ministry of Defence,05/10/2011,Property leases,Navy Command,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,851791,Property dwellings private finance initiative - service concession arrangement service charge,12466.85
Ministry of Defence,Ministry of Defence,19/10/2011,Medical treatment & stores and welfare services,Land Forces,THE SOLDIERS  SAILORS  AIRMEN AND FAMILIES ASS - FORCES HELP,SE1 2LP,857798,Welfare services including sports equipment and ministers of religion.,12392
Ministry of Defence,Ministry of Defence,20/10/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,12353.74
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,858591,Cost of other material consumed,12342.88
Ministry of Defence,Ministry of Defence,07/10/2011,Payment of utilities,Defence Equipment & Support,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,853236,Utilities consumed - electricity,12331.01
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Other Services & Office costs,Operations,BARCLAYCARD,,G - 9000137101 - 00120969,,12320.11
Ministry of Defence,Ministry of Defence,21/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,858726,Freight movement costs,12294.46
Ministry of Defence,Ministry of Defence,06/10/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,852371,Utilities consumed - heating oil,12211.08
Ministry of Defence,Ministry of Defence,03/10/2011,Purchase of inventory and services ,Land Forces,OFFICE DEPOT UK LTD,SP10 4JZ,851018,Cost of other material consumed,12169.61
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,859957,Cost of other material consumed,12164.82
Ministry of Defence,Ministry of Defence,27/10/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,860956,Consumption of engineering and technical inventory,12147.05
Ministry of Defence,Ministry of Defence,20/10/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,858105,Utilities consumed - heating oil,12134.55
Ministry of Defence,Ministry of Defence,21/10/2011,Food and clothing,Central TLB,SODEXO LTD,M50 0AL,859021,Cost of food services,12122.78
Ministry of Defence,Ministry of Defence,27/10/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,861157,Cost of other material consumed,12058.06
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Central TLB,SERCO LIMITED,RG27 9UY,860774,Cost of other material consumed,12001.49
Ministry of Defence,Ministry of Defence,12/10/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,854593,Computer equipment costing below the capitalisation threshold,12000
Ministry of Defence,Ministry of Defence,21/10/2011,Administration,Central TLB,CHAPMAN FREEBORN AIRCHARTERING LIMITED,RH10 9XA,858695,General administration,12000
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Air Command,QINETIQ LIMITED,PO12 2AG,858395,Equipment support non-project costs,11964
Ministry of Defence,United Kingdom Hydrographic Office,06/10/2011,Assets under construction,ICT Delivery Business Group,HPUG (UK) ltd,,2000056141,,11876.64
Ministry of Defence,Ministry of Defence,21/10/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,858798,Medical health services,11869.4
Ministry of Defence,Ministry of Defence,19/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,857234,Consumption of medical dental and veterinary inventory,11855.83
Ministry of Defence,Ministry of Defence,24/10/2011,Purchase of inventory and services ,Central TLB,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,859185,Cost of other material consumed,11844.85
Ministry of Defence,Ministry of Defence,12/10/2011,Estate management,Air Command,SAFESKYS LTD,HP11 1LT,854812,Estate + facilities management services - accommodation inventory + service,11839.18
Ministry of Defence,Ministry of Defence,31/10/2011,Estate management,Air Command,SAFESKYS LTD,HP11 1LT,862360,Estate + facilities management services - accommodation inventory + service,11839.18
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,860306,Cost of other material consumed,11834.19
Ministry of Defence,Ministry of Defence,17/10/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,856330,Utilities consumed - heating oil,11804.69
Ministry of Defence,Ministry of Defence,21/10/2011,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,858685,Works - estate management,11789.82
Ministry of Defence,Ministry of Defence,10/10/2011,Research and development,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,853453,Research and development incurred on projects with defence science and technology laboratory,11782.68
Ministry of Defence,Ministry of Defence,11/10/2011,Fuel for military use,Air Command,ARAL AG.,,5000063615,Oil and lubricants consumed excluding those from the inventory system,11768.07
Ministry of Defence,Ministry of Defence,31/10/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,862084,Medical health services,11759.6
Ministry of Defence,Ministry of Defence,25/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,860224,Equipment support non-project costs,11691.68
Ministry of Defence,Ministry of Defence,20/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,858030,Freight movement costs,11671.39
Ministry of Defence,Ministry of Defence,20/10/2011,Medical treatment & stores and welfare services,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,858116,Medical health services,11637.11
Ministry of Defence,Ministry of Defence,19/10/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,857385,Freight movement costs,11632.62
Ministry of Defence,Ministry of Defence,17/10/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,856069,Estate + facilities management services - accommodation inventory + service,11625.88
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,857895,Equipment support non-project costs,11614.94
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Air Command,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,858075,Equipment support non-project costs,11464.41
Ministry of Defence,Ministry of Defence,25/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,860187,Military short term detached duty,11457.6
Ministry of Defence,Ministry of Defence,31/10/2011,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,862074,Estate + facilities management services - accommodation inventory + service,11445.2
Ministry of Defence,Ministry of Defence,25/10/2011,General services and support,Air Command,CANON (UK) LIMITED,RH2 8BF,859931,Purchase of defence support equipment below capitalisation threshold of £25k.,11306.6
Ministry of Defence,Ministry of Defence,21/10/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,UNIVAR LIMITED,BD1 5BD,859086,Raw materials and consumable oil and lubricants inventory purchased,11206.99
Ministry of Defence,United Kingdom Hydrographic Office,03/10/2011,Project External Costs,C&F Programmes Business Group,Maritime Information Systems AS,,1500012662,,11190.04
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,862460,Cost of other material consumed,11140
Ministry of Defence,Ministry of Defence,06/10/2011,Preparation of land & buildings for disposal,Defence Infrastructure Organisation ,GRONTMIJ LIMITED,LS7 4DN,852383,Works - prepare property/land for disposal ,11121.22
Ministry of Defence,Ministry of Defence,25/10/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,859951,Cost of clothing and textile services received,11110.95
Ministry of Defence,Ministry of Defence,14/10/2011,Fuel for military use,Air Command,WATSON PETROLEUM LTD,SN15 5DN,856011,Oil and lubricants consumed excluding those from the inventory system,11064.54
Ministry of Defence,Ministry of Defence,17/10/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,856086,Transport other operating lease,11036.77
Ministry of Defence,Ministry of Defence,26/10/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,860556,Medical health services,11033.99
Ministry of Defence,Ministry of Defence,12/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,854340,Consumption of medical dental and veterinary inventory,11024.93
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,860316,Consumption of medical dental and veterinary inventory,10985.26
Ministry of Defence,Ministry of Defence,10/10/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,853322,Consumption of medical dental and veterinary inventory,10974.62
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,862044,Cost of other material consumed,10920.91
Ministry of Defence,Ministry of Defence,27/10/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,10906.85
Ministry of Defence,Ministry of Defence,13/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,CARWOOD MOTOR UNITS LTD,CV3 2RQ,855044,Equipment support non-project costs,10852.38
Ministry of Defence,Ministry of Defence,27/10/2011,Fees for professional services,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,860968,Fees for professional services excluding legal fees,10778.97
Ministry of Defence,Ministry of Defence,31/10/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,862415,Utilities consumed - gas,10770.34
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,860306,Cost of other material consumed,10716.72
Ministry of Defence,Ministry of Defence,07/10/2011,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,C06 1HD,852817,Consumption of general inventory,10655.63
Ministry of Defence,Ministry of Defence,28/10/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Cost of claims/compensation and related expenses against MOD,10608.79
Ministry of Defence,Ministry of Defence,05/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,851631,Consumption of medical dental and veterinary inventory,10577.02
Ministry of Defence,Ministry of Defence,21/10/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,858638,Transport other operating lease,10576.73
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Air Command,SANOFI PASTEUR MSD LTD,SL6 1QP,860762,Consumption of medical dental and veterinary inventory,10567.08
Ministry of Defence,Ministry of Defence,27/10/2011,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,860953,Cost of other material consumed,10493.52
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,861983,Consumption of medical dental and veterinary inventory,10456.64
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,VEGA CONSULTING SERVICES LTD,AL7 1TW,862444,Fiscal asset under construction - capital in year addition,10436.52
Ministry of Defence,Ministry of Defence,25/10/2011,Estate management,Central TLB,SERCO LIMITED,RG27 9UY,860224,Works - estate management,10398.75
Ministry of Defence,Ministry of Defence,12/10/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,854340,Consumption of medical dental and veterinary inventory,10397.24
Ministry of Defence,Ministry of Defence,19/10/2011,Estate management,Air Command,SECURITAS SECURITY PERSONNEL LIMITED,NN8 6GR,857728,Works - estate management,10379.7
Ministry of Defence,Ministry of Defence,06/10/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,852248,Consumption of engineering and technical inventory,10338.16
Ministry of Defence,Ministry of Defence,28/10/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,RH1 1RX,861898,Utilities consumed - gas,10312.82
Ministry of Defence,Ministry of Defence,14/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,855603,Freight movement costs,10301.38
Ministry of Defence,Ministry of Defence,21/10/2011,"Transporation of personnel, freight and travel expenses",Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,858796,Movement of service personnel,10259.89
Ministry of Defence,Ministry of Defence,17/10/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,856086,Equipment support non-project costs,10158.55
Ministry of Defence,Ministry of Defence,05/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,851879,Equipment support non-project costs,10148.44
Ministry of Defence,Ministry of Defence,14/10/2011,Payment of utilities,Central TLB,WATSON PETROLEUM LTD,SN15 5DN,856011,Utilities consumed - heating oil,10147.8
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Travel & Subsistence,Operations,BARCLAYCARD,,G - 9000137101 - 00120968,,10105.14
Ministry of Defence,Ministry of Defence,24/10/2011,Payment of utilities,Central TLB,GB OILS LIMITED,FK5 4RB,859369,Utilities consumed - heating oil,10018.4
Ministry of Defence,Ministry of Defence,25/10/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,860024,Medical health services,9957.12
Ministry of Defence,Ministry of Defence,27/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,GE AVIATION SYSTEMS LIMITED,GL52 8SF,861012,Equipment support non-project costs,9942.93
Ministry of Defence,Ministry of Defence,24/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,MEGGITT (UK) LIMITED,PO15 5SH,859466,Equipment support non-project costs,9931.12
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,860316,Consumption of medical dental and veterinary inventory,9918.53
Ministry of Defence,Ministry of Defence,26/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,860727,Equipment support project costs,9918
Ministry of Defence,Ministry of Defence,20/10/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,857895,Equipment support non-project costs,9916.18
Ministry of Defence,Ministry of Defence,19/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,S.COM GROUP LTD,LU1 3BA,857715,Equipment support project costs,9861.4
Ministry of Defence,Ministry of Defence,14/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,855991,Fiscal asset under construction - capital in year addition,9820.8
Ministry of Defence,Ministry of Defence,19/10/2011,Fees for professional services,Land Forces,QINETIQ LIMITED,PO12 2AG,857682,Fees for professional services excluding legal fees,9788.8
Ministry of Defence,Ministry of Defence,07/10/2011,IT and communication services,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,853245,Information technology services,9788.68
Ministry of Defence,Ministry of Defence,26/10/2011,IT and communication services,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,860814,Information technology services,9788.68
Ministry of Defence,Ministry of Defence,17/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,FRAZER-NASH CONSULTANCY LIMITED,BS1 5TE,856323,Fiscal asset under construction - capital in year addition,9760
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,862460,Cost of other material consumed,9759.2
Ministry of Defence,Ministry of Defence,13/10/2011,Food and clothing,Land Forces,RANDSTAD DEUTSCHLAND GMBH,,5000063785,Cost of food purchases,9735.13
Ministry of Defence,Ministry of Defence,13/10/2011,Building maintenance and accommodation stores,Defence Equipment & Support,CLEANING AND PAPER DISPOSABLES  PLC,HU5 1SG,855062,Building maintenance accommodation inventory,9679.8
Ministry of Defence,Ministry of Defence,06/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,852177,Consumption of medical dental and veterinary inventory,9673.1
Ministry of Defence,Ministry of Defence,07/10/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,852758,Cost of clothing and textile services received,9591.84
Ministry of Defence,Ministry of Defence,12/10/2011,Fees for professional services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,854449,Fees for professional services excluding legal fees,9582.34
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Land Forces,SANOFI PASTEUR MSD LTD,SL6 1QP,860762,Consumption of medical dental and veterinary inventory,9495.56
Ministry of Defence,Ministry of Defence,27/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,860895,Consumption of medical dental and veterinary inventory,9450.03
Ministry of Defence,Ministry of Defence,20/10/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,858591,Cost of other material consumed,9437.04
Ministry of Defence,Ministry of Defence,04/10/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,851619,Cost of other material consumed,9376.42
Ministry of Defence,Ministry of Defence,14/10/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,OFFSHORE SYSTEMS LTD,V5G 4LS,855822,Fiscal asset under construction - capital in year addition,9373.16
Ministry of Defence,Ministry of Defence,03/10/2011,Research and development,Air Command,QINETIQ LIMITED,PO12 2AG,851051,Research and development excluding defence science and technology laboratory,9331.2
Ministry of Defence,Ministry of Defence,12/10/2011,General services and support,Air Command,CANON (UK) LIMITED,RH2 8BF,854441,Purchase of defence support equipment below capitalisation threshold of £25k.,9326.53
Ministry of Defence,Ministry of Defence,27/10/2011,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,Rent buildings - civil estate property,9318.2
Ministry of Defence,Ministry of Defence,19/10/2011,Medical treatment & stores and welfare services,Command Joint Operations,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,857456,Medical health services,9298.32
Ministry of Defence,Ministry of Defence,28/10/2011,Fees for professional services,Defence Infrastructure Organisation ,AMEC ENVIRONMENT & INFRASTRUCTURE UK LIMITED,NE3 3PX,861187,Fees for professional services excluding legal fees,9289.65
Ministry of Defence,Ministry of Defence,10/10/2011,Estate management,Air Command,QINETIQ LIMITED,PO12 2AG,853727,Estate + facilities management services - accommodation inventory + service,9273
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,862056,Consumption of engineering and technical inventory,9248.37
Ministry of Defence,Ministry of Defence,18/10/2011,Medical treatment & stores and welfare services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,856991,Medical health services,9221.48
Ministry of Defence,Ministry of Defence,20/10/2011,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,858105,Utilities consumed - heating oil,9214.18
Ministry of Defence,Ministry of Defence,07/10/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,852831,Medical health services,9183.2
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,861983,Consumption of medical dental and veterinary inventory,9179.32
Ministry of Defence,Ministry of Defence,31/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000064412,Fiscal asset under construction - capital in year addition,9130.43
Ministry of Defence,Ministry of Defence,11/10/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,853906,Equipment support non-project costs,9128.79
Ministry of Defence,Ministry of Defence,18/10/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,856888,Medical health services,9122.3
Ministry of Defence,Ministry of Defence,05/10/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,852133,Utilities consumed - gas,9069.34
Ministry of Defence,Ministry of Defence,26/10/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,860413,Cost of other material consumed,9056.43
Ministry of Defence,Ministry of Defence,27/10/2011,Estate management,Defence Infrastructure Organisation ,RANDSTAD DEUTSCHLAND GMBH,,5000064363,Estate + facilities management services - accommodation inventory + service,9025.18
Ministry of Defence,Ministry of Defence,12/10/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,854477,Cost of other material consumed,9009.34
Ministry of Defence,Ministry of Defence,11/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,853863,Consumption of medical dental and veterinary inventory,8991.2
Ministry of Defence,Ministry of Defence,17/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,JANKEL ARMOURING LIMITED,KT13 8XR,856397,Equipment support non-project costs,8959.8
Ministry of Defence,Ministry of Defence,21/10/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,859071,Utilities consumed - gas,8947.69
Ministry of Defence,Ministry of Defence,10/10/2011,Purchase of inventory and services ,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,853453,Raw material and consumable or capital spare purchased,8913.73
Ministry of Defence,Ministry of Defence,10/10/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,853367,Equipment support non-project costs,8909.29
Ministry of Defence,Ministry of Defence,24/10/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,859113,Consumption of medical dental and veterinary inventory,8851.46
