Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,United Kingdom Hydrographic Office,13/10/2011,Projects - Large Purchases,C&F Programmes Business Group,Maritime Information Systems AS,,1500012697,,86382.16
Ministry of Defence,Ministry of Defence,10/10/2011,Rent and rates,Defence Infrastructure Organisation ,TEST VALLEY BOROUGH COUNCIL,SP10 3AJ,853786,Rent buildings - non civil estate property and married quarter property,86113.63
Ministry of Defence,Defence Science and Technology Laboratory,21/10/2011,Publications/Subscriptions,Infrastructure,CONTENT ONLINE LIMITED,,V - 0000000679 - 00120391,,85949.97
Ministry of Defence,Ministry of Defence,05/10/2011,International contributions,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,851758,Defence military assistance fund international subscriptions and other payments,85708.28
Ministry of Defence,Ministry of Defence,19/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,HOLYHEAD MARINE SERVICES LIMITED,LL65 1YB,857462,Equipment support non-project costs,85202.43
Ministry of Defence,Ministry of Defence,20/10/2011,Fees for professional services,Defence Equipment & Support,FRESHFIELDS BRUCKHAUS DERINGER..,EC4Y 1HS,164208,Fees for professional services excluding legal fees,85179.33
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Materials & Equipment,Operations,DYTECNA LIMITED,,V - 9000137210 - 00119325,,85156.72
Ministry of Defence,United Kingdom Hydrographic Office,07/09/2011,Singapore Management Charges,Sales,Admiralty Hydrographic Asia Pacific,,1500012608,,84439.94
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000137225 - 00120790,,84250
Ministry of Defence,Defence Science and Technology Laboratory,07/10/2011,IS Support Service,Infrastructure,STERIA LIMITED,,V - 9000136638 - 00119054,,83885.37
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000137291 - 00120179,,83021.9
Ministry of Defence,Ministry of Defence,27/10/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860933,Transport other operating lease,82987.6
Ministry of Defence,Ministry of Defence,28/10/2011,Estate management,Defence Infrastructure Organisation ,SECURITY SERVICES GROUP,SN6 8LA,2.00E+11,Works - estate management,82913.76
Ministry of Defence,Ministry of Defence,26/10/2011,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,860420,Works - estate management,82356.84
Ministry of Defence,Ministry of Defence,06/10/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,852316,Research and development incurred on projects with defence science and technology laboratory,82336.46
Ministry of Defence,Ministry of Defence,06/10/2011,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,852399,Fiscal asset under construction - capital in year addition,81886
Ministry of Defence,Ministry of Defence,05/10/2011,Fees for professional services,Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,851758,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,81736.22
Ministry of Defence,Ministry of Defence,21/10/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,858638,Transport other operating lease,81129.91
Ministry of Defence,Ministry of Defence,14/10/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000063836,Works - estate management,81105.96
Ministry of Defence,Ministry of Defence,14/10/2011,Food and clothing,Land Forces,TECHNOGYM U K LIMITED,RG12 8PE,855953,Cost of purchasing and repairing clothing,81062.1
Ministry of Defence,Ministry of Defence,04/10/2011,IT and communication services,Central TLB,LOGICA UK LIMITED,CF31 9AP,851372,Information technology services,80630
Ministry of Defence,Ministry of Defence,21/10/2011,Administration,Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,858796,General administration,80524.87
Ministry of Defence,Ministry of Defence,04/10/2011,"Purchase of major spares armaments, medical & general stores",Defence Equipment & Support,FENDER CARE LIMITED,NR15 1EN,851307,Capital spares engineering and technical inventory fiscal capital in year addition,80338.56
Ministry of Defence,Ministry of Defence,25/10/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,859957,Cost of other material consumed,80298
Ministry of Defence,Ministry of Defence,26/10/2011,Rent and rates,Land Forces,JONES LANG LASALLE LIMITED,E14 5EG,860589,Rent buildings - non civil estate property and married quarter property,79817.39
Ministry of Defence,Ministry of Defence,28/10/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,861830,Utilities consumed - electricity,79812.26
Ministry of Defence,Ministry of Defence,14/10/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,2000013108,Information technology services,79629.03
Ministry of Defence,Ministry of Defence,21/10/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,GU14 6TQ,2000013159,Information technology services,79629.03
Ministry of Defence,Ministry of Defence,26/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,EDO MBM TECHNOLOGY LIMITED,BN1 9HU,860489,Post design services which are not capitalised,79154
Ministry of Defence,Ministry of Defence,06/10/2011,Medical treatment & stores and welfare services,Land Forces,GUY'S & ST THOMAS NHS FOUNDATION TRUST,,5000063454,Medical health services,78893.11
Ministry of Defence,Ministry of Defence,19/10/2011,Payment of utilities,Defence Infrastructure Organisation ,MABANAFT DEUTSCHLAND GMBH,,5000063987,Utilities consumed - heating oil,78858.11
Ministry of Defence,Ministry of Defence,13/10/2011,Externally delivered education and training,Land Forces,ARMY CATERING TRAINING TRUST,SO21 2RG,854968,External military training ,78397.16
Ministry of Defence,Defence Science and Technology Laboratory,14/10/2011,Sub Contracted Work,Operations,QINETIQ LIMITED,,V - 9000136903 - 00118819,,78022
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,SYSTEMS ENGINEERING & ASSESSMENT LIMITED,,V - 9000137221 - 00120589,,78000
Ministry of Defence,Ministry of Defence,04/10/2011,IT and communication services,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,851345,Information technology services,77930.55
Ministry of Defence,Ministry of Defence,13/10/2011,Fuel for military use,Air Command,BP INTERNATIONAL LIMITED,HP2 4UL,2000013083,Aviation fuel casual uplift consumed,77665.77
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,HARROGATE BOROUGH COUNCIL,HG1 2SG,856350,Rent buildings - non civil estate property and married quarter property,77659.68
Ministry of Defence,Ministry of Defence,05/10/2011,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,851833,Works - estate management,77409.84
Ministry of Defence,Ministry of Defence,12/10/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,854383,Estate + facilities management services - accommodation inventory + service,77348.44
Ministry of Defence,Ministry of Defence,21/10/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000064151,Utilities consumed - gas,77316.56
Ministry of Defence,Ministry of Defence,27/10/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,861122,Utilities consumed - electricity,77262.43
Ministry of Defence,Ministry of Defence,20/10/2011,Rent and rates,Defence Infrastructure Organisation ,RUTLAND COUNTY COUNCIL  DISTRICT COUNCIL,LE15 6HP,858432,Rent buildings - non civil estate property and married quarter property,77169.16
Ministry of Defence,United Kingdom Hydrographic Office,25/10/2011,Projects - Large Purchases,C&F Programmes Business Group,Maritime Information Systems AS,,1500012798,,76980.23
Ministry of Defence,Ministry of Defence,17/10/2011,Payment of utilities,Land Forces,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,856711,Utilities consumed - electricity,76961.22
Ministry of Defence,Ministry of Defence,05/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,HELITUNE LTD,EX38 7HP,851829,Equipment support non-project costs,76814.5
Ministry of Defence,Ministry of Defence,17/10/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DSV AIR & SEA LIMITED,M22 4NY,856275,Freight movement costs,76488.24
Ministry of Defence,Ministry of Defence,11/10/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,853863,Consumption of medical dental and veterinary inventory,76240.6
Ministry of Defence,Defence Science and Technology Laboratory,04/10/2011,Agency Staff,Operations,DEFENCE BUSINES SERVICES FINANCE,,V - 9000136513 - 00118409,,76198.66
Ministry of Defence,Ministry of Defence,21/10/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,JOHN GRAHAM (DROMORE) LIMITED,PE19 8ER,858811,Works - estate management,76135.91
Ministry of Defence,Ministry of Defence,07/10/2011,Food and clothing,Land Forces,TECHNOGYM U K LIMITED,RG12 8PE,853255,Cost of purchasing and repairing clothing,75423.95
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,,V - 9000137298 - 00119200,,75299.22
Ministry of Defence,Ministry of Defence,17/10/2011,Fees for professional services,Central TLB,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG27 9XA,856373,Fees for professional services excluding legal fees,75290
Ministry of Defence,Ministry of Defence,03/10/2011,IT and communication services,Defence Equipment & Support,GREENROAD TECHNOLOGIES UK  LIMITED,W1W 5NA,850892,Computer equipment costing below the capitalisation threshold,75262.32
Ministry of Defence,Ministry of Defence,03/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,850915,Equipment support project costs,75000
Ministry of Defence,Ministry of Defence,10/10/2011,Rent and rates,Defence Infrastructure Organisation ,SURREY HEATH BOROUGH COUNCIL,GU15 3HD,853774,Rent buildings - non civil estate property and married quarter property,74867.36
Ministry of Defence,Defence Science and Technology Laboratory,28/10/2011,Repairs & Maintenance,Infrastructure,SERCO LIMITED,,V - 9000137291 - 00120317,,74667.4
Ministry of Defence,Ministry of Defence,11/10/2011,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,SN5 6PE,853890,Oil and lubricants consumed excluding those from the inventory system,74475.49
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,FIFE COUNCIL,KY7 5LT,856312,Rent buildings - non civil estate property and married quarter property,74159.48
Ministry of Defence,Reserve  Forces and Cadets Association,19/10/2011,Building maintenance and accommodation stores,Estates Management,H Goodsell & Son Ltd,,,Works - civil estate,74131.3
Ministry of Defence,Ministry of Defence,24/10/2011,Estate management,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,859264,Estate + facilities management services - accommodation inventory + service,74018.44
Ministry of Defence,Ministry of Defence,05/10/2011,Development costs for military equipment,Defence Equipment & Support,ATKINS LIMITED,WR5 1TX,851667,Intangible fiscal asset  - in year capital addition,73875
Ministry of Defence,Ministry of Defence,19/10/2011,Externally delivered education and training,Defence Equipment & Support,AGUSTAWESTLAND LIMITED,BA20 2YB,857239,External military training ,73367
Ministry of Defence,Ministry of Defence,17/10/2011,Rent and rates,Defence Infrastructure Organisation ,ARGYLL & BUTE COUNCIL,PA28 JU,856071,Rent buildings - non civil estate property and married quarter property,72493.11
Ministry of Defence,Ministry of Defence,14/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,855597,Equipment support project costs,71454
Ministry of Defence,Ministry of Defence,18/10/2011,Estate management,Defence Equipment & Support,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,856911,Works services - excluding United States forces/NATO + married quarters,71281.83
Ministry of Defence,Ministry of Defence,03/10/2011,Externally delivered education and training,Central TLB,CRANFIELD UNIVERSITY,MK43 0AL,850820,External military training ,71000
Ministry of Defence,Ministry of Defence,25/10/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000064237,Works - estate management,70911.02
Ministry of Defence,Ministry of Defence,07/10/2011,Design services and minor equipment purchases,Defence Equipment & Support,CATERPILLAR REMANUFACTURING LIMITED,NN10 6AZ,852832,Equipment support non-project costs,70851.1
Ministry of Defence,Ministry of Defence,12/10/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,854892,Utilities consumed - gas,70586.06
Ministry of Defence,Ministry of Defence,11/10/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000063617,Works - estate management,70528.73
Ministry of Defence,Ministry of Defence,27/10/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,860933,Transport other operating lease,70479.02
Ministry of Defence,Ministry of Defence,28/10/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,861473,Information technology services,70474.65
Ministry of Defence,Ministry of Defence,03/10/2011,Medical treatment & stores and welfare services,Central TLB,NUFFIELD ORTHOPAEDIC CENTRE NHS  TRUST,OX3 7LD,2.00E+11,Medical health services,70239
Ministry of Defence,Ministry of Defence,04/10/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,851554,Estate + facilities management services - accommodation inventory + service,70210.76
Ministry of Defence,Ministry of Defence,11/10/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,853980,Equipment support non-project costs,70068.14
