Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,FMx Limited,999121,5013.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),996702,1606.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),996703,1606.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),996704,1606.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),997147,1606.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),997148,1606.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/06/2010,Other Overseas T&S,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",FOREIGN AND COMMONWEALTH OFFICE (FCO),995119,1643.71
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,IT Software Licences,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999150,1285.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997365,521.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998527,2929.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998523,2929.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997403,3738.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997362,18773.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Standard Desktop Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998060,548324.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000006,-6890
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997386,-1576.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997386,-1576.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998595,-260.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997412,-216.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997673,-92.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999112,561.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997387,614.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997446,631.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997397,653.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998887,653.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998636,790.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997398,859.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998875,887.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998514,1295.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997386,1576.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997386,1576.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997386,1576.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997383,1849.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999380,1881
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998474,3294.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999492,3596.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999372,5016
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997415,5703.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999185,6767.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999375,6780
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000006,6890
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,1000006,6890
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999370,8263
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999490,9591.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999379,12765.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997371,75897.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998189,152541.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Plus Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998188,152541.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997413,530.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999941,761.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997414,4794
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,ICT Infrastructure Specific Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999196,6108.75
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997416,-13.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999930,1188.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997378,1945.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997380,3142.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997444,4388.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,ICT Business Specific Application Services (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999931,6551.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997450,588.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997449,1232.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,997213,3860.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/06/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996957,27784
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Flexible Computing Service (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999935,106537.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998878,4806.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,996645,6179.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998871,9985.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",21/06/2010,ICT Maintenance & Upkeep (PFI),Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,999115,16514.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Application Support Service,Finance & Commercial Group - Information and Workplace Strategies,FUJITSU SERVICES LTD,998879,4702.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,998043,17514
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997751,523.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000057,523.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,998854,664.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997754,1574.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000064,1574.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,995172,2102.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997482,2102.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997754,4810.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000064,4810.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997754,5610.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000064,5610.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997754,9817.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000064,9817.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000064,18155.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997754,18626.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,1000064,42970.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Contract Cleaning,Finance & Commercial Group - Information and Workplace Strategies,GBM SERVICES LTD,997754,43441.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,Secure Documents Unit,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,997256,516.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Secure Documents Unit,Finance & Commercial Group - Information and Workplace Strategies,GOVERNMENT CAR AND DESPATCH AGENCY,999433,516.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Special Adjustments,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",GREATER LONDON HIRE LTD,999651,-155.18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,ING LEASE (UK) LTD,997989,-1584.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,ING LEASE (UK) LTD,997989,1516.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Hire of Reprographic Equipment,Finance & Commercial Group - Information and Workplace Strategies,ING LEASE (UK) LTD,997989,1584.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",INTERACT LTD,997763,957.625
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,IRON MOUNTAIN LTD,998447,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Refuse Disposals,Finance & Commercial Group - Information and Workplace Strategies,IRON MOUNTAIN LTD,998447,4640
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,2508.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,2508.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,2508.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,2719.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,2719.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,2719.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,1000067,3400
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,10127.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,10127.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,10127.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,13258
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,13258
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,13258
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,26820.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,26820.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,26820.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,36510.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,36510.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,36510.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,39327.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,39327.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,39327.51
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999630,138355
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999640,138355
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/06/2010,Guarding and Security Services,Finance & Commercial Group - Information and Workplace Strategies,ISS FACILITY SERVICES LTD T/A ISS PEGASUS SECURITY,999634,138355
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/06/2010,Rail Fares,"Legal, People & Communications Group - Communications Directorate",KINDRED AGENCY LTD,999287,-470
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Standard Desktop Services,Finance & Commercial Group - Information and Workplace Strategies,KINGSTON COMMUNICATIONS,998067,4700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,LAND SECURITIES PROPERTIES LTD,997737,-25031.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/06/2010,Accommodation Rentals,Finance & Commercial Group - Information and Workplace Strategies,LAND SECURITIES PROPERTIES LTD,997735,1557500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,LEXISNEXIS UK,998813,1894
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/06/2010,InfoSource Desktop Information and Research Services,Finance & Commercial Group - Information and Workplace Strategies,LEXISNEXIS UK,998818,12161.12
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,997939,3228.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,997948,6079.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,997950,10463.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Payroll Services,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",LOGICA UK LTD,997949,11993.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,LOGICA UK LTD,997996,28952.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/06/2010,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,LOGICA UK LTD,997998,28952.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Standard Desktop Plus Services,Finance & Commercial Group - Information and Workplace Strategies,LOGICA UK LTD,999925,28952.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/06/2010,Maintenance,Finance & Commercial Group - Information and Workplace Strategies,M J FERGUSON LTD,997058,1127.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MACDONALD FRIMLEY HALL HOTEL & SPA,998272,-1588.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MACDONALD FRIMLEY HALL HOTEL & SPA,998272,1423.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/06/2010,Leadership & People Management Training,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",MACDONALD FRIMLEY HALL HOTEL & SPA,998272,1588.4
