Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270586,2711.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269776,2723.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269861,2763.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270176,2809.34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269856,2857.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269859,2890.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269844,2937.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270171,2966.81
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270852,3042.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270556,3118.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270174,3271.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270177,3293.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270516,3321.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270517,3524.68
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269862,3581.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270548,3587.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269823,3744.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270496,3753.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269849,3804.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270172,3832.92
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269865,3842.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269867,3854.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270168,3855.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270560,3931.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269857,4022.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269829,4078.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270590,4083.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270570,4133.98
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269781,4134.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270495,4260.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270580,4278.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270853,4372.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270543,4458.02
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269850,4540.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270162,4591.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270589,4616.42
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269774,4641.83
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269869,4641.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270173,4670.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269845,4694.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10270513,4870.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/06/2010,Cash Expenditure during the Year - Other Programme Provisions,Fair Markets Group Summary - Employment Relations,"Payment Under the Icelandic Trawlerman Compensation Scheme, Name Witheld",10269817,4870.46
