Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,15/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,648875,582.90
Ministry of Defence,Ministry of Defence,15/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,648875,13960.26
Ministry of Defence,Ministry of Defence,15/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,648875,13914.38
Ministry of Defence,Ministry of Defence,15/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,648875,2561.61
Ministry of Defence,Ministry of Defence,16/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,649611,8600.06
Ministry of Defence,Ministry of Defence,16/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,649611,447.40
Ministry of Defence,Ministry of Defence,16/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,649611,10.72
Ministry of Defence,Ministry of Defence,16/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,649611,7089.65
Ministry of Defence,Ministry of Defence,16/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,649611,41372.22
Ministry of Defence,Ministry of Defence,16/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,649611,809.81
Ministry of Defence,Ministry of Defence,17/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,650266,2578.31
Ministry of Defence,Ministry of Defence,17/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,650266,228.71
Ministry of Defence,Ministry of Defence,17/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,650266,778.98
Ministry of Defence,Ministry of Defence,17/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,650266,9000.39
Ministry of Defence,Ministry of Defence,17/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,650266,63270.43
Ministry of Defence,Ministry of Defence,17/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,650266,391.93
Ministry of Defence,Ministry of Defence,18/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,651042,3361.31
Ministry of Defence,Ministry of Defence,18/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,651042,1206.01
Ministry of Defence,Ministry of Defence,18/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,651042,1210.27
Ministry of Defence,Ministry of Defence,18/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,651042,13722.21
Ministry of Defence,Ministry of Defence,18/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,651042,36018.83
Ministry of Defence,Ministry of Defence,18/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,651042,716.73
Ministry of Defence,Ministry of Defence,21/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,651752,698.36
Ministry of Defence,Ministry of Defence,21/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,651752,7979.81
Ministry of Defence,Ministry of Defence,21/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,651752,20378.06
Ministry of Defence,Ministry of Defence,21/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,651752,927.88
Ministry of Defence,Ministry of Defence,22/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,652346,2608.42
Ministry of Defence,Ministry of Defence,22/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,652346,458.80
Ministry of Defence,Ministry of Defence,22/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,652346,668.35
Ministry of Defence,Ministry of Defence,22/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,652346,17730.12
Ministry of Defence,Ministry of Defence,22/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,652346,39803.46
Ministry of Defence,Ministry of Defence,23/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,652839,3138.50
Ministry of Defence,Ministry of Defence,23/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,652839,1892.34
Ministry of Defence,Ministry of Defence,23/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,652839,14228.26
Ministry of Defence,Ministry of Defence,23/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,652839,32797.23
Ministry of Defence,Ministry of Defence,23/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,652839,842.59
Ministry of Defence,Ministry of Defence,24/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,653676,6261.10
Ministry of Defence,Ministry of Defence,24/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,653676,4831.57
Ministry of Defence,Ministry of Defence,24/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,653676,537.96
Ministry of Defence,Ministry of Defence,24/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,653676,16966.69
Ministry of Defence,Ministry of Defence,24/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,653676,17952.69
Ministry of Defence,Ministry of Defence,24/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,653676,235.25
Ministry of Defence,Ministry of Defence,25/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,654435,11173.08
Ministry of Defence,Ministry of Defence,25/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,654435,2335.95
Ministry of Defence,Ministry of Defence,25/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,654435,189.52
Ministry of Defence,Ministry of Defence,25/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,654435,10583.97
Ministry of Defence,Ministry of Defence,25/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,654435,42075.73
Ministry of Defence,Ministry of Defence,25/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,654435,763.16
Ministry of Defence,Ministry of Defence,28/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,655110,2254.49
Ministry of Defence,Ministry of Defence,28/06/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,655110,304.28
Ministry of Defence,Ministry of Defence,28/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,655110,1470.82
Ministry of Defence,Ministry of Defence,28/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,655110,8421.42
Ministry of Defence,Ministry of Defence,28/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,655110,23594.08
Ministry of Defence,Ministry of Defence,28/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,655110,3593.39
Ministry of Defence,Ministry of Defence,29/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,655673,6.15
Ministry of Defence,Ministry of Defence,29/06/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,655673,362.68
Ministry of Defence,Ministry of Defence,29/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,655673,11305.60
Ministry of Defence,Ministry of Defence,29/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,655673,26388.21
Ministry of Defence,Ministry of Defence,29/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,655673,626.80
Ministry of Defence,Ministry of Defence,30/06/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,656171,8627.23
Ministry of Defence,Ministry of Defence,30/06/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,656171,8674.84
Ministry of Defence,Ministry of Defence,30/06/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,656171,34785.64
Ministry of Defence,Ministry of Defence,30/06/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,656171,6327.97
Ministry of Defence,Ministry of Defence,22/06/2010,IT and communication services,Land Forces,ACTICA CONSULTING LIMITED,652350,7213.95
Ministry of Defence,Ministry of Defence,28/06/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ACTICA CONSULTING LIMITED,655115,481.06
Ministry of Defence,Defence Science and Technology Laboratory,18/06/2010,Sub Contracted Research,Programme Office,AEROSYSTEMS INTERNATIONAL LIMITED,V - 9000123858 - 00084042,96000.00
Ministry of Defence,Ministry of Defence,11/06/2010,Medical treatment & stores and welfare services.,Central TLB,AESTHETIC DENTAL SERVICES  LIMITED,647432,46307.70
Ministry of Defence,Ministry of Defence,29/06/2010,Medical treatment & stores and welfare services.,Central TLB,AESTHETIC DENTAL SERVICES  LIMITED,655681,34649.65
Ministry of Defence,Ministry of Defence,17/06/2010,"Public relations, including marketing and advertising.",Command Joint Operations,AGA FOODSERVICE EQUIPMENT  LIMITED,650276,63600.49
Ministry of Defence,Ministry of Defence,07/06/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,644973,21980.29
Ministry of Defence,Ministry of Defence,30/06/2010,Estate management,Air Command,AIRFIELD WILDLIFE MANAGEMENT  LIMITED,656183,21980.29
Ministry of Defence,Ministry of Defence,02/06/2010,IT and communication services,Command Joint Operations,AIRWAVE SOLUTIONS LIMITED,643289,835.54
Ministry of Defence,Ministry of Defence,02/06/2010,IT and communication services,Defence Equipment & Support,AIRWAVE SOLUTIONS LIMITED,643289,27043.21
Ministry of Defence,Ministry of Defence,02/06/2010,IT and communication services,Navy Command,AIRWAVE SOLUTIONS LIMITED,643289,35540.56
Ministry of Defence,Ministry of Defence,09/06/2010,IT and communication services,Central TLB,AIRWAVE SOLUTIONS LIMITED,645755,660374.56
Ministry of Defence,Defence Science and Technology Laboratory,25/06/2010,Sub Contracted Work,Operations,AKZO NOBEL AEROSPACE COATINGS BV,V - 0000000508 - 00084506,85771.79
Ministry of Defence,Met Office,30/06/2010,Plant And Equipment,Operations,Alan Dick Uk Ltd,294734,40523.00
Ministry of Defence,Defence Science and Technology Laboratory,25/06/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000123971 - 00080665,46350.00
Ministry of Defence,Defence Science and Technology Laboratory,25/06/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000123971 - 00083406,46350.00
Ministry of Defence,Ministry of Defence,09/06/2010,Estate management,Land Forces,ALDERSHOT HEALTHCARE INVESTMENTS LIMITED,645761,219271.49
Ministry of Defence,Ministry of Defence,08/06/2010,Medical treatment & stores and welfare services.,Central TLB,ALLIANCE MEDICAL LIMITED,645489,44152.50
Ministry of Defence,Ministry of Defence,15/06/2010,IT and communication services,Land Forces,ALLOCATE SOFTWARE PLC,648896,153183.61
Ministry of Defence,Ministry of Defence,24/06/2010,Externally delivered education and training.,Land Forces,AMPUTEES IN ACTION LIMITED,653700,38126.40
Ministry of Defence,Ministry of Defence,30/06/2010,Payment of utilities,Defence Estates,ANGLIAN WATER SERVICES LIMITED,656199,35047.19
Ministry of Defence,Ministry of Defence,03/06/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000036043,47104.73
Ministry of Defence,Ministry of Defence,18/06/2010,Rent and rates,Defence Estates,ANNINGTON PROPERTY LTD,651073,38080514.05
Ministry of Defence,United Kingdom Hydrographic Office,14/06/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100078283,30166.80
Ministry of Defence,United Kingdom Hydrographic Office,22/06/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100078540,33851.82
Ministry of Defence,Ministry of Defence,01/06/2010,Fuel for military use,Land Forces,ARAL AG.,5000035789,41542.23
Ministry of Defence,Ministry of Defence,14/06/2010,Fuel for military use,Land Forces,ARAL AG.,5000036466,27312.33
Ministry of Defence,Ministry of Defence,16/06/2010,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000036663,264951.70
Ministry of Defence,Ministry of Defence,04/06/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,644274,91505.30
Ministry of Defence,Ministry of Defence,04/06/2010,Estate management,Air Command,ARAMARK LTD,644274,23013.51
Ministry of Defence,Ministry of Defence,04/06/2010,Estate management,Land Forces,ARAMARK LTD,644274,-8736.64
Ministry of Defence,Ministry of Defence,04/06/2010,Food and clothing,Land Forces,ARAMARK LTD,644274,-19938.06
Ministry of Defence,Ministry of Defence,07/06/2010,Food and clothing,Land Forces,ARAMARK LTD,644985,51058.41
Ministry of Defence,Ministry of Defence,08/06/2010,Estate management,Air Command,ARAMARK LTD,645497,66622.11
Ministry of Defence,Ministry of Defence,09/06/2010,Estate management,Central TLB,ARAMARK LTD,645784,362.13
Ministry of Defence,Ministry of Defence,09/06/2010,Estate management,Air Command,ARAMARK LTD,645784,29769.44
Ministry of Defence,Ministry of Defence,09/06/2010,Estate management,Land Forces,ARAMARK LTD,645784,441.88
Ministry of Defence,Ministry of Defence,09/06/2010,Estate management,Navy Command,ARAMARK LTD,645784,1528.58
Ministry of Defence,Ministry of Defence,09/06/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ARAMARK LTD,645784,446.03
Ministry of Defence,Ministry of Defence,11/06/2010,Estate management,Air Command,ARAMARK LTD,647456,17371.25
Ministry of Defence,Ministry of Defence,11/06/2010,Food and clothing,Land Forces,ARAMARK LTD,647456,3443.73
Ministry of Defence,Ministry of Defence,15/06/2010,Estate management,Air Command,ARAMARK LTD,648912,157.56
Ministry of Defence,Ministry of Defence,15/06/2010,Estate management,Land Forces,ARAMARK LTD,648912,24367.14
Ministry of Defence,Ministry of Defence,15/06/2010,Food and clothing,Air Command,ARAMARK LTD,648912,53918.65
Ministry of Defence,Ministry of Defence,15/06/2010,Food and clothing,Land Forces,ARAMARK LTD,648912,95917.57
Ministry of Defence,Ministry of Defence,16/06/2010,Payments on behalf of Defence Support Group,Central TLB,ARAMARK LTD,649635,843.17
Ministry of Defence,Ministry of Defence,16/06/2010,Estate management,Defence Estates,ARAMARK LTD,649635,693.93
Ministry of Defence,Ministry of Defence,16/06/2010,Estate management,Air Command,ARAMARK LTD,649635,24873.98
Ministry of Defence,Ministry of Defence,16/06/2010,Estate management,Land Forces,ARAMARK LTD,649635,33978.04
Ministry of Defence,Ministry of Defence,16/06/2010,Food and clothing,Air Command,ARAMARK LTD,649635,2385.78
Ministry of Defence,Ministry of Defence,16/06/2010,Food and clothing,Land Forces,ARAMARK LTD,649635,238413.54
Ministry of Defence,Ministry of Defence,18/06/2010,Estate management,Air Command,ARAMARK LTD,651079,48851.90
Ministry of Defence,Ministry of Defence,18/06/2010,Estate management,Land Forces,ARAMARK LTD,651079,44608.71
Ministry of Defence,Ministry of Defence,18/06/2010,Food and clothing,Land Forces,ARAMARK LTD,651079,2230.25
Ministry of Defence,Ministry of Defence,18/06/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ARAMARK LTD,651079,20.00
Ministry of Defence,Ministry of Defence,18/06/2010,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,651079,19.02
Ministry of Defence,Ministry of Defence,21/06/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,651781,905.91
Ministry of Defence,Ministry of Defence,21/06/2010,Estate management,Air Command,ARAMARK LTD,651781,255.75
Ministry of Defence,Ministry of Defence,21/06/2010,Estate management,Land Forces,ARAMARK LTD,651781,240480.79
Ministry of Defence,Ministry of Defence,21/06/2010,Food and clothing,Air Command,ARAMARK LTD,651781,125841.26
Ministry of Defence,Ministry of Defence,21/06/2010,Food and clothing,Land Forces,ARAMARK LTD,651781,784344.52
Ministry of Defence,Ministry of Defence,28/06/2010,Estate management,Defence Estates,ARAMARK LTD,655137,259.23
Ministry of Defence,Ministry of Defence,28/06/2010,Estate management,Land Forces,ARAMARK LTD,655137,502.71
Ministry of Defence,Ministry of Defence,28/06/2010,Food and clothing,Land Forces,ARAMARK LTD,655137,184465.49
Ministry of Defence,Ministry of Defence,28/06/2010,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,ARAMARK LTD,655137,25.53
Ministry of Defence,Ministry of Defence,28/06/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ARAMARK LTD,655137,199.87
Ministry of Defence,Ministry of Defence,30/06/2010,Estate management,Air Command,ARAMARK LTD,656209,29522.36
Ministry of Defence,Ministry of Defence,16/06/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,649637,69411.10
Ministry of Defence,Ministry of Defence,09/06/2010,Design services and minor equipment purchases,Land Forces,ARMY PARACHUTE AIRCRAFT COMPANY LIMITED,645787,22652.42
Ministry of Defence,Ministry of Defence,11/06/2010,Design services and minor equipment purchases,Land Forces,ARMY PARACHUTE AIRCRAFT COMPANY LIMITED,647459,25955.00
Ministry of Defence,Ministry of Defence,22/06/2010,Transport hire charges,Land Forces,ARS FRAUKE ARNDT GMBH,5000037000,26017.22
Ministry of Defence,Ministry of Defence,22/06/2010,Design services and minor equipment purchases,Land Forces,ARS FRAUKE ARNDT GMBH,5000037000,1922.82
Ministry of Defence,Ministry of Defence,02/06/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,643296,35090.86
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,645790,6188.98
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,645790,35359.36
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,645790,15187.81
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Central TLB,ARVAL UK LTD,645790,46256.30
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Air Command,ARVAL UK LTD,645790,90499.01
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Land Forces,ARVAL UK LTD,645790,432099.31
Ministry of Defence,Ministry of Defence,09/06/2010,Fuel for military use,Navy Command,ARVAL UK LTD,645790,48000.64
Ministry of Defence,Ministry of Defence,14/06/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,648192,43782.94
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,652870,7134.96
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,652870,38094.78
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,652870,17836.30
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Central TLB,ARVAL UK LTD,652870,53403.63
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Air Command,ARVAL UK LTD,652870,104263.82
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Land Forces,ARVAL UK LTD,652870,498623.16
Ministry of Defence,Ministry of Defence,23/06/2010,Fuel for military use,Navy Command,ARVAL UK LTD,652870,56150.20
Ministry of Defence,Ministry of Defence,25/06/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,654474,36821.72
Ministry of Defence,Ministry of Defence,24/06/2010,Rent and rates,Defence Estates,ASCENSION ISLAND GOVERNMENT,653716,2253325.20
Ministry of Defence,Ministry of Defence,02/06/2010,Property leases,Land Forces,ASPIRE DEFENCE LIMITED,643299,39926.08
