Post Date,Publishable Label,Transaction  Amount,Publishable label is provided by Bank and is industry standard.  May not however give true indication of purchase - additional comment provided as necessary,
03/11/11,Airlines,949.73,,
03/11/11,Airlines,756.10,,
03/11/11,Airlines,651.20,,
03/11/11,Airlines,548.64,,
03/11/11,Airlines,548.64,,
03/11/11,Airlines,525.89,,
03/11/11,Airlines,-778.90,,
03/11/11,Airlines,-1043.33,,
04/11/11,Airlines,2601.83,,
04/11/11,Airlines,2302.43,,
04/11/11,Airlines,2095.63,,
04/11/11,Airlines,1108.40,,
04/11/11,Airlines,1056.83,,
04/11/11,Airlines,901.41,,
04/11/11,Airlines,901.41,,
04/11/11,Airlines,900.61,,
04/11/11,Airlines,765.73,,
04/11/11,Airlines,723.20,,
04/11/11,Airlines,645.81,,
04/11/11,Airlines,645.81,,
04/11/11,Airlines,645.81,,
04/11/11,Airlines,645.81,,
04/11/11,Airlines,637.73,,
04/11/11,Airlines,606.90,,
04/11/11,Airlines,578.63,,
07/11/11,Airlines,8548.20,,
07/11/11,Airlines,8548.20,,
07/11/11,Airlines,3619.00,,
07/11/11,Airlines,1940.93,,
07/11/11,Airlines,1940.93,,
07/11/11,Airlines,1871.33,,
07/11/11,Airlines,1537.10,,
07/11/11,Airlines,1496.00,,
07/11/11,Airlines,1496.00,,
07/11/11,Airlines,1326.80,,
07/11/11,Airlines,947.13,,
07/11/11,Airlines,923.99,,
07/11/11,Airlines,824.21,,
07/11/11,Airlines,824.21,,
07/11/11,Airlines,765.23,,
07/11/11,Airlines,736.40,,
07/11/11,Airlines,712.02,,
07/11/11,Airlines,648.89,,
07/11/11,Airlines,646.51,,
07/11/11,Airlines,640.09,,
07/11/11,Airlines,621.60,,
07/11/11,Airlines,582.20,,
07/11/11,Airlines,578.63,,
07/11/11,Airlines,578.63,,
07/11/11,Airlines,539.63,,
07/11/11,Airlines,519.80,,
07/11/11,Airlines,503.00,,
07/11/11,Airlines,503.00,,
07/11/11,Airlines,-645.81,,
07/11/11,Airlines,-2643.83,,
08/11/11,Airlines,6776.93,,
08/11/11,Airlines,3397.52,,
08/11/11,Airlines,2467.93,,
08/11/11,Airlines,2176.33,,
08/11/11,Airlines,1338.00,,
08/11/11,Airlines,1338.00,,
08/11/11,Airlines,1067.63,,
08/11/11,Airlines,1016.73,,
08/11/11,Airlines,1016.73,,
08/11/11,Airlines,969.11,,
08/11/11,Airlines,969.11,,
08/11/11,Airlines,925.80,,
08/11/11,Airlines,894.10,,
08/11/11,Airlines,852.03,,
08/11/11,Airlines,808.53,,
08/11/11,Airlines,775.11,,
08/11/11,Airlines,717.50,,
08/11/11,Airlines,691.60,,
08/11/11,Airlines,661.10,,
08/11/11,Airlines,594.63,,
08/11/11,Airlines,546.73,,
08/11/11,Airlines,535.02,,
08/11/11,Airlines,-1311.00,,
08/11/11,Airlines,-1311.00,,
08/11/11,Airlines,-6145.73,,
09/11/11,Airlines,3919.13,,
09/11/11,Airlines,1524.93,,
09/11/11,Airlines,1002.53,,
09/11/11,Airlines,818.43,,
09/11/11,Airlines,779.89,,
09/11/11,Airlines,779.89,,
09/11/11,Airlines,773.40,,
09/11/11,Airlines,749.91,,
09/11/11,Airlines,738.93,,
09/11/11,Airlines,704.60,,
09/11/11,Airlines,704.11,,
09/11/11,Airlines,655.11,,
09/11/11,Airlines,617.83,,
09/11/11,Airlines,550.02,,
10/11/11,Airlines,2459.09,,
10/11/11,Airlines,2363.30,,
10/11/11,Airlines,2346.13,,
10/11/11,Airlines,2346.13,,
10/11/11,Airlines,1989.09,,
10/11/11,Airlines,1885.70,,
10/11/11,Airlines,1331.81,,
10/11/11,Airlines,1125.33,,
10/11/11,Airlines,1033.30,,
10/11/11,Airlines,930.99,,
10/11/11,Airlines,723.40,,
10/11/11,Airlines,689.73,,
10/11/11,Airlines,637.13,,
10/11/11,Airlines,635.30,,
10/11/11,Airlines,630.73,,
10/11/11,Airlines,619.10,,
10/11/11,Airlines,615.30,,
10/11/11,Airlines,580.10,,
10/11/11,Airlines,571.49,,
10/11/11,Airlines,569.20,,
10/11/11,Airlines,569.20,,
10/11/11,Airlines,553.10,,
10/11/11,Airlines,553.10,,
10/11/11,Airlines,-586.90,,
10/11/11,Airlines,-977.63,,
10/11/11,Airlines,-2324.43,,
10/11/11,Airlines,-2324.43,,
10/11/11,Airlines,-2428.13,,
10/11/11,Airlines,-2428.13,,
10/11/11,Airlines,-2428.13,,
10/11/11,Airlines,-4574.33,,
11/11/11,Airlines,1710.12,,
11/11/11,Airlines,1102.50,,
11/11/11,Airlines,1102.50,,
11/11/11,Airlines,-1338.00,,
11/11/11,Airlines,-1338.00,,
14/11/11,Airlines,7750.09,,
14/11/11,Airlines,3138.79,,
14/11/11,Airlines,1170.30,,
14/11/11,Airlines,931.23,,
14/11/11,Airlines,904.30,,
14/11/11,Airlines,749.60,,
14/11/11,Airlines,735.39,,
14/11/11,Airlines,725.00,,
14/11/11,Airlines,718.00,,
14/11/11,Airlines,714.13,,
14/11/11,Airlines,593.61,,
14/11/11,Airlines,579.73,,
14/11/11,Airlines,552.93,,
14/11/11,Airlines,547.60,,
14/11/11,Airlines,-2459.09,,
15/11/11,Airlines,4927.33,,
15/11/11,Airlines,3830.53,,
15/11/11,Airlines,3747.53,,
15/11/11,Airlines,2983.93,,
15/11/11,Airlines,2719.33,,
15/11/11,Airlines,2092.83,,
15/11/11,Airlines,2011.12,,
15/11/11,Airlines,1704.33,,
15/11/11,Airlines,1704.33,,
15/11/11,Airlines,1558.40,,
15/11/11,Airlines,1525.33,,
15/11/11,Airlines,1369.63,,
15/11/11,Airlines,1043.23,,
15/11/11,Airlines,737.22,,
15/11/11,Airlines,675.40,,
15/11/11,Airlines,664.70,,
15/11/11,Airlines,654.20,,
15/11/11,Airlines,608.52,,
15/11/11,Airlines,604.33,,
15/11/11,Airlines,578.22,,
15/11/11,Airlines,545.79,,
15/11/11,Airlines,538.50,,
15/11/11,Airlines,530.33,,
15/11/11,Airlines,525.79,,
15/11/11,Airlines,525.79,,
16/11/11,Airlines,3237.03,,
16/11/11,Airlines,3156.93,,
16/11/11,Airlines,3156.93,,
16/11/11,Airlines,2874.29,,
16/11/11,Airlines,2369.33,,
16/11/11,Airlines,2369.33,,
16/11/11,Airlines,2112.20,,
16/11/11,Airlines,2112.20,,
16/11/11,Airlines,1322.10,,
16/11/11,Airlines,986.83,,
16/11/11,Airlines,767.30,,
16/11/11,Airlines,767.30,,
16/11/11,Airlines,654.50,,
16/11/11,Airlines,632.43,,
16/11/11,Airlines,543.51,,
16/11/11,Airlines,-1102.50,,
16/11/11,Airlines,-1102.50,,
17/11/11,Airlines,4634.53,,
17/11/11,Airlines,2709.83,,
17/11/11,Airlines,2427.23,,
17/11/11,Airlines,2427.23,,
17/11/11,Airlines,2369.33,,
17/11/11,Airlines,2369.33,,
17/11/11,Airlines,2361.40,,
17/11/11,Airlines,1641.52,,
17/11/11,Airlines,1548.33,,
17/11/11,Airlines,1548.33,,
17/11/11,Airlines,1548.33,,
17/11/11,Airlines,1548.33,,
17/11/11,Airlines,1435.43,,
17/11/11,Airlines,1236.53,,
17/11/11,Airlines,1226.53,,
17/11/11,Airlines,1034.33,,
17/11/11,Airlines,996.63,,
17/11/11,Airlines,654.50,,
17/11/11,Airlines,610.00,,
17/11/11,Airlines,610.00,,
17/11/11,Airlines,570.63,,
17/11/11,Airlines,570.63,,
17/11/11,Airlines,-557.10,,
17/11/11,Airlines,-654.50,,
17/11/11,Airlines,-749.30,,
17/11/11,Airlines,-2369.33,,
17/11/11,Airlines,-2369.33,,
18/11/11,Airlines,6144.73,,
18/11/11,Airlines,6144.73,,
18/11/11,Airlines,4817.63,,
18/11/11,Airlines,4033.40,,
18/11/11,Airlines,2983.93,,
18/11/11,Airlines,2740.23,,
18/11/11,Airlines,2740.23,,
18/11/11,Airlines,2214.90,,
18/11/11,Airlines,2214.90,,
18/11/11,Airlines,2123.23,,
18/11/11,Airlines,1797.10,,
18/11/11,Airlines,1726.11,,
18/11/11,Airlines,1039.83,,
18/11/11,Airlines,858.60,,
18/11/11,Airlines,740.57,,
18/11/11,Airlines,729.33,,
18/11/11,Airlines,718.23,,
18/11/11,Airlines,661.40,,
18/11/11,Airlines,649.44,,
18/11/11,Airlines,591.39,,
18/11/11,Airlines,573.50,,
18/11/11,Airlines,573.50,,
18/11/11,Airlines,571.40,,
18/11/11,Airlines,554.43,,
18/11/11,Airlines,554.43,,
18/11/11,Airlines,-789.40,,
21/11/11,Airlines,2610.73,,
21/11/11,Airlines,2035.13,,
21/11/11,Airlines,1850.90,,
21/11/11,Airlines,1199.40,,
21/11/11,Airlines,1178.63,,
21/11/11,Airlines,1055.93,,
21/11/11,Airlines,888.33,,
21/11/11,Airlines,811.23,,
21/11/11,Airlines,616.29,,
21/11/11,Airlines,552.93,,
22/11/11,Airlines,5897.13,,
22/11/11,Airlines,3070.23,,
22/11/11,Airlines,2634.83,,
22/11/11,Airlines,2634.83,,
22/11/11,Airlines,2214.10,,
22/11/11,Airlines,1814.23,,
22/11/11,Airlines,1779.13,,
22/11/11,Airlines,1779.13,,
22/11/11,Airlines,1367.63,,
22/11/11,Airlines,1367.63,,
22/11/11,Airlines,1274.40,,
22/11/11,Airlines,1115.70,,
22/11/11,Airlines,1115.70,,
22/11/11,Airlines,978.80,,
22/11/11,Airlines,871.60,,
22/11/11,Airlines,650.90,,
22/11/11,Airlines,559.53,,
23/11/11,Airlines,3606.93,,
23/11/11,Airlines,2740.23,,
23/11/11,Airlines,2228.90,,
23/11/11,Airlines,1739.32,,
23/11/11,Airlines,1739.32,,
23/11/11,Airlines,1739.32,,
23/11/11,Airlines,1683.33,,
23/11/11,Airlines,1683.33,,
23/11/11,Airlines,1683.33,,
23/11/11,Airlines,1683.33,,
23/11/11,Airlines,1612.49,,
23/11/11,Airlines,1533.23,,
23/11/11,Airlines,1039.63,,
23/11/11,Airlines,937.00,,
23/11/11,Airlines,826.10,,
23/11/11,Airlines,784.27,,
23/11/11,Airlines,721.13,,
23/11/11,Airlines,528.80,,
24/11/11,Airlines,3387.03,,
24/11/11,Airlines,2922.03,,
24/11/11,Airlines,2922.03,,
24/11/11,Airlines,2740.23,,
24/11/11,Airlines,2740.23,,
24/11/11,Airlines,1892.10,,
24/11/11,Airlines,1802.13,,
24/11/11,Airlines,1802.13,,
24/11/11,Airlines,1566.13,,
24/11/11,Airlines,741.53,,
24/11/11,Airlines,557.60,,
25/11/11,Airlines,1572.73,,
25/11/11,Airlines,1572.73,,
25/11/11,Airlines,1572.73,,
25/11/11,Airlines,1345.10,,
25/11/11,Airlines,1165.63,,
25/11/11,Airlines,999.33,,
25/11/11,Airlines,867.13,,
25/11/11,Airlines,796.00,,
25/11/11,Airlines,620.00,,
25/11/11,Airlines,538.73,,
25/11/11,Airlines,538.73,,
25/11/11,Airlines,-566.70,,
25/11/11,Airlines,-1548.33,,
25/11/11,Airlines,-1548.33,,
25/11/11,Airlines,-1548.33,,
28/11/11,Airlines,3555.80,,
28/11/11,Airlines,2673.69,,
28/11/11,Airlines,2595.03,,
28/11/11,Airlines,1870.43,,
28/11/11,Airlines,1272.23,,
28/11/11,Airlines,915.00,,
28/11/11,Airlines,915.00,,
28/11/11,Airlines,841.46,,
28/11/11,Airlines,731.90,,
28/11/11,Airlines,657.90,,
28/11/11,Airlines,601.49,,
28/11/11,Airlines,578.49,,
28/11/11,Airlines,531.90,,
28/11/11,Airlines,528.80,,
28/11/11,Airlines,528.80,,
28/11/11,Airlines,-1566.13,,
28/11/11,Airlines,-1911.20,,
29/11/11,Airlines,5700.00,,
29/11/11,Airlines,2170.83,,
29/11/11,Airlines,1737.33,,
29/11/11,Airlines,1529.93,,
29/11/11,Airlines,1406.93,,
29/11/11,Airlines,1406.93,,
29/11/11,Airlines,1406.93,,
29/11/11,Airlines,1406.93,,
29/11/11,Airlines,1073.63,,
29/11/11,Airlines,1038.10,,
29/11/11,Airlines,932.00,,
29/11/11,Airlines,923.33,,
29/11/11,Airlines,911.12,,
29/11/11,Airlines,824.92,,
29/11/11,Airlines,638.93,,
29/11/11,Airlines,552.10,,
29/11/11,Airlines,-566.99,,
29/11/11,Airlines,-911.10,,
29/11/11,Airlines,-1807.30,,
30/11/11,Airlines,3854.52,,
30/11/11,Airlines,2371.03,,
30/11/11,Airlines,2035.13,,
30/11/11,Airlines,1861.70,,
30/11/11,Airlines,1762.53,,
30/11/11,Airlines,1406.93,,
30/11/11,Airlines,1369.73,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,1047.80,,
30/11/11,Airlines,811.23,,
30/11/11,Airlines,712.30,,
30/11/11,Airlines,639.99,,
30/11/11,Airlines,609.31,,
30/11/11,Airlines,569.53,,
02/11/11,Car Hire,1354.66,,
03/11/11,Car Hire,2462.36,,
03/11/11,Car Hire,910.00,,
03/11/11,Car Hire,910.00,,
03/11/11,Car Hire,897.26,,
04/11/11,Car Hire,909.70,,
07/11/11,Car Hire,1096.58,,
09/11/11,Car Hire,3476.26,,
10/11/11,Car Hire,899.29,,
10/11/11,Car Hire,621.97,,
10/11/11,Car Hire,1669.89,,
14/11/11,Car Hire,1517.68,,
16/11/11,Car Hire,1866.11,,
21/11/11,Car Hire,2767.20,,
23/11/11,Car Hire,4071.76,,
01/11/11,Cash,653.00,Start-up costs for new Embassy in Bishkek.,
01/11/11,Catalogue,1318.99,,
01/11/11,Catalogue,968.32,,
01/11/11,Catalogue,503.53,,
03/11/11,Catalogue,809.48,,
16/11/11,Catalogue,794.61,,
16/11/11,Catalogue,4150.28,,
16/11/11,Catalogue,1992.56,,
16/11/11,Catalogue,1918.61,,
16/11/11,Catalogue,1917.74,,
16/11/11,Catalogue,1831.00,,
16/11/11,Catalogue,1822.69,,
16/11/11,Catalogue,862.95,,
16/11/11,Catalogue,802.37,,
16/11/11,Catalogue,501.85,,
18/11/11,Catalogue,853.30,,
18/11/11,Catalogue,1178.75,,
18/11/11,Catalogue,1068.63,,
18/11/11,Catalogue,790.44,,
18/11/11,Catalogue,765.35,,
18/11/11,Catalogue,708.71,,
18/11/11,Catalogue,651.24,,
18/11/11,Catalogue,579.54,,
18/11/11,Catalogue,568.08,,
18/11/11,Catalogue,530.36,,
21/11/11,Catalogue,1675.58,,
21/11/11,Catalogue,559.19,,
23/11/11,Catalogue,597.45,,
25/11/11,Catalogue,1192.79,,
28/11/11,Catalogue,2052.07,,
10/11/11,Department Stores,1439.58,,
22/11/11,Department Stores,2007.50,,
14/11/11,DIY & Household Stores,537.11,,
23/11/11,DIY & Household Stores,1612.98,,
29/11/11,DIY & Household Stores,621.96,,
07/11/11,Entertainment,3251.74,Official travel/expenses + 1 to Australia ,
07/11/11,Entertainment,1522.52,Official travel/expenses to Australia ,
07/11/11,Entertainment,1260.43,Official travel/expenses to Australia ,
11/11/11,Entertainment,707.04,Official contracted catering supplier,
16/11/11,Entertainment,2540.00,Hire of venue for official reception for the President of Panama,
16/11/11,Entertainment,2500.00,Hire of venue for official reception for the President of Panama,
16/11/11,Entertainment,705.94,Official contracted catering supplier,
16/11/11,Entertainment,876.38,Regional ECO workshop dinner,
17/11/11,Entertainment,760.19,Meal for 14 Change Agts at Change Comms Conference in Rio,
21/11/11,Entertainment,1143.79,Meal for Foreign Journalists in Northern Ireland,
22/11/11,Entertainment,1000.00,"Visit of Lord Mayor, Rio, deposit for dinner",
24/11/11,Entertainment,515.70,Official contracted catering supplier,
24/11/11,Entertainment,514.54,Official contracted catering supplier,
24/11/11,Entertainment,517.05,Lunch for nine South American Journalists ,
30/11/11,Entertainment,1613.76,Hire of venue for Turkey State Visit ,
01/11/11,Hotels,1089.94,,
01/11/11,Hotels,716.39,,
01/11/11,Hotels,702.85,,
01/11/11,Hotels,702.85,,
01/11/11,Hotels,683.04,,
01/11/11,Hotels,648.23,,
01/11/11,Hotels,594.55,,
02/11/11,Hotels,586.00,,
03/11/11,Hotels,651.97,,
04/11/11,Hotels,8682.40,,
04/11/11,Hotels,3245.51,,
04/11/11,Hotels,1486.33,,
04/11/11,Hotels,757.97,,
04/11/11,Hotels,712.80,,
04/11/11,Hotels,577.15,,
07/11/11,Hotels,2829.40,,
07/11/11,Hotels,1426.70,,
07/11/11,Hotels,1029.00,,
07/11/11,Hotels,967.40,,
07/11/11,Hotels,773.38,,
07/11/11,Hotels,713.60,,
07/11/11,Hotels,665.53,,
07/11/11,Hotels,550.38,,
07/11/11,Hotels,549.74,,
08/11/11,Hotels,960.00,,
08/11/11,Hotels,637.23,,
08/11/11,Hotels,578.41,,
09/11/11,Hotels,864.47,,
09/11/11,Hotels,819.17,,
10/11/11,Hotels,503.07,,
11/11/11,Hotels,3820.94,,
11/11/11,Hotels,1037.60,,
11/11/11,Hotels,740.00,,
11/11/11,Hotels,667.30,,
14/11/11,Hotels,1663.50,,
14/11/11,Hotels,1631.95,,
14/11/11,Hotels,1444.45,,
14/11/11,Hotels,1443.89,,
14/11/11,Hotels,1397.56,,
14/11/11,Hotels,1100.00,,
14/11/11,Hotels,993.47,,
14/11/11,Hotels,658.14,,
14/11/11,Hotels,612.52,,
14/11/11,Hotels,604.34,,
14/11/11,Hotels,520.42,,
14/11/11,Hotels,507.42,,
14/11/11,Hotels,502.11,,
15/11/11,Hotels,778.20,,
15/11/11,Hotels,648.50,,
15/11/11,Hotels,-778.20,,
16/11/11,Hotels,1024.84,,
16/11/11,Hotels,910.15,,
18/11/11,Hotels,4736.60,,
18/11/11,Hotels,545.84,,
18/11/11,Hotels,522.38,,
18/11/11,Hotels,507.59,,
21/11/11,Hotels,1314.23,,
21/11/11,Hotels,1235.00,,
21/11/11,Hotels,872.90,,
21/11/11,Hotels,867.25,,
21/11/11,Hotels,689.49,,
21/11/11,Hotels,684.46,,
21/11/11,Hotels,648.72,,
21/11/11,Hotels,601.46,,
21/11/11,Hotels,595.68,,
21/11/11,Hotels,580.14,,
21/11/11,Hotels,552.47,,
21/11/11,Hotels,532.79,,
22/11/11,Hotels,646.44,,
22/11/11,Hotels,646.39,,
22/11/11,Hotels,597.94,,
23/11/11,Hotels,1830.71,,
23/11/11,Hotels,850.00,,
23/11/11,Hotels,840.00,,
23/11/11,Hotels,638.75,,
23/11/11,Hotels,622.38,,
23/11/11,Hotels,600.00,,
23/11/11,Hotels,-810.81,,
24/11/11,Hotels,1403.00,,
24/11/11,Hotels,570.04,,
24/11/11,Hotels,518.80,,
25/11/11,Hotels,978.53,,
25/11/11,Hotels,867.76,,
25/11/11,Hotels,538.50,,
28/11/11,Hotels,7263.20,,
28/11/11,Hotels,1264.80,,
28/11/11,Hotels,791.88,,
28/11/11,Hotels,679.38,,
28/11/11,Hotels,655.59,,
28/11/11,Hotels,582.80,,
28/11/11,Hotels,581.88,,
28/11/11,Hotels,558.00,,
28/11/11,Hotels,535.63,,
28/11/11,Hotels,529.48,,
28/11/11,Hotels,515.69,,
29/11/11,Hotels,1037.60,,
29/11/11,Hotels,984.43,,
29/11/11,Hotels,550.05,,
30/11/11,Hotels,778.20,,
30/11/11,Hotels,556.81,,
30/11/11,Hotels,518.80,,
30/11/11,Hotels,518.80,,
15/11/11,Motoring,869.03,,
07/11/11,Other Retailerrs,1033.38,,
23/11/11,Other Retailerrs,538.80,,
04/11/11,Other Retailers,780.00,,
07/11/11,Other Retailers,1476.00,,
11/11/11,Other Retailers,768.00,,
14/11/11,Other Retailers,564.73,,
15/11/11,Other Retailers,534.68,DHC Residence - 2 x bookcases,
24/11/11,Other Retailers,753.72,Monthly goods/groceries restock for Residence,
01/11/11,Services,660.00,,
01/11/11,Services,864.28,,
02/11/11,Services,3707.94,Payment on behalf of UKTI - CI provided - event tickets & conference passes,
02/11/11,Services,747.00,,
03/11/11,Services,581.92,,
03/11/11,Services,526.34,,
04/11/11,Services,583.56,,
04/11/11,Services,564.48,,
04/11/11,Services,736.92,,
07/11/11,Services,650.00,,
07/11/11,Services,941.96,,
07/11/11,Services,1956.00,,
07/11/11,Services,879.04,School fees Santiago 2 semesters,
08/11/11,Services,839.40,,
08/11/11,Services,839.40,,
10/11/11,Services,910.21,,
10/11/11,Services,704.36,,
11/11/11,Services,560.00,,
14/11/11,Services,1385.00,,
15/11/11,Services,834.00,,
16/11/11,Services,1062.00,,
16/11/11,Services,1341.24,,
16/11/11,Services,1197.60,,
17/11/11,Services,669.60,,
18/11/11,Services,1077.60,,
18/11/11,Services,813.00,,
18/11/11,Services,813.00,,
18/11/11,Services,822.53,,
21/11/11,Services,1847.08,,
22/11/11,Services,1846.80,,
23/11/11,Services,1081.15,,
24/11/11,Services,736.92,,
24/11/11,Services,775.38,,
25/11/11,Services,624.90,,
28/11/11,Services,891.76,,
28/11/11,Services,997.20,Training Course Fee,
28/11/11,Services,900.00,Training Course Fee,
28/11/11,Services,624.91,,
29/11/11,Services,945.86,,
29/11/11,Services,736.92,,
29/11/11,Services,615.13,,
30/11/11,Services,929.42,,
30/11/11,Services,636.00,,
01/11/11,Travel Agencies,3170.47,,
01/11/11,Travel Agencies,2321.21,,
01/11/11,Travel Agencies,2321.21,,
01/11/11,Travel Agencies,1981.26,,
01/11/11,Travel Agencies,1515.00,,
01/11/11,Travel Agencies,1245.71,,
01/11/11,Travel Agencies,1245.71,,
01/11/11,Travel Agencies,1176.60,,
01/11/11,Travel Agencies,895.18,,
01/11/11,Travel Agencies,886.43,,
01/11/11,Travel Agencies,768.36,,
01/11/11,Travel Agencies,-980.33,,
02/11/11,Travel Agencies,4758.28,,
02/11/11,Travel Agencies,4758.28,,
02/11/11,Travel Agencies,3516.52,,
02/11/11,Travel Agencies,2690.33,,
02/11/11,Travel Agencies,1774.55,,
02/11/11,Travel Agencies,1606.01,,
02/11/11,Travel Agencies,1504.93,,
02/11/11,Travel Agencies,1373.75,,
02/11/11,Travel Agencies,1373.75,,
02/11/11,Travel Agencies,1373.75,,
02/11/11,Travel Agencies,1373.75,,
02/11/11,Travel Agencies,1211.42,,
02/11/11,Travel Agencies,-651.62,,
02/11/11,Travel Agencies,-2765.92,,
03/11/11,Travel Agencies,2396.74,,
03/11/11,Travel Agencies,2396.74,,
03/11/11,Travel Agencies,1497.62,,
03/11/11,Travel Agencies,667.10,,
03/11/11,Travel Agencies,596.63,,
03/11/11,Travel Agencies,-1185.60,,
03/11/11,Travel Agencies,-1185.60,,
03/11/11,Travel Agencies,-1344.33,,
03/11/11,Travel Agencies,-3053.83,,
07/11/11,Travel Agencies,4104.20,,
07/11/11,Travel Agencies,2580.63,,
07/11/11,Travel Agencies,2580.63,,
07/11/11,Travel Agencies,2063.60,,
07/11/11,Travel Agencies,1492.92,,
07/11/11,Travel Agencies,1492.92,,
07/11/11,Travel Agencies,1186.34,,
07/11/11,Travel Agencies,965.23,,
07/11/11,Travel Agencies,965.23,,
07/11/11,Travel Agencies,965.23,,
07/11/11,Travel Agencies,-1436.33,,
07/11/11,Travel Agencies,-1478.03,,
07/11/11,Travel Agencies,-1768.10,,
08/11/11,Travel Agencies,4640.99,,
08/11/11,Travel Agencies,2719.65,,
08/11/11,Travel Agencies,2299.61,,
08/11/11,Travel Agencies,1970.79,,
08/11/11,Travel Agencies,1801.11,,
08/11/11,Travel Agencies,1798.71,,
08/11/11,Travel Agencies,1173.73,,
08/11/11,Travel Agencies,728.56,,
08/11/11,Travel Agencies,626.38,,
08/11/11,Travel Agencies,-1801.11,,
09/11/11,Travel Agencies,1522.73,,
09/11/11,Travel Agencies,1022.03,,
09/11/11,Travel Agencies,1022.03,,
09/11/11,Travel Agencies,884.03,,
09/11/11,Travel Agencies,867.09,,
09/11/11,Travel Agencies,613.76,,
10/11/11,Travel Agencies,655.94,,
11/11/11,Travel Agencies,3649.64,,
11/11/11,Travel Agencies,2844.43,,
11/11/11,Travel Agencies,1676.54,,
11/11/11,Travel Agencies,1213.21,,
11/11/11,Travel Agencies,838.27,,
11/11/11,Travel Agencies,710.00,,
11/11/11,Travel Agencies,532.50,,
11/11/11,Travel Agencies,532.50,,
11/11/11,Travel Agencies,-839.60,,
14/11/11,Travel Agencies,500.00,,
14/11/11,Travel Agencies,2911.81,,
14/11/11,Travel Agencies,1817.92,,
14/11/11,Travel Agencies,1124.77,,
14/11/11,Travel Agencies,1124.77,,
14/11/11,Travel Agencies,985.75,,
14/11/11,Travel Agencies,952.76,,
14/11/11,Travel Agencies,507.60,,
15/11/11,Travel Agencies,3903.70,,
15/11/11,Travel Agencies,2470.93,,
15/11/11,Travel Agencies,1991.44,,
15/11/11,Travel Agencies,1991.44,,
15/11/11,Travel Agencies,1364.83,,
16/11/11,Travel Agencies,1970.36,,
16/11/11,Travel Agencies,1933.82,,
16/11/11,Travel Agencies,1783.72,,
16/11/11,Travel Agencies,1121.71,,
16/11/11,Travel Agencies,868.51,,
16/11/11,Travel Agencies,868.51,,
16/11/11,Travel Agencies,852.00,,
16/11/11,Travel Agencies,849.79,,
16/11/11,Travel Agencies,846.63,,
16/11/11,Travel Agencies,830.53,,
16/11/11,Travel Agencies,670.29,,
17/11/11,Travel Agencies,942.23,,
18/11/11,Travel Agencies,4114.82,,
18/11/11,Travel Agencies,2676.74,,
18/11/11,Travel Agencies,2405.90,,
18/11/11,Travel Agencies,1787.58,,
18/11/11,Travel Agencies,738.24,,
18/11/11,Travel Agencies,727.85,,
18/11/11,Travel Agencies,675.18,,
18/11/11,Travel Agencies,584.60,,
18/11/11,Travel Agencies,584.60,,
18/11/11,Travel Agencies,584.60,,
18/11/11,Travel Agencies,584.60,,
18/11/11,Travel Agencies,584.60,,
18/11/11,Travel Agencies,584.60,,
18/11/11,Travel Agencies,566.10,,
