ALB,Supplier,Net Amount £
Homes & Communities Agency ,Baxterstorey Ltd,"5,892.30"
Homes & Communities Agency ,Tovatt,"5,798.00"
Homes & Communities Agency ,Biffa Waste Service Ltd,"5,795.80"
Homes & Communities Agency ,Tank Cleaning Services Ltd,"5,790.00"
Homes & Communities Agency ,Clarendons (Event Catering) Ltd,"5,781.00"
Homes & Communities Agency ,Hackney Housing Co-Operative,"5,778.00"
Homes & Communities Agency ,Greenham Trading Ltd,"5,764.25"
Homes & Communities Agency ,Genesis Consulting Ltd,"5,750.00"
Homes & Communities Agency ,Fedex Kinko's,"5,739.02"
Homes & Communities Agency ,Cedardale Arboricultural Specialists,"5,706.60"
Homes & Communities Agency ,Simon Jones Associates Ltd,"5,682.00"
Homes & Communities Agency ,Pat Thomas Planning Law,"5,610.00"
Homes & Communities Agency ,Estates Gazette,"5,588.00"
Homes & Communities Agency ,H20 Chemicals Ltd,"5,570.76"
Homes & Communities Agency ,Hudson Global Resources Ltd,"5,550.00"
Homes & Communities Agency ,Crh Fencing T/A Heras Ready Fence,"5,542.90"
Homes & Communities Agency ,Govnet Communications,"5,475.00"
Homes & Communities Agency ,Brook Flooring,"5,432.50"
Homes & Communities Agency ,Shred-It Ltd,"5,429.00"
Homes & Communities Agency ,Iop Events Ltd,"5,412.85"
Homes & Communities Agency ,Cavendish Conference Centre,"5,410.00"
Homes & Communities Agency ,Employers' Forum On Disability,"5,400.00"
Homes & Communities Agency ,Engage Planning,"5,357.46"
Homes & Communities Agency ,Bagnall & Morris Waste Services Ltd,"5,301.64"
Homes & Communities Agency ,Sls,"5,250.00"
Homes & Communities Agency ,Andy Tryner Photography,"5,230.95"
Homes & Communities Agency ,CeQueL2 Ltd,"5,200.00"
Homes & Communities Agency ,Ashford Cleaning Contractors Ltd,"5,133.45"
Homes & Communities Agency ,Hyatt Regency Birmingham,"5,104.89"
Homes & Communities Agency ,A.S.A.P. Same Day Delivery Service,"5,076.40"
Homes & Communities Agency ,Kester Cunningham John Solicitors,"5,067.70"
Homes & Communities Agency ,South West Water Ltd,"5,058.06"
Homes & Communities Agency ,Parkeray Limited,"5,025.00"
Homes & Communities Agency ,Venn Group Recruitment Solutions,"5,002.50"
Homes & Communities Agency ,Northern Housing Consortium,"5,000.00"
Homes & Communities Agency ,Hatc Limited,"5,000.00"
Homes & Communities Agency ,Miller Homes - Southern Region,"5,000.00"
Homes & Communities Agency ,D Cusack T/A Basildon United Sport Leisure,"5,000.00"
Homes & Communities Agency ,Architectural History Practice,"5,000.00"
Homes & Communities Agency ,New Islington Festival Ltd,"5,000.00"
Homes & Communities Agency ,Media Report,"5,000.00"
Homes & Communities Agency ,Business Partner,"4,987.52"
Homes & Communities Agency ,Idris Davies Limited,"4,966.82"
Homes & Communities Agency ,Jfk Business Services Ltd,"4,931.05"
Homes & Communities Agency ,Otis Lifts Limited,"4,920.70"
Homes & Communities Agency ,Corporate Document Services Ltd,"4,906.20"
Homes & Communities Agency ,Odell And Company Limited,"4,880.47"
Homes & Communities Agency ,National Express East Anglia,"4,880.00"
Homes & Communities Agency ,Mark Lupton,"4,849.00"
Homes & Communities Agency ,Bridge Trustees Limites,"4,831.44"
Homes & Communities Agency ,Wolters Kluwer (Uk) Ltd,"4,830.19"
Homes & Communities Agency ,Davidson Nicklen Associates,"4,830.00"
Homes & Communities Agency ,Central Law Training Ltd,"4,825.00"
Homes & Communities Agency ,Housemark Limited,"4,800.00"
Homes & Communities Agency ,Reisswolf London Ltd,"4,798.53"
Homes & Communities Agency ,Mk Dons Fc,"4,798.30"
Homes & Communities Agency ,Jkn Digital Ltd,"4,788.00"
Homes & Communities Agency ,Concurrent Appointments International,"4,770.00"
Homes & Communities Agency ,The Grosvenor,"4,746.92"
Homes & Communities Agency ,Gillespies Llp,"4,731.10"
Homes & Communities Agency ,Richard Barber & Company,"4,725.00"
Homes & Communities Agency ,Aquent Recruit Media,"4,666.00"
Homes & Communities Agency ,Asda Stores Ltd,"4,582.73"
Homes & Communities Agency ,Kestrel Guards,"4,568.50"
Homes & Communities Agency ,Snowdrop Systems Ltd,"4,560.00"
Homes & Communities Agency ,Autoglass Ltd,"4,550.54"
Homes & Communities Agency ,Cheltenham Racecourse,"4,550.00"
Homes & Communities Agency ,Envitia Ltd,"4,530.00"
Homes & Communities Agency ,Manor & Castle Development Trust Ltd,"4,521.74"
Homes & Communities Agency ,In Steel (Blacksmiths & Fabricators) Ltd,"4,520.00"
Homes & Communities Agency ,Iosh,"4,519.00"
Homes & Communities Agency ,Urbancanda,"4,502.99"
Homes & Communities Agency ,Excel Publishing Company Ltd,"4,500.00"
Homes & Communities Agency ,Landscape Contract Services,"4,498.40"
Homes & Communities Agency ,The Motivaction Group Plc,"4,467.00"
Homes & Communities Agency ,Learning Tree International Ltd,"4,445.00"
Homes & Communities Agency ,Denhome Ltd,"4,440.00"
Homes & Communities Agency ,Cuthbert Lake,"4,400.00"
Homes & Communities Agency ,Herrington& Carmichael,"4,398.75"
Homes & Communities Agency ,Axis Elevators Ltd,"4,380.92"
Homes & Communities Agency ,Chubb Fire Limited,"4,378.12"
Homes & Communities Agency ,Capital Quality Limited,"4,375.00"
Homes & Communities Agency ,Ss Gyc Ltd,"4,351.62"
Homes & Communities Agency ,Talbot Street Car Park,"4,351.32"
Homes & Communities Agency ,Xpertise Training Ltd,"4,337.00"
Homes & Communities Agency ,Montagu Evans,"4,320.66"
Homes & Communities Agency ,The Park Royal Hotel,"4,318.50"
Homes & Communities Agency ,Quicksilver,"4,313.26"
Homes & Communities Agency ,Esri (Uk) Ltd,"4,296.40"
Homes & Communities Agency ,Lanes Group Ltd,"4,275.00"
Homes & Communities Agency ,Testing Solutions Group Ltd,"4,275.00"
Homes & Communities Agency ,Nspcc Registered Charity,"4,269.00"
Homes & Communities Agency ,Tribal Secta Ltd,"4,255.32"
Homes & Communities Agency ,Redmire Stable Ltd,"4,255.00"
Homes & Communities Agency ,Afa Project Management Limited,"4,253.23"
Homes & Communities Agency ,Rmf Landscaping,"4,214.64"
Homes & Communities Agency ,Argus Software Ltd,"4,200.00"
Homes & Communities Agency ,Institute Of Public Finance Ltd,"4,185.00"
Homes & Communities Agency ,Ceequal Ltd,"4,170.00"
Homes & Communities Agency ,Purcell Miller Tritton,"4,170.00"
Homes & Communities Agency ,Onsite Central Ltd,"4,165.00"
Homes & Communities Agency ,The Doncaster Racecourse Management Co. Ltd.,"4,150.00"
Homes & Communities Agency ,London Midland,"4,148.00"
Homes & Communities Agency ,Rose Hotel,"4,131.92"
Homes & Communities Agency ,Graham & Rosen,"4,112.50"
Homes & Communities Agency ,Johnson Poole & Bloomer,"4,109.36"
Homes & Communities Agency ,Pitman Training Centre,"4,097.40"
Homes & Communities Agency ,Unique Integrated Systems Limited,"4,073.90"
Homes & Communities Agency ,Ced Ltd,"4,071.95"
Homes & Communities Agency ,Moonlight Business Gifts,"4,067.00"
Homes & Communities Agency ,J C B Garden/ Landscape Ltd,"4,050.00"
Homes & Communities Agency ,Combe Grove Manor Hotel,"4,042.55"
Homes & Communities Agency ,Datasafe Storage Ltd,"4,042.44"
Homes & Communities Agency ,Norwich Union,"4,039.14"
Homes & Communities Agency ,Landmark Information Group,"4,030.14"
Homes & Communities Agency ,Enterprise Rent A Car,"4,029.93"
Homes & Communities Agency ,Advertising Synergy Ltd,"4,025.82"
Homes & Communities Agency ,The Stationery Office Ltd,"3,990.00"
Homes & Communities Agency ,Mgl Demolition Ltd,"3,978.32"
Homes & Communities Agency ,Whirledge & Nott,"3,893.00"
Homes & Communities Agency ,Bedford Lodge Hotel,"3,866.61"
Homes & Communities Agency ,Developing People Ltd,"3,800.50"
Homes & Communities Agency ,Policy Connect,"3,750.00"
Homes & Communities Agency ,Cf Asset Finance Ltd,"3,703.65"
Homes & Communities Agency ,Siemens Communications Ltd,"3,642.81"
Homes & Communities Agency ,The Moller Centre,"3,627.00"
Homes & Communities Agency ,Dmw Environmental Safety Ltd,"3,625.00"
Homes & Communities Agency ,Heathcotes (Outside),"3,622.45"
Homes & Communities Agency ,Qbs Software Ltd,"3,605.00"
Homes & Communities Agency ,Dods Parliamentary Communications Ltd,"3,588.25"
Homes & Communities Agency ,Bowden & Dolphin Signs Ltd,"3,573.36"
Homes & Communities Agency ,Milton Keynes Theatre Ltd,"3,562.12"
Homes & Communities Agency ,3663,"3,554.34"
Homes & Communities Agency ,Lovells,"3,539.90"
Homes & Communities Agency ,Spss Uk Ltd,"3,506.50"
Homes & Communities Agency ,Fleishman-Hillard Group Ltd,"3,500.00"
Homes & Communities Agency ,Lawson Peel,"3,475.00"
Homes & Communities Agency ,York Consulting Llp,"3,433.60"
Homes & Communities Agency ,Ace Cleaning Company,"3,431.64"
Homes & Communities Agency ,Jet Aire Drain Care,"3,424.00"
Homes & Communities Agency ,Andrews Sykes Hire Ltd,"3,422.72"
Homes & Communities Agency ,Indigo Public Affairs,"3,410.00"
Homes & Communities Agency ,City Sprint,"3,375.55"
Homes & Communities Agency ,Silverdell Management Services Llp,"3,350.00"
Homes & Communities Agency ,Service Point Uk Limited,"3,346.89"
Homes & Communities Agency ,Landscope Engineering Limited,"3,300.00"
Homes & Communities Agency ,Wayside Bodyshop,"3,297.31"
Homes & Communities Agency ,Lucy Walker Recruitment Ltd,"3,286.81"
Homes & Communities Agency ,Beauchamps,"3,250.00"
Homes & Communities Agency ,Mr Anthony Porten Qc,"3,250.00"
Homes & Communities Agency ,Jeffersons Air Photography,"3,235.00"
Homes & Communities Agency ,C2c Rail Limited,"3,180.00"
Homes & Communities Agency ,The Law Society,"3,167.00"
Homes & Communities Agency ,4 Projects,"3,151.86"
Homes & Communities Agency ,Communications Management,"3,135.00"
Homes & Communities Agency ,Dinham Hall Hotel,"3,134.05"
Homes & Communities Agency ,Change Consultancy & Training,"3,099.00"
Homes & Communities Agency ,Julian Walker,"3,088.00"
Homes & Communities Agency ,Commercial Cleaning Services,"3,082.20"
Homes & Communities Agency ,Xerox Office Supplies,"3,082.12"
Homes & Communities Agency ,Softlink Europe Limited,"3,075.00"
Homes & Communities Agency ,Uniglobe Diamond Travel,"3,074.40"
Homes & Communities Agency ,Valley Newsagents,"3,070.01"
Homes & Communities Agency ,Micrographics Ltd,"3,059.15"
Homes & Communities Agency ,Form-It-All Ltd,"3,050.00"
Homes & Communities Agency ,Ansa Elevators Ltd,"3,045.00"
Homes & Communities Agency ,Screen Plus,"3,044.00"
Homes & Communities Agency ,Tnt Uk Ltd,"3,037.42"
Homes & Communities Agency ,Green Works (Interiors) Ltd,"3,028.60"
Homes & Communities Agency ,Chartered Institute Of Environmental Health,"3,000.00"
Homes & Communities Agency ,Bluprint,"3,000.00"
Homes & Communities Agency ,Greenwich Dance Agency (Gda),"3,000.00"
Homes & Communities Agency ,Kearns & Company,"3,000.00"
Homes & Communities Agency ,Milton Keynes Ymca Trust,"3,000.00"
Homes & Communities Agency ,Alexander Pemberton,"3,000.00"
Homes & Communities Agency ,National Energy Action (South West),"3,000.00"
Homes & Communities Agency ,Somerset House,"3,000.00"
Homes & Communities Agency ,Chandler Communications Ltd,"2,986.50"
Homes & Communities Agency ,C & J Engineering Services,"2,980.00"
Homes & Communities Agency ,Wild Orchid Designs Ltd,"2,971.53"
Homes & Communities Agency ,First Capital Connect Ltd,"2,960.00"
Homes & Communities Agency ,Tweeds Construction Consultancy,"2,940.00"
Homes & Communities Agency ,Visual Identity Creative Ltd,"2,925.00"
Homes & Communities Agency ,Olivers Mill Cleaning & Maintenance Ltd,"2,901.76"
Homes & Communities Agency ,The Rubens At The Palace,"2,896.30"
Homes & Communities Agency ,Glenn Howells Architects,"2,875.00"
Homes & Communities Agency ,Bywaters (Leyton) Ltd,"2,868.63"
Homes & Communities Agency ,The People Animators Ltd,"2,859.35"
Homes & Communities Agency ,Hydrock,"2,850.00"
Homes & Communities Agency ,The Deli,"2,848.64"
Homes & Communities Agency ,Durkan Limited,"2,841.68"
Homes & Communities Agency ,The Granary,"2,835.76"
Homes & Communities Agency ,Rhedin Ltd,"2,828.89"
Homes & Communities Agency ,Western Power Distribution,"2,802.02"
Homes & Communities Agency ,Holly Oak Tree Services,"2,800.00"
Homes & Communities Agency ,Shropshire Roadsweepers,"2,775.00"
Homes & Communities Agency ,Jupiterimages (Uk) Ltd,"2,774.60"
Homes & Communities Agency ,Reflex,"2,725.11"
Homes & Communities Agency ,Burgess Architectural Products Ltd,"2,712.25"
Homes & Communities Agency ,Sunlight Service Group Ltd,"2,703.51"
Homes & Communities Agency ,Laser Life,"2,700.00"
Homes & Communities Agency ,Southern Water,"2,696.04"
Homes & Communities Agency ,John Thompson & Partners,"2,649.78"
Homes & Communities Agency ,Hasan Associates Limited,"2,637.50"
Homes & Communities Agency ,Midland Hotel Bradford,"2,635.30"
Homes & Communities Agency ,B J Landscapes,"2,621.13"
Homes & Communities Agency ,Sweet & Maxwell Ltd,"2,610.90"
Homes & Communities Agency ,Best Western Burnes Hotel,"2,602.38"
Homes & Communities Agency ,Keystone Computer Solutions,"2,600.00"
Homes & Communities Agency ,Highway Construction Services,"2,599.12"
Homes & Communities Agency ,Wheelers Electrical,"2,592.36"
Homes & Communities Agency ,Edmond Shipway,"2,577.00"
Homes & Communities Agency ,Raybell & Sons Surfacing Ltd,"2,570.00"
Homes & Communities Agency ,Tocsin Security,"2,566.83"
Homes & Communities Agency ,Veolia Es (Uk) Limited,"2,550.60"
Homes & Communities Agency ,Real Asset Management Plc,"2,550.00"
Homes & Communities Agency ,Aqualogic (Wc) Ltd,"2,546.70"
Homes & Communities Agency ,Kell Systems Ltd,"2,540.00"
Homes & Communities Agency ,Safetynet Solutions Ltd,"2,537.95"
Homes & Communities Agency ,Fire Alarm Solutions Ltd,"2,514.20"
Homes & Communities Agency ,Apem Limited,"2,503.00"
Homes & Communities Agency ,Ashfords,"2,500.50"
Homes & Communities Agency ,Aitchison Raffety Group,"2,500.00"
Homes & Communities Agency ,Humdingers Catering,"2,500.00"
Homes & Communities Agency ,Kent County Council,"2,500.00"
Homes & Communities Agency ,Rudi Ltd,"2,500.00"
Homes & Communities Agency ,Subsurface Geotechnical,"2,500.00"
Homes & Communities Agency ,Remarc Technologies Ltd,"2,500.00"
Homes & Communities Agency ,Keppie Massie,"2,500.00"
Homes & Communities Agency ,Business In The Community,"2,500.00"
Homes & Communities Agency ,Commission Air,"2,495.00"
Homes & Communities Agency ,Haymarket Exhibitions Ltd,"2,484.00"
Homes & Communities Agency ,Trevor Roberts Associates,"2,475.00"
Homes & Communities Agency ,Parcel Force Worldwide,"2,465.60"
Homes & Communities Agency ,Mkmarking Systems Ltd,"2,453.10"
Homes & Communities Agency ,Social Housing,"2,423.30"
Homes & Communities Agency ,Industrial Roofing Services,"2,418.80"
Homes & Communities Agency ,Springstar Ltd,"2,408.62"
Homes & Communities Agency ,Hesperia London Victoria,"2,402.60"
Homes & Communities Agency ,J & K Commercial Cleaning Services Ltd,"2,400.00"
Homes & Communities Agency ,Jarvis Heating & Plumbing,"2,400.00"
Homes & Communities Agency ,Teamstudio Europe Ltd,"2,400.00"
Homes & Communities Agency ,Agripower Ltd,"2,375.00"
Homes & Communities Agency ,Shaw and Sons Ltd,"2,340.00"
Homes & Communities Agency ,Amh Office Interiors Ltd,"2,330.00"
Homes & Communities Agency ,Capita Conferences,"2,320.00"
Homes & Communities Agency ,Questmark Limited,"2,302.50"
Homes & Communities Agency ,Ashmount Consulting Engineers,"2,295.00"
Homes & Communities Agency ,Institution Of Civil Engineers,"2,287.00"
Homes & Communities Agency ,Barcelo Harrogate Majestic Hotel,"2,283.29"
Homes & Communities Agency ,Park View Landscape Maintenance Ltd,"2,280.00"
Homes & Communities Agency ,Landform Surveys Ltd,"2,280.00"
Homes & Communities Agency ,Art Image Digital Photograqphy,"2,277.50"
Homes & Communities Agency ,Ambassador Oil Heating Services Ltd,"2,271.63"
Homes & Communities Agency ,Granthams Signs,"2,250.75"
Homes & Communities Agency ,Hemingway Design,"2,235.00"
Homes & Communities Agency ,Swift Facilities Mangement Uk Ltd,"2,221.50"
Homes & Communities Agency ,Park Plaza Leeds,"2,210.70"
Homes & Communities Agency ,Dawson Mmp Limited,"2,202.82"
Homes & Communities Agency ,Speak-It Ltd,"2,175.00"
Homes & Communities Agency ,Blissett Design Ltd T/A Mb Design,"2,167.00"
Homes & Communities Agency ,The Escape Committee,"2,166.66"
Homes & Communities Agency ,Digby Trout Restaurants Ltd,"2,166.15"
Homes & Communities Agency ,Hales Contractors,"2,145.70"
Homes & Communities Agency ,Highpoint,"2,138.89"
Homes & Communities Agency ,Crest Environmental Ltd,"2,098.75"
Homes & Communities Agency ,D & J Coachworks (North East) Ltd,"2,096.00"
Homes & Communities Agency ,Eden Flowers From Paradise,"2,088.19"
Homes & Communities Agency ,Signway Supplies,"2,084.70"
Homes & Communities Agency ,The Grange Rochester Hotel,"2,077.25"
Homes & Communities Agency ,Institute Of Internal Auditors,"2,072.00"
Homes & Communities Agency ,Wyevale Landscapes,"2,042.50"
Homes & Communities Agency ,S P Holding,"2,038.00"
Homes & Communities Agency ,Mic Hotel And Conference Centre Ltd,"2,029.48"
Homes & Communities Agency ,Platform3 Web Limited,"2,017.30"
Homes & Communities Agency ,G & W Whitefoot,"2,000.84"
Homes & Communities Agency ,Keith Emmett & Son,"2,000.00"
Homes & Communities Agency ,Allied Intergrated Technologies Ltd,"2,000.00"
Homes & Communities Agency ,Geoinformation Group,"2,000.00"
Homes & Communities Agency ,Chestnut Ltd,"2,000.00"
Homes & Communities Agency ,Morris Homes Ltd,"2,000.00"
Homes & Communities Agency ,Abs Pumps Ltd,"1,984.89"
Homes & Communities Agency ,Allies And Morrison Architects,"1,973.70"
Homes & Communities Agency ,Mitie Lyndhurst Services Ltd,"1,967.14"
Homes & Communities Agency ,Hollands & Long Ltd,"1,965.18"
Homes & Communities Agency ,Great Northern Hotel,"1,948.95"
Homes & Communities Agency ,Ecsc Limited,"1,930.64"
Homes & Communities Agency ,The Reservation Highway Limited,"1,925.22"
Homes & Communities Agency ,A1 Facilities Management Ltd,"1,919.52"
Homes & Communities Agency ,Lymm Hotel,"1,901.19"
Homes & Communities Agency ,Verisign Uk Limited,"1,898.00"
Homes & Communities Agency ,Quality Hotel Westminster,"1,897.08"
Homes & Communities Agency ,Icc Information Ltd,"1,875.00"
Homes & Communities Agency ,Ncc Services Ltd,"1,870.00"
Homes & Communities Agency ,Valley Watch,"1,865.00"
Homes & Communities Agency ,London River Cruises,"1,862.50"
Homes & Communities Agency ,Grabern Electrical Contractors,"1,855.74"
Homes & Communities Agency ,Fast Dispatch Uk Ltd,"1,842.00"
Homes & Communities Agency ,Compass Services,"1,821.43"
Homes & Communities Agency ,Housebuilder Media Limited,"1,804.00"
Homes & Communities Agency ,Banks Property Ltd,"1,800.00"
Homes & Communities Agency ,Corporation Service Company (Uk) Ltd,"1,794.38"
Homes & Communities Agency ,Abbott And Associates,"1,780.00"
Homes & Communities Agency ,Lucy Bristow Ltd,"1,776.00"
Homes & Communities Agency ,Glorious Productions,"1,767.00"
Homes & Communities Agency ,Oce (Uk) Limited,"1,759.47"
Homes & Communities Agency ,Erskine Chambers,"1,750.00"
Homes & Communities Agency ,Newtown Cleaning Services,"1,740.00"
Homes & Communities Agency ,The Lion Hotel,"1,739.53"
Homes & Communities Agency ,Datacom,"1,729.60"
Homes & Communities Agency ,Smith's Office Catering,"1,718.42"
Homes & Communities Agency ,C-Tech North East,"1,700.60"
Homes & Communities Agency ,Lewis Silkin,"1,700.00"
Homes & Communities Agency ,Wilson Sherriff Ltd,"1,700.00"
Homes & Communities Agency ,Tfpl Limited,"1,690.00"
Homes & Communities Agency ,Southern,"1,680.00"
Homes & Communities Agency ,Hellidon Lakes Hotel,"1,679.79"
Homes & Communities Agency ,Neil Stewart Associates,"1,678.00"
Homes & Communities Agency ,Civil Service Sports Council,"1,666.81"
Homes & Communities Agency ,Mail Box Express,"1,662.47"
Homes & Communities Agency ,Danwood Financial Services Limited,"1,650.00"
Homes & Communities Agency ,Glasgows,"1,643.75"
Homes & Communities Agency ,Tamtara Limited,"1,630.00"
Homes & Communities Agency ,John Unwin Electrical Contractors Ltd,"1,605.34"
Homes & Communities Agency ,Aztec Contractors,"1,605.00"
Homes & Communities Agency ,Lockley Security,"1,600.00"
Homes & Communities Agency ,Intranet Focus Limited,"1,600.00"
Homes & Communities Agency ,Cumberland Lodge Enterprises Limited,"1,596.25"
Homes & Communities Agency ,Molas,"1,587.50"
Homes & Communities Agency ,Quorum Training Ltd,"1,580.00"
Homes & Communities Agency ,Pims Group,"1,571.24"
Homes & Communities Agency ,Sodexo Prestige Ltd,"1,570.00"
Homes & Communities Agency ,Bpp Professional Education,"1,557.96"
Homes & Communities Agency ,Lewis Day Transport Plc,"1,538.89"
Homes & Communities Agency ,Cdr Group,"1,538.41"
Homes & Communities Agency ,Apc Training,"1,537.95"
Homes & Communities Agency ,Contact Property Training Ltd,"1,505.00"
Homes & Communities Agency ,Magus Research Ltd,"1,500.00"
Homes & Communities Agency ,Eddisons Commercial Property Management,"1,500.00"
Homes & Communities Agency ,Operis Group Plc,"1,500.00"
Homes & Communities Agency ,Maritime Housing Association Limited,"1,500.00"
Homes & Communities Agency ,Penna PLC,"1,500.00"
Homes & Communities Agency ,Newport Pagnell Construction Ltd,"1,484.35"
Homes & Communities Agency ,Drainage And Hygiene Services,"1,475.00"
Homes & Communities Agency ,Discount Displays,"1,453.31"
Homes & Communities Agency ,Earthworks Services,"1,450.00"
Homes & Communities Agency ,Sutton Maintenance Ltd,"1,407.11"
Homes & Communities Agency ,Contract Services R&R Ltd,"1,403.68"
Homes & Communities Agency ,David Austin Property Services Ltd,"1,400.60"
Homes & Communities Agency ,Blue Eye Training Limited,"1,399.00"
Homes & Communities Agency ,Wales & West Utilities,"1,396.00"
Homes & Communities Agency ,Wicks Wilson Precision Engineering,"1,390.00"
Homes & Communities Agency ,Onyxinternet,"1,380.00"
Homes & Communities Agency ,Cannon Hygiene Ltd,"1,377.23"
Homes & Communities Agency ,Blue Fish Business Promotions Ltd,"1,369.72"
Homes & Communities Agency ,Watson Electricals,"1,365.89"
Homes & Communities Agency ,Consultant Cleaners Limited,"1,360.66"
Homes & Communities Agency ,Sound Distribution Services Limited,"1,349.60"
Homes & Communities Agency ,Middlesbrough Football Club,"1,341.28"
Homes & Communities Agency ,John Hemson Associates,"1,337.50"
Homes & Communities Agency ,Bip Solutions Ltd,"1,320.00"
Homes & Communities Agency ,Mitie Property Services (Uk) Ltd,"1,299.94"
Homes & Communities Agency ,Legal Cost Negotiators,"1,283.29"
Homes & Communities Agency ,Cosalt International Ltd,"1,275.85"
Homes & Communities Agency ,Kms Commercial Property Maintenance Ltd,"1,272.22"
Homes & Communities Agency ,Swiftprint,"1,264.00"
Homes & Communities Agency ,Whitman Design And Print,"1,256.00"
Homes & Communities Agency ,Professional Conferences,"1,254.00"
Homes & Communities Agency ,Capita Business Services Ltd,"1,254.00"
Homes & Communities Agency ,Fellows International Limited,"1,250.00"
Homes & Communities Agency ,Geoffrey Leaver Solicitors,"1,247.39"
Homes & Communities Agency ,Campbell Plant Hire,"1,240.00"
Homes & Communities Agency ,A-Strip Enviromental Llp,"1,239.28"
Homes & Communities Agency ,Marcellos R & P Limited,"1,234.39"
Homes & Communities Agency ,Step Change Training Ltd,"1,234.00"
Homes & Communities Agency ,Leica Geosystems Ltd,"1,231.65"
Homes & Communities Agency ,Frama (Uk) Ltd,"1,227.11"
Homes & Communities Agency ,Windsor Telecom Plc,"1,225.00"
Homes & Communities Agency ,Dajon Electrical Services,"1,206.00"
Homes & Communities Agency ,Calbarrie Ltd,"1,205.60"
Homes & Communities Agency ,Acanthus Ferguson Mann Architects,"1,200.00"
Homes & Communities Agency ,Morgan Maire & Co,"1,200.00"
Homes & Communities Agency ,Levi Solicitors Llp - Bradford Office,"1,200.00"
Homes & Communities Agency ,Birmingham Post,"1,200.00"
Homes & Communities Agency ,Andrew Wright Associates,"1,200.00"
Homes & Communities Agency ,Posini'S Restaurant,"1,186.30"
Homes & Communities Agency ,Lime Legal Limited,"1,180.00"
Homes & Communities Agency ,National Coal Mining Museum Trading Ltd,"1,175.00"
Homes & Communities Agency ,AWICS,"1,160.00"
Homes & Communities Agency ,Gbs Corporate Training Plc,"1,155.87"
Homes & Communities Agency ,Enquin Environmental Limited,"1,150.60"
Homes & Communities Agency ,Pozzoni Management Services Ltd,"1,150.00"
Homes & Communities Agency ,Twofold Ltd,"1,149.34"
Homes & Communities Agency ,News Shops Ltd,"1,146.09"
Homes & Communities Agency ,The Boars Head Hotel,"1,140.89"
Homes & Communities Agency ,Institute Of Chartered Accountants Eng/Wales,"1,132.00"
Homes & Communities Agency ,Motivation (Traffic Control) Ltd,"1,123.08"
Homes & Communities Agency ,Aeonian Training Centres Limited,"1,122.75"
Homes & Communities Agency ,Evison & Company,"1,118.70"
Homes & Communities Agency ,Macmillan Distribution (Mdl),"1,106.85"
Homes & Communities Agency ,M.A.B. Roof & Wall Ltd,"1,101.00"
Homes & Communities Agency ,Jackson And Canter Solicitors,"1,100.00"
Homes & Communities Agency ,Land Quality Management Limited,"1,100.00"
Homes & Communities Agency ,Hunnington Limited,"1,100.00"
Homes & Communities Agency ,Grassroutes Leisure Ltd,"1,095.00"
Homes & Communities Agency ,Midland News Association Ltd,"1,092.00"
Homes & Communities Agency ,Liftshare.Com,"1,090.00"
Homes & Communities Agency ,Metering Services Limited,"1,090.00"
Homes & Communities Agency ,Yorkshire Water,"1,077.82"
Homes & Communities Agency ,Apt Controls Ltd,"1,072.00"
Homes & Communities Agency ,J Byrne (Milton Keynes) Ltd,"1,071.50"
Homes & Communities Agency ,Discreet Pest Control,"1,050.00"
Homes & Communities Agency ,Emprise Services Plc,"1,050.00"
Homes & Communities Agency ,Typesetters Ltd,"1,050.00"
Homes & Communities Agency ,The Britannia International Hotel,"1,046.71"
Homes & Communities Agency ,Manchester City Football Club Ltd,"1,039.75"
Homes & Communities Agency ,Bristol Wessex Billing Services Ltd,"1,032.10"
Homes & Communities Agency ,Utility Energy Solution Ltd,"1,025.68"
Homes & Communities Agency ,The Queens Hotel Limited,"1,017.39"
Homes & Communities Agency ,Art Workers Guild Trustees Ltd,"1,002.75"
Homes & Communities Agency ,Kimbells Llp,"1,000.00"
Homes & Communities Agency ,Tgc Trading Ltd,"1,000.00"
Homes & Communities Agency ,East Greenwich Traders Association,"1,000.00"
Homes & Communities Agency ,Kerry Bentley,"1,000.00"
Homes & Communities Agency ,Melias Corporate Caterers,"1,000.00"
Homes & Communities Agency ,Programmemaster Limited,"1,000.00"
