Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,BIS Tax Deductions,Corporate Payments,"Personal Expense, Name Witheld",10272455,-23.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,BIS Tax Deductions,Corporate Payments,"Personal Expense, Name Witheld",10272445,-19.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,BIS Tax Deductions,Corporate Payments,"Personal Expense, Name Witheld",10272454,-13.45
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,BIS Tax Deductions,Corporate Payments,"Personal Expense, Name Witheld",10272461,-10.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,BIS Tax Deductions,Corporate Payments,"Personal Expense, Name Witheld",10272460,-7.01
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,BIS Tax Deductions,Corporate Payments,HM REVENUE & CUSTOMS,1004916,542.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,BIS Non Cash Rewards Tax and NI Contributions,"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",HM REVENUE & CUSTOMS,1004475,18438.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272364,-902.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272363,-600.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272364,-411.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272363,-300.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272363,-244.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272549,1104.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1004883,11227.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272363,-601.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272364,-423.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,"Personal Expense, Name Witheld",10272364,-131.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/08/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1004881,4344.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,PNB Funding,Corporate Payments,"Personal Expense, Name Witheld",10272364,857.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,PNB Funding,Corporate Payments,"Personal Expense, Name Witheld",10272363,3604.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/08/2010,Recoveries Account,Corporate Payments,UK TRADE & INVESTMENT,1003348,1175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Recoveries Account,Corporate Payments,UK TRADE & INVESTMENT,1005560,1175
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/08/2010,Cash CFERs paid over to HMT,Corporate Payments,STATES OF JERSEY,976151,361001
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Cash CFERs paid over to HMT,Corporate Payments,DEPARTMENT OF FINANCE AND PERSONNEL (NORTHERN IRELAND),1005573,4544268.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Cash CFERs paid over to HMT,Corporate Payments,CONSOLIDATED FUND ACCOUNT 6622,1005574,21073343.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Cash CFERs paid over to HMT,Corporate Payments,CONSOLIDATED FUND ACCOUNT 6622,1005575,64382388.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/08/2010,Grants - Statutory - Current - Other,Business Group - Advanced Manufacturing Industries,CENEX,1004459,38428.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/08/2010,On-Line Databases (Programme),Fair Markets Group Summary - Consumer and Competition Policy,ITSA LTD,1003743,1128
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1004319,128367.64
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,REDCAR & CLEVELAND BOROUGH COUNCIL,1004640,116314.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,CARDIFF COUNTY COUNCIL,1003599,129199.16
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,CARDIFF COUNTY COUNCIL,1005525,131194.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,NOTTINGHAM CITY COUNCIL,1004999,71217
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2010,Grants - Non Statutory - Current - Other,Fair Markets Group Summary - Consumer and Competition Policy,GLASGOW CITY COUNCIL,1004436,115543.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/08/2010,Purchase of Completed Research,Business Group - Information Economy,BRITISH STANDARDS INSTITUTION (BSI),1005182,10560
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Sponsorship Support,Business Group - Information Economy,INDEPENDENT NETWORKS CO-OPERATIVE ASSOCIATION LTD,1004837,33670.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/08/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Corporate Law and Governance,THE FINANCIAL REPORTING COUNCIL,1003482,300000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/08/2010,Grant in Aid - Current -Other,Fair Markets Group Summary - Corporate Law and Governance,THE FINANCIAL REPORTING COUNCIL,1003790,300000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/08/2010,Audit Fees (Programme),Fair Markets Group Summary - Consumer and Competition Policy,NATIONAL AUDIT OFFICE,1004657,17000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/08/2010,Economic Consultancy and Research,"Innovation, Enterprise & Better Regulation Executive - Innovation",ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1005220,62500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Business Management Advice,"Innovation, Enterprise & Better Regulation Executive - Innovation",JERA CONSULTING LTD,1003588,-685.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Business Management Advice,"Innovation, Enterprise & Better Regulation Executive - Innovation",JERA CONSULTING LTD,1003588,658.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Business Management Advice,"Innovation, Enterprise & Better Regulation Executive - Innovation",JERA CONSULTING LTD,1003588,685.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/08/2010,Business Management Advice,"Innovation, Enterprise & Better Regulation Executive - Innovation",JERA CONSULTING LTD,1003588,19564.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/08/2010,Financial Advice and Services,"Innovation, Enterprise & Better Regulation Executive - Innovation",CAPITAL FOR ENTERPRISE LTD,1005365,14205
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1004344,500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/08/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1005277,1500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2010,Outsourced Technical Support (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,CLAIR PASSELLE,1004781,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2010,Printing (Programme),SCIENCE & RESEARCH GROUP - UK Space Agency,PROMOTIONAL LOGISTICS LTD,1004273,-4588.5
