Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",GREENWICH LB,5000130258,"2,657,437.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF HACKNEY,5000130260,"4,378,848.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HAMMERSMITH & FULHAM LB,5000130263,"1,916,337.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HAMPSHIRE COUNTY COUNCIL,5000130268,"6,266,933.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HARINGEY LB,5000130269,"3,594,424.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HARLOW DISTRICT COUNCIL,5000130273,"12,882.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HARROW LB,5000130275,"1,098,803.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HART DC,5000130277,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HARTLEPOOL BOROUGH COUNCIL,5000130278,"1,343,099.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HASTINGS BC,5000130281,"320,224.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HAVANT BC,5000130282,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HAVERING LB,5000130283,"1,027,475.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HERTFORDSHIRE COUNTY CNCL,5000130285,"5,302,642.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HERTSMERE BC,5000130286,"14,182.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HILLINGDON LB,5000130287,"1,470,288.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HOUNSLOW LB,5000130290,"1,570,540.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HYNDBURN BC,5000130292,"168,666.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",IPSWICH BC,5000130293,"5,717.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLE OF WIGHT CNCL,5000130295,"1,166,257.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLES OF SCILLY COUNCIL,5000130296,"27,639.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ISLINGTON LB,5000130297,"3,295,182.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ROYAL BOROUGH OF KENSINGTON & CHELS,5000130302,"1,700,016.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",KENT COUNTY CNCL,5000130304,"8,051,292.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",KETTERING BC,5000130305,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",HULL CITY COUNCIL,5000130307,"3,424,855.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",KNOWSLEY MBC,5000130309,"2,753,302.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF LAMBETH,5000130312,"3,582,961.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LANCASHIRE COUNTY CNCL,5000130316,"7,198,535.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LEEDS CITY CNCL,5000130317,"6,384,860.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LEICESTERSHIRE COUNTY CNCL,5000130319,"2,590,953.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LICHFIELD DC,5000130320,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF LINCOLN COUNCIL,5000130321,"9,466.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LINCOLNSHIRE COUNTY CNCL,5000130323,"4,548,247.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LIVERPOOL CITY COUNCIL,5000130324,"9,194,283.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LUTON BC,5000130325,"1,332,613.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",MALVERN HILLS DC,5000130329,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",MANSFIELD DC,5000130330,"9,466.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",MERTON LB,5000130332,"930,945.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",MIDDLESBROUGH BC,5000130333,"2,156,680.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",MILTON KEYNES BC,5000130334,"1,344,519.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NEWCASTLE UNDER LYME BC,5000130336,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NEWCASTLE UPON TYNE DC,5000130337,"3,449,483.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF NEWHAM,5000130339,"3,926,351.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORFOLK COUNTY COUNCIL,5000130341,"4,652,307.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH EAST DERBYSHIRE DC,5000130342,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH KESTEVEN DC,5000130344,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH SOMERSET DC,5000130347,"1,388,634.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH TYNESIDE MBC,5000130348,"1,521,352.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTH YORKSHIRE CC (DL7 8AL),5000130350,"3,692,303.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHAMPTON BOROUGH COUNCIL,5000130351,"29,868.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHAMPTONSHIRE COUNTY COUNCIL,5000130353,"3,617,481.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORWICH CITY CNCL,5000130354,"153,195.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAM CITY COUNCIL,5000130356,"4,653,790.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NOTTINGHAMSHIRE COUNTY CNCL,5000130358,"4,756,727.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NUNEATON & BEDWORTH BC,5000130359,"14,882.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",OLDHAM MBC,5000130361,"2,298,105.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",OXFORD CITY COUNCIL,5000130365,"25,702.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",OXFORDSHIRE CC,5000130367,"3,603,148.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",PENDLE BC,5000130368,"194,126.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",PETERBOROUGH CITY CNCL,5000130369,"1,308,284.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",PLYMOUTH CITY CNCL,5000130370,"1,826,628.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",PORTSMOUTH CITY COUNCIL,5000130374,"1,540,797.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",PRESTON BC,5000130376,"296,064.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",READING BC,5000130377,"1,149,790.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",LONDON BOROUGH OF REDBRIDGE,5000130379,"1,404,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",REDCAR & CLEVELAND BOROUGH COUNCIL,5000130381,"1,564,228.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",REDDITCH BC,5000130382,"9,466.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",REIGATE & BANSTEAD BC,5000130384,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",RICHMOND UPON THAMES LB,5000130385,"794,464.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ROCHDALE MBC,5000130386,"2,889,318.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ROCHFORD DISTRICT COUNCIL,5000130390,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ROSSENDALE BC,5000130391,"25,015.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ROTHERHAM MBC,5000130392,"1,883,597.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",RUGBY BC,5000130394,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",RUNNYMEDE BOROUGH COUNCIL,5000130396,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",RUSHMOOR BC,5000130398,"14,182.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",RUTLAND CC,5000130399,"243,624.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SALFORD CITY CNCL,5000130401,"3,270,334.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SANDWELL MBC,5000130405,"3,383,022.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SEFTON MBC,5000130408,"2,786,556.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SHEFFIELD CITY CNCL,5000130409,"5,958,408.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SLOUGH BOROUGH COUNCIL,5000130412,"1,056,033.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOLIHULL MBC,5000130415,"1,124,983.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOMERSET COUNTY CNCL,5000130417,"3,269,969.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH RIBBLE BC,5000130418,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH TYNESIDE COUNCIL,5000130419,"2,230,940.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHAMPTON CITY CNCL,5000130422,"1,741,266.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHEND ON SEA BC,5000130426,"1,138,973.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTHWARK LB,5000130428,"3,696,122.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ST ALBANS CITY COUNCIL,5000130430,"19,451.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",ST HELENS MBC,5000130432,"2,514,196.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORD BC,5000130433,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",STAFFORDSHIRE COUNTY CNCL,5000130434,"4,003,829.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",STEVENAGE BC,5000130435,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",STOCKPORT MBC,5000130437,"1,652,721.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",STOKE ON TRENT CITY COUNCIL,5000130440,"2,660,611.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",STRATFORD ON AVON DC,5000130442,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SURREY COUNTY CNCL,5000130443,"4,744,626.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SURREY HEATH BC,5000130444,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SUTTON LB,5000130445,"1,004,272.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SWALE BC,5000130447,"14,182.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SWINDON BC,5000130448,"1,187,831.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",TAMESIDE MBC,5000130450,"1,957,508.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",TAMWORTH BOROUGH COUNCIL,5000130451,"9,466.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",TELFORD & WREKIN DC,5000130453,"1,188,154.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",THREE RIVERS DC,5000130454,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",THURROCK  BOROUGH COUNCIL,5000130455,"858,844.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",TORBAY BC,5000130456,"1,096,701.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",TRAFFORD MBC,5000130457,"1,275,939.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CITY OF WAKEFIELD MDC,5000130458,"1,936,844.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WALSALL MBC,5000130459,"2,413,057.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WALTHAM FOREST LB,5000130462,"2,155,809.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WANDSWORTH LB,5000130464,"2,105,350.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WARRINGTON BC,5000130466,"1,288,006.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICK,5000130468,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WARWICKSHIRE COUNTY CNCL,5000130470,"2,837,426.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WATFORD COUNCIL,5000130471,"30,834.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WELLINGBOROUGH,5000130472,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST BERKSHIRE COUNCIL,5000130473,"1,002,798.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST LANCASHIRE BC,5000130474,"3,217.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST SUSSEX CC,5000130476,"3,687,576.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WESTMINSTER CITY CNCL,5000130477,"2,708,212.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WEYMOUTH & PORTLAND BC,5000130479,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WIGAN MBC,5000130480,"2,651,556.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WIRRAL MBC,5000130482,"3,457,913.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WOKING BC,5000130483,"31,118.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WOKINGHAM DC,5000130485,"606,904.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WOLVERHAMPTON MBC,5000130487,"2,541,926.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WORCESTER CITY CNCL,5000130492,"2,517.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WORCESTERSHIRE COUNTY COUNCIL,5000130493,"3,348,635.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WORTHING BC,5000130494,"8,766.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WYRE FOREST DISTRICT COUNCIL,5000130495,"28,266.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",YORK CITY CNCL,5000130496,"1,309,041.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",GREATER LONDON AUTHORITY (RSG),5000130498,"198,326.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",MERSEYTRAVEL,5000130499,"138,168.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST MIDS INTEGRATED TRANS AUTH,5000130500,"326,964.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",GTR MANCHESTER PTA,5000130501,"28,123.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SOUTH YORKS INTEGRATED TRANS AUTH,5000130502,"203,480.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WEST YORKSHIRE PTA,5000130503,"96,155.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",WILTSHIRE COUNCIL,5000130504,"2,281,201.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",NORTHUMBERLAND COUNTY COUNCIL,5000130506,"2,684,453.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CENTRAL BEDFORDSHIRE COUNCIL,5000130508,"1,092,839.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE EAST COUNCIL,5000130510,"2,024,941.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CHESHIRE WEST & CHESTER COUNCIL,5000130511,"1,986,647.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",BEDFORD UNITARY AUTHORITY,5000130512,"1,054,784.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",SHROPSHIRE UNITARY AUTHORITY,5000130513,"1,841,123.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",CORNWALL UNITARY AUTHORITY,5000130514,"3,532,598.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",DURHAM UNITARY AUTHORITY,5000130515,"5,138,700.00"
Communities & Local Government,DCLG,14/05/2010,Area Based Grants,"Local Gov & Reg(LG DEL,AME, RfR2)",TYNE & WEAR INTEGTD TRANS,5000130516,"12,611.00"
Communities & Local Government,DCLG,14/05/2010,LA General GLA  Grant Payable,"Local Gov & Reg(LG DEL,AME, RfR2)",GREATER LONDON AUTHORITY,2600061655,"2,005,000.00"
Communities & Local Government,DCLG,17/05/2010,NNDR Central List Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SABIC UK PETROCHEMICALS LTD,5000130575,"8,373.00"
Communities & Local Government,DCLG,17/05/2010,NNDR Central List Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SABIC UK PETROCHEMICALS LTD,5000130576,"6,347.00"
Communities & Local Government,DCLG,17/05/2010,NNDR Central List Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SABIC UK PETROCHEMICALS LTD,5000130577,"4,048.00"
Communities & Local Government,DCLG,17/05/2010,NNDR Central List Receipts,"Local Gov & Reg(LG DEL,AME, RfR2)",SABIC UK PETROCHEMICALS LTD,5000130578,"1,404.00"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Housing and Planning,REED SPECIALIST RECRUITMENT LTD,5106134288,771.42
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Housing and Planning,REED SPECIALIST RECRUITMENT LTD,5106134307,"1,439.38"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Housing and Planning,REED SPECIALIST RECRUITMENT LTD,5106134310,713.81
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Finance and Corporate Services,BADENOCH & CLARK,5106134258,"1,586.25"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Finance and Corporate Services,BADENOCH & CLARK,5106134259,"1,269.00"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Finance and Corporate Services,MICHAEL PAGE INTERNATIONAL,5106134240,"2,115.06"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Finance and Corporate Services,SBS GROUP (UK) LTD,5106134254,"12,994.09"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Finance and Corporate Services,VENN GROUP,5106134262,819.54
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Finance and Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,5106134261,"2,538.00"
Communities & Local Government,DCLG,17/05/2010,Agency Staff,Communities Group,ACTICA CONSULTING LTD,5106134345,"13,570.00"
Communities & Local Government,DCLG,17/05/2010,Conferences,Housing and Planning,CENTRAL HALL WESTMINSTER LTD,5106133630,"7,304.98"
Communities & Local Government,DCLG,17/05/2010,Conferences,Finance and Corporate Services,DCLG GOVERNMENT PROCUREMENT CARD,1000001951,586.33
Communities & Local Government,DCLG,17/05/2010,Conferences,Communities Group,THISTLE HOTEL WESTMINSTER,5106134399,293.75
Communities & Local Government,DCLG,17/05/2010,Conferences,Communities Group,SOUTHBANK CENTRE ENTERPRISES LTD,5106134592,"-6,808.00"
Communities & Local Government,DCLG,17/05/2010,Conferences,Communities Group,SOUTHBANK CENTRE ENTERPRISES LTD,5106134593,"6,808.00"
