Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,17/05/2010,Conferences,"Local Gov & Reg(LG DEL,AME, RfR2)",OFFICE FOR NATIONAL STATISTICS,5106134295,960.00
Communities & Local Government,DCLG,17/05/2010,Domestic Services,Housing and Planning,MITIE MANAGED SERVICES LTD,5106134317,473.25
Communities & Local Government,DCLG,17/05/2010,Hospitalty,Communities Group,THISTLE HOTEL WESTMINSTER,5106134399,480.58
Communities & Local Government,DCLG,17/05/2010,IT Maintenance,Communities Group,AIMEDIACOMMS,5106134369,"8,629.20"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Housing and Planning,MITIE MANAGED SERVICES LTD,5106134317,"1,004.04"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134055,851.77
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134064,717.17
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134071,"1,060.72"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134081,451.15
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134099,"12,712.61"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134109,"5,702.29"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134122,"4,475.19"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134126,"1,098.87"
Communities & Local Government,DCLG,17/05/2010,Fixed Maintenance,Communities Group,FLAGSHIP TRAINING LIMITED,5106134129,564.81
Communities & Local Government,DCLG,17/05/2010,Travel and Subsistence Account,Communities Group,GOVERNMENT CAR & DESPATCH AGENCY,5106129915,"7,017.21"
Communities & Local Government,DCLG,17/05/2010,Travel and Subsistence Account,Communities Group,GOVERNMENT CAR & DESPATCH AGENCY,5106134372,803.99
Communities & Local Government,DCLG,17/05/2010,Travel and Subsistence Account,Communities Group,THISTLE HOTEL WESTMINSTER,5106134399,"2,609.67"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Housing and Planning,WOMEN'S AID FEDERATION,2100190469,"25,000.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Housing and Planning,NOAH ENTERPRISE,2100190468,"62,793.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Communities Group,ACTION FOR MARKET TOWNS,2100188658,"42,500.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Communities Group,ACTION FOR MARKET TOWNS,2100190559,"-42,500.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Communities Group,HULL LOCAL LABOUR INITIATIVE LTD,2100190552,"42,544.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Communities Group,HULL LOCAL LABOUR INITIATIVE LTD,2100190553,"110,016.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Communities Group,HULL LOCAL LABOUR INITIATIVE LTD,2300000937,"-42,544.00"
Communities & Local Government,DCLG,17/05/2010,Current Grants to Non Profit Bodies,Communities Group,HULL LOCAL LABOUR INITIATIVE LTD,2300000938,"-110,016.00"
Communities & Local Government,DCLG,17/05/2010,IT Consumables,Finance and Corporate Services,BANNER BUSINESS SUPPLIES LTD,5106134237,524.94
Communities & Local Government,DCLG,17/05/2010,IT Consumables,Communities Group,BANNER BUSINESS SUPPLIES LTD,5106134238,622.92
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,BRENT LB (HSG),5000129954,"72,960.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,CITY OF SUNDERLAND (HSG),5000129970,"189,280.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,LEWISHAM LB (HSG),5000130029,"106,648.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,BIRMINGHAM CITY CNCL,5000130159,"319,963.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,COVENTRY CITY CNCL,5000130206,"140,320.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,DERBY CITY CNCL,5000130217,"63,120.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,DONCASTER MBC,5000130223,"245,600.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,HAMMERSMITH & FULHAM LB,5000130267,"73,372.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,HARINGEY LB,5000130271,"22,000.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,HARTLEPOOL BOROUGH COUNCIL,5000130280,"82,240.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,ISLINGTON LB,5000130301,"151,440.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,KNOWSLEY MBC,5000130311,"103,360.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,LONDON BOROUGH OF LAMBETH,5000130314,"99,587.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,LUTON BC,5000130327,"177,251.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,OLDHAM MBC,5000130363,"53,883.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,PLYMOUTH CITY CNCL,5000130371,"238,800.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,ROCHDALE MBC,5000130388,"180,080.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,SALFORD CITY CNCL,5000130403,"92,000.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,SHEFFIELD CITY CNCL,5000130411,"6,808.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,SOUTHAMPTON CITY CNCL,5000130423,"88,160.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,WALSALL MBC,5000130461,"119,360.00"
Communities & Local Government,DCLG,17/05/2010,Current (non AEF) Grants to Local Authorities,Communities Group,WOLVERHAMPTON MBC,5000130489,"132,000.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,BRAINTREE DC,5000129950,"113,911.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,BRENT LB (HSG),5000129955,"742,747.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,CITY OF LONDON (HSG),5000129967,"22,319.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,KIRKLEES COUNCIL (HSG),5000130019,"731,014.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,LEWISHAM LB (HSG),5000130027,"1,660,065.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,MANCHESTER CITY CNCL (HSG),5000130033,"2,133,446.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,STOCKTON-ON-TEES BC (HSG),5000130100,"127,143.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,TOWER HAMLETS LB (HSG),5000130118,"1,618,416.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,TOWER HAMLETS LB (HSG),5000130119,"12,111.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,ASHFIELD DC,5000130148,"195,469.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,BARNSLEY MBC,5000130152,"245,744.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,BLACKPOOL BC,5000130163,"167,564.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,BOLTON MBC,5000130167,"112,774.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,CAMDEN LB,5000130189,"742,203.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,DONCASTER MBC,5000130224,"50,754.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,DONCASTER MBC,5000130225,"211,422.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,EALING LB,5000130230,"660,695.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,EASTBOURNE BC,5000130235,"117,708.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,LONDON BOROUGH OF HACKNEY,5000130261,"4,449,569.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,LONDON BOROUGH OF HACKNEY,5000130262,"75,654.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,HAMMERSMITH & FULHAM LB,5000130264,"18,636.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,HAMMERSMITH & FULHAM LB,5000130265,"1,364,940.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,HARINGEY LB,5000130270,"1,754,602.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,HARINGEY LB,5000130272,"107,031.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,HOUNSLOW LB,5000130291,"132,108.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,ISLINGTON LB,5000130298,"6,027,387.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,ISLINGTON LB,5000130299,"107,331.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,ROYAL BOROUGH OF KENSINGTON & CHELS,5000130303,"464,511.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,LEEDS CITY CNCL,5000130318,"2,952,857.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,NEWCASTLE UPON TYNE DC,5000130338,"1,850,583.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,LONDON BOROUGH OF NEWHAM,5000130340,"3,057,247.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,NOTTINGHAM CITY COUNCIL,5000130357,"450,712.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,OLDHAM MBC,5000130364,"1,694,578.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,PLYMOUTH CITY CNCL,5000130373,"7,701.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,ROCHDALE MBC,5000130389,"808,847.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,ROTHERHAM MBC,5000130393,"85,418.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,RUTLAND CC,5000130400,"3,876.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,SALFORD CITY CNCL,5000130404,"15,262.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,SANDWELL MBC,5000130406,"271,974.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,SHEFFIELD CITY CNCL,5000130410,"3,540,304.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,SOUTHWARK LB,5000130429,"3,283,706.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,WALTHAM FOREST LB,5000130463,"288,109.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,WESTMINSTER CITY CNCL,5000130478,"204,320.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,WIGAN MBC,5000130481,"17,048.00"
Communities & Local Government,DCLG,17/05/2010,Subsidies to Central Govt and Local Auth bodies,Housing and Planning,NORTHUMBERLAND COUNTY COUNCIL,5000130507,"68,054.00"
Communities & Local Government,DCLG,17/05/2010,Post,Housing and Planning,DCLG GOVERNMENT PROCUREMENT CARD,1000001956,618.00
Communities & Local Government,DCLG,17/05/2010,Printing,Communities Group,THORNTON PRINT LTD,5106134289,460.00
Communities & Local Government,DCLG,17/05/2010,Professional services,Housing and Planning,DCLG GOVERNMENT PROCUREMENT CARD,1000001954,"1,072.58"
Communities & Local Government,DCLG,17/05/2010,Professional services,Finance and Corporate Services,MICHAEL PAGE INTERNATIONAL,5106133198,"1,679.40"
Communities & Local Government,DCLG,17/05/2010,Professional services,Finance and Corporate Services,MICHAEL PAGE INTERNATIONAL,5106133201,"2,099.26"
Communities & Local Government,DCLG,17/05/2010,Professional services,Finance and Corporate Services,PRICEWATERHOUSECOOPERS,5106129868,"29,016.00"
Communities & Local Government,DCLG,17/05/2010,Research,"Local Gov & Reg(LG DEL,AME, RfR2)",YORK CONSULTING LLP,5106126568,"32,257.28"
Communities & Local Government,DCLG,17/05/2010,Research,"Local Gov & Reg(LG DEL,AME, RfR2)",CARDIFF UNIVERSITY,2100190539,"49,441.00"
Communities & Local Government,DCLG,17/05/2010,Research,"Local Gov & Reg(LG DEL,AME, RfR2)",CARDIFF UNIVERSITY,2300001637,"-49,441.00"
Communities & Local Government,DCLG,17/05/2010,Research,"Local Gov & Reg(LG DEL,AME, RfR2)",CARDIFF UNIVERSITY,2300001658,"-49,441.00"
Communities & Local Government,DCLG,17/05/2010,Support services,Communities Group,FLAGSHIP TRAINING LIMITED,5106134061,"2,682.84"
Communities & Local Government,DCLG,17/05/2010,Support services,Communities Group,FLAGSHIP TRAINING LIMITED,5106134107,"1,024.85"
Communities & Local Government,DCLG,17/05/2010,Support services,Communities Group,FLAGSHIP TRAINING LIMITED,5106134113,"1,579.73"
Communities & Local Government,DCLG,17/05/2010,Support services,Communities Group,FLAGSHIP TRAINING LIMITED,5106134132,"1,284.38"
Communities & Local Government,DCLG,17/05/2010,Support services,Communities Group,FLAGSHIP TRAINING LIMITED,5106134144,553.83
Communities & Local Government,DCLG,17/05/2010,Support services,Communities Group,FLAGSHIP TRAINING LIMITED,5106134146,"1,378.42"
Communities & Local Government,DCLG,17/05/2010,Training,Housing and Planning,SOCIA LTD,5106134153,900.00
Communities & Local Government,DCLG,17/05/2010,Training,Finance and Corporate Services,DCLG GOVERNMENT PROCUREMENT CARD,1000001951,564.00
Communities & Local Government,DCLG,17/05/2010,Training,Finance and Corporate Services,BPP PROFESSIONAL EDUCATION LTD,5106132763,"1,686.13"
Communities & Local Government,DCLG,17/05/2010,Training,Finance and Corporate Services,BPP PROFESSIONAL EDUCATION LTD,5106132765,"1,686.13"
Communities & Local Government,DCLG,17/05/2010,Training,Finance and Corporate Services,MHS CONSULTANCY SERVICES LTD,5106132056,"2,600.00"
Communities & Local Government,DCLG,17/05/2010,Training,Communities Group,NATIONAL SCHOOL OF GOVERNMENT,5106134283,595.00
Communities & Local Government,DCLG,17/05/2010,Training,Communities Group,NATIONAL SCHOOL OF GOVERNMENT,5106134286,595.00
Communities & Local Government,DCLG,17/05/2010,Training,Communities Group,NATIONAL SCHOOL OF GOVERNMENT,5106134291,595.00
Communities & Local Government,DCLG,17/05/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106134342,"10,950.00"
Communities & Local Government,DCLG,17/05/2010,Training,Human Resources,NATIONAL SCHOOL OF GOVERNMENT,5106134386,"10,950.00"
Communities & Local Government,DCLG,17/05/2010,Training,Human Resources,COMMON PURPOSE UK,5106134335,"3,150.00"
Communities & Local Government,DCLG,17/05/2010,Training,Human Resources,YSC LTD,5106134300,"5,757.50"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ARUN DC,5000128808,"510,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,ASHFORD BC,5000128809,"306,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,AYLESBURY VALE (HSG),5000128810,"324,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BABERGH DC,5000128811,"222,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BARKING & DAGENHAM LB (HSG),5000128813,"570,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BASSETLAW DC (HSG),5000128814,"371,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BATH & NE SOMERSET DC (HSG),5000128815,"422,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BEXLEY LB (HSG),5000128816,"900,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BLABY DC (HSG),5000128817,"193,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BOSTON BC,5000128818,"160,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BRAINTREE DC,5000128819,"300,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BRECKLAND DC,5000128820,"372,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BRENT LB (HSG),5000128821,"1,680,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BRISTOL CITY CNCL (HSG),5000128822,"1,041,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BROADLAND DC,5000128823,"279,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,BROMSGROVE DC,5000128824,"310,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CANTERBURY CITY CNCL,5000128825,"378,000.00"
Communities & Local Government,DCLG,17/05/2010,Cap Grants to Local Authorities (DEL),Housing and Planning,CARLISLE CITY CNCL,5000128826,"663,000.00"
