Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,798947,24772.72
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,798947,20517.28
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,798947,9765.11
Ministry of Defence,Ministry of Defence,25/05/2011,Grants to Reserves Forces and Cadets Association,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,798950,1338316.67
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,798950,167237
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,798962,980975.87
Ministry of Defence,Ministry of Defence,25/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,798967,41482.75
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,798967,32981.07
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,DHL GLOBAL FORWARDING (UK)  LIMITED,798968,8966.57
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,798968,50754.87
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,798968,105.57
Ministry of Defence,Met Office,25/05/2011,International,Government Business,Ecmwf,307762,253363.16
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Air Command,EUROCONTROL,5000056661,63163.21
Ministry of Defence,Ministry of Defence,25/05/2011,Development costs for military equipment,Defence Equipment & Support,FUJITSU SERVICES LIMITED,799027,6069.76
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,799037,21315.68
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,799037,24322.78
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Land Forces,GB OILS LIMITED,799037,6139.06
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Air Command,GB OILS LIMITED,799038,34325.88
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Central TLB,GB OILS LIMITED,799038,21625.85
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,799038,20324.57
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,799038,12207.36
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Land Forces,GB OILS LIMITED,799038,77537.04
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Equipment & Support,HARSCO INFRASTRUCTURE SERVICES LIMITED,799056,4320
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Defence Equipment & Support,HARSCO INFRASTRUCTURE SERVICES LIMITED,799056,186917.12
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,799066,245.64
Ministry of Defence,Ministry of Defence,25/05/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,799066,10861.27
Ministry of Defence,Ministry of Defence,25/05/2011,IT and communication services,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,799072,25608
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,799080,19963.38
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Command Joint Operations,INTERSERVE (DEFENCE) LTD,5000056683,15207.8
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,5000056683,568504.11
Ministry of Defence,Ministry of Defence,25/05/2011,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,799090,2675419.48
Ministry of Defence,Ministry of Defence,25/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,L H GROUP SERVICES LTD,799097,26046
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,799098,18562.5
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Defence Equipment & Support,LABCOLD LIMITED,799099,40987.5
Ministry of Defence,Council of Reserve Forces and Cadets Associations,25/05/2011,Injections / Projects RDEL and MNW,Estates Management,Larsen Contracts,370,28825.98
Ministry of Defence,Ministry of Defence,25/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,LLOYDS REGISTER EMEA,799112,6869.84
Ministry of Defence,Ministry of Defence,25/05/2011,International contributions,Land Forces,METEOROLOGICAL OFFICE,799130,41500
Ministry of Defence,Met Office,25/05/2011,Plant And Equipment,Chief Financial Officer,Mitie Infrastructure Ltd,307945,42028.74
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,799134,853184.33
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,799134,2400
Ministry of Defence,Ministry of Defence,25/05/2011,Fuel for military use,Air Command,MULTI SERVICE AVIATION,799148,51456.66
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Land Forces,NATIONAL PROBATION SERVICE FOR ENGLAND AND WALES,799153,30401.67
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Air Command,OFFICE DEPOT UK LTD,799266,8120.94
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Central TLB,OFFICE DEPOT UK LTD,799266,1060.82
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Defence Equipment & Support,OFFICE DEPOT UK LTD,799266,5038.83
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,OFFICE DEPOT UK LTD,799266,298.54
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Land Forces,OFFICE DEPOT UK LTD,799266,11030.56
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of inventory and services ,Navy Command,OFFICE DEPOT UK LTD,799266,1674.19
Ministry of Defence,Ministry of Defence,25/05/2011,IT and communication services,Air Command,PARITY SOLUTIONS LTD,799280,22630.5
Ministry of Defence,Ministry of Defence,25/05/2011,IT and communication services,Defence Equipment & Support,PARITY SOLUTIONS LTD,799280,24412.5
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Air Command,PLANT SPEED LIMITED,799293,563.49
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,PLANT SPEED LIMITED,799293,44623.47
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,PLANT SPEED LIMITED,799293,48283.26
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Navy Command,PLANT SPEED LIMITED,799293,1199.17
Ministry of Defence,Ministry of Defence,25/05/2011,Medical treatment & stores and welfare services.,Central TLB,PORTSMOUTH HOSPITALS N H S TRUST,160236,237500
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Command Joint Operations,PRICEWATERHOUSECOOPERS LLP,799301,15808
Ministry of Defence,Ministry of Defence,25/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,799307,128957.63
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,QINETIQ LIMITED,799307,166379
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Land Forces,QINETIQ LIMITED,799307,7275.1
Ministry of Defence,Ministry of Defence,25/05/2011,Research and development,Central TLB,QINETIQ LIMITED,799307,9410
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Air Command,RAIL SETTLEMENT PLAN LIMITED,799312,26960.4
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,RAIL SETTLEMENT PLAN LIMITED,799312,106511.2
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Command Joint Operations,RAIL SETTLEMENT PLAN LIMITED,799312,44.6
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,799312,7583.6
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,799312,253.7
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,RAIL SETTLEMENT PLAN LIMITED,799312,158802.9
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Navy Command,RAIL SETTLEMENT PLAN LIMITED,799312,34854
Ministry of Defence,Ministry of Defence,25/05/2011,Property leases,Defence Infrastructure Organisation ,ROSELEAD LIMITED,799332,373653.44
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Infrastructure Organisation ,RWE WESTFALEN-WESER-EMS AG,5000056727,29984.07
Ministry of Defence,Ministry of Defence,25/05/2011,Rent and rates,Land Forces,SAVILLS COMMERCIAL LTD,799339,38284.26
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Air Command,SODEXO LTD,799356,15695.97
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Central TLB,SODEXO LTD,799356,541.67
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,799356,537278.4
Ministry of Defence,Ministry of Defence,25/05/2011,Externally delivered education and training.,Navy Command,SODEXO LTD,799356,248.62
Ministry of Defence,Ministry of Defence,25/05/2011,Food and clothing,Air Command,SODEXO LTD,799356,2160.44
Ministry of Defence,Ministry of Defence,25/05/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,799356,9016.41
Ministry of Defence,Ministry of Defence,25/05/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,799356,16354.54
Ministry of Defence,Ministry of Defence,25/05/2011,Food and clothing,Land Forces,SODEXO LTD,799356,3661.83
Ministry of Defence,Ministry of Defence,25/05/2011,"Transportation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,799356,419.19
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,799369,1042608.83
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,799369,5770.11
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,5000056739,187512.98
Ministry of Defence,Ministry of Defence,25/05/2011,Fees for professional services,Land Forces,SYSTEMS CONSULTANTS SERVICES  LIMITED,799382,29731.25
Ministry of Defence,Ministry of Defence,25/05/2011,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,799393,27000
Ministry of Defence,Ministry of Defence,25/05/2011,Externally delivered education and training.,Land Forces,THE BRITISH SCHOOL OF MOTORING LIMITED,160243,23113.44
Ministry of Defence,Ministry of Defence,25/05/2011,Externally delivered education and training.,Land Forces,THE ROYAL ENGINEERS VOCATIONAL EDUCATION AND TRAINING TRUST,799406,80127.6
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,799415,54096.79
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,799415,20926.29
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,799415,1985.27
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,799415,-1098.6
Ministry of Defence,Ministry of Defence,25/05/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,799415,2958.45
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,799420,254407.81
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Land Forces,TURNER FACILITIES MANAGEMENT LTD,799420,8613.29
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,TURNER FACILITIES MANAGEMENT LTD,799420,158400
Ministry of Defence,Ministry of Defence,25/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,799420,9415.66
Ministry of Defence,Ministry of Defence,25/05/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,UNIVAR LIMITED,799425,106712.25
Ministry of Defence,Ministry of Defence,25/05/2011,Estate management,Defence Infrastructure Organisation ,VSM ESTATES LIMITED,799433,41153
Ministry of Defence,Ministry of Defence,25/05/2011,General services and support,Defence Equipment & Support,WESTLAND HELICOPTERS LTD,2000011723,308925.61
Ministry of Defence,Ministry of Defence,25/05/2011,Fuel for military use,Air Command,WORLD FUEL SERVICES EUROPE  LTD.,2000011724,38502.86
Ministry of Defence,Ministry of Defence,25/05/2011,Fuel for military use,Land Forces,WORLD FUEL SERVICES EUROPE  LTD.,2000011724,10022.42
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,799453,10458.01
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,799453,79.78
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,799453,3988.46
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,799453,16152.92
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,799453,26104.6
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,799453,922.41
Ministry of Defence,Ministry of Defence,26/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,ABTUS LTD,799456,22363.88
Ministry of Defence,Ministry of Defence,26/05/2011,Fees for professional services,Central TLB,ACTIV TRAINING LIMITED,799459,27675
Ministry of Defence,Ministry of Defence,26/05/2011,"Adminstration, claims, compensation and awards",Land Forces,AGENCE COMPTABLE DES SERVICES  INDUSTRIELS DE L ARMEMENT,5000056768,53006.98
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,799487,70645.4
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Air Command,ARAMARK LTD,799487,55536.21
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Defence Equipment & Support,ARAMARK LTD,799487,39513.13
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,799487,104136.81
Ministry of Defence,Ministry of Defence,26/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,ARVAL PHH DEUTSCHLAND GMBH,5000056776,1072.01
Ministry of Defence,Ministry of Defence,26/05/2011,"Transportation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,ARVAL PHH DEUTSCHLAND GMBH,5000056776,245.54
Ministry of Defence,Ministry of Defence,26/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,ARVAL PHH DEUTSCHLAND GMBH,5000056776,24655.29
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,799493,878.55
Ministry of Defence,Ministry of Defence,26/05/2011,Property leases,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,799493,285831.94
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,799499,432.49
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Land Forces,AVENANCE PLC,799499,4604.96
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,799499,1661.06
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,799499,18110.92
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Land Forces,AVENANCE PLC,799499,1859.75
Ministry of Defence,Ministry of Defence,26/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,799501,6825
Ministry of Defence,Ministry of Defence,26/05/2011,Research and development,Defence Equipment & Support,AVIATION REQUIREMENTS LTD,799501,3792
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Defence Equipment & Support,BABCOCK MARINE (ROSYTH) LTD,799509,28476
Ministry of Defence,Defence Support Group,26/05/2011,Works - Fees,Land Supply,BABCOCK SUPPORT SERVICES LTD,10126475,25436.16
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,5000056778,236544.02
Ministry of Defence,Ministry of Defence,26/05/2011,"Adminstration, claims, compensation and awards",Land Forces,BUNDESANSTALT FUER IMMOBLIENAUFGABEN,5000056781,39708.21
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Defence Equipment & Support,CALUMET PHOTOGRAPHIC LTD,799573,185997.9
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,799575,31643.93
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,799575,17133.8
Ministry of Defence,Defence Support Group,26/05/2011,IT Services,Corporate,CAPGEMINI UK PLC,10126906,25747.5
Ministry of Defence,Ministry of Defence,26/05/2011,Medical treatment & stores and welfare services.,Air Command,CASTLEROCK RECRUITMENT GROUP LIMITED,799588,485.93
Ministry of Defence,Ministry of Defence,26/05/2011,Medical treatment & stores and welfare services.,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,799588,10951.56
Ministry of Defence,Ministry of Defence,26/05/2011,Development costs for military equipment,Defence Equipment & Support,CESG,2.00E+11,4875.36
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,799604,521622.53
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Land Forces,COMPASS CONTRACT SERVICES (U K)LIMITED,799604,519.36
Ministry of Defence,Ministry of Defence,26/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,799611,43228.51
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,799613,14913.99
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,799613,32020.99
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Command Joint Operations,CORPORATE DOCUMENT SERVICES  LIMITED,799613,665.09
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Defence Equipment & Support,CORPORATE DOCUMENT SERVICES  LIMITED,799613,102311.46
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CORPORATE DOCUMENT SERVICES  LIMITED,799613,586.82
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Land Forces,CORPORATE DOCUMENT SERVICES  LIMITED,799613,156038.94
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,799613,37289.46
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Central TLB,CYPRUS TELECOMMUNICATIONS AUTHORITY,5000056787,258.68
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Command Joint Operations,CYPRUS TELECOMMUNICATIONS AUTHORITY,5000056787,23857.38
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Defence Equipment & Support,CYPRUS TELECOMMUNICATIONS AUTHORITY,5000056787,1396.22
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Defence Infrastructure Organisation ,CYPRUS TELECOMMUNICATIONS AUTHORITY,5000056787,828.85
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Land Forces,CYPRUS TELECOMMUNICATIONS AUTHORITY,5000056787,3694.5
Ministry of Defence,Ministry of Defence,26/05/2011,Medical treatment & stores and welfare services.,Land Forces,DOCTOR J PAPWORTH AND PARTNERS,799643,29052
Ministry of Defence,Ministry of Defence,26/05/2011,Research and development,Defence Equipment & Support,ENTEC U K LTD,799683,35498.57
Ministry of Defence,Ministry of Defence,26/05/2011,Externally delivered education and training.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,8651.88
Ministry of Defence,Ministry of Defence,26/05/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,1479.03
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,548.6
Ministry of Defence,Ministry of Defence,26/05/2011,Medical treatment & stores and welfare services.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,281.4
Ministry of Defence,Ministry of Defence,26/05/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,1333.12
Ministry of Defence,Ministry of Defence,26/05/2011,Rent and rates,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,1308.88
Ministry of Defence,Ministry of Defence,26/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,4.24
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of inventory and services ,Defence Equipment & Support,HESCO BASTION LTD,799738,263412.39
Ministry of Defence,Ministry of Defence,26/05/2011,"Transportation of personnel, freight and travel expenses",Land Forces,HOEBER-REISEN KG,5000056821,22212.39
Ministry of Defence,Ministry of Defence,26/05/2011,Miscellaneous Administration Costs,Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,799742,33339.96
Ministry of Defence,Ministry of Defence,26/05/2011,"Transportation of personnel, freight and travel expenses",Central TLB,HOGG ROBINSON (TRAVEL) LIMITED,799742,45471.93
Ministry of Defence,Ministry of Defence,26/05/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,799744,7812.48
Ministry of Defence,Ministry of Defence,26/05/2011,Medical treatment & stores and welfare services.,Air Command,HONEYBEERECRUITMENT.COM LTD,799744,1420
Ministry of Defence,Ministry of Defence,26/05/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,799744,14472.03
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,799756,200845.39
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,INTERSERVE (DEFENCE) LTD,5000056828,2351223.37
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,JACOBS U.K. LTD,799763,80895
Ministry of Defence,Ministry of Defence,26/05/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,JACOBS U.K. LTD,799763,8610
Ministry of Defence,Ministry of Defence,26/05/2011,Estates-Stores/Equipment,DIO-SSG,KABA UK LTD,PMT-AP021112009,30672
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Air Command,KASHKET & PARTNERS LIMITED,799769,2079.11
Ministry of Defence,Ministry of Defence,26/05/2011,Food and clothing,Land Forces,KASHKET & PARTNERS LIMITED,799769,1218
Ministry of Defence,Ministry of Defence,26/05/2011,Property leases,Air Command,KELDA WATER SERVICES (ESTATES) LIMITED,799771,37470.85
Ministry of Defence,Ministry of Defence,26/05/2011,Property leases,Defence Equipment & Support,KELDA WATER SERVICES (ESTATES) LIMITED,799771,2319.74
Ministry of Defence,Ministry of Defence,26/05/2011,Property leases,Defence Infrastructure Organisation ,KELDA WATER SERVICES (ESTATES) LIMITED,799771,9022
Ministry of Defence,Ministry of Defence,26/05/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,799776,78534.64
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Air Command,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,799776,795.79
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,799776,54029.41
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,799776,884.21
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,799778,5799031.84
Ministry of Defence,Ministry of Defence,26/05/2011,Estate management,Land Forces,LANKES ENTSORGUNG UND UMWELTSERVICE GMBH,5000056836,43990.31
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Defence Equipment & Support,LOCKHEED MARTIN UK LIMITED,799790,346406
Ministry of Defence,Ministry of Defence,26/05/2011,Fees for professional services,Central TLB,LOGICA UK LIMITED,799792,246108.08
Ministry of Defence,Ministry of Defence,26/05/2011,Fees for professional services,Defence Equipment & Support,LOGICA UK LIMITED,799792,242938.27
Ministry of Defence,Ministry of Defence,26/05/2011,IT and communication services,Central TLB,LOGICA UK LIMITED,799792,627861.67
Ministry of Defence,Ministry of Defence,26/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,MBDA UK LIMITED,799808,180912.71
Ministry of Defence,British Defence Staff -United States,26/05/2011,Medical treatment & stores and welfare services.,Air Command,MERITAIN HEALTH,274517,2186.21
Ministry of Defence,British Defence Staff -United States,26/05/2011,Medical treatment & stores and welfare services.,Central TLB,MERITAIN HEALTH,274517,53511.34
Ministry of Defence,British Defence Staff -United States,26/05/2011,Medical treatment & stores and welfare services.,Defence Equipment & Support,MERITAIN HEALTH,274517,4007.88
Ministry of Defence,British Defence Staff -United States,26/05/2011,Medical treatment & stores and welfare services.,Central TLB,MERITAIN HEALTH,272455,37864.22
Ministry of Defence,Ministry of Defence,26/05/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,METAL PRODUCTS (ARDEN) LIMITED,799814,29405.76
Ministry of Defence,Ministry of Defence,26/05/2011,Design services and minor equipment purchases,Defence Equipment & Support,MORSON WYNNWITH LIMITED,799820,7000.77
