Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,SEAMS LTD,1026648,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,UNIVERSITY OF THE ARTS LONDON,1026671,120.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,BRITISH WATER,1026672,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,BRITISH WATER,1026675,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,UNIVERSITY OF COPENHAGEN,1026688,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,PARTECH (ELECTRONICS) LTD,1026706,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,THE HAIGH ENGINEERING CO LTD,1026707,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,OVE ARUP & PARTNERS LTD,1026709,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/05/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,THE BRITISH COUNCIL,1026808,18510
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,UNIVERSITY OF DURHAM,1026936,1939
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Rail Fares (Programme),Knowledge and Innovation Group - Research Base,LIVEWORK STUDIO LTD,1027052,32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,LIVEWORK STUDIO LTD,1027052,19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,LIVEWORK STUDIO LTD,1027052,81.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,LIVEWORK STUDIO LTD,1027052,34
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,CH2M HILL SRL,1027523,100.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,IMPERIAL COLLEGE LONDON,1027746,1276.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,THE WELLCOME TRUST LTD,1027754,18460.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,THE UNIVERSITY OF EDINBURGH,1027850,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,WPL LTD,1027859,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,THE UNIVERSITY OF NOTTINGHAM,1027918,1742.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1027936,6615.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",27/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,UNIVERSITY OF LIVERPOOL,1028180,10000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,IMPERIAL COLLEGE LONDON,1028251,3452.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277324,356.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Mileage Allowances (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277325,32.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Hotels (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277325,488.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Entertaining UK (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277325,254.25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277340,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277341,56.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277342,609.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277342,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277342,274.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277347,65.23
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277347,20.74
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277347,529.21
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277347,8.69
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277347,359.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277347,0.99
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,11.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,6.79
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,30
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,40.9
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,1653.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,67.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Hire of Conference Facilities (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,9.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",05/05/2011,Other IT Costs (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277381,33.59
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Rail Fares (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277393,27.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277393,133.61
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Mileage Allowances (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,34.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,1323.11
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,42.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,1058.14
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,48.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,90
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",06/05/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277400,688.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Rail Fares (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277405,13.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277405,20.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277405,9.28
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277405,3.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Other IT Costs (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277405,4.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277407,7.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277407,729.17
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277407,50.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277407,547.05
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277407,143.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277413,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277413,892.94
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277413,17.73
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277413,705.27
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/05/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277413,75.76
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Subsistence Payments (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277421,3.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277421,261.96
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277421,1202.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277421,35.47
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277421,652.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277421,56.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277424,48.89
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277424,41.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277424,58.13
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277424,169.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Rail Fares (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277506,17.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277506,12.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277506,20.07
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277506,18.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Rail Fares (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277507,18
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277507,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277507,10
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277507,141.66
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277507,31.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277507,8.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Taxis (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277508,35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277508,25
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277508,29.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277508,210.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277508,71.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,41.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,11.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,766.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,30.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,83.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,9.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/05/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277509,3.8
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277575,55.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277575,1494
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277575,49.19
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277576,100
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Rail Fares (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277627,152.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Others UK Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277627,2.87
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277627,1356.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277627,17.84
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277627,469.04
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277627,9.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Rail Fares - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,448.78
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,160.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Taxis- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,114.08
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,1404.29
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Subsistence Payments- Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,117.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Other Overseas Travel & Subsistence (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,21.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Entertaining Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277628,374.58
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277643,350
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277644,335.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Hotels- Overseas  (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277645,1509.36
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Air Fares  - Overseas (Programme),Knowledge and Innovation Group - Research Base,"Personal expense, Name withheld",10277699,2033.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,UNIVERSITY OF SOUTHAMPTON,1028249,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Grants - Current - Other,Knowledge and Innovation Group - Research Base,UNIVERSITY OF YORK,1028250,1000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",03/05/2011,Hire of Agency Staff (NDPB use only),Shareholder Executive - Shareholder Executive,BROOK STREET (UK) LTD,1026010,596.62
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,INVESTMENT PROPERTY DATABANK LTD,1026180,53250
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BRISTOL SECURITY & PROPERTY MANAGEMENT LTD,1027281,80
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BRISTOL SECURITY & PROPERTY MANAGEMENT LTD,1027284,80
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BRISTOL SECURITY & PROPERTY MANAGEMENT LTD,1027288,152.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BRISTOL SECURITY & PROPERTY MANAGEMENT LTD,1027291,80
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BRISTOL SECURITY & PROPERTY MANAGEMENT LTD,1027304,80
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BRISTOL SECURITY & PROPERTY MANAGEMENT LTD,1027310,80
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Publications (Programme),Shareholder Executive - Shareholder Executive,NEWSTIME LTD,1027726,31.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Publications (Programme),Shareholder Executive - Shareholder Executive,NEWSTIME LTD,1027726,9.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Electricity (Programme),Shareholder Executive - Shareholder Executive,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1027727,17.56
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,MAXIMA OFFICE CLEANING SERVICES LTD,1027728,333.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Technical Advice,Shareholder Executive - Shareholder Executive,RAYMOND PYLE,1027838,6433
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/05/2011,Accommodation Rentals (Programme),Shareholder Executive - Shareholder Executive,BUCKINGHAMSHIRE COUNTY COUNCIL,1027893,40000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1027950,1200
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1027951,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1027952,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1027953,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1027954,600
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/05/2011,Estates Consultancy and Professional Services,Shareholder Executive - Shareholder Executive,HYPERLINK SERVICES LTD,1027955,900
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/05/2011,Other Accommodation Charges (Programme),Shareholder Executive - Shareholder Executive,JONES LANG LASALLE LTD,1028027,127.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Maintenance (Programme),Shareholder Executive - Shareholder Executive,BUCKINGHAMSHIRE TOTAL SECURITY LTD,1028030,341
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Rail Fares (Programme),Shareholder Executive - Shareholder Executive,CABINET OFFICE,1028059,-52.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Others UK Travel & Subsistence (Programme),Shareholder Executive - Shareholder Executive,CABINET OFFICE,1028059,103.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/05/2011,Hospitality - UK (Programme),Shareholder Executive - Shareholder Executive,CABINET OFFICE,1028059,123.64
