Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,11/01/2011,Miscellaneous Legal Costs,Finance & Corporate Services,STATIONERY OFFICE LTD,2100199057,-675.69
Communities & Local Government,DCLG,11/01/2011,Miscellaneous Legal Costs,Finance & Corporate Services,STATIONERY OFFICE LTD,5106154390,675.69
Communities & Local Government,DCLG,11/01/2011,Printing,Finance & Corporate Services,ST IVES DIRECT LTD,5106154581,"2,868.00"
Communities & Local Government,DCLG,11/01/2011,Professional services,Finance & Corporate Services,DCLG GOVERNMENT PROCUREMENT CARD,1000002832,740.00
Communities & Local Government,DCLG,11/01/2011,Research,Finance & Corporate Services,NETFUNDI LTD,5106154567,637.44
Communities & Local Government,DCLG,11/01/2011,Research,Finance & Corporate Services,NETFUNDI LTD,5106154572,651.00
Communities & Local Government,DCLG,11/01/2011,Research,Localism,SHEFFIELD UNIVERSITY,2100199058,"-3,290.00"
Communities & Local Government,DCLG,11/01/2011,Research,Localism,SHEFFIELD UNIVERSITY,5106154277,"3,290.00"
Communities & Local Government,DCLG,11/01/2011,Research,Neighbourhoods,CEL GROUP,5106154671,"13,274.50"
Communities & Local Government,DCLG,11/01/2011,Stationery,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,5106154597,582.87
Communities & Local Government,DCLG,11/01/2011,Steady State Service Provision,Neighbourhoods,AEA TECHNOLOGY ENVIRONMENT,5106153220,"11,657.76"
Communities & Local Government,DCLG,11/01/2011,Steady State Service Provision,Neighbourhoods,AEA TECHNOLOGY ENVIRONMENT,5106154462,"15,294.39"
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199016,722.25
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199016,54.86
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,591.55
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Localism,LONDON FIRE & EMERG PLANNING AUTH,5106154579,173.60
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,379.14
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,132.27
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,578.49
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,183.84
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,625.92
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,279.87
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,"1,248.13"
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,93.24
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,278.97
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,-144.23
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,65.44
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,-67.12
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,163.66
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,408.67
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,108.73
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,308.81
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,35.46
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,"1,182.23"
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199016,"1,647.54"
Communities & Local Government,DCLG,11/01/2011,Travel and Subsistence Account,Strategic Performance Team,REDFERN TRAVEL LIMITED,2100199016,181.90
Communities & Local Government,DCLG,11/01/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,5106154415,479.75
Communities & Local Government,DCLG,12/01/2011,Accommodation Service Charges,Neighbourhoods,SONY COMPUTER ENT EUROPE LTD,5106154751,625.43
Communities & Local Government,DCLG,12/01/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,5106154689,"13,194.08"
Communities & Local Government,DCLG,12/01/2011,Agency Staff,Localism,MONARCH RECRUITMENT LTD,5106154591,"4,320.00"
Communities & Local Government,DCLG,12/01/2011,Agency Staff,Localism,PARITY RESOURCES LTD,2100199105,"-11,274.17"
Communities & Local Government,DCLG,12/01/2011,Agency Staff,Localism,PARITY RESOURCES LTD,5106154404,"11,274.17"
Communities & Local Government,DCLG,12/01/2011,AME Subsidy CFER,Neighbourhoods,DERBY CITY CNCL,5000144939,"-400,647.00"
Communities & Local Government,DCLG,12/01/2011,AME Subsidy CFER,Neighbourhoods,NORTHUMBERLAND COUNTY COUNCIL,5000141549,"-60,676.00"
Communities & Local Government,DCLG,12/01/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,5106154717,"10,719.32"
Communities & Local Government,DCLG,12/01/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,5106154757,"7,855.55"
Communities & Local Government,DCLG,12/01/2011,Electricity,Localism,NPOWER LTD,5106154712,"9,756.37"
Communities & Local Government,DCLG,12/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,2100199051,"18,704,017.00"
Communities & Local Government,DCLG,12/01/2011,Insurance,Localism,MET OFFICE,5106154753,"19,031.48"
Communities & Local Government,DCLG,12/01/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,5106154606,"59,671.20"
Communities & Local Government,DCLG,12/01/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,5106154697,651.84
Communities & Local Government,DCLG,12/01/2011,Management Consultancy,Localism,CHIEF FIRE OFFICERS ASSOCIATION,5106154708,"6,709.00"
Communities & Local Government,DCLG,12/01/2011,Management Consultancy,Localism,CHIEF FIRE OFFICERS ASSOCIATION,5106154710,"8,669.40"
Communities & Local Government,DCLG,12/01/2011,Management Consultancy,Neighbourhoods,PRICEWATERHOUSECOOPERS,5106154593,"2,101.33"
Communities & Local Government,DCLG,12/01/2011,Management Consultancy,Neighbourhoods,PRICEWATERHOUSECOOPERS,5106154595,"2,101.33"
Communities & Local Government,DCLG,12/01/2011,Post,Neighbourhoods,DCLG GOVERNMENT PROCUREMENT CARD,1000002836,"1,030.00"
Communities & Local Government,DCLG,12/01/2011,Professional services,Finance & Corporate Services,LOGICA (CMG UK LTD),5106154645,"15,888.50"
Communities & Local Government,DCLG,12/01/2011,Publications,Neighbourhoods,SWEET & MAXWELL LTD,5106153999,"1,626.00"
Communities & Local Government,DCLG,12/01/2011,Publications,Neighbourhoods,SWEET & MAXWELL LTD,5106154001,982.00
Communities & Local Government,DCLG,12/01/2011,Publications,Neighbourhoods,SWEET & MAXWELL LTD,5106154721,813.00
Communities & Local Government,DCLG,12/01/2011,Research,Finance & Corporate Services,BUILDING RESEARCH ESTABLISHMENT,5106154746,"72,182.60"
Communities & Local Government,DCLG,12/01/2011,Storage,Neighbourhoods,IRON MOUNTAIN (UK) LIMITED,5106154702,950.16
Communities & Local Government,DCLG,12/01/2011,Telephone call costs,Localism,B T PAYMENT SERVICES LTD,5106154520,538.37
Communities & Local Government,DCLG,12/01/2011,Training,Finance & Corporate Services,SOUTHAMPTON UNIVERSITY,5106154603,800.00
Communities & Local Government,DCLG,12/01/2011,Travel and Subsistence Account,Localism,WEST YORKSHIRE FIRE & RESCUE AUTHOR,5106154742,"2,635.00"
Communities & Local Government,DCLG,12/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199064,"1,221.55"
Communities & Local Government,DCLG,12/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199064,140.18
Communities & Local Government,DCLG,12/01/2011,Water,Localism,SEVERN TRENT WATER LTD,5106154714,529.54
Communities & Local Government,DCLG,13/01/2011,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,5106154774,"1,143.53"
Communities & Local Government,DCLG,13/01/2011,Agency Staff,Finance & Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,5106154771,"3,078.00"
Communities & Local Government,DCLG,13/01/2011,Agency Staff,Localism,PARITY RESOURCES LTD,5106154778,"6,554.40"
Communities & Local Government,DCLG,13/01/2011,Current Grants to Non Profit Bodies,Localism,DEVELOPMENT TRUSTS ASSOCIATION,2100199107,"390,000.00"
Communities & Local Government,DCLG,13/01/2011,Current Grants to Non Profit Bodies,Localism,CHURCH ACTION ON POVERTY,2100199106,"55,000.00"
Communities & Local Government,DCLG,13/01/2011,Current Grants to Non Profit Bodies,Localism,DEVELOPMENT TRUSTS ASSOCIATION,2100199108,"11,250.00"
Communities & Local Government,DCLG,13/01/2011,Management Consultancy,Localism,INTELLIGENT ADDRESSING LTD,2100199148,"-1,410.29"
Communities & Local Government,DCLG,13/01/2011,Management Consultancy,Localism,INTELLIGENT ADDRESSING LTD,5106152077,"1,410.29"
Communities & Local Government,DCLG,13/01/2011,NNDR Billing Authorities Receipts,Treasury,OFFICE OF THE PAYMASTER GENERAL (NN,2100199089,"1,812,496,952.00"
Communities & Local Government,DCLG,13/01/2011,NNDR Central List Receipts,Treasury,OFFICE OF THE PAYMASTER GENERAL (NN,2100199089,"88,913,307.00"
Communities & Local Government,DCLG,13/01/2011,Publications,Finance & Corporate Services,DOW JONES REUTERS BUS INTERACTIVE L,5106154683,"3,701.25"
Communities & Local Government,DCLG,13/01/2011,Publications,Neighbourhoods,SWEET & MAXWELL LTD,5106154842,717.20
Communities & Local Government,DCLG,13/01/2011,Research,Finance & Corporate Services,NATIONAL CENTRE FOR SOCIAL RESEARCH,5106153616,"31,750.00"
Communities & Local Government,DCLG,13/01/2011,Research,Finance & Corporate Services,TENANT SERVICES AUTHORIT Y,5106154833,"27,546.70"
Communities & Local Government,DCLG,13/01/2011,Research,Localism,FIRE SERVICE COLLEGE,2100199187,"-3,095.00"
Communities & Local Government,DCLG,13/01/2011,Research,Localism,FIRE SERVICE COLLEGE,5106154638,"3,095.00"
Communities & Local Government,DCLG,13/01/2011,Software Licences,Finance & Corporate Services,VERIZON UK LTD,5106154839,"2,131.45"
Communities & Local Government,DCLG,13/01/2011,Storage,Finance & Corporate Services,IRON MOUNTAIN (UK) LIMITED,5106154650,"20,178.88"
Communities & Local Government,DCLG,13/01/2011,Storage,Finance & Corporate Services,IRON MOUNTAIN (UK) LIMITED,5106154667,"1,070.87"
Communities & Local Government,DCLG,13/01/2011,Storage,Finance & Corporate Services,IRON MOUNTAIN (UK) LIMITED,5106154669,"12,235.95"
Communities & Local Government,DCLG,13/01/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,5106154740,"1,357.13"
Communities & Local Government,DCLG,13/01/2011,Travel and Subsistence Account,Localism,STAFFORDSHIRE FIRE & RESCUE SERVICE,5106154794,"3,610.82"
Communities & Local Government,DCLG,13/01/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,5106154731,570.00
Communities & Local Government,DCLG,14/01/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,5106154899,"2,454.39"
Communities & Local Government,DCLG,14/01/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,5106154823,"2,462.40"
Communities & Local Government,DCLG,14/01/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,5106154821,835.20
Communities & Local Government,DCLG,14/01/2011,AME Subsidy CFER,Neighbourhoods,CAMDEN LB,5000144924,"-1,654,634.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,ASHFIELD DC,5000150193,"23,565.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,BARKING & DAGENHAM LB (HSG),5000150041,"47,815.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,BLACKBURN WITH DARWEN BC,5000150203,"128,262.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,BLACKPOOL BC,5000150205,"66,544.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,BRADFORD MBC,5000150211,"137,803.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,COVENTRY CITY COUNCIL,5000150458,"75,455.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,DONCASTER MBC,5000150245,"96,128.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,DURHAM UNITARY AUTHORITY,5000150455,"67,506.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,GREAT YARMOUTH BC,5000150269,"33,888.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,HASTINGS BC,5000150285,"16,994.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,LEEDS CITY CNCL,5000150311,"83,050.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,LIVERPOOL CITY COUNCIL,5000150317,"118,567.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,LONDON BOROUGH OF CROYDEN,5000150459,"136,628.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,NORTH EAST LINCOLN DC (HSG),5000150122,"80,371.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,NORWICH CITY CNCL,5000150338,"37,563.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,REDCAR & CLEVELAND BOROUGH COUNCIL,5000150357,"46,579.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,SHEFFIELD CITY CNCL,5000150377,"104,064.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,SOUTH TYNESIDE COUNCIL,5000150384,"91,231.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,ST HELENS MBC,5000150392,"82,088.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,WANSBECK DC,5000150418,"79,320.00"
Communities & Local Government,DCLG,14/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,LONDON BOROUGH OF CROYDON,2100199176,"23,521.26"
Communities & Local Government,DCLG,14/01/2011,Catering,Finance & Corporate Services,G E CAPITAL EQUIPMENT FINANCE,5106153407,699.43
Communities & Local Government,DCLG,14/01/2011,Current Grants to Non Profit Bodies,Localism,COMMUNITY DEVELOPMENT FOUNDATION,2100199189,"380,000.00"
Communities & Local Government,DCLG,14/01/2011,Current Grants to Non Profit Bodies,Localism,COMMUNITY DEVELOPMENT FOUNDATION,2100199188,"216,562.29"
Communities & Local Government,DCLG,14/01/2011,Domestic Services,Neighbourhoods,MITIE MANAGED SERVICES LTD,5106154960,473.25
Communities & Local Government,DCLG,14/01/2011,EC Current Grants to Local Authorities,Finance & Corporate Services,SALFORD CITY COUNCIL,7500029212,"-25,078.00"
Communities & Local Government,DCLG,14/01/2011,Electricity,Localism,EDF ENERGY 1 LIMITED,5106154958,"9,027.56"
Communities & Local Government,DCLG,14/01/2011,Electricity,Localism,SCOTTISH & SOUTHERN ENERGY,5106154964,"7,623.26"
Communities & Local Government,DCLG,14/01/2011,Fixed Maintenance,Neighbourhoods,MITIE MANAGED SERVICES LTD,5106154960,"1,004.04"
Communities & Local Government,DCLG,14/01/2011,HR Consultancy,Finance & Corporate Services,SCOUT ENTERPRISES (WESTERN) LTD,5106154545,"3,240.65"
Communities & Local Government,DCLG,14/01/2011,IT Consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106154845,724.41
Communities & Local Government,DCLG,14/01/2011,LA General GLA  Grant Payable,Finance & Corporate Services,GREATER LONDON AUTHORITY,2100198997,"2,005,000.00"
Communities & Local Government,DCLG,14/01/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,5106154796,783.34
Communities & Local Government,DCLG,14/01/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,5106154855,"5,820.00"
Communities & Local Government,DCLG,14/01/2011,Media,Localism,CENTRAL OFFICE OF INFORMATION,5106151421,"-10,323.50"
Communities & Local Government,DCLG,14/01/2011,Plant and Machinery at Cost,Finance & Corporate Services,MITIE FACILITIES SERVICES LTD,5106153246,"36,946.88"
Communities & Local Government,DCLG,14/01/2011,Publicity,Neighbourhoods,CENTRAL OFFICE OF INFORMATION,5106154870,"63,532.01"
Communities & Local Government,DCLG,14/01/2011,Recruitment,Neighbourhoods,CAPITA RESOURCING LTD,5106154835,"1,810.87"
Communities & Local Government,DCLG,14/01/2011,Recruitment,Neighbourhoods,CAPITA RESOURCING LTD,5106154844,"1,461.60"
Communities & Local Government,DCLG,14/01/2011,Services provided by other Govt Orgs,Localism,HEREFORD & WORCESTER FRA,5106154862,"4,254.45"
Communities & Local Government,DCLG,14/01/2011,Services provided by other Govt Orgs,Localism,CENTRAL OFFICE OF INFORMATION,5106151731,"-14,868.44"
Communities & Local Government,DCLG,14/01/2011,Stationery,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106154845,83.15
Communities & Local Government,DCLG,14/01/2011,Steady State Service Provision,Finance & Corporate Services,VERIZON UK LTD,5106154953,"3,901.14"
Communities & Local Government,DCLG,14/01/2011,Telephone call costs,Finance & Corporate Services,B T PAYMENT SERVICES LTD,5106154926,916.19
Communities & Local Government,DCLG,14/01/2011,Training,Localism,HEMSLEY FRASER GROUP LIMITED,5106154918,"1,395.00"
Communities & Local Government,DCLG,14/01/2011,Training,Neighbourhoods,NATIONAL SCHOOL OF GOVERNMENT,5106154860,"1,390.00"
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199171,57.49
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199171,105.27
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199170,19.53
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,619.64
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199170,324.44
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199170,61.66
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199170,-59.49
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199170,-125.80
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199170,29.82
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,372.53
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,186.30
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,62.47
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,80.05
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,20.31
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,277.00
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,251.53
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,575.07
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,38.44
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,513.07
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,901.22
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,830.06
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,84.54
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,120.88
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,157.65
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,88.00
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,78.12
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,49.43
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199170,553.83
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,855.49
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,159.30
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,-57.97
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199171,-57.55
Communities & Local Government,DCLG,14/01/2011,Travel and Subsistence Account,Strategic Performance Team,REDFERN TRAVEL LIMITED,2100199171,530.16
Communities & Local Government,DCLG,14/01/2011,Waste Disposal and pest control,Neighbourhoods,LONDON BOROUGH OF CAMDEN,5106154939,"1,033.50"
Communities & Local Government,DCLG,17/01/2011,AME Subsidy CFER,Neighbourhoods,ROCHDALE MBC,5000141495,"-899,909.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ADUR DC,5000150190,"3,243.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ALLERDALE BC,5000150191,"2,969.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,AMBER VALLEY BC,5000150192,"7,805.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ARUN DC,5000150037,"12,354.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ASHFIELD DC,5000150194,"87,650.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,ASHFORD BC,5000150038,"8,135.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,AYLESBURY VALE (HSG),5000150039,"14,657.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BABERGH DC,5000150040,"3,302.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BARKING & DAGENHAM LB (HSG),5000150042,"1,636,792.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BARNET LBC,5000150195,"1,707,636.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BARNSLEY MBC,5000150196,"1,951,488.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BARROW BC,5000150197,"238,420.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BASILDON DISTRICT COUNCIL,5000150198,"12,405.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BASINGSTOKE & DEANE BC,5000150199,"3,112.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BASSETLAW DC (HSG),5000150043,"32,719.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BATH & NE SOMERSET DC (HSG),5000150044,"858,448.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BEDFORD UNITARY AUTHORITY,5000150452,"960,522.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BEXLEY LB (HSG),5000150045,"1,032,098.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BIRMINGHAM CITY CNCL,5000150200,"11,765,102.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BLABY DC (HSG),5000150046,"2,965.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BLACKBURN WITH DARWEN BC,5000150204,"2,052,403.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BLACKPOOL BC,5000150206,"1,911,698.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BOLSOVER DC,5000150207,"200,424.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BOLTON MBC,5000150208,"2,560,928.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BOSTON BC,5000150047,"23,917.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BOURNEMOUTH DC,5000150209,"1,381,360.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRACKNELL FOREST DC,5000150210,"474,328.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRADFORD MBC,5000150212,"5,199,202.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRAINTREE DC,5000150048,"3,069.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRECKLAND DC,5000150049,"20,250.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRENT LB (HSG),5000150050,"2,204,731.00"
Communities & Local Government,DCLG,17/01/2011,Area Based Grants,Localism,BRENTWOOD BC,5000150213,"3,267.00"
