Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,LACORS,5000150031,"173,264.00"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,LOCAL GOVERNMENT INTNL BUREAU,5000150032,"149,690.00"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,NATIONAL FOUNDATION  EDUCATIONAL RE,5000150033,"109,206.00"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,NATIONAL INST ADULT CONTINUING EDUC,5000150034,"57,810.00"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,NATIONAL YOUTH AGENCY,5000150035,"121,701.00"
Communities & Local Government,DCLG,20/01/2011,Revenue Support grant payable,Localism,PUBLIC PRVT PARTNERSHIP PRGM (4PS),5000150036,"245,735.00"
Communities & Local Government,DCLG,20/01/2011,Security,Localism,BUILDING RESEARCH ESTABLISHMENT,5106154951,"24,000.00"
Communities & Local Government,DCLG,20/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155245,465.23
Communities & Local Government,DCLG,20/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155245,465.23
Communities & Local Government,DCLG,20/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155245,465.23
Communities & Local Government,DCLG,20/01/2011,Software Licences,Finance & Corporate Services,COMPUTACENTER (UK) LTD,5106155245,154.66
Communities & Local Government,DCLG,20/01/2011,Software Licences,Localism,COMPUTACENTER (UK) LTD,5106155245,379.00
Communities & Local Government,DCLG,20/01/2011,Steady State Service Provision,Localism,AIRWAVE SOLUTIONS LTD,5106154281,"39,074.75"
Communities & Local Government,DCLG,20/01/2011,Telecoms equipment (non-capitalised),Localism,COMPUTACENTER (UK) LTD,2300001728,0.05
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199329,-29.97
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199329,28.55
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199329,140.62
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199329,147.63
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Finance & Corporate Services,REDFERN TRAVEL LIMITED,2100199329,15.65
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,44.65
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,147.40
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,183.71
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,60.27
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,82.89
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,"2,620.97"
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,118.85
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,185.38
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,17.39
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,61.67
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,-95.06
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,118.85
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,"2,368.13"
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,68.61
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,31.07
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,23.34
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,701.75
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,19.95
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,-8.34
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,111.11
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,44.32
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,85.58
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Localism,REDFERN TRAVEL LIMITED,2100199329,830.09
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199329,184.11
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199329,72.26
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199329,72.42
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199329,508.26
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Neighbourhoods,REDFERN TRAVEL LIMITED,2100199329,161.43
Communities & Local Government,DCLG,20/01/2011,Travel and Subsistence Account,Strategic Performance Team,REDFERN TRAVEL LIMITED,2100199329,418.38
Communities & Local Government,DCLG,20/01/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,5106155255,555.00
Communities & Local Government,DCLG,20/01/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,5106155266,435.00
Communities & Local Government,DCLG,21/01/2011,Accommodation Service Charges,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,5106155454,594.46
Communities & Local Government,DCLG,21/01/2011,Agency Staff,Localism,LA INT COMPUTER CONSULTANTS LTD,5106155483,"9,057.12"
Communities & Local Government,DCLG,21/01/2011,IT Maintenance,Neighbourhoods,SECURITY RISK MANAGEMENT,5106155437,"65,625.84"
Communities & Local Government,DCLG,21/01/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,5106155374,638.03
Communities & Local Government,DCLG,21/01/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,5106155402,626.28
Communities & Local Government,DCLG,21/01/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITORS DEPT,5106155404,682.09
Communities & Local Government,DCLG,21/01/2011,Miscellaneous Legal Costs,Finance & Corporate Services,STATIONERY OFFICE LTD,5106155378,560.09
Communities & Local Government,DCLG,21/01/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,2100199406,"-47,898.00"
Communities & Local Government,DCLG,21/01/2011,Research,Finance & Corporate Services,WARWICK UNIVERSITY,5106152525,"47,898.00"
Communities & Local Government,DCLG,21/01/2011,Services provided by other Govt Orgs,Localism,CREATIVITY CULTURE AND EDUCATION,5106155500,"8,514.66"
Communities & Local Government,DCLG,21/01/2011,Software Licences,Finance & Corporate Services,SAP (UK) LTD,5106155108,"21,864.85"
Communities & Local Government,DCLG,21/01/2011,Software Licences,Finance & Corporate Services,SAP (UK) LTD,5106155327,"2,588.53"
Communities & Local Government,DCLG,21/01/2011,Steady State Service Provision,Finance & Corporate Services,G W S LTD,5106155496,"2,677.78"
Communities & Local Government,DCLG,21/01/2011,Subscriptions,Finance & Corporate Services,CHARTERED INST OF LIBRARY & INFO,5106155458,"1,670.00"
Communities & Local Government,DCLG,21/01/2011,Training,Finance & Corporate Services,DEVELOPMENT PARTNERSHIP,5106155439,"2,462.80"
Communities & Local Government,DCLG,21/01/2011,Training,Finance & Corporate Services,NATIONAL CENTRE FOR SOCIAL RESEARCH,2100199399,-650.00
Communities & Local Government,DCLG,21/01/2011,Training,Finance & Corporate Services,NATIONAL CENTRE FOR SOCIAL RESEARCH,5106155453,650.00
Communities & Local Government,DCLG,21/01/2011,Training,Finance & Corporate Services,PRAESTA PARTNERS LLP,5106155504,"1,425.00"
Communities & Local Government,DCLG,21/01/2011,Training,Finance & Corporate Services,HEMSLEY FRASER LEARNING & DEV,5106155372,599.40
Communities & Local Government,DCLG,21/01/2011,Training,Finance & Corporate Services,ALPHA CONSOLIDATED TRAINING LTD,5106155452,"9,990.00"
Communities & Local Government,DCLG,24/01/2011,Advertising,Finance & Corporate Services,CENTRAL OFFICE OF INFORMATION,5106155603,"7,710.25"
Communities & Local Government,DCLG,24/01/2011,Agency Staff,Finance & Corporate Services,SBS GROUP (UK) LTD,5106155552,"1,879.96"
Communities & Local Government,DCLG,24/01/2011,Agency Staff,Localism,CAPITA RESOURCING LTD,5106155581,"4,890.38"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,PURBECK DC,2100199404,"4,500.00"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,ROSSENDALE BC,2100199405,"10,052.00"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,SOUTH NORFOLK DC,2100199403,"1,863.44"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,WALSALL MBC,2100199402,"11,802.00"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,BARNSLEY MBC,2100199369,"48,300.00"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,BARROW-IN-FURNESS BC,2100199370,"59,153.00"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,BRISTOL CITY COUNCIL,2100199373,"50,832.11"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,GROUNDWORK WEST MIDLANDS,2100199372,"48,056.00"
Communities & Local Government,DCLG,24/01/2011,Current (non AEF) Grants to Local Authorities,Localism,MANCHESTER CITY COUNCIL,2100199371,"58,049.00"
Communities & Local Government,DCLG,24/01/2011,Current Grants to Non Profit Bodies,Neighbourhoods,NORTHERN  HOUSING CONSORTIUM LTD,2100199358,"37,057.86"
Communities & Local Government,DCLG,24/01/2011,Current Grants to Non Profit Bodies,Neighbourhoods,R T P I,2100199297,"1,001,492.00"
Communities & Local Government,DCLG,24/01/2011,Electricity,Neighbourhoods,BRUNTWOOD ESTATES BETA PORTFOLIO LT,5106155560,589.72
Communities & Local Government,DCLG,24/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,THURROCK THAMES GATEWAY DEV CORP,2100199300,"1,670,000.00"
Communities & Local Government,DCLG,24/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,WEST NORTHAMPTONSHIRE UDC,2100199282,"732,675.86"
Communities & Local Government,DCLG,24/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - ONE NORTHEAST,2100199326,"3,329,003.27"
Communities & Local Government,DCLG,24/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - NORTHWEST DEVELOPMENT AGY,2100199327,"22,756,798.67"
Communities & Local Government,DCLG,24/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,RDA - ADVANTAGE WEST MIDLANDS,2100199328,"3,014,530.08"
Communities & Local Government,DCLG,24/01/2011,HR Consultancy,Neighbourhoods,DEVELOPMENT PARTNERSHIP,5106155599,"1,473.45"
Communities & Local Government,DCLG,24/01/2011,IT Consultancy,Finance & Corporate Services,PROCSERVE SHARED SERVICES LTD,5106155595,"8,284.50"
Communities & Local Government,DCLG,24/01/2011,Legal Fees,Finance & Corporate Services,DLA PIPER UK LLP,5106154917,"1,667.53"
Communities & Local Government,DCLG,24/01/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,5106155473,"1,738.24"
Communities & Local Government,DCLG,24/01/2011,Legal Fees,Localism,DENTON WILDE SAPTE LLP,5106155480,"1,710.62"
Communities & Local Government,DCLG,24/01/2011,Printing,Finance & Corporate Services,ST IVES DIRECT LTD,5106155556,"5,190.00"
Communities & Local Government,DCLG,24/01/2011,Research,Neighbourhoods,BSRIA LTD,5106154905,"13,392.00"
Communities & Local Government,DCLG,24/01/2011,Steady State Service Provision,Neighbourhoods,I B M UK LTD,5106155516,"11,768.80"
Communities & Local Government,DCLG,24/01/2011,Training,Neighbourhoods,DCLG GOVERNMENT PROCUREMENT CARD,1000002871,660.00
Communities & Local Government,DCLG,24/01/2011,Vehicle hire,Neighbourhoods,CYCLONE COURIER CO LTD,5106155471,531.00
Communities & Local Government,DCLG,24/01/2011,Waste Disposal and pest control,Finance & Corporate Services,EAST LONDON COM RECYCLING PSHIP,2100199418,"-1,116.25"
Communities & Local Government,DCLG,24/01/2011,Waste Disposal and pest control,Finance & Corporate Services,EAST LONDON COM RECYCLING PSHIP,5106154701,"1,116.25"
Communities & Local Government,DCLG,25/01/2011,Accommodation Service Charges,Neighbourhoods,OFFICE FOR STANDARDS IN EDUCATION,5106155704,"6,912.55"
Communities & Local Government,DCLG,25/01/2011,Agency Staff,Finance & Corporate Services,MICHAEL PAGE INTERNATIONAL,5106155613,"1,889.28"
Communities & Local Government,DCLG,25/01/2011,Agency Staff,Finance & Corporate Services,MICHAEL PAGE INTERNATIONAL,5106155615,"1,157.69"
Communities & Local Government,DCLG,25/01/2011,Agency Staff,Finance & Corporate Services,MICHAEL PAGE INTERNATIONAL,5106155617,771.79
Communities & Local Government,DCLG,25/01/2011,Agency Staff,Finance & Corporate Services,MICHAEL PAGE INTERNATIONAL,5106155601,"1,903.50"
Communities & Local Government,DCLG,25/01/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,CORNWALL COUNTY COUNCIL,2100199422,"137,500.00"
Communities & Local Government,DCLG,25/01/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,CORNWALL COUNTY COUNCIL,2100199422,"112,500.00"
Communities & Local Government,DCLG,25/01/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,ESSEX COUNTY COUNCIL,2100199423,"100,000.00"
Communities & Local Government,DCLG,25/01/2011,Fixed Maintenance,Localism,CAMBS & PETERBOROUGH FIRE AUTHORITY,2100199450,"-15,147.03"
Communities & Local Government,DCLG,25/01/2011,Fixed Maintenance,Localism,CAMBS & PETERBOROUGH FIRE AUTHORITY,5106155041,"15,147.03"
Communities & Local Government,DCLG,25/01/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106155103,"2,073.37"
Communities & Local Government,DCLG,25/01/2011,Office machinery consumables,Neighbourhoods,DCLG GOVERNMENT PROCUREMENT CARD,1000002878,552.01
Communities & Local Government,DCLG,25/01/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,5106155103,174.11
Communities & Local Government,DCLG,25/01/2011,Post,Neighbourhoods,DCLG GOVERNMENT PROCUREMENT CARD,1000002880,515.00
Communities & Local Government,DCLG,25/01/2011,Rent,Localism,CHESHIRE FIRE AUTHORITY,5106155621,"6,132.43"
Communities & Local Government,DCLG,25/01/2011,Rent,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155714,"1,650.00"
Communities & Local Government,DCLG,25/01/2011,Rent,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155719,"1,650.00"
Communities & Local Government,DCLG,25/01/2011,Rent,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155722,42.00
Communities & Local Government,DCLG,25/01/2011,Rent,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155724,"1,650.00"
Communities & Local Government,DCLG,25/01/2011,Rent,Neighbourhoods,OFFICE FOR STANDARDS IN EDUCATION,5106155704,"26,250.00"
Communities & Local Government,DCLG,25/01/2011,Research,Neighbourhoods,BUILDING RESEARCH ESTABLISHMENT,5106155668,"13,385.60"
Communities & Local Government,DCLG,25/01/2011,Telephone call costs,Finance & Corporate Services,INVOMO,2100199452,-519.08
Communities & Local Government,DCLG,25/01/2011,Telephone call costs,Finance & Corporate Services,INVOMO,5106155489,519.08
Communities & Local Government,DCLG,25/01/2011,Travel and Subsistence Account,Localism,CHESHIRE FIRE AUTHORITY,5106155621,996.36
Communities & Local Government,DCLG,25/01/2011,Travel and Subsistence Account,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155714,372.50
Communities & Local Government,DCLG,25/01/2011,Travel and Subsistence Account,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155719,425.75
Communities & Local Government,DCLG,25/01/2011,Travel and Subsistence Account,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155722,297.50
Communities & Local Government,DCLG,25/01/2011,Travel and Subsistence Account,Localism,CORNWALL COUNTY FIRE BRIGADE,5106155724,436.25
Communities & Local Government,DCLG,25/01/2011,Waste Disposal and pest control,Finance & Corporate Services,EAST LONDON COM RECYCLING PSHIP,5106155662,"1,116.25"
Communities & Local Government,DCLG,26/01/2011,Accommodation Service Charges,Finance & Corporate Services,EDF TRADING LTD,5106155818,"2,849.60"
Communities & Local Government,DCLG,26/01/2011,AME Subsidy CFER,Neighbourhoods,ROTHERHAM MBC,5000149980,"-4,499.00"
Communities & Local Government,DCLG,26/01/2011,Capl paymt betwn central governt bodies,Neighbourhoods,OLYMPIC PARK LEGACY COMPANY,2100199446,"379,920.00"
Communities & Local Government,DCLG,26/01/2011,Current Grants to Non Profit Bodies,Neighbourhoods,HOUSING ASSOC CHARITABLE TRUST,2100199455,"50,000.00"
Communities & Local Government,DCLG,26/01/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,2100199444,"66,889,481.00"
