Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Ministry of Defence,Ministry of Defence,15/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,663317,48046.83
Ministry of Defence,Ministry of Defence,15/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,663317,947.99
Ministry of Defence,Ministry of Defence,16/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,664034,3441.24
Ministry of Defence,Ministry of Defence,16/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,664034,2190.62
Ministry of Defence,Ministry of Defence,16/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,664034,11297.97
Ministry of Defence,Ministry of Defence,16/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,664034,20337.73
Ministry of Defence,Ministry of Defence,16/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,664034,4309.79
Ministry of Defence,Ministry of Defence,19/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,664814,3569.5
Ministry of Defence,Ministry of Defence,19/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,664814,795.61
Ministry of Defence,Ministry of Defence,19/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,664814,1405.35
Ministry of Defence,Ministry of Defence,19/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,664814,14471.68
Ministry of Defence,Ministry of Defence,19/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,664814,26267.97
Ministry of Defence,Ministry of Defence,19/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,664814,1976.4
Ministry of Defence,Ministry of Defence,20/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,666130,292.69
Ministry of Defence,Ministry of Defence,20/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,666130,871.15
Ministry of Defence,Ministry of Defence,20/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,666130,502.81
Ministry of Defence,Ministry of Defence,20/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,666130,12211.18
Ministry of Defence,Ministry of Defence,20/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,666130,19903.56
Ministry of Defence,Ministry of Defence,20/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,666130,2826.69
Ministry of Defence,Ministry of Defence,21/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,666757,1037.98
Ministry of Defence,Ministry of Defence,21/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,666757,457.37
Ministry of Defence,Ministry of Defence,21/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,666757,419.32
Ministry of Defence,Ministry of Defence,21/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,666757,8805.54
Ministry of Defence,Ministry of Defence,21/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,666757,39735.43
Ministry of Defence,Ministry of Defence,21/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,666757,2003.37
Ministry of Defence,Ministry of Defence,22/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,667456,3377.29
Ministry of Defence,Ministry of Defence,22/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,667456,1103.94
Ministry of Defence,Ministry of Defence,22/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,667456,12510.86
Ministry of Defence,Ministry of Defence,22/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,667456,42988.67
Ministry of Defence,Ministry of Defence,22/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,667456,1060.43
Ministry of Defence,Ministry of Defence,23/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,668222,5075.14
Ministry of Defence,Ministry of Defence,23/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,668222,3253.39
Ministry of Defence,Ministry of Defence,23/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,668222,8687.1
Ministry of Defence,Ministry of Defence,23/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,668222,35273
Ministry of Defence,Ministry of Defence,23/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,668222,1394.82
Ministry of Defence,Ministry of Defence,26/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,668955,1033.51
Ministry of Defence,Ministry of Defence,26/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,668955,558.49
Ministry of Defence,Ministry of Defence,26/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,668955,7728.38
Ministry of Defence,Ministry of Defence,26/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,668955,32909.01
Ministry of Defence,Ministry of Defence,26/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,668955,1190.13
Ministry of Defence,Ministry of Defence,27/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,669674,229.13
Ministry of Defence,Ministry of Defence,27/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,669674,2615.16
Ministry of Defence,Ministry of Defence,27/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,669674,1491.87
Ministry of Defence,Ministry of Defence,27/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,669674,10664.2
Ministry of Defence,Ministry of Defence,27/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,669674,15585.91
Ministry of Defence,Ministry of Defence,27/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,669674,753.72
Ministry of Defence,Ministry of Defence,28/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,670247,7306.19
Ministry of Defence,Ministry of Defence,28/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,670247,86.2
Ministry of Defence,Ministry of Defence,28/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,670247,94.63
Ministry of Defence,Ministry of Defence,28/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,670247,9536.46
Ministry of Defence,Ministry of Defence,28/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,670247,930842.77
Ministry of Defence,Ministry of Defence,28/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,670247,1110.68
Ministry of Defence,Ministry of Defence,29/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,671024,3973.69
Ministry of Defence,Ministry of Defence,29/07/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,671024,1041.16
Ministry of Defence,Ministry of Defence,29/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,671024,11357.3
Ministry of Defence,Ministry of Defence,29/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,671024,23531.69
Ministry of Defence,Ministry of Defence,29/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,671024,330.58
Ministry of Defence,Ministry of Defence,30/07/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,671634,1136.02
Ministry of Defence,Ministry of Defence,30/07/2010,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,671634,1412.45
Ministry of Defence,Ministry of Defence,30/07/2010,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,671634,9696.79
Ministry of Defence,Ministry of Defence,30/07/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,671634,22113.49
Ministry of Defence,Ministry of Defence,30/07/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,671634,1961.39
Ministry of Defence,Defence Science and Technology Laboratory,16/07/2010,Sub Contracted Work,Operations,ACINO AG,V - 0000000521 - 00083572,67808.1
Ministry of Defence,Ministry of Defence,16/07/2010,IT and communication services,Central TLB,ACTICA CONSULTING LIMITED,664040,15854.5
Ministry of Defence,Ministry of Defence,16/07/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ACTICA CONSULTING LIMITED,664040,228
Ministry of Defence,Ministry of Defence,19/07/2010,IT and communication services,Land Forces,ACTICA CONSULTING LIMITED,664820,4305
Ministry of Defence,Defence Science and Technology Laboratory,16/07/2010,IT Software,Operations,ADVANCED CHEMISTRY DEVELOPMENT UK LIMITED,V - 9000124512 - 00076999,30322
Ministry of Defence,Ministry of Defence,29/07/2010,Medical treatment & stores and welfare services.,Central TLB,AESTHETIC DENTAL SERVICES  LIMITED,671036,37392.79
Ministry of Defence,Met Office,23/07/2010,06 Accommodation,Chief Financial Officer,Agt  Electrical ( Exeter ) Limited,295958,28888
Ministry of Defence,Defence Science and Technology Laboratory,02/07/2010,Materials & Equipment,Operations,AIRFRAMES ASSEMBLIES LIMITED,V - 9000124166 - 00084376,23732
Ministry of Defence,Ministry of Defence,28/07/2010,IT and communication services,Command Joint Operations,AIRWAVE SOLUTIONS LIMITED,670261,835.54
Ministry of Defence,Ministry of Defence,28/07/2010,IT and communication services,Defence Equipment & Support,AIRWAVE SOLUTIONS LIMITED,670261,27043.2
Ministry of Defence,Ministry of Defence,28/07/2010,IT and communication services,Air Command,AIRWAVE SOLUTIONS LIMITED,670261,11000
Ministry of Defence,Ministry of Defence,28/07/2010,IT and communication services,Navy Command,AIRWAVE SOLUTIONS LIMITED,670261,43626.61
Ministry of Defence,Defence Science and Technology Laboratory,23/07/2010,Materials & Equipment,Operations,ALCHEMY LABORATORIES LIMITED (T/AS,V - 9000124702 - 00085841,46350
Ministry of Defence,Ministry of Defence,01/07/2010,Fees for professional services,Central TLB,Aldo Autiero,ESG17,44485.12
Ministry of Defence,Defence Science and Technology Laboratory,09/07/2010,Sub Contracted Work,Programme Office,ALTA INNOVATIONS LIMITED,V - 9000124190 - 00085007,44250
Ministry of Defence,Ministry of Defence,21/07/2010,Estates - Equipment/Works,Defence Estate - SSG,ALTRON COMMUNICATIONS EQUIPMENT ,PMT - 042,35151.83
Ministry of Defence,Ministry of Defence,19/07/2010,Externally delivered education and training.,Land Forces,AMPUTEES IN ACTION LIMITED,664837,79566.3
Ministry of Defence,Ministry of Defence,02/07/2010,Payment of utilities,Land Forces,ANGLIAN WATER SERVICES LIMITED,657464,41083.59
Ministry of Defence,Ministry of Defence,05/07/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000037807,43656.6
Ministry of Defence,Ministry of Defence,12/07/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000038192,70641.75
Ministry of Defence,Ministry of Defence,23/07/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ANNE KLEPS,5000039009,33889.67
Ministry of Defence,Ministry of Defence,12/07/2010,Miscellaneous Administration Costs,Defence Estates,ANNINGTON PROPERTY LTD,661268,315000
Ministry of Defence,United Kingdom Hydrographic Office,06/07/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100078793,41458
Ministry of Defence,United Kingdom Hydrographic Office,23/07/2010,Raw Materials - Paper,Print & Supply,Antalis McNaughton Group,5100079236,27741.2
Ministry of Defence,Ministry of Defence,01/07/2010,Rent and rates,Central TLB,Antimo Ferraro,ESG13,95218
Ministry of Defence,Ministry of Defence,01/07/2010,Rent and rates,Central TLB,Antimo Ferraro,ESG22,88164
Ministry of Defence,Ministry of Defence,14/07/2010,Fuel for military use,Land Forces,ARAL AG.,5000038345,29032.62
Ministry of Defence,Ministry of Defence,16/07/2010,Fuel for military use,Land Forces,ARAL DIREKT GMBH,5000038557,86659.58
Ministry of Defence,Ministry of Defence,05/07/2010,Estate management,Defence Estates,ARAMARK LTD,658213,2781.84
Ministry of Defence,Ministry of Defence,05/07/2010,Estate management,Air Command,ARAMARK LTD,658213,17860.61
Ministry of Defence,Ministry of Defence,05/07/2010,Estate management,Land Forces,ARAMARK LTD,658213,409058.53
Ministry of Defence,Ministry of Defence,05/07/2010,Food and clothing,Air Command,ARAMARK LTD,658213,2867.23
Ministry of Defence,Ministry of Defence,05/07/2010,Food and clothing,Land Forces,ARAMARK LTD,658213,173804.61
Ministry of Defence,Ministry of Defence,05/07/2010,"Transporation of personnel, freight and travel expenses",Navy Command,ARAMARK LTD,658213,83.85
Ministry of Defence,Ministry of Defence,06/07/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,658794,118974.68
Ministry of Defence,Ministry of Defence,06/07/2010,Estate management,Air Command,ARAMARK LTD,658794,26404.19
Ministry of Defence,Ministry of Defence,08/07/2010,Estate management,Air Command,ARAMARK LTD,659978,23499.06
Ministry of Defence,Ministry of Defence,08/07/2010,Estate management,Land Forces,ARAMARK LTD,659978,35472.08
Ministry of Defence,Ministry of Defence,08/07/2010,Food and clothing,Land Forces,ARAMARK LTD,659978,100105.84
Ministry of Defence,Ministry of Defence,13/07/2010,Building maintenance and accommodation stores,Land Forces,ARAMARK LTD,661942,144.3
Ministry of Defence,Ministry of Defence,13/07/2010,Food and clothing,Air Command,ARAMARK LTD,661942,56106.63
Ministry of Defence,Ministry of Defence,13/07/2010,Food and clothing,Land Forces,ARAMARK LTD,661942,-17916.36
Ministry of Defence,Ministry of Defence,14/07/2010,Estate management,Air Command,ARAMARK LTD,662589,26404.19
Ministry of Defence,Ministry of Defence,15/07/2010,Payments on behalf of Defence Support Group,Central TLB,ARAMARK LTD,663346,843.17
Ministry of Defence,Ministry of Defence,15/07/2010,Estate management,Defence Estates,ARAMARK LTD,663346,693.93
Ministry of Defence,Ministry of Defence,15/07/2010,Estate management,Air Command,ARAMARK LTD,663346,24873.98
Ministry of Defence,Ministry of Defence,15/07/2010,General services and support,Land Forces,ARAMARK LTD,663346,587.19
Ministry of Defence,Ministry of Defence,20/07/2010,Estate management,Defence Equipment & Support,ARAMARK LTD,666160,806.29
Ministry of Defence,Ministry of Defence,20/07/2010,Estate management,Air Command,ARAMARK LTD,666160,51485.57
Ministry of Defence,Ministry of Defence,20/07/2010,Estate management,Land Forces,ARAMARK LTD,666160,183924.21
Ministry of Defence,Ministry of Defence,20/07/2010,Food and clothing,Air Command,ARAMARK LTD,666160,124627.5
Ministry of Defence,Ministry of Defence,20/07/2010,Food and clothing,Land Forces,ARAMARK LTD,666160,788684.86
Ministry of Defence,Ministry of Defence,21/07/2010,Estate management,Central TLB,ARAMARK LTD,666792,362.13
Ministry of Defence,Ministry of Defence,21/07/2010,Estate management,Air Command,ARAMARK LTD,666792,29769.44
Ministry of Defence,Ministry of Defence,21/07/2010,Estate management,Land Forces,ARAMARK LTD,666792,113265.17
Ministry of Defence,Ministry of Defence,22/07/2010,Estate management,Defence Estates,ARAMARK LTD,667484,2781.84
Ministry of Defence,Ministry of Defence,22/07/2010,Estate management,Air Command,ARAMARK LTD,667484,453.75
Ministry of Defence,Ministry of Defence,22/07/2010,Estate management,Land Forces,ARAMARK LTD,667484,81773.36
Ministry of Defence,Ministry of Defence,22/07/2010,Food and clothing,Land Forces,ARAMARK LTD,667484,30145.5
Ministry of Defence,Ministry of Defence,23/07/2010,Estate management,Defence Estates,ARAMARK LTD,668254,259.23
Ministry of Defence,Ministry of Defence,23/07/2010,Estate management,Land Forces,ARAMARK LTD,668254,152.71
Ministry of Defence,Ministry of Defence,23/07/2010,Food and clothing,Land Forces,ARAMARK LTD,668254,180634.88
Ministry of Defence,Ministry of Defence,23/07/2010,"Transporation of personnel, freight and travel expenses",Land Forces,ARAMARK LTD,668254,201.48
Ministry of Defence,Ministry of Defence,26/07/2010,Food and clothing,Air Command,ARAMARK LTD,668980,4104.55
Ministry of Defence,Ministry of Defence,26/07/2010,Food and clothing,Land Forces,ARAMARK LTD,668980,55304.57
Ministry of Defence,Ministry of Defence,28/07/2010,Estate management,Air Command,ARAMARK LTD,670285,29522.36
Ministry of Defence,Ministry of Defence,30/07/2010,Food and clothing,Land Forces,ARAMARK LTD,671660,18.72
Ministry of Defence,Ministry of Defence,26/07/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,668982,69411.1
Ministry of Defence,Ministry of Defence,28/07/2010,Rent and rates,Defence Estates,ARGYLL & BUTE COUNCIL,670287,80744.18
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,658796,6598.54
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,658796,40615.74
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,658796,15949.96
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Central TLB,ARVAL UK LTD,658796,55161.3
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Air Command,ARVAL UK LTD,658796,104935.52
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Land Forces,ARVAL UK LTD,658796,515742.76
Ministry of Defence,Ministry of Defence,06/07/2010,Fuel for military use,Navy Command,ARVAL UK LTD,658796,55835.12
Ministry of Defence,Ministry of Defence,06/07/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,658796,-48.63
Ministry of Defence,Ministry of Defence,08/07/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,659984,29370.5
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Command Joint Operations,ARVAL UK LTD,666163,7761.27
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Defence Estates,ARVAL UK LTD,666163,36355.84
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Defence Equipment & Support,ARVAL UK LTD,666163,19828.06
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Central TLB,ARVAL UK LTD,666163,51412.65
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Air Command,ARVAL UK LTD,666163,112111.81
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Land Forces,ARVAL UK LTD,666163,504392.06
Ministry of Defence,Ministry of Defence,20/07/2010,Fuel for military use,Navy Command,ARVAL UK LTD,666163,55763.17
Ministry of Defence,Ministry of Defence,22/07/2010,Design services and minor equipment purchases,Central TLB,ARVAL UK LTD,667488,29833.75
Ministry of Defence,Ministry of Defence,12/07/2010,Purchase of information and communications technology,Land Forces,ASPIRE DEFENCE LIMITED,661276,-22873.6
